koth,LUA_MENU_MP/HARDPOINT,OBJECTIVES/KOTH,icon_mode_mp_hardpoint,1,1,Standard,mp_farm_18,LUA_MENU/WARGAME_DOMINATION,OBJECTIVES/KOTH_HINT,OBJECTIVES/KOTH_HINT,1,1,icon_mode_mp_hardpoint,icon_mode_mp_hardpoint_tier1,1,0,0.9,0,0.75,60,8,icon_mode_mp_hardpoint,LUA_MENU_MP/CDL_KOTH_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,0,0,jup_ui_menu_keyart_hardpoint_button,jup_ui_menu_keyart_hardpoint_button,,0,0,0,0,jup_mp_splash_message_homeplate_topo
hq,LUA_MENU_MP/HQ,OBJECTIVES/HQ,icon_mode_mp_hq,1,1,Standard,mp_farm_18,LUA_MENU/WARGAME_DOMINATION,OBJECTIVES/HQ_HINT,OBJECTIVES/HQ_HINT,2,1,icon_mode_mp_hq,icon_mode_mp_hq_tier1,1,0,0.9,0,1,60,5,icon_mode_mp_hq,LUA_MENU_MP/CDL_HQ_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,0,0,menu_keyart_hq_layer00,menu_keyart_hq_layer00,,0,0,0,0,jup_mp_splash_message_homeplate_topo
infect,LUA_MENU_MP/INFECT,OBJECTIVES/INFECT,icon_mode_mp_infected,0,0,Alternate,mp_farm_18,LUA_MENU/WARGAME_INFECT,OBJECTIVES/INFECT_HINT,OBJECTIVES/INFECT_HINT,0,1,icon_mode_mp_infected,icon_mode_mp_infected,1,0,1,0,1,60,15,icon_mode_mp_infected,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_hexagon,hud_splash_gamemode_hexagon_topo,0,0,menu_keyart_infected_layer_00,menu_keyart_infected_layer_00,,0,0,0,0,jup_mp_splash_message_hexagone_topo
conf,LUA_MENU_MP/CONF,OBJECTIVES/CONF,icon_mode_mp_conf,1,1,Standard,mp_farm_18,LUA_MENU/WARGAME_CONF,OBJECTIVES/CONF_HINT,OBJECTIVES/CONF_HINT,2,1,icon_mode_mp_conf,icon_mode_mp_conf_tier1,1,0,0.9,0,1,60,10,icon_mode_mp_conf,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_hexagon,hud_splash_gamemode_hexagon_topo,900,2700,jup_ui_menu_keyart_kill_confirmed_button,jup_ui_menu_keyart_kill_confirmed_button,,0,0,0,0,jup_mp_splash_message_hexagone_topo
ko,LUA_MENU_MP/KO,OBJECTIVES/KO,icon_mode_mp_knockout,1,1,Standard,mp_farm_18,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/KO_HINT,OBJECTIVES/KO_HINT,2,1,icon_mode_mp_knockout,icon_mode_mp_knockout_tier1,1,0,1,0,1.45,60,0,icon_mode_mp_knockout,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_diamond,hud_splash_gamemode_diamond_topo,0,0,menu_keyart_knockout_layer_00,menu_keyart_knockout_layer_01,,0,0,0,0,jup_mp_splash_message_diamond_topo
oic,LUA_MENU_MP/OIC,OBJECTIVES/OIC,icon_mode_mp_chamber,0,0,Alternate,mp_farm_18,LUA_MENU/WARGAME_GUN,OBJECTIVES/OIC_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_oic_hcore,icon_mode_mp_chamber_tier1,1,0,1.4,0,1,60,18,icon_mp_mode_oic_cdl,LUA_MENU_MP/CDL_DOM_NAME,,,,,,0,0,menu_keyart_one_in_the_chamber_layer_00,menu_keyart_one_in_the_chamber_layer_00,,0,0,0,0,
rescue,LUA_MENU_MP/RESCUE,OBJECTIVES/RESCUE,icon_mode_mp_prisoner_rescue,1,1,Standard,mp_farm_18,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/RESCUE_HINT_DEFENDERS,OBJECTIVES/RESCUE_HINT_ATTACKERS,0,1,icon_mode_mp_prisoner_rescue,icon_mode_mp_prisoner_rescue_tier1,1,0,1,0,1.6,60,1,icon_mode_mp_prisoner_rescue,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,750,2250,menu_keyart_prisoner_rescue_layer_00,menu_keyart_prisoner_rescue_layer_01,,0,0,0,0,jup_mp_splash_message_homeplate_topo
sd,LUA_MENU_MP/SD,OBJECTIVES/SD,icon_mode_mp_snd,1,1,Standard,mp_farm_18,LUA_MENU/WARGAME_SEARCH_AND_DESTROY,OBJECTIVES/SD_ATTACKER_HINT,OBJECTIVES/SD_DEFENDER_HINT,1,1,icon_mode_mp_snd,icon_mode_mp_snd_tier1,1,0,1.4,1,1.1,30,4,icon_mode_mp_snd,LUA_MENU_MP/CDL_SD_NAME,,,,hud_splash_gamemode_diamond,hud_splash_gamemode_diamond_topo,750,2250,jup_ui_menu_keyart_search_button,jup_ui_menu_keyart_search_button,,0,0,0,0,jup_mp_splash_message_diamond_topo
ballmode,LUA_MENU_MP/BALLMODE,OBJECTIVES/BALLMODE,icon_mode_mp_soccer,1,0,Standard,mp_futbol,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/BALLMODE_HINT,OBJECTIVES/BALLMODE_HINT,2,1,icon_mode_mp_tdm,icon_mode_mp_tdm_tier1,1,1,1,1,1,60,1,icon_mode_mp_tdm,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_hexagon,hud_splash_gamemode_hexagon_topo,0,0,menu_keyart_cod_soccer_mode_layer_00,menu_keyart_cod_soccer_mode_layer_00,,0,0,0,0,jup_mp_splash_message_hexagone_topo
benchmark,LUA_MENU_MP/BENCHMARK,OBJECTIVES/BENCHMARK,icon_mode_benchmark,1,1,Standard,mp_hackney_am,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/BENCHMARK_HINT,OBJECTIVES/BENCHMARK_HINT,2,1,icon_mode_mp_tdm,icon_mode_mp_tdm_tier1,1,1,1,0,1,60,1,icon_mode_mp_tdm,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_hexagon,hud_splash_gamemode_hexagon_topo,0,0,menu_keyart_gw_layer_00,menu_keyart_gw_layer_01,,0,0,0,0,jup_mp_splash_message_hexagone_topo
gwtdm,LUA_MENU_MP/GWTDM,OBJECTIVES/GWTDM,icon_mode_mp_gw_invasion,1,1,Alternate,mp_sira_gw,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/GWTDM_HINT,OBJECTIVES/GWTDM_HINT,0,1,icon_mode_mp_gw_invasion,icon_mode_mp_gw_invasion_tier1,1,1,1,0,1.7,60,1,icon_mode_mp_gw_invasion,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,0,0,menu_keyart_gw_invasion_layer_00,menu_keyart_gw_invasion_layer_01,,0,0,0,0,jup_mp_splash_message_homeplate_topo
gwai,LUA_MENU_MP/GWAI,OBJECTIVES/GWAI,icon_mode_mp_gw_invasion,1,0,Standard,mp_sira_gw,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/GWAI_HINT,OBJECTIVES/GWAI_HINT,0,1,icon_mode_mp_gw_invasion,icon_mode_mp_gw_invasion_tier1,1,1,1,0,1,60,1,icon_mode_mp_gw_invasion,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,0,0,menu_keyart_gw_invasion_layer_00,menu_keyart_gw_invasion_layer_01,,0,0,0,0,jup_mp_splash_message_homeplate_topo
gwbomb,LUA_MENU_MP/GWBOMB,OBJECTIVES/GWBOMB,icon_mode_mp_war_bomb,1,1,Alternate,mp_sira_gw,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/GWBOMB_HINT,OBJECTIVES/GWBOMB_HINT,0,1,icon_mode_mp_war_bomb,icon_mode_mp_war_bomb,1,1,1,0,1,60,1,icon_mode_mp_war_bomb,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_homeplate_topo
fr,LUA_MENU_MP/FR,OBJECTIVES/FR,icon_mode_mp_tdm,1,1,Standard,mp_saba,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/FR_HINT,OBJECTIVES/FR_HINT,0,1,icon_mode_mp_tdm,icon_mode_mp_tdm,1,1,1,0,1,60,1,icon_mode_mp_tdm,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_hexagon,hud_splash_gamemode_hexagon_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_hexagone_topo
ctf,LUA_MENU_MP/CTF,OBJECTIVES/CTF,icon_mode_mp_ctf,1,1,Standard,mp_farm_18,LUA_MENU/WARGAME_BLITZ,OBJECTIVES/CTF_HINT,OBJECTIVES/CTF_HINT,2,1,icon_mode_mp_ctf,icon_mode_mp_ctf,1,1,1,0,1,60,9,icon_mode_mp_ctf,LUA_MENU_MP/CDL_CTF_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_homeplate_topo
rugby,MP_MODE_RUGBY/NAME,MP_MODE_RUGBY/DESC,icon_mp_mode_rupture,1,1,Alternate,mp_farm_18,MENU/NONE,MP_MODE_RUGBY/OBJECTIVE_HINT,MP_MODE_RUGBY/OBJECTIVE_HINT,0,1,icon_mp_mode_rupture_hcore,icon_mp_mode_rupture_realism,1,1,1,0,1,60,11,icon_mp_mode_rupture,LUA_MENU_MP/CDL_DOM_NAME,,,,,,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,
dd,LUA_MENU_MP/DEMOLITION,LUA_MENU_MP/DEMOLITION_DESC,icon_mode_mp_demolition,1,1,Alternate,mp_farm_18,LUA_MENU/WARGAME_SEARCH_AND_DESTROY,OBJECTIVES/DD_ATTACKER_HINT,OBJECTIVES/DD_DEFENDER_HINT,0,1,icon_mode_mp_demolition,icon_mode_mp_demolition,1,1,1,0,1,60,12,icon_mode_mp_demolition,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_homeplate_topo
siege,LUA_MENU_MP/SIEGE,OBJECTIVES/SIEGE,icon_mp_mode_reinforce,1,1,Alternate,mp_farm_18,LUA_MENU_MP/WARGAME_SIEGE,OBJECTIVES/SIEGE_HINT,OBJECTIVES/SIEGE_HINT,0,1,icon_mp_mode_reinforce_hcore,icon_mp_mode_reinforce_realism,1,1,1,0,1,60,13,icon_mp_mode_reinforce,LUA_MENU_MP/CDL_DOM_NAME,,,,,,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,
grind,LUA_MENU_MP/GRIND,OBJECTIVES/GRIND,icon_mode_mp_grind,1,1,Alternate,mp_farm_18,LUA_MENU/WARGAME_GRIND,OBJECTIVES/WAR_HINT,OBJECTIVES/WAR_HINT,0,1,icon_mp_mode_grind_hcore,icon_mode_mp_grind_tier1,1,0,1,0,1,60,14,icon_mp_mode_grind,LUA_MENU_MP/CDL_DOM_NAME,,,,,,0,0,menu_keyart_grind_layer_00,menu_keyart_grind_layer_00,,0,0,0,0,
grnd,LUA_MENU_MP/GRND,OBJECTIVES/GRND,icon_mode_mp_dz,1,1,Alternate,mp_farm_18,MPUI_GRND,OBJECTIVES/GRND_HINT,OBJECTIVES/GRND_HINT,0,1,icon_mp_mode_dropzone_hcore,icon_mode_mp_dz_tier1,1,0,1,0,1,60,17,icon_mp_mode_dropzone,LUA_MENU_MP/CDL_DOM_NAME,,,,,,0,0,menu_keyart_drop_zone_layer_00,menu_keyart_drop_zone_layer_00,,0,0,0,0,
tdef,LUA_MENU_MP/TDEF,OBJECTIVES/TDEF,icon_mp_mode_hvt,1,1,Alternate,mp_farm_18,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/TDEF_HINT,OBJECTIVES/TDEF_HINT,0,1,icon_mp_mode_hvt_hcore,icon_mp_mode_hvt_realism,1,1,1,0,1,60,0,icon_mp_mode_hvt,LUA_MENU_MP/CDL_CTF_NAME,,,,,,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,
tjugg,LUA_MENU_MP/TJUGG,OBJECTIVES/TJUGG,icon_mp_mode_teamjugg,1,1,Alternate,mp_farm_18,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/TJUGG_HINT,OBJECTIVES/TJUGG_HINT,0,1,icon_mp_mode_teamjugg_hcore,icon_mp_mode_teamjugg_realism,1,1,1,0,1,60,0,icon_mp_mode_teamjugg,LUA_MENU_MP/CDL_DOM_NAME,,,,,,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,
blitz,LUA_MENU_MP/BLITZ,OBJECTIVES/BLITZ,icon_mode_mp_ctf,1,1,Alternate,,LUA_MENU/WARGAME_BLITZ,OBJECTIVES/BLITZ_HINT,OBJECTIVES/BLITZ_HINT,0,1,icon_mode_mp_ctf,icon_mp_mode_tdm_realism,1,1,1,0,1,60,0,icon_mode_mp_ctf,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_homeplate_topo
br,LUA_MENU_MP/BR,OBJECTIVES/BR,icon_br_mode_wz,0,0,Alternate,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,2.5,0,1,20,0,icon_mode_mp_arena,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,menu_keyart_wz_layer_00,menu_keyart_wz_layer_01,,0,0,0,0,jup_mp_splash_message_mountain_topo
br_dmz,LUA_MENU_MP/PAYBACK,LUA_MENU/BLOOD_MONEY_DESC,icon_mode_wz_plunder,0,0,Alternate,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mode_mp_arena,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_homeplate_topo
br_plunder,LUA_MENU_MP/PAYBACK,LUA_MENU/BLOOD_MONEY_DESC,icon_mode_wz_plunder,0,0,Alternate,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mode_mp_arena,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_homeplate_topo
br_risk,LUA_MENU_MP/RISK,LUA_MENU_MP/RISK_DESC,icon_mission_generic,0,0,Alternate,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mode_mp_arena,LUA_MENU_MP/CDL_DOM_NAME,,,,,,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,
br_kingslayer,LUA_MENU_MP/BRKING,LUA_MENU_MP/BRKING_DESC,icon_mission_generic,0,0,Alternate,0,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,20,0,icon_mode_mp_arena,LUA_MENU_MP/CDL_DOM_NAME,,,,,,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,
snatch,LUA_MENU_MP/SNATCH,OBJECTIVES/SNATCH,icon_mode_mp_arena,0,1,Alternate,,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,60,0,icon_mode_mp_arena,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_diamond,hud_splash_gamemode_diamond_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_diamond_topo
arm,LUA_MENU_MP/ARMSRACE,OBJECTIVES/ARM,icon_mode_mp_war,1,1,Alternate,mp_sira_gw,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/BTM_HINT,OBJECTIVES/BTM_HINT,0,1,icon_mode_mp_war,icon_mode_mp_war_tier1,1,1,1.1,0,1.65,40,0,icon_mode_mp_war,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_homeplate_topo
esc,LUA_MENU_MP/ESC,LUA_MENU_MP/ESC_DESC,icon_mode_mp_arena,1,1,Alternate,,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/ESC_HINT,OBJECTIVES/ESC_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,60,0,icon_mode_mp_arena,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_diamond,hud_splash_gamemode_diamond_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_diamond_topo
pill,LUA_MENU_MP/PILL,OBJECTIVES/PILL,icon_mode_mp_arena,1,1,Alternate,,LUA_MENU/WARGAME_GRIND,OBJECTIVES/WAR_HINT,OBJECTIVES/WAR_HINT,0,1,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,60,0,icon_mode_mp_arena,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_diamond,hud_splash_gamemode_diamond_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_diamond_topo
trial,LUA_MENU_MP/TRIAL,OBJECTIVES/TRIAL,icon_mp_mode_trial,0,0,Alternate,,LUA_MENU_WARGAME_TRIAL,OBJECTIVES/WAR_HINT,OBJECTIVES/WAR_HINT,0,0,icon_mp_mode_trial,icon_mp_mode_trial,1,1,1,0,1,60,0,icon_mp_mode_trial,LUA_MENU_MP/CDL_DOM_NAME,,,,,,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,
brtdm,LUA_MENU_MP/WAR,LUA_MENU_MP/WAR_DESC,icon_mode_mp_tdm,1,1,Alternate,mp_donetsk,LUA_MENU/WARGAME_TEAM_DEATHMATCH,OBJECTIVES/WAR_HINT,OBJECTIVES/WAR_HINT,0,1,icon_mp_mode_tdm_hcore,icon_mp_mode_tdm_realism,1,1,1,0,1,60,0,icon_mp_mode_tdm,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_hexagon,hud_splash_gamemode_hexagon_topo,0,0,jup_ui_menu_keyart_tdm_button,jup_ui_menu_keyart_tdm_button,,0,0,0,0,jup_mp_splash_message_hexagone_topo
dmz,LUA_MENU_MP/DMZ,LUA_MENU_MP/DMZ_DESC,icon_mode_dmz,0,0,Alternate,,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/DM_HINT,OBJECTIVES/DM_HINT,0,0,icon_mode_dmz,icon_mode_dmz,1,1,1,0,1,20,0,icon_mode_dmz,LUA_MENU_MP/CDL_DOM_NAME,br_dmz,br_dmz_offline.cfg,br,hud_splash_gamemode_hexagon_rotated,hud_splash_gamemode_hexagon_rotated_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_hexagone_topo
risk,LUA_MENU_MP/RISK,LUA_MENU_MP/RISK_DESC,icon_mode_mp_war,1,1,Alternate,,LUA_MENU/WARGAME_DEATHMATCH,OBJECTIVES/BTM_HINT,OBJECTIVES/BTM_HINT,0,1,icon_mode_mp_war,icon_mode_mp_war_tier1,1,1,1.1,0,1.5,40,0,icon_mode_mp_war,LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_homeplate,hud_splash_gamemode_homeplate_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_homeplate_topo
cp_survival,LUA_MENU_MP/TAC_OPS,LUA_MENU_MP/TAC_OPS,icon_cp_mode_tacops,,,Alternate,cp_dwn_twn_2,,,,,,,,1,1,1,0,1,60,0,icon_cp_mode_tacops,LUA_MENU_MP/CDL_DOM_NAME,,,,,,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,
