tagReject,biolab,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
rollChance,revive,,0,20,5,5,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0
rollChance,plate_carrier,,4,20,10,10,0,5,5,0,0,0,0,6,6,0,6,1,0,6,0,0,0
rollChance,ammo,,10,0,5,0,15,15,15,0,15,0,0,20,20,50,20,0,0,20,50,0,0
rollChance,health,,12,0,10,0,15,0,10,0,0,0,0,10,10,50,10,9,0,10,0,0,0
rollChance,gear,,6,20,10,20,0,0,15,0,0,20,20,10,10,0,10,0,0,10,0,0,0
rollChance,lethal,,5,0,10,10,3,20,10,0,0,0,0,0,0,25,0,0,20,0,0,0,15
rollChance,tactical,,5,0,10,10,2,20,5,25,15,50,50,15,15,25,15,0,16,15,0,0,30
rollChance,super,,25,0,30,30,0,20,15,0,0,0,0,10,10,0,10,0,22,10,0,0,0
rollChance,weapon,,0,0,9,1,0,20,5,0,5,0,0,6,6,0,6,0,2,6,50,35,0
rollChance,plunder,,10,20,1,14,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,30
rollChance,valuable,,65,20,0,0,40,0,20,60,55,15,15,20,20,300,20,60,40,20,0,50,20
rollChance,personal,,3,0,0,0,10,0,0,15,10,0,0,3,3,50,3,20,0,3,0,0,5
item,brloot_self_revive,,0,100,100,100,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
item,brloot_plate_carrier_2,,100,25,80,25,0,50,100,0,0,0,0,100,80,0,100,100,0,80,0,0,0
item,brloot_plate_carrier_3,,0,75,20,75,0,50,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0
item,brloot_ammo_12g,,10,0,10,0,10,10,10,0,10,0,0,10,10,10,10,0,0,10,10,0,0
item,brloot_ammo_50cal,,10,0,10,0,10,10,10,0,10,0,0,10,10,10,10,0,0,10,10,0,0
item,brloot_ammo_762,,40,0,40,0,40,40,40,0,40,0,0,40,40,40,40,0,0,40,40,0,0
item,brloot_ammo_919,,35,0,35,0,35,35,35,0,35,0,0,35,35,35,35,0,0,35,35,0,0
item,brloot_ammo_rocket,,5,0,5,0,0,5,5,0,0,0,0,0,5,0,5,0,0,5,5,0,0
item,brloot_armor_plate,,100,0,100,0,100,0,100,0,0,0,0,100,100,100,100,100,0,100,0,0,0
item,brloot_equip_gasmask,,35,0,30,0,0,0,30,0,0,0,30,30,30,0,30,0,0,30,0,0,0
item,brloot_equip_gasmask_durable,,5,50,10,50,0,0,10,0,0,0,10,10,10,0,10,0,0,10,0,0,0
item,brloot_equip_iodine_pills,,20,0,20,0,0,0,20,0,0,20,20,20,20,0,20,0,0,20,0,0,0
item,brloot_backpack_medium,,35,0,30,0,0,0,30,0,0,0,0,30,30,0,30,0,0,30,0,0,0
item,brloot_backpack_large,,5,50,10,50,0,0,10,0,0,0,0,10,10,0,10,0,0,10,0,0,0
item,brloot_offhand_atmine,,10,0,10,10,10,10,10,0,0,0,0,0,0,10,0,0,10,0,0,0,10
item,brloot_offhand_claymore,,10,0,10,10,10,10,10,0,0,0,0,0,0,10,0,0,10,0,0,0,10
item,brloot_offhand_c4,,10,0,10,10,10,10,10,0,0,0,0,0,0,10,0,0,10,0,0,0,10
item,brloot_offhand_frag,,10,0,10,10,10,10,10,0,0,0,0,0,0,10,0,0,10,0,0,0,10
item,brloot_offhand_molotov,,10,0,10,10,10,10,10,0,0,0,0,0,0,10,0,0,10,0,0,0,10
item,brloot_offhand_semtex,,10,0,10,10,10,10,10,0,0,0,0,0,0,10,0,0,10,0,0,0,10
item,brloot_offhand_thermite,,10,0,10,10,10,10,10,0,0,0,0,0,0,10,0,0,10,0,0,0,10
item,brloot_offhand_throwingknife,,10,0,10,10,10,10,10,0,0,0,0,0,0,10,0,0,10,0,0,0,10
item,brloot_offhand_bunkerbuster,,10,0,10,10,10,10,10,0,0,0,0,0,0,10,0,0,10,0,0,0,10
item,brloot_health_adrenaline,,10,0,10,10,10,10,10,100,10,100,100,10,10,10,10,0,10,10,0,0,10
item,brloot_offhand_binoculars,,5,0,5,5,5,5,5,0,5,0,0,5,5,5,5,0,5,5,0,0,5
item,brloot_offhand_concussion,,10,0,10,10,10,10,10,0,10,0,0,10,10,10,10,0,10,10,0,0,10
item,brloot_offhand_decoy,,10,0,10,10,10,10,10,0,10,0,0,10,10,10,10,0,10,10,0,0,10
item,brloot_offhand_flash,,10,0,10,10,10,10,10,0,10,0,0,10,10,10,10,0,10,10,0,0,10
item,brloot_offhand_gas,,10,0,10,10,10,10,10,0,10,0,0,10,10,10,10,0,10,10,0,0,10
item,brloot_offhand_heartbeatsensor,,5,0,5,5,5,5,5,0,5,0,0,5,5,5,5,0,5,5,0,0,5
item,brloot_offhand_smoke,,10,0,10,10,10,10,10,0,10,0,0,10,10,10,10,0,10,10,0,0,10
item,brloot_offhand_snapshot,,10,0,10,10,10,10,10,0,10,0,0,10,10,10,10,0,10,10,0,0,10
item,brloot_offhand_shockstick,,10,0,10,10,10,10,10,0,10,0,0,10,10,10,10,0,10,10,0,0,10
item,brloot_offhand_taccover,,10,0,10,10,0,10,10,0,0,0,0,10,10,0,10,0,10,10,0,0,0
item,brloot_offhand_trophysystem,,10,0,10,10,0,10,10,0,0,0,0,10,10,0,10,0,10,10,0,0,0
item,brloot_super_deadsilence,,10,0,10,10,0,10,10,0,0,0,0,10,10,0,10,0,10,10,0,0,0
item,brloot_super_munitionsbox,,10,0,10,10,0,10,10,0,0,0,0,10,10,0,10,0,10,10,0,0,0
item,brloot_super_armorbox,,10,0,10,10,0,10,10,0,0,0,0,10,10,0,10,0,10,10,0,0,0
item,brloot_super_emppulse,,10,0,10,10,0,10,10,0,0,0,0,10,10,0,10,0,10,10,0,0,0
item,brloot_super_battlerage,,10,0,10,10,0,10,10,0,0,0,0,10,10,0,10,0,10,10,0,0,0
item,brloot_super_tacticalcamera,,10,0,10,10,0,10,10,0,0,0,0,10,10,0,10,0,10,10,0,0,0
item,brloot_super_stimpistol,,10,0,10,10,0,10,10,0,0,0,0,10,10,0,10,0,10,10,0,0,0
item,brloot_offhand_deployed_decoy,,10,0,10,10,0,10,10,0,0,0,0,10,10,0,10,0,10,10,0,0,0
item,brloot_super_soundveil,,10,0,10,10,0,10,10,0,0,0,0,10,10,0,10,0,10,10,0,0,0
item,brloot_super_suppressionrounds,,10,0,10,10,0,10,10,0,0,0,0,10,10,0,10,0,10,10,0,0,0
tagChance,0&weapon&large,,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,40,0,0,0
tagChance,1&weapon&large,,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,10,0,0
tagChance,2&weapon&large,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,20,0,0
tagChance,3&weapon&large,,0,0,90,0,0,90,10,0,0,0,0,0,90,0,60,0,0,10,35,0,0
tagChance,4&weapon&large,,0,0,10,100,0,10,5,0,0,0,0,0,10,0,40,0,0,5,10,100,0
tagChance,0&weapon&medium,,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,40,0,0,0
tagChance,1&weapon&medium,,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,10,0,0
tagChance,2&weapon&medium,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,20,0,0
tagChance,3&weapon&medium,,0,0,90,0,0,90,10,0,0,0,0,0,90,0,20,0,0,10,35,0,0
tagChance,4&weapon&medium,,0,0,10,100,0,10,5,0,0,0,0,0,10,0,10,0,0,5,10,100,0
tagChance,0&weapon&small,,0,0,0,0,0,0,40,0,40,0,0,40,0,0,0,0,40,40,0,0,0
tagChance,1&weapon&small,,0,0,0,0,0,0,30,0,30,0,0,30,0,0,0,0,30,30,10,0,0
tagChance,2&weapon&small,,0,0,0,0,0,0,15,0,15,0,0,15,0,0,0,0,15,15,20,0,0
tagChance,3&weapon&small,,0,0,90,0,0,90,10,0,10,0,0,10,90,0,5,0,10,10,35,0,0
tagChance,4&weapon&small,,0,0,10,100,0,10,5,0,5,0,0,5,10,0,1,0,5,5,10,100,0
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_uncommon_1,,50,0,30,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50
item,brloot_plunder_cash_uncommon_2,,35,0,30,25,35,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
item,brloot_plunder_cash_uncommon_3,,14,0,30,25,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
item,brloot_plunder_cash_rare_1,,1,20,10,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,1
item,brloot_plunder_cash_rare_2,,0,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
item,brloot_plunder_cash_epic_1,,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
item,brloot_plunder_cash_epic_2,,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
item,brloot_plunder_cash_legendary_1,,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
item,brloot_valuable_goldbar,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
item,brloot_valuable_liquor,,3,0,0,0,10,0,0,10,0,10,10,0,0,2,0,2,0,0,0,0,0
item,brloot_valuable_folder,,5,0,0,0,0,0,10,0,10,0,0,10,0,10,0,5,0,0,0,0,0
item,brloot_valuable_bandage,,0,0,0,0,0,0,10,0,0,10,10,0,5,2,0,2,0,0,0,0,10
item,brloot_valuable_lightbulb,,8,0,0,0,0,0,0,0,5,0,0,0,2,5,0,2,10,5,0,0,0
item,brloot_valuable_watch,,4,0,0,0,0,0,5,0,10,0,0,5,0,5,0,5,0,0,0,0,10
item,brloot_valuable_wrench,,12,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,10,5,0,0,0
item,brloot_valuable_lighter,,9,0,0,0,5,0,5,0,0,0,0,2,0,2,0,2,2,0,0,0,10
item,brloot_valuable_screwdriver,,13,0,0,0,0,0,0,0,5,0,0,2,0,5,0,5,10,5,0,0,0
item,brloot_valuable_electrical_tape,,0,0,0,0,0,0,0,0,5,0,0,2,0,5,0,5,10,5,0,0,0
item,brloot_valuable_cannedfood,,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,5,0,0,0,0,5
item,brloot_valuable_drill,,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,5,10,5,0,0,0
item,brloot_valuable_electroniccomponents,,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,5,10,5,0,0,0
item,brloot_valuable_folder_classified,,3,10,0,0,0,0,1,0,0,0,0,2,2,1,0,1,0,1,0,10,0
item,brloot_valuable_folder_sensitive,,2,0,0,0,0,0,5,0,0,0,0,10,5,1,0,1,0,1,0,5,0
item,brloot_valuable_freshwater,,0,0,0,0,5,0,0,10,0,0,0,2,0,5,0,5,0,0,0,0,5
item,brloot_valuable_gunoil,,0,0,0,0,0,0,5,0,0,0,0,0,10,0,10,0,5,10,0,0,5
item,brloot_valuable_importedtea,,0,0,0,0,0,0,0,10,0,0,0,2,0,2,0,2,0,1,0,0,5
item,brloot_valuable_mre,,0,0,0,0,0,0,0,10,0,0,0,2,0,2,0,2,0,1,0,0,5
item,brloot_valuable_wine,,0,0,0,0,10,0,0,10,0,0,0,0,0,5,0,5,0,0,0,0,0
item,brloot_valuable_wine_aged,,0,0,0,0,5,0,0,5,0,0,0,0,0,2,0,2,0,0,0,5,0
item,brloot_valuable_wine_vintage,,0,10,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,10,0
item,brloot_valuable_gold_skull,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
item,brloot_health_ifak,,0,0,0,0,0,0,0,0,0,10,10,0,2,2,0,2,0,2,0,0,0
item,brloot_health_afak,,0,0,0,0,0,0,0,0,0,5,5,0,2,2,0,2,0,2,0,0,0
item,brloot_health_med_bag,,0,0,0,0,0,0,0,0,0,1,5,0,2,2,0,2,0,2,0,0,0
item,brloot_valuable_hydrogen_peroxide,,1,0,0,0,0,0,0,0,0,4,4,0,0,1,0,1,2,1,0,0,0
item,brloot_valuable_cephalexin,,1,0,0,0,0,0,0,0,0,4,4,0,0,1,0,1,2,1,0,0,0
item,brloot_valuable_hydrochloride,,1,0,0,0,0,0,0,0,0,4,4,0,0,1,0,1,2,1,0,0,0
item,brloot_valuable_acetone,,1,0,0,0,0,0,0,0,0,4,4,0,0,1,0,1,2,1,0,0,0
item,brloot_valuable_plastic_explosive,,1,0,0,0,2,0,0,0,0,0,0,4,5,0,5,0,0,0,5,0,5
item,brloot_personal_oldwatch,,10,0,0,0,10,0,0,0,10,0,0,10,10,10,10,10,0,10,0,0,10
item,brloot_personal_vialofinsulin,,10,0,0,0,10,0,0,10,10,0,0,10,10,10,10,10,0,10,0,0,10
item,brloot_personal_cancermedication,,10,0,0,0,10,0,0,10,10,0,0,10,10,10,10,10,0,10,0,0,10
pointFlagFilter,loot_spawn_large,0,large|medium|small,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_medium,0,medium|small,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_small,0,small,,,,,,,,,,,,,,,,,,,,
