72,iw9_location_bitfield,bitfield,mp_saba=0|mp_sealion=1|saba_oilfield=10|saba_caves=11|saba_fort=12|saba_observatory=13|saba_wartorn=14|saba_marshland=15|saba_oldtwn=16|saba_mtntwn=17|saba_exhume=18|saba_cemetery=19|mp_bio_lab=2|saba_hydro=20|sira_mall=21|saba_suburbs_01=22|saba_suburbs_02=23|saba_suburbs_03=24|saba_suburbs_04=25|saba_suburbs_05=26|saba_suburbs_06=27|saba_suburbs_07=28|saba_suburbs_08=29|saba_airport=3|saba_suburbs_09=30|saba_suburbs_10=31|saba_suburbs_11=32|saba_suburbs_12=33|saba_suburbs_13=34|saba_suburbs_14=35|sealion_apartments=36|sealion_beachclub=37|sealion_castle=38|sealion_coastalruins=39|saba_moderncity=4|sealion_port=40|sealion_culdesac=41|sealion_powerplant=42|sealion_residential=43|sealion_shipwreck=44|sealion_towncenter=45|sealion_watertreatment=46|sealion_waterways=47|delta_castle=48|delta_cemetary=49|saba_lone=5|delta_cityhall=50|delta_firestation=51|delta_fleamarket=52|delta_floatinghouses=53|delta_library=54|delta_marina=55|delta_museum=56|delta_nemo=57|delta_policestation=58|delta_shoppingcenter=59|saba_fishtwn=6|delta_stadium=60|delta_station=61|delta_terminal=62|mp_delta=63|saba_sira=7|saba_sunken=8|saba_oasis=9
73,iw9_pool_id,number,
74,iw9_activate_id,number,
75,iw9_deactivate_id,number,
76,iw9_battlemap_sector_ae_id,number,
76,iw9_loot_id,number,
77,iw9_battlemap_sector_reward_id,number,
77,iw9_loot_item_type,itemtypes,
78,iw9_loot_method_bitfield,bitfield,loot=0|extract=1|place=10|ground=2|cache=3|backpack=4|exfil=5|extract_balloon=6|dead_drop=7|final_exfil=8|starting_loadout=9
79,iw9_cp_stars,number,
80,iw9_cp_mission_id,itemID,
81,iw9_perk_bitfield1,bitfield,iw9_specialty_survivor=0|iw9_specialty_extra_tactical=1|iw9_specialty_huntmaster=10|iw9_specialty_tactical_recon=11|iw9_specialty_hustle=12|iw9_specialty_covert_ops=13|iw9_specialty_grenade_expert=14|iw9_specialty_eod=15|iw9_specialty_restock=16|iw9_speciality_tac_resist=17|iw9_speciality_surveillance=18|iw9_speciality_quick_fix=19|iw9_specialty_overwatch=2|iw9_speciality_null=20|iw9_specialty_focus=3|iw9_specialty_overcharge_field_upgrade=4|iw9_specialty_warhead=5|iw9_specialty_munitions_2=6|iw9_specialty_scavenger=7|iw9_specialty_guerrilla=8|iw9_specialty_hardline=9
82,iw9_cp_role,itemID,
83,iw9_playlist_id,number,
84,iw9_mgl_edge_item_id,number,
85,iw9_loadout_item_method,bitfield,use=0|hit=1|activate=2|end=3
86,iw9_mgl_edge_item_count,number,
87,iw9_activity_type,bitfield,elimination=0|domination=1|samsite=10|bomb=11|person_of_interest=12|hacker_phone=13|supply=14|scav=15|convoy_attack=16|convoy_defend=17|train_safe=18|geiger_search=2|trap=3|hostage=4|vehicledrive=5|hunt=6|boatdrive=7|demolition=8|safe=9
88,iw9_score,number,
89,iw9_buy_action,bitfield,buy=0|sell=1|upgrade=2|trade=3|remove_attachment=4
90,iw9_cash_value,number,
91,iw9_loot_source,bitfield,enemy_player=0|radioactive_cache=1|medicine_cabinet=2|pc_cache=3|supply_drop=4|supply_drop_event=5|supply_drop_airplane=6|weapon_locker=7|duffel_bag=8|cash_register=9
92,iw9_mgl_inbox_notification_id,number,
93,iw9_distance,number,
94,iw9_damage_type,bitfield,health=0|armor=1|riot_shield=2
95,iw9_weapon_attachment_flags,bitfield,suppressor=0|thermal=1|optic_zoom_4=2|hybrid=3|irons=4|holo=5|acog=6|reflex=7
96,iw9_cp_kit_rank,number,
97,iw9_cp_intel_collected,number,
98,iw9_product_id,number,
99,iw9_sp_progression,number,
100,iw9_kill_bitfield2,bitfield,ledgehanging=0|sentry_kill=1|on_passenger_train=10|from_helicopter=11|used_enemy_weapon=12|silenced=13|cover_kill=14|detected_impaired=15|victim_impaired=16|helicopter_explosive=17|in_gulag=18|standing=19|cluster_mine_kill=2|from_palfa=20|victim_hvt=21|clean_kill=22|popcorn=23|isaltmode=24|victim_in_radiation=25|vehiclelean_sedan=26|from_mrap=27|unaware=28|victim_has_dmz_bounty=29|victim_is_gulag_jailer=3|underwater=4|radio_pinged=5|uav_tower_pinged=6|holding_hostage=7|pinged=8|on_cargo_train=9
100,iw9_kill_bitfield2,bitfield,ledgehanging=0|sentry_kill=1|on_passenger_train=10|from_helicopter=11|used_enemy_weapon=12|silenced=13|cover_kill=14|detected_impaired=15|victim_impaired=16|helicopter_explosive=17|in_gulag=18|standing=19|cluster_mine_kill=2|from_palfa=20|victim_hvt=21|clean_kill=22|popcorn=23|isaltmode=24|victim_in_radiation=25|vehiclelean_sedan=26|from_mrap=27|unaware=28|victim_has_dmz_bounty=29|victim_is_gulag_jailer=3|in_radiation=30|underwater=4|radio_pinged=5|uav_tower_pinged=6|holding_hostage=7|pinged=8|on_cargo_train=9
100,iw9_kill_bitfield2,bitfield,ledgehanging=0|sentry_kill=1|on_passenger_train=10|from_helicopter=11|used_enemy_weapon=12|silenced=13|cover_kill=14|detected_impaired=15|victim_impaired=16|helicopter_explosive=17|in_gulag=18|standing=19|cluster_mine_kill=2|from_palfa=20|victim_hvt=21|victim_has_dmz_bounty=29|victim_is_gulag_jailer=3|underwater=4|radio_pinged=5|uav_tower_pinged=6|holding_hostage=7|pinged=8|on_cargo_train=9|isaltmode=24|victim_in_radiation=25|vehiclelean_sedan=26|from_mrap=27|unaware=28|in_radiation=60
101,iw9_damage,number,
102,iw9_weapon_camo,number,
103,iw9_battlemap_sector_spend_max,number,
103,iw9_placement,number,
104,iw9_gulag_end_bitfield1,bitfield,win=0|loss=1
105,iw9_contract_end_bitfield1,bitfield,completed=0|failed=1|alive=2|team1=3|team2=4
106,iw9_jailbreak_respawn_player_from_gulag,bool,
107,iw9_champions_quest_bitfield1,bitfield,token_award=0|token_redeem=1
108,iw9_loot_cache_type,bitfield,bar_cabinet=0|duffel_bag=1|fridge=10|locker=11|loot_backpack=12|mail_kiosk=13|medicine_cabinet=14|office_cabinet=15|pack=16|supply_box=17|tool_box=18|weapon_locker=19|clothes=2|cash_register=20|dmz_safe=21|computer=3|dmz_dead_drop=4|dmz_hidden_cache=5|dmz_supply_crate=6|dmz_supply_drop=7|dresser=8|first_aid_kit=9
109,iw9_loot_cache_bitfield1,bitfield,previously_unopened=0|previously_opened=1
110,iw9_wc_match_number,number,
111,iw9_wc_match_pick,number,
112,iw9_hit_loc,bitfield,none=0|helmet=1|left_hand=10|right_hand=11|left_upper_leg=12|right_upper_leg=13|left_lower_leg=14|right_lower_leg=15|left_foot=16|right_foot=17|gun=18|shield=19|head=2|armor=20|soft=21|neck=3|upper_torso=4|lower_torso=5|left_upper_arm=6|right_upper_arm=7|left_lower_arm=8|right_lower_arm=9
112,iw9_wc_game_time,number,
113,iw9_battlepass_xp_scalar,number,
114,iw9_login_bitfield1,bitfield,has_played_wz1=0
115,iw9_revive_bitfield,bitfield,reviver=0|revivee=1
117,iw9_team_size,number,
118,iw9_cp_kit_stars,number,
119,iw9_enemy_squads_remaining,number,
120,iw9_lobby_id,number,
121,iw9_location_bitfield2,bitfield,delta_townhouse1=0|delta_townhouse2=1|biobunker_radiation=10|biobunker_flooded=11|biobunker_boss=12|biobunker_shop=13|biobunker_dark=14|biobunker_office=15|biobunker_controlroom=16|biobunker_datacenter=17|saba_sandstorm=18|delta_townhouse3=2|delta_townhouse4=3|delta_townhouse5=4|delta_townhouse6=5|delta_townhouse7=6|delta_windmill=7|delta_zoo=8|mp_biobunker=9
124,iw9_matchmaking_gametype,number,
125,iw9_cp_total_stars,number,
126,iw9_squadmate0,number,
127,iw9_squadmate1,number,
128,iw9_squadmate2,number,
129,iw9_squadmate3,number,
130,iw9_squadmate4,number,
131,iw9_autospend_enabled,number,
132,iw9_mgl_ftue_expertise,number,
133,iw9_ob_contract_type,,
134,iw9_ob_activity_type,,
135,iw9_ob_zombie_kill_bitfield2,,
136,iw9_ob_interact_bitfield2,,
137,iw9_kills_since_reload,,
138,iw9_assist_recommended_weapon_list,,
139,iw9_reputation,number,
140,iw9_game_flags_cmd,bitfield,invalid=0|set_flag=1|clear_flag=2
141,iw9_game_flags_bitfield1,bitfield,s4_market_detonate_br=0|s4_station_detonate_br=1|s4_zoo_detonate_br=2|s4_library_detonate_br=3|s4_castle_detonate_br=4|s4_museums_detonate_br=5|s4_stadium_detonate_br=6|s4_cityhall_detonate_br=7|s4_shopping_detonate_br=8|s4_cemetery_detonate_br=9
142,iw9_game_flags_bitfield2,bitfield,new_bit0=0|new_bit1=1
143,iw9_playlist_version,number,
144,iw9_s5_team,number,
148,iw9_battlemap_batch_spend,number,
149,iw9_enemy_type_bitfield2,bitfield,rat_boss=0|butcher_boss=1|mummy_boss=2|swamp_boss=3
