handheld_camera_translation_move_mod_override,1,,c,f,0,0,1,0,,,,,,,,,,,,,,,
handheld_camera_translation_view_mod_override,1,,c,f,0,0,1,0,,,,,,,,,,,,,,,
ui_out_of_bounds_type,1,,c,i,0,0,5,,,,,,,# 0 = off, 1 = normal out of bounds, 2 = restricted area, 3 = off vehicle, 4 retreat to safe area, 5 return to mission,,,,,,,,,
ui_out_of_bounds_countdown,1,,c,t,0,,,,,,,,,,,,,,,,,,
ui_graverobber,1,,c,b,0,0,1,,,,,,,,,,,,,,,,
nVidiaHighlights_events,1,,c,i,0,0,100,,,,,,,#0 = off, 1 = Frenzy Kill, 2 = Mega Kill, 3 = Ultra Kill, 4 = Merciless, 5 = Relentless, 6 = Juggernaut, 7 = Collateral, 8 = Trade, 9 = Bonk, 10 = Multiplayer Highlight,,,,,,,,,
ui_mission_end_dlog,1,1,c,b,0,,,,,,,,,,,,,,,,,,
ui_killstreak_controls,1,1,c,i,0,0,17,,,,,,,# ( 0 ) Off,  ( 1-5 ) Juggernaut,  ( 6 ) Chopper Gunner, ( 7-8 ) Cruise Missile, ( 9 ) Gunship, ( 10 ) Shield Turret, ( 11-12 ) Wheelson, ( 13-14 ) Hellstorm Missile, ( 15 ) RCXD, (16) Remote Turret
ui_killstreak_weapon,1,1,c,i,0,0,3,,,,,,,#Value used to know the current weapon for the killstreak,,,,,,,,,
ui_killstreak_weapon_1_ammo,1,1,c,i,0,0,500,,,,,,,#Value used to show the ammo for the killstreak's first weapon,,,,,,,,,
ui_killstreak_weapon_2_ammo,1,1,c,i,0,0,500,,,,,,,#Value used to show the ammo for the killstreak's second weapon,,,,,,,,,
ui_killstreak_weapon_3_ammo,1,1,c,i,0,0,500,,,,,,,#Value used to show the ammo for the killstreak's third weapon,,,,,,,,,
ui_killstreak_weapon_1_reloadtime,1,1,c,t,0,,,,,,,,,#Value used to show the reload progress for the killstreak's first weapon,,,,,,,,,
ui_killstreak_weapon_2_reloadtime,1,1,c,t,0,,,,,,,,,#Value used to show the reload progress for the killstreak's second weapon,,,,,,,,,
ui_killstreak_weapon_3_reloadtime,1,1,c,t,0,,,,,,,,,#Value used to show the reload progress for the killstreak's third weapon,,,,,,,,,
ui_killstreak_health,1,1,c,f,0,0,1,,,,,,,#Value used for the health display within killstreak HUDS,,,,,,,,,
ui_killstreak_flares,1,1,c,i,0,0,2,,,,,,,#Value used for the number of available flares,,,,,,,,,
ui_killstreak_damage_state,1,,c,i,0,0,3,,,,,,,#Value used to show the on screen damage states,,,,,,,,,
ui_killstreak_thermal_mode,1,1,c,i,-1,-1,5,,,,,,,#Value used to show which Thermal mode the killstreak is in,,,,,,,,,
ui_killstreak_zoom_fov,1,,c,f,0,0,999,,,,,,,#Value used to show the player's current zoom FOV while using a remote killstreak,,,,,,,,,
swim_breath_meter_percent,1,,c,i,100,0,100,,,,,,,,,,,,,,,,
swim_breath_meter_hide,1,,c,b,1,,,,,,,,,,,,,,,,,,
swim_breath_meter_critical,1,,c,i,0,0,3,,,,,,,,,,,,,,,,
swim_breath_meter_sprint,1,,c,b,0,,,,,,,,,,,,,,,,,,
swim_under_water,1,,c,b,0,,,,,,,,,,,,,,,,,,
ui_scope_range_finder_distance,1,,c,i,0,0,9999,0,,,,,,,,,,,,,,,
ui_scope_range_finder_distance_locked,1,,c,i,0,0,9999,0,,,,,,,,,,,,,,,
ui_scope_range_finder_bulletdrop,1,,c,i,0,0,9999,0,,,,,,,,,,,,,,,
ui_scope_range_finder_bulletdrop_update,1,,c,b,0,,,,,,,,,,,,,,,,,,
ui_world_fade,1,,c,f,0,0,1,1,,,,,,,,,,,,,,,
ui_total_fade,1,,c,f,0,0,1,1,,,,,,,,,,,,,,,
areaswap_state,0,0,g,i,0,0,255,,,,,,,,,,,,,,,,
areaswap_hint,0,0,g,i,0,0,255,,,,,,,,,,,,,,,,
water_raise,0,0,g,f,0,-8192,8192,,,,,,,#this is set by code,,,,,,,,,
water_displacement_scale,0,0,g,f,1,0,1,,,,,,,#this is set by code,,,,,,,,,
ui_mp_error_trigger,1,,c,n,,,,,,,,,,,,,,,,,,,
ui_mp_error_message_id,1,,c,i,-1,-1,307,,,,,,,,,,,,,,,,
ui_mp_error_message_param,1,,c,i,-1,-1,1022,,,,,,,,,,,,,,,,
ui_show_objectives_force,1,1,c,b,0,,,,,,,,,,,,,,,,,,
ui_objective_reveal_fanfare_enabled,1,,c,b,0,0,1,,,,,,,,,,,,,,,,
ui_objective_dismiss_fanfare_enabled,1,,c,b,0,0,1,,,,,,,,,,,,,,,,
ui_show_objectives_update,1,,c,b,0,0,1,,,,,,,,,,,,,,,,
ui_hide_game_render_for_round_end_team_hud,1,0,g,b,0,0,1,,,,,,,,,,,,,,,,
