10462,iw9_ch_prestige_s2_low_health_kill,CHALLENGE/PRESTIGE_S2_LOW_HEALTH_KILL,CHALLENGE/PRESTIGE_S2_LOW_HEALTH_KILL_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P6,150,6741,10000,6,1,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P6,2000,,,0
10463,iw9_ch_prestige_s2_sniper_1s1k,CHALLENGE/PRESTIGE_S2_SNIPER_1S1K,CHALLENGE/PRESTIGE_S2_SNIPER_1S1K_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P6,150,6118,10000,6,2,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P6,2000,,,0
10464,iw9_ch_prestige_s2_mark_tac_cam,CHALLENGE/PRESTIGE_S2_MARK_TAC_CAM,CHALLENGE/PRESTIGE_S2_MARK_TAC_CAM_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P6,100,6370,10000,6,3,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P6,2000,,,0
10465,iw9_ch_prestige_s2_molotov_kill,CHALLENGE/PRESTIGE_S2_MOLOTOV_KILL,CHALLENGE/PRESTIGE_S2_MOLOTOV_KILL_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P6,50,6028,10000,6,4,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P6,2000,,,0
10466,iw9_ch_prestige_s2_melee_kill,CHALLENGE/PRESTIGE_S2_MELEE_KILL,CHALLENGE/PRESTIGE_S2_MELEE_KILL_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P7,50,6634,10000,7,1,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P7,2000,,,0
10467,iw9_ch_prestige_s2_br_longshot,CHALLENGE/PRESTIGE_S2_BR_LONGSHOT,CHALLENGE/PRESTIGE_S2_BR_LONGSHOT_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P7,50,6093,10000,7,2,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P7,2000,,,0
10468,iw9_ch_prestige_s2_backstab_tracker,CHALLENGE/PRESTIGE_S2_BACKSTAB_TRACKER,CHALLENGE/PRESTIGE_S2_BACKSTAB_TRACKER_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P7,50,6980,10000,7,3,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P7,2000,,,0
10469,iw9_ch_prestige_s2_stun_grenade,CHALLENGE/PRESTIGE_S2_STUN_GRENADE,CHALLENGE/PRESTIGE_S2_STUN_GRENADE_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P7,100,6765,10000,7,4,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P7,2000,,,0
10470,iw9_ch_prestige_s2_quad_kill,CHALLENGE/PRESTIGE_S2_QUAD_KILL,CHALLENGE/PRESTIGE_S2_QUAD_KILL_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P8,15,6864,10000,8,1,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P8,2000,,,0
10471,iw9_ch_prestige_s2_riot_shield_kill,CHALLENGE/PRESTIGE_S2_RIOT_SHIELD_KILL,CHALLENGE/PRESTIGE_S2_RIOT_SHIELD_KILL_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P8,100,6168,10000,8,2,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P8,2000,,,0
10472,iw9_ch_prestige_s2_respawn_tac_insert,CHALLENGE/PRESTIGE_S2_RESPAWN_TAC_INSERT,CHALLENGE/PRESTIGE_S2_RESPAWN_TAC_INSERT_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P8,50,6297,10000,8,3,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P8,2000,,,0
10473,iw9_ch_prestige_s2_dmr_headshot,CHALLENGE/PRESTIGE_S2_DMR_HEADSHOT,CHALLENGE/PRESTIGE_S2_DMR_HEADSHOT_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P8,100,6555,10000,8,4,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P8,2000,,,0
10474,iw9_ch_prestige_s2_buzzkill,CHALLENGE/PRESTIGE_S2_BUZZKILL,CHALLENGE/PRESTIGE_S2_BUZZKILL_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P9,100,6053,10000,9,1,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P9,2000,,,0
10475,iw9_ch_prestige_s2_pistol_prone,CHALLENGE/PRESTIGE_S2_PISTOL_PRONE,CHALLENGE/PRESTIGE_S2_PISTOL_PRONE_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P9,50,6096,10000,9,2,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P9,2000,,,0
10476,iw9_ch_prestige_s2_resupply_munition,CHALLENGE/PRESTIGE_S2_RESUPPLY_MUNITION,CHALLENGE/PRESTIGE_S2_RESUPPLY_MUNITION_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P9,100,6989,10000,9,3,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P9,2000,,,0
10477,iw9_ch_prestige_s2_killstreak_10,CHALLENGE/PRESTIGE_S2_KILLSTREAK_10,CHALLENGE/PRESTIGE_S2_KILLSTREAK_10_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P9,10,6977,10000,9,4,,,CHALLENGE/PRESTIGE_S2_UNLOCK_P9,2000,,,0
10478,compound_iw9_ae_kind_prestige_s2_6_lvl300,CHALLENGE/PRESTIGE_MASTERY_6,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P6,4,6091,15000,6,5,10462|10463|10464|10465,,CHALLENGE/PRESTIGE_S2_UNLOCK_P6,2000,,,0
10479,compound_iw9_ae_kind_prestige_s2_7_lvl350,CHALLENGE/PRESTIGE_MASTERY_7,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P7,4,6748,15000,7,5,10466|10467|10468|10469,,CHALLENGE/PRESTIGE_S2_UNLOCK_P7,2000,,,0
10480,compound_iw9_ae_kind_prestige_s2_8_lvl400,CHALLENGE/PRESTIGE_MASTERY_8,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P8,4,6456,15000,8,5,10470|10471|10472|10473,,CHALLENGE/PRESTIGE_S2_UNLOCK_P8,2000,,,0
10481,compound_iw9_ae_kind_prestige_s2_9_lvl450,CHALLENGE/PRESTIGE_MASTERY_9,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S2_UNLOCK_P9,4,6178,15000,9,5,10474|10475|10476|10477,,CHALLENGE/PRESTIGE_S2_UNLOCK_P9,2000,,,0
13617,iw9_ch_prestige_s3_lmg_hipfire,CHALLENGE/PRESTIGE_S3_LMG_HIPFIRE,CHALLENGE/PRESTIGE_S3_LMG_HIPFIRE_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P10,150,6488,10000,10,1,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P10,3000,,,0
13618,iw9_ch_prestige_s3_semtex_kill,CHALLENGE/PRESTIGE_S3_SEMTEX_KILL,CHALLENGE/PRESTIGE_S3_SEMTEX_KILL_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P10,25,6568,10000,10,2,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P10,3000,,,0
13619,iw9_ch_prestige_s3_call_mortar_strike,CHALLENGE/PRESTIGE_S3_CALL_MORTAR_STRIKE,CHALLENGE/PRESTIGE_S3_CALL_MORTAR_STRIKE_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P10,20,6078,10000,10,3,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P10,3000,,,0
13620,iw9_ch_prestige_s3_hipfire_one_match,CHALLENGE/PRESTIGE_S3_HIPFIRE_ONE_MATCH,CHALLENGE/PRESTIGE_S3_HIPFIRE_ONE_MATCH_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P10,10,7010,10000,10,4,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P10,3000,,,0
13621,iw9_ch_prestige_s3_smg_headshots,CHALLENGE/PRESTIGE_S3_SMG_HEADSHOTS,CHALLENGE/PRESTIGE_S3_SMG_HEADSHOTS_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P11,100,6422,10000,11,1,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P11,3000,,,0
13622,iw9_ch_prestige_s3_flash_blind,CHALLENGE/PRESTIGE_S3_FLASH_BLIND,CHALLENGE/PRESTIGE_S3_FLASH_BLIND_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P11,25,6559,10000,11,2,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P11,3000,,,0
13623,iw9_ch_prestige_s3_killstreak_kills,CHALLENGE/PRESTIGE_S3_KILLSTREAK_KILLS,CHALLENGE/PRESTIGE_S3_KILLSTREAK_KILLS_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P11,100,6800,10000,11,3,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P11,3000,,,0
13624,iw9_ch_prestige_s3_mounted_one_match,CHALLENGE/PRESTIGE_S3_MOUNTED_ONE_MATCH,CHALLENGE/PRESTIGE_S3_MOUNTED_ONE_MATCH_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P11,10,6428,10000,11,4,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P11,3000,,,0
13625,iw9_ch_prestige_s3_shotgun_1s1k,CHALLENGE/PRESTIGE_S3_SHOTGUN_1S1K,CHALLENGE/PRESTIGE_S3_SHOTGUN_1S1K_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P12,100,6713,10000,12,1,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P12,3000,,,0
13626,iw9_ch_prestige_s3_scramble_ddos,CHALLENGE/PRESTIGE_S3_SCRAMBLE_DDOS,CHALLENGE/PRESTIGE_S3_SCRAMBLE_DDOS_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P12,50,6966,10000,12,2,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P12,3000,,,0
13627,iw9_ch_prestige_s3_melee_weapon_kill,CHALLENGE/PRESTIGE_S3_MELEE_WEAPON_KILL,CHALLENGE/PRESTIGE_S3_MELEE_WEAPON_KILL_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P12,50,6561,10000,12,3,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P12,3000,,,0
13628,iw9_ch_prestige_s3_kills_one_match,CHALLENGE/PRESTIGE_S3_KILLS_ONE_MATCH,CHALLENGE/PRESTIGE_S3_KILLS_ONE_MATCH_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P12,10,6255,10000,12,4,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P12,3000,,,0
13629,iw9_ch_prestige_s3_ar_double_kills,CHALLENGE/PRESTIGE_S3_AR_DOUBLE_KILLS,CHALLENGE/PRESTIGE_S3_AR_DOUBLE_KILLS_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P13,50,11943,10000,13,1,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P13,3000,,,0
13630,iw9_ch_prestige_s3_backstab_birdseye,CHALLENGE/PRESTIGE_S3_BACKSTAB_BIRDSEYE,CHALLENGE/PRESTIGE_S3_BACKSTAB_BIRDSEYE_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P13,25,11939,10000,13,2,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P13,3000,,,0
13631,iw9_ch_prestige_s3_last_bullet_kill,CHALLENGE/PRESTIGE_S3_LAST_BULLET_KILL,CHALLENGE/PRESTIGE_S3_LAST_BULLET_KILL_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P13,25,11945,10000,13,3,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P13,3000,,,0
13632,iw9_ch_prestige_s3_hs_one_match,CHALLENGE/PRESTIGE_S3_HS_ONE_MATCH,CHALLENGE/PRESTIGE_S3_HS_ONE_MATCH_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P13,10,11942,10000,13,4,,,CHALLENGE/PRESTIGE_S3_UNLOCK_P13,3000,,,0
13683,compound_iw9_ae_kind_prestige_s3_10_lvl500,CHALLENGE/PRESTIGE_MASTERY_10,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P10,4,6737,15000,10,5,13617|13618|13619|13620,,CHALLENGE/PRESTIGE_S3_UNLOCK_P10,3000,,,0
13684,compound_iw9_ae_kind_prestige_s3_11_lvl550,CHALLENGE/PRESTIGE_MASTERY_11,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P11,4,6211,15000,11,5,13621|13622|13623|13624,,CHALLENGE/PRESTIGE_S3_UNLOCK_P11,3000,,,0
13685,compound_iw9_ae_kind_prestige_s3_12_lvl600,CHALLENGE/PRESTIGE_MASTERY_12,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P12,4,6592,15000,12,5,13625|13626|13627|13628,,CHALLENGE/PRESTIGE_S3_UNLOCK_P12,3000,,,0
13686,compound_iw9_ae_kind_prestige_s3_13_lvl650,CHALLENGE/PRESTIGE_MASTERY_13,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S3_UNLOCK_P13,4,11946,15000,13,5,13629|13630|13631|13632,,CHALLENGE/PRESTIGE_S3_UNLOCK_P13,3000,,,0
14658,iw9_ch_prestige_s4_sniper_point_blank,CHALLENGE/PRESTIGE_S4_SNIPER_POINT_BLANK,CHALLENGE/PRESTIGE_S4_SNIPER_POINT_BLANK_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P14,30,6328,10000,14,1,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P14,4000,,,0
14659,iw9_ch_prestige_s4_frag_double_kill,CHALLENGE/PRESTIGE_S4_FRAG_DOUBLE_KILL,CHALLENGE/PRESTIGE_S4_FRAG_DOUBLE_KILL_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P14,10,6268,10000,14,2,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P14,4000,,,0
14660,iw9_ch_prestige_s4_gas_fast_hands,CHALLENGE/PRESTIGE_S4_GAS_FAST_HANDS,CHALLENGE/PRESTIGE_S4_GAS_FAST_HANDS_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P14,50,6537,10000,14,3,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P14,4000,,,0
15920,iw9_ch_prestige_s4_revenge_kills,CHALLENGE/PRESTIGE_S4_REVENGE_KILLS,CHALLENGE/PRESTIGE_S4_REVENGE_KILLS_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P14,100,6880,10000,14,4,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P14,4000,,,0
14662,iw9_ch_prestige_s4_crouch_kill,CHALLENGE/PRESTIGE_S4_CROUCH_KILL,CHALLENGE/PRESTIGE_S4_CROUCH_KILL_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P15,150,6915,10000,15,1,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P15,4000,,,0
14663,iw9_ch_prestige_s4_lethal_buzzkill,CHALLENGE/PRESTIGE_S4_LETHAL_BUZZKILL,CHALLENGE/PRESTIGE_S4_LETHAL_BUZZKILL_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P15,20,6278,10000,15,2,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P15,4000,,,0
14664,iw9_ch_prestige_s4_secondary_overkill,CHALLENGE/PRESTIGE_S4_SECONDARY_OVERKILL,CHALLENGE/PRESTIGE_S4_SECONDARY_OVERKILL_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P15,50,6472,10000,15,3,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P15,4000,,,0
15921,iw9_ch_prestige_s4_use_fu_overclock,CHALLENGE/PRESTIGE_S4_USE_FU_OVERCLOCK,CHALLENGE/PRESTIGE_S4_USE_FU_OVERCLOCK_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P15,50,6210,10000,15,4,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P15,4000,,,0
14666,iw9_ch_prestige_s4_assault_triple_kills,CHALLENGE/PRESTIGE_S4_ASSAULT_TRIPLE_KILLS,CHALLENGE/PRESTIGE_S4_ASSAULT_TRIPLE_KILLS_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P16,25,6216,10000,16,1,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P16,4000,,,0
14667,iw9_ch_prestige_s4_killstreak_15,CHALLENGE/PRESTIGE_S4_KILLSTREAK_15,CHALLENGE/PRESTIGE_S4_KILLSTREAK_15_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P16,5,6874,10000,16,2,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P16,4000,,,0
14668,iw9_ch_prestige_s4_melee_victim_sprinting,CHALLENGE/PRESTIGE_S4_MELEE_VICTIM_SPRINTING,CHALLENGE/PRESTIGE_S4_MELEE_VICTIM_SPRINTING_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P16,30,6039,10000,16,3,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P16,4000,,,0
15922,iw9_ch_prestige_s4_pickup_kills,CHALLENGE/PRESTIGE_S4_PICKUP_KILLS,CHALLENGE/PRESTIGE_S4_PICKUP_KILLS_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P16,50,6541,10000,16,4,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P16,4000,,,0
14670,iw9_ch_prestige_s4_launcher_kill,CHALLENGE/PRESTIGE_S4_LAUNCHER_KILL,CHALLENGE/PRESTIGE_S4_LAUNCHER_KILL_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P17,50,6817,10000,17,1,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P17,4000,,,0
14671,iw9_ch_prestige_s4_win,CHALLENGE/PRESTIGE_S4_WIN,CHALLENGE/PRESTIGE_S4_WIN_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P17,50,6885,10000,17,2,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P17,4000,,,0
14672,iw9_ch_prestige_s4_low_health_quick_fix,CHALLENGE/PRESTIGE_S4_LOW_HEALTH_QUICK_FIX,CHALLENGE/PRESTIGE_S4_LOW_HEALTH_QUICK_FIX_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P17,100,7011,10000,17,3,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P17,4000,,,0
15923,iw9_ch_prestige_s4_shuriken_kills,CHALLENGE/PRESTIGE_S4_SHURIKEN_KILLS,CHALLENGE/PRESTIGE_S4_SHURIKEN_KILLS_DESC,CHALLENGE/PRESTIGE_S4_UNLOCK_P17,50,6212,10000,17,4,,,CHALLENGE/PRESTIGE_S4_UNLOCK_P17,4000,,,0
