15542,iw9_ch_seasonal_s4_library_loot_br,CHALLENGE/CONTAINERS_UNIVERSITY,CHALLENGE/DELTA_LOOT_LIBRARY,10,1000,,,2,3,,4000,1681920000,1688745600,,,0
13940,iw9_ch_seasonal_s4_castle_detonate_br,CHALLENGE/DETONATOR_CASTLE,CHALLENGE/DELTA_DETONATOR_CASTLE,1,1000,,,2,1,,4000,1681920000,1688745600,,,0
13941,iw9_ch_seasonal_s4_castle_loot_br,CHALLENGE/CONTAINERS_CASTLE,CHALLENGE/DELTA_LOOT_CASTLE,10,1000,,,2,2,,4000,1681920000,1688745600,,,0
13942,iw9_ch_seasonal_s4_castle_kill_operators_br,CHALLENGE/OPERATORS_CASTLE,CHALLENGE/DELTA_OPERATORS_CASTLE,3,1000,,,2,3,,4000,1681920000,1688745600,,,0
13943,iw9_ch_seasonal_s4_museums_detonate_br,CHALLENGE/DETONATOR_MUSEUM,CHALLENGE/DELTA_DETONATOR_MUSEUMS,1,1000,,,2,1,,4000,1681920000,1688745600,,,0
13944,iw9_ch_seasonal_s4_museums_contract_br,CHALLENGE/CONTRACT_MUSEUM,CHALLENGE/DELTA_CONTRACT_MUSEUMS,1,1000,,,2,2,16471|16472,4000,1681920000,1688745600,,,0
13945,iw9_ch_seasonal_s4_museums_kill_operators_br,CHALLENGE/OPERATORS_MUSEUM,CHALLENGE/DELTA_OPERATORS_MUSEUMS,3,1000,,,2,3,,4000,1681920000,1688745600,,,0
13638,iw9_ch_seasonal_s4_stadium_detonate_br,CHALLENGE/DETONATOR_STADIUM,CHALLENGE/DELTA_DETONATOR_STADIUM,1,1000,,,2,1,,4000,1681920000,1688745600,,,0
13639,iw9_ch_seasonal_s4_stadium_loot_br,CHALLENGE/CONTAINERS_STADIUM,CHALLENGE/DELTA_LOOT_STADIUM,10,1000,,,2,2,,4000,1681920000,1688745600,,,0
13640,iw9_ch_seasonal_s4_stadium_kill_enemies_br,CHALLENGE/ENEMIES_STADIUM,CHALLENGE/DELTA_KILL_STADIUM,10,1000,,,2,3,,4000,1681920000,1688745600,,,0
13946,iw9_ch_seasonal_s4_cityhall_detonate_br,CHALLENGE/DETONATOR_CITY_HALL,CHALLENGE/DELTA_DETONATOR_CITYHALL,1,1000,,,2,1,,4000,1681920000,1688745600,,,0
13947,iw9_ch_seasonal_s4_cityhall_contract_br,CHALLENGE/CONTRACT_CITY_HALL,CHALLENGE/DELTA_CONTRACT_CITYHALL,1,1000,,,2,2,16473|16474,4000,1681920000,1688745600,,,0
13948,iw9_ch_seasonal_s4_cityhall_kill_enemies_br,CHALLENGE/ENEMIES_CITY_HALL,CHALLENGE/DELTA_KILL_CITYHALL,10,1000,,,2,3,,4000,1681920000,1688745600,,,0
13949,iw9_ch_seasonal_s4_shopping_detonate_br,CHALLENGE/DETONATOR_MALL,CHALLENGE/DELTA_DETONATOR_SHOPPING,1,1000,,,2,1,,4000,1681920000,1688745600,,,0
13950,iw9_ch_seasonal_s4_shopping_loot_br,CHALLENGE/CONTAINERS_MALL,CHALLENGE/DELTA_LOOT_SHOPPING,10,1000,,,2,2,,4000,1681920000,1688745600,,,0
13951,iw9_ch_seasonal_s4_shopping_kill_operators_br,CHALLENGE/OPERATORS_MALL,CHALLENGE/DELTA_OPERATORS_SHOPPING,3,1000,,,2,3,,4000,1681920000,1688745600,,,0
13952,iw9_ch_seasonal_s4_cemetery_detonate_br,CHALLENGE/DETONATOR_GRAVEYARD,CHALLENGE/DELTA_DETONATOR_CEMETERY,1,1000,,,2,1,,4000,1681920000,1688745600,,,0
13953,iw9_ch_seasonal_s4_cemetery_contract_br,CHALLENGE/CONTRACT_GRAVEYARD,CHALLENGE/DELTA_CONTRACT_CEMETERY,1,1000,,,2,2,16451|16452,4000,1681920000,1688745600,,,0
13954,iw9_ch_seasonal_s4_cemetery_kill_enemies_br,CHALLENGE/ENEMIES_GRAVEYARD,CHALLENGE/DELTA_KILL_CEMETERY,10,1000,,,2,3,,4000,1681920000,1688745600,,,0
14723,iw9_ch_seasonal_s4_perm_wz_win,CHALLENGE/TOP_5_WZ,CHALLENGE/S4_CH_BR_WINS,1,0,,,2,1,,4000,1681920000,1688745600,,,0
15136,iw9_ch_seasonal_s4_koth_win,CHALLENGE/SEASONAL_S4_KOTH_WIN,CHALLENGE/SEASONAL_S4_KOTH_WIN_DESC,5,1000,,,3,1,,4000,1681920000,1688745600,,,0
15137,iw9_ch_seasonal_s4_sd_win,CHALLENGE/SEASONAL_S4_SD_WIN,CHALLENGE/SEASONAL_S4_SD_WIN_DESC,5,1000,,,4,1,,4000,1681920000,1688745600,,,0
15138,iw9_ch_seasonal_s4_hq_win,CHALLENGE/SEASONAL_S4_HQ_WIN,CHALLENGE/SEASONAL_S4_HQ_WIN_DESC,5,1000,,,5,1,,4000,1681920000,1688745600,,,0
15139,iw9_ch_seasonal_s4_conf_confirm,CHALLENGE/SEASONAL_S4_CONF_CONFIRM,CHALLENGE/SEASONAL_S4_CONF_CONFIRM_DESC,75,1000,,,3,2,,4000,1681920000,1688745600,,,0
15140,iw9_ch_seasonal_s4_dom_capture,CHALLENGE/SEASONAL_S4_DOM_CAPTURE,CHALLENGE/SEASONAL_S4_DOM_CAPTURE_DESC,25,1000,,,4,2,,4000,1681920000,1688745600,,,0
15972,iw9_ch_seasonal_s4_tdm_undying,CHALLENGE/SEASONAL_S4_TDM_UNDYING,CHALLENGE/SEASONAL_S4_TDM_UNDYING_DESC,15,1000,,,5,2,,4000,1681920000,1688745600,,,0
15973,iw9_ch_seasonal_s4_assault_kills,CHALLENGE/SEASONAL_S4_ASSAULT_KILLS,CHALLENGE/SEASONAL_S4_ASSAULT_KILLS_DESC,25,1000,,,3,3,,4000,1681920000,1688745600,,,0
15974,iw9_ch_seasonal_s4_defense_kills,CHALLENGE/SEASONAL_S4_DEFENSE_KILLS,CHALLENGE/SEASONAL_S4_DEFENSE_KILLS_DESC,25,1000,,,4,3,,4000,1681920000,1688745600,,,0
15975,iw9_ch_seasonal_s4_bounty_hvt,CHALLENGE/SEASONAL_S4_BOUNTY_HVT,CHALLENGE/SEASONAL_S4_BOUNTY_HVT_DESC,15,1000,,,5,3,,4000,1681920000,1688745600,,,0
15145,iw9_ch_seasonal_s4_kills_single,CHALLENGE/SEASONAL_S4_KILLS_SINGLE,CHALLENGE/SEASONAL_S4_KILLS_SINGLE_DESC,1,0,,,6,1,,4000,1681920000,1688745600,,,0
17151,iw9_ch_seasonal_s45_shotgun_ads,CHALLENGE/SEASONAL_S45_SHOTGUN_ADS,CHALLENGE/SEASONAL_S45_SHOTGUN_ADS_DESC,10,2000,,,1,1,,4500,0,0,,,0
17152,iw9_ch_seasonal_s45_shotgun_hipfire,CHALLENGE/SEASONAL_S45_SHOTGUN_HIPFIRE,CHALLENGE/SEASONAL_S45_SHOTGUN_HIPFIRE_DESC,10,2000,,,1,2,,4500,0,0,,,0
17153,iw9_ch_seasonal_s45_shotgun_hs,CHALLENGE/SEASONAL_S45_SHOTGUN_HS,CHALLENGE/SEASONAL_S45_SHOTGUN_HS_DESC,10,2000,,,1,3,,4500,0,0,,,0
17154,iw9_ch_seasonal_s45_shotgun_oneshot,CHALLENGE/SEASONAL_S45_SHOTGUN_ONESHOT,CHALLENGE/SEASONAL_S45_SHOTGUN_ONESHOT_DESC,10,2000,,,1,4,,4500,0,0,,,0
17273,iw9_ch_seasonal_jupiter_reveal_bosses,CHALLENGE/JUPITER_REVEAL_BOSS_TITLE,CHALLENGE/JUPITER_REVEAL_BOSS_DESC,5,0,30679,,,,,5000,0,0,s5_reveal_challenges_bosses,,0
17274,iw9_ch_seasonal_jupiter_reveal_capture,CHALLENGE/JUPITER_REVEAL_SILO_CAPTURE_TITLE,CHALLENGE/JUPITER_REVEAL_SILO_CAPTURE_DESC,1,0,35131,,,,,5000,0,0,s5_reveal_challenges_silo,,0
17275,iw9_ch_seasonal_jupiter_reveal_exfil,CHALLENGE/JUPITER_REVEAL_EXFIL_TITLE,CHALLENGE/JUPITER_REVEAL_EXFIL_DESC,1,0,6719,,,,,5000,0,0,s5_reveal_challenges_exfil,,0
17276,iw9_ch_seasonal_jupiter_reveal_blow_up_observatory,CHALLENGE/JUPITER_REVEAL_OBSERVATORY_TITLE,CHALLENGE/JUPITER_REVEAL_OBSERVATORY_DESC,1,0,10072,,,,,5000,0,0,s5_reveal_challenges_observatory,,0
17277,iw9_ch_seasonal_jupiter_reveal_drop_phones,CHALLENGE/JUPITER_REVEAL_PHONES_TITLE,CHALLENGE/JUPITER_REVEAL_PHONES_DESC,5,0,13538,,,,,5000,0,0,s5_reveal_challenges_phones,,0
17278,iw9_ch_seasonal_jupiter_reveal_gas_canisters,CHALLENGE/JUPITER_REVEAL_CANISTER_COLLECTED_TITLE,CHALLENGE/JUPITER_REVEAL_CANISTER_COLLECTED_DESC,1,0,27684,,,,,5000,0,0,s5_reveal_challenges_canisters,,0
20230,iw9_event_vehicle_jltv,CHALLENGE/VEHICLE_EVENT_JLTV_NAME,CHALLENGE/VEHICLE_EVENT_JLTV_DESC,30,1000,27467,,,,,5500,1690992000,1693386000,,,0
20231,iw9_event_vehicle_truck,CHALLENGE/VEHICLE_EVENT_TRUCK_NAME,CHALLENGE/VEHICLE_EVENT_TRUCK_DESC,5,1000,27970,,,,,5500,1690992000,1693386000,,,0
20232,iw9_event_vehicle_atv,CHALLENGE/VEHICLE_EVENT_ATV_NAME,CHALLENGE/VEHICLE_EVENT_ATV_DESC,1,1000,27466,,,,,5500,1690992000,1693386000,,,0
20233,iw9_event_vehicle_tank,CHALLENGE/VEHICLE_EVENT_TANK_NAME,CHALLENGE/VEHICLE_EVENT_TANK_DESC,20,1000,27465,,,,,5500,1690992000,1693386000,,,0
20234,iw9_event_vehicle_hatch,CHALLENGE/VEHICLE_EVENT_HATCH_NAME,CHALLENGE/VEHICLE_EVENT_HATCH_DESC,10,1000,27547,,,,,5500,1690992000,1693386000,,,0
20235,iw9_event_vehicle_heli,CHALLENGE/VEHICLE_EVENT_HELI_NAME,CHALLENGE/VEHICLE_EVENT_HELI_DESC,10,1000,27463,,,,,5500,1690992000,1693386000,,,0
20236,iw9_event_vehicle_pwc,CHALLENGE/VEHICLE_EVENT_PWC_NAME,CHALLENGE/VEHICLE_EVENT_PWC_DESC,5,1000,27464,,,,,5500,1690992000,1693386000,,,0
20237,iw9_event_vehicle_boat,CHALLENGE/VEHICLE_EVENT_BOAT_NAME,CHALLENGE/VEHICLE_EVENT_BOAT_DESC,20,1000,27969,,,,,5500,1690992000,1693386000,,,0
21177,iw9_event_vehicle_cycle,CHALLENGE/VEHICLE_EVENT_CYCLE_NAME,CHALLENGE/VEHICLE_EVENT_CYCLE_DESC,20,1000,36847,,,,,5500,1690992000,1693386000,,,0
21179,iw9_event_vehicle_mrap,CHALLENGE/VEHICLE_EVENT_MRAP_NAME,CHALLENGE/VEHICLE_EVENT_MRAP_DESC,30,1000,37059,,,,,5500,1690992000,1693386000,,,0
21178,iw9_event_vehicle_compound,CHALLENGE/VEHICLE_EVENT_MASTERY_NAME,CHALLENGE/VEHICLE_EVENT_MASTERY_DESC,6,1000,20776|9772|11866,,,,20230|20231|20232|20233|20234|20235|20236|20237|21177|21179,5500,1690992000,1693386000,,,0
21444,iw9_ch_seasonal_s55_bp_2,CHALLENGE/SEASONAL_S55_BP_2,CHALLENGE/SEASONAL_S55_BP_2_DESC,20,2000,,,,,,5500,0,0,,,0
21446,iw9_ch_seasonal_s55_bp_4,CHALLENGE/SEASONAL_S55_BP_4,CHALLENGE/SEASONAL_S55_BP_4_DESC,20,2000,,,,,,5500,0,0,,,0
22316,iw9_ch_seasonal_s6_haunting_butcher,CHALLENGE/SEASONAL_S6_HAUNTING_BUTCHER,CHALLENGE/SEASONAL_S6_HAUNTING_BUTCHER_DESC,1,0,14568,ui_event_haunting_portrait_butcher|hud_icon_minimap_haunting_butcher,1,1,,6500,0,0,splash_haunting_challenge_burger,,0
22317,iw9_ch_seasonal_s6_haunting_mummy,CHALLENGE/SEASONAL_S6_HAUNTING_MUMMY,CHALLENGE/SEASONAL_S6_HAUNTING_MUMMY_DESC,1,0,14522,ui_event_haunting_portrait_mummy|hud_icon_minimap_haunting_mummy,1,2,,6500,0,0,splash_haunting_challenge_oasis,,0
22318,iw9_ch_seasonal_s6_haunting_swamp,CHALLENGE/SEASONAL_S6_HAUNTING_SWAMP,CHALLENGE/SEASONAL_S6_HAUNTING_SWAMP_DESC,1,0,14554,ui_event_haunting_portrait_swamp|hud_icon_minimap_haunting_swamp_monster,1,3,,6500,0,0,splash_haunting_challenge_bog,,0
22319,iw9_ch_seasonal_s6_haunting_train,CHALLENGE/SEASONAL_S6_HAUNTING_TRAIN,CHALLENGE/SEASONAL_S6_HAUNTING_TRAIN_DESC,1,0,14570,ui_event_haunting_portrait_ghosttrain|hud_icon_minimap_haunting_ghost_train,1,4,,6500,0,0,splash_haunting_challenge_conductor,,0
22320,iw9_ch_seasonal_s6_haunting_parting,CHALLENGE/SEASONAL_S6_HAUNTING_PARTING,CHALLENGE/SEASONAL_S6_HAUNTING_PARTING_DESC,1,0,14525,ui_event_haunting_portrait_ufo|hud_icon_minimap_haunting_ufo,1,5,,6500,0,0,splash_haunting_challenge_seas,,0
23292,iw9_ch_seasonal_haunting_s6_evil_spirits,CHALLENGE/SEASONAL_S6_HAUNTING_EVIL_SPIRITS,CHALLENGE/SEASONAL_S6_HAUNTING_EVIL_SPIRITS_DESC,4,0,14521,ui_event_haunting_portrait_jump|hud_icon_minimap_haunting_evil_spirits,1,6,23288|23289|23290|23291,6500,0,0,splash_haunting_challenge_evil,,0
22337,compound_iw9_ae_kind_seasonal_s6_haunting,CHALLENGE/SEASONAL_S6_HAUNTING_MASTERY,CHALLENGE/SEASONAL_S6_HAUNTING_MASTERY_DESC,5,0,39094,,2,1,22316|22317|22318|22319|22320|23292,6500,0,0,,,0
