1126,iw9_ch_pmc_grenade_extract,CHALLENGE/PMC_GRENADE_EXTRACT_NAME,CHALLENGE/PMC_GRENADE_EXTRACT_DESC,1,9238,10000,,CHALLENGE/PMC_GRENADE_EXTRACT_DETAIL_DESC,,,6,,,,,EXTRACT,,,,IW9_START_MATCH_EVENT,,,,0,target_with_reset
2592,iw9_ch_pmc_charlie725_extract,CHALLENGE/PMC_CHARLIE725_EXTRACT_NAME,CHALLENGE/PMC_CHARLIE725_EXTRACT_DESC,1,9109,10000,,CHALLENGE/PMC_CHARLIE725_EXTRACT_DETAIL_DESC,american,,,,,11884,,EXTRACT,,,,,,,,0,target
598,iw9_ch_pmc_unique_vehicle_pilot,CHALLENGE/PMC_UNIQUE_VEHICLE_PILOT_NAME,CHALLENGE/PMC_UNIQUE_VEHICLE_PILOT_DESC,1,9153,10000,,CHALLENGE/PMC_UNIQUE_VEHICLE_PILOT_DETAIL_DESC,,,4,,,,,,,,,IW9_START_MATCH_EVENT,,,,0,target_with_reset
3873,iw9_ch_pmc_full_backpack_extract,CHALLENGE/PMC_FULL_BACKPACK_EXTRACT_NAME,CHALLENGE/PMC_FULL_BACKPACK_EXTRACT_DESC,1,9119,5000,,CHALLENGE/PMC_FULL_BACKPACK_EXTRACT_DETAIL_DESC,british,,,,,,,,,,,,72,,,0,target
1712,iw9_ch_pmc_liquor_extract,CHALLENGE/PMC_LIQUOR_EXTRACT_NAME,CHALLENGE/PMC_LIQUOR_EXTRACT_DESC,3,9170,10000,,CHALLENGE/PMC_LIQUOR_EXTRACT_DETAIL_DESC,british,,,,,13370,,EXTRACT,,,,,,,,0,target
1947,iw9_ch_pmc_hydro_shotgun_ai_compound,CHALLENGE/PMC_HYDRO_SHOTGUN_AI_NAME,,2,,10000,,CHALLENGE/PMC_HYDRO_SHOTGUN_AI_DETAIL_DESC,german,,,,3849|1039,,,,,,,,,,,0,compound_set
3849,iw9_ch_pmc_hydro_travel,CHALLENGE/PMC_HYDRO_SHOTGUN_AI_NAME,CHALLENGE/PMC_HYDRO_TRAVEL_DESC,1,,0,,,,,,,,,,,,,,,,,,0,target
127,iw9_ch_pmc_oilfield_sniper_ai_compound,CHALLENGE/PMC_OILFIELD_SNIPER_AI_NAME,,2,,10000,,CHALLENGE/PMC_OILFIELD_SNIPER_AI_DETAIL_DESC,british,,,,835|1066,,,,,,,,,,,0,compound_set
835,iw9_ch_pmc_oilfield_travel,CHALLENGE/PMC_OILFIELD_SNIPER_AI_NAME,CHALLENGE/PMC_OILFIELD_TRAVEL_DESC,1,,0,,,,,,,,,,,,,,,,,,0,target
3935,iw9_ch_pmc_uav_tower_single,CHALLENGE/PMC_UAV_TOWER_SINGLE_NAME,CHALLENGE/PMC_UAV_TOWER_SINGLE_DESC,1,,5000,,CHALLENGE/PMC_UAV_TOWER_SINGLE_DETAIL_DESC,american,,,,,,,,,,,,84,,,0,target
1896,iw9_ch_pmc_loot_cache_extract_item,PMC/LOOT_CACHE_EXFIL_ITEM_NAME,,2,10397,5000,,PMC/LOOT_CACHE_EXFIL_ITEM_DETAIL_DESC,american,,,,38|3852,,,,,,,,,,,0,compound_set
38,iw9_ch_pmc_loot_cache,,PMC/LOOT_CACHE_DESC,5,,0,,,american,,,,,,,,,,,,,,,0,target
3852,iw9_ch_pmc_extract_any_item,,PMC/EXFIL_ITEM_DESC,5,,0,,,american,,,,,,,LOOT,,,,,,,,0,target
438,iw9_ch_pmc_ping_phone_start_contract,PMC/PING_PHONE_START_CONTRACT_NAME,,2,3946,5000,,PMC/PING_PHONE_START_CONTRACT_DETAIL_DESC,american,,,,2856|3823,,,,,,,,,,,0,compound_set
2856,iw9_ch_pmc_ping_phone,,PMC/PING_PHONE_DESC,1,,0,,,american,,,,,,,,,,,,,,,0,target
3823,iw9_ch_pmc_start_contract,,PMC/START_CONTRACT_DESC,1,,0,,,american,,,,,,,,,,,,,,,0,target
205,iw9_ch_pmc_clear_stronghold,PMC/CLEAR_STRONGHOLD_NAME,,3,13547|15946,5000,,PMC/CLEAR_STRONGHOLD_DETAIL_DESC,american,,,,3131|900|7477,,,,,,,,,,,0,compound_set
3131,iw9_ch_pmc_clear_stronghold_get_key,,PMC/CLEAR_STRONGHOLD_ACQUIRE_KEY_DESC,1,,0,,,american,,,,,8557,,LOOT,,,,,,,,0,target
900,iw9_ch_pmc_clear_stronghold_clear,,PMC/CLEAR_STRONGHOLD_DESC,1,,0,,,american,,,,,,,,,,,,,,,0,target
7477,iw9_ch_pmc_clear_stronghold_intel,,PMC/CLEAR_STRONGHOLD_INTEL_DESC,1,,0,,,british,,,,,10444,,EXTRACT,,,,,,,,0,target
2742,iw9_ch_pmc_demolition_safe,PMC/DEMOLITION_SAFE_NAME,,3,3948,5000,,PMC/DEMOLITION_SAFE_DETAIL_DESC,british,,,,1042|848|3893,,,,,,,,,,,0,compound_set
1042,iw9_ch_pmc_demolition_start_demo,,PMC/DEMOLITION_SAFE_START_DEMO_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
848,iw9_ch_pmc_demolition_end_demo,,PMC/DEMOLITION_SAFE_END_DEMO_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
3893,iw9_ch_pmc_demolition_open_safe,,PMC/DEMOLITION_SAFE_OPEN_SAFE_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
1704,iw9_ch_pmc_fuel_repair_loot_gas_cans,PMC/FUEL_REPAIR_LOOT_GAS_CANS_NAME,,2,,5000,,PMC/FUEL_REPAIR_LOOT_GAS_CANS_DETAIL_DESC,british,,,,1935|1746,,,,,,,,108,,,0,compound_set
1935,iw9_ch_pmc_fuel_repair_fuel,,PMC/FUEL_REPAIR_DESC,5,,0,,,british,,,,,,,,,,,,,,,0,target
1746,iw9_ch_pmc_fuel_repair_loot,,PMC/FUEL_REPAIR_LOOT_GAS_CANS_DESC,7,,0,,,british,,,,,8540,,EXTRACT,,,,,,,,0,target
278,iw9_ch_pmc_loot_extract_dog_tags,PMC/LOOT_EXTRACT_DOG_TAGS_NAME,,2,,7500,,PMC/LOOT_EXTRACT_DOG_TAGS_DETAIL_DESC,british,,,,256|7450,,,,,,,,14,,,0,compound_set
256,iw9_ch_pmc_extract_dog_tags,,PMC/LOOT_EXTRACT_DOG_TAGS_EXTRACT_DESC,4,,0,,,british,,,,,,,EXTRACT,8516|13448|13445|13447|13446,iw9_loot_id,,,,,,0,target
7450,iw9_ch_pmc_extract_faction_intel,,PMC/LOOT_EXTRACT_DOG_TAGS_INTEL_DESC,2,,0,,,british,,,,,11079,,EXTRACT,,,,,,,,0,target
2782,iw9_ch_pmc_medium_bird_story,PMC/MEDIUM_BIRD_STORY_NAME,,3,15028,10000,,PMC/MEDIUM_BIRD_STORY_DETAIL_DESC,british,,,,904|3934|9706,,,,,,,,,,,0,compound_set
988,iw9_ch_pmc_medium_bird_story_pilot,,PMC/MEDIUM_BIRD_STORY_PILOT_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
904,iw9_ch_pmc_medium_bird_story_land,,PMC/MEDIUM_BIRD_STORY_LAND_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
3934,iw9_ch_pmc_medium_bird_story_download,,PMC/MEDIUM_BIRD_STORY_DOWNLOAD_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
9706,iw9_ch_pmc_medium_bird_story_extract,,PMC/MEDIUM_BIRD_STORY_EXTRACT_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
87,iw9_ch_pmc_pickup_radio_kill_enemies,PMC/PICKUP_RADIO_KILL_ENEMIES_NAME,,2,,5000,,PMC/PICKUP_RADIO_KILL_ENEMIES_DETAIL_DESC,british,,,,2601|2744,,,,,,,,3,,,0,compound_set
2601,iw9_ch_pmc_pickup_radio_kill_enemies_pickup,,PMC/PICKUP_RADIO_KILL_ENEMIES_PICKUP_DESC,5,,0,,,british,,,,,,,,,,,,,,,0,target
2744,iw9_ch_pmc_pickup_radio_kill_enemies_kill,,PMC/PICKUP_RADIO_KILL_ENEMIES_KILL_DESC,15,,0,,,british,,,,,,,,,,,,,,,0,target
684,iw9_ch_pmc_complete_hunt_extract_weapon,PMC/COMPLETE_HUNT_EXTRACT_WEAPON_NAME,,2,6808,5000,,PMC/COMPLETE_HUNT_EXTRACT_WEAPON_DETAIL_DESC,british,,,,2770|3819,,,,,,,,,,,0,compound_set
2770,iw9_ch_pmc_complete_hunt_extract_weapon_hunt,,PMC/COMPLETE_HUNT_EXTRACT_WEAPON_HUNT_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
3819,iw9_ch_pmc_complete_hunt_extract_weapon_extract,,PMC/COMPLETE_HUNT_EXTRACT_WEAPON_EXTRACT_DESC,1,,0,,,british,,,,,,1,,,,,,,,,0,target
563,iw9_ch_pmc_loot_sell_liquor,PMC/LOOT_SELL_LIQUOR_NAME,,2,,5000,,PMC/LOOT_SELL_LIQUOR_DETAIL_DESC,british,,,,123|662,,,,,,,,109,,,0,compound_set
123,iw9_ch_pmc_loot_sell_liquor_loot,,PMC/LOOT_SELL_LIQUOR_LOOT_DESC,12,,0,,,british,,,,,,,LOOT,13370|8578|8448|8547,iw9_loot_id,,,,,,0,target
662,iw9_ch_pmc_loot_sell_liquor_sell,,PMC/LOOT_SELL_LIQUOR_SELL_DESC,12,,0,,,british,,,,,,,,13370|8578|8448|8547,iw9_loot_id,,,,,,0,target
7374,iw9_ch_pmc_acquire_spend_cash,PMC/ACQUIRE_SPEND_CASH_NAME,,2,,7500,,PMC/ACQUIRE_SPEND_CASH_DETAIL_DESC,british,,,,7385|7405,,,,,,,,94,,,0,compound_set
7385,iw9_ch_pmc_acquire_spend_cash_acquire,,PMC/ACQUIRE_SPEND_CASH_ACQUIRE_DESC,60000,,0,,,british,,,,,8395,,LOOT,,,,,,,,0,target
7405,iw9_ch_pmc_acquire_spend_cash_spend,,PMC/ACQUIRE_SPEND_CASH_SPEND_DESC,60000,,0,,,british,,,,,,,,,,,,,,,0,target
7444,iw9_ch_pmc_geiger_loot,PMC/GEIGER_LOOT_NAME,,2,,7500,,PMC/GEIGER_LOOT_DETAIL_DESC,british,,,,7447|7445,,,,,,,,15,,,0,compound_set
7447,iw9_ch_pmc_geiger_loot_geiger,,PMC/GEIGER_LOOT_GEIGER_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7445,iw9_ch_pmc_geiger_loot_loot,,PMC/GEIGER_LOOT_LOOT_DESC,4,,0,,,british,,,,,,,LOOT,,,,,,,,0,target
7448,iw9_ch_pmc_drive_by_story,PMC/DRIVE_BY_STORY_NAME,,3,15931,15000,,PMC/DRIVE_BY_STORY_DETAIL_DESC,british,,,,7449|7452|7451,,,,,,,,,,,0,compound_set
7449,iw9_ch_pmc_drive_by_buy,,PMC/DRIVE_BY_STORY_BUY_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7452,iw9_ch_pmc_drive_by_kill,,PMC/DRIVE_BY_STORY_KILL_DESC,10,,0,,,british,,,,,,,,,,,,,,,0,target
7451,iw9_ch_pmc_drive_by_destroy,,PMC/DRIVE_BY_STORY_DESTROY_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7454,iw9_ch_pmc_extract_meds,PMC/EXTRACT_MEDS_NAME,,3,10145,5000,,PMC/EXTRACT_MEDS_DETAIL_DESC,british,,,,7455|7456|7453,,,,,,,,,,,0,compound_set
7455,iw9_ch_pmc_extract_meds_loot,,PMC/EXTRACT_MEDS_LOOT,1,,0,,,british,,,,,,,LOOT,,,,,,,,0,target
7456,iw9_ch_pmc_extract_meds_stims,,PMC/EXTRACT_MEDS_STIMS,9,,0,,,british,,,,,9111,,EXTRACT,,,,,,,,0,target
7453,iw9_ch_pmc_extract_meds_bandages,,PMC/EXTRACT_MEDS_BANDAGES,6,,0,,,british,,,,,13365,,EXTRACT,,,,,,,,0,target
7458,iw9_ch_pmc_two_birds_story,PMC/TWO_BIRDS_STORY_NAME,,3,15928,15000,,PMC/TWO_BIRDS_STORY_DETAIL_DESC,british,,,,7459|7473|7464,,,,,,,,,,,0,compound_set
7459,iw9_ch_pmc_two_birds_travel,,PMC/TWO_BIRDS_TRAVEL_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7473,iw9_ch_pmc_two_birds_kill,,PMC/TWO_BIRDS_KILL_DESC,18,,0,,,british,,,,,,,,,,,,,,,0,target
7464,iw9_ch_pmc_two_birds_destroy,,PMC/TWO_BIRDS_DESTROY_DESC,2,,0,,,british,,,,,,,,,,,,,,,0,target
7466,iw9_ch_pmc_cargo_fuel_repair,PMC/CARGO_FUEL_REPAIR_NAME,,2,,5000,,PMC/CARGO_FUEL_REPAIR_DETAIL_DESC,british,,,,7469|7463,,,,,,,,24,,,0,compound_set
7469,iw9_ch_pmc_cargo_fuel_repair_cargo,,PMC/CARGO_FUEL_REPAIR_CARGO_DESC,1,,0,,,british,,,,,,,,vehicledrive|boatdrive,iw9_activity_type,,,,,,0,target
7463,iw9_ch_pmc_cargo_fuel_repair_fuel_repair,,PMC/CARGO_FUEL_REPAIR_FUEL_REPAIR_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7465,iw9_ch_pmc_utility_deaddrop,PMC/UTILITY_DEADDROP_NAME,,3,,7500,,PMC/UTILITY_DEADDROP_DETAIL_DESC,british,,,,7471|7462|7474,,,,,,,,82,,,0,compound_set
7471,iw9_ch_pmc_utility_deaddrop_screws,,PMC/UTILITY_DEADDROP_SCREWDRIVERS,15,,0,,,british,,,,,13367,,DEAD_DROP,,,,,,,,0,target
7462,iw9_ch_pmc_utility_deaddrop_bulbs,,PMC/UTILITY_DEADDROP_LIGHTBULB_DESC,20,,0,,,british,,,,,13361,,DEAD_DROP,,,,,,,,0,target
7474,iw9_ch_pmc_utility_deaddrop_drill,,PMC/UTILITY_DEADDROP_DRILL_DESC,5,,0,,,british,,,,,8519,,DEAD_DROP,,,,,,,,0,target
7468,iw9_ch_pmc_solo_infil_exfil,PMC/SOLO_INFIL_EXFIL_NAME,,2,,5000,,PMC/SOLO_INFIL_EXFIL_DETAIL_DESC,british,,,,8763|8764,,,,,,,IW9_START_MATCH_EVENT,99,,,0,compound_set
8763,iw9_ch_pmc_solo_infil_exfil_infil,,PMC/SOLO_INFIL_EXFIL_INFIL_DESC,1,,0,,,british,,1,,,,,,,,,IW9_START_MATCH_EVENT,,,,0,target_with_reset
8764,iw9_ch_pmc_solo_infil_exfil_exfil,,PMC/SOLO_INFIL_EXFIL_EXFIL_DESC,1,,0,,,british,,1,,,,,,,,,IW9_START_MATCH_EVENT,,,,0,target_with_reset
7476,iw9_ch_pmc_request_assimilation,PMC/REQUEST_ASSIMILATION_NAME,PMC/REQUEST_ASSIMILATION_DESC,2,3948,5000,,PMC/REQUEST_ASSIMILATION_DETAIL_DESC,british,,,,,,,,,,,,,,,0,target
7472,iw9_ch_pmc_espionage_story,PMC/ESPIONAGE_STORY_NAME,,3,15932,15000,,PMC/ESPIONAGE_STORY_DETAIL_DESC,british,,,,7460|7461|7475,,,,,,,,,,,0,compound_set
7460,iw9_ch_pmc_espionage_story_loot,,PMC/ESPIONAGE_STORY_LOOT_DESC,1,,0,,,british,,,,,11247,,LOOT,,,,,,,,0,target
7461,iw9_ch_pmc_espionage_story_deliver,,PMC/ESPIONAGE_STORY_DELIVER_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7475,iw9_ch_pmc_espionage_story_plant,,PMC/ESPIONAGE_STORY_PLANT,1,,0,,,british,,,,,,,,,,,,,,,0,target
7494,iw9_ch_pmc_hack_kill_uav,PMC/HACK_KILL_UAV_NAME,,2,6932,7500,,PMC/HACK_KILL_UAV_DETAIL_DESC,british,,,,7480|7495,,,,,,,,,,,0,compound_set
7480,iw9_ch_pmc_hack_kill_uav_hack,,PMC/HACK_KILL_UAV_HACK_DESC,5,,0,,,british,,,,,,,,,,,,,,,0,target
7495,iw9_ch_pmc_hack_kill_uav_kill,,PMC/HACK_KILL_UAV_KILL_DESC,20,,0,,,british,,,,,,,,,,,,,,,0,target
7493,iw9_ch_pmc_buy_kill_precision,PMC/BUY_KILL_PRECISION_NAME,,2,,7500,,PMC/BUY_KILL_PRECISION_DETAIL_DESC,british,,,,7492|7483,,,,,,,,109,,,0,compound_set
7492,iw9_ch_pmc_buy_kill_precision_buy,,PMC/BUY_KILL_PRECISION_BUY_DESC,1,,0,,,british,,,,,9171,,,,,,,,,,0,target
7483,iw9_ch_pmc_buy_kill_precision_kill,,PMC/BUY_KILL_PRECISION_KILL_DESC,10,,0,,,british,,,,,,,,,,,,,,,0,target
7487,iw9_ch_pmc_hostage_exfil,PMC/HOSTAGE_EXFIL_NAME,,2,3946,7500,,PMC/HOSTAGE_EXFIL_DETAIL_DESC,british,,,,7486|7481,,,,,,,,,,,0,compound_set
7486,iw9_ch_pmc_hostage_exfil_hostage,,PMC/HOSTAGE_EXFIL_END_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7481,iw9_ch_pmc_hostage_exfil_exfil,,PMC/HOSTAGE_EXFIL_EXFIL_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7485,iw9_ch_pmc_run_over_repair,PMC/RUN_OVER_REPAIR_NAME,,2,,7500,,PMC/RUN_OVER_REPAIR_DETAIL_DESC,british,,,,7482|7484,,,,,,,,32,,,0,compound_set
7482,iw9_ch_pmc_run_over_repair_run,,PMC/RUN_OVER_REPAIR_RUN_DESC,16,,0,,,british,,,,,,,,,,,,,,,0,target
7484,iw9_ch_pmc_run_over_repair_repair,,PMC/RUN_OVER_REPAIR_REPAIR_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7489,iw9_ch_pmc_piracy_story,PMC/PIRACY_STORY_NAME,,3,,5000,,PMC/PIRACY_STORY_DETAIL_DESC,british,,,,7488|7490|7491,,,,,,,,,,,0,compound_set
7488,iw9_ch_pmc_piracy_story_board,,PMC/PIRACY_STORY_BOARD_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7490,iw9_ch_pmc_piracy_story_loot,,PMC/PIRACY_STORY_LOOT_DESC,1,,0,,,british,,,,,8647,,LOOT,,,,,,,,0,target
7491,iw9_ch_pmc_piracy_story_extract,,PMC/PIRACY_STORY_EXTRACT_DESC,1,,0,,,british,,,,,8647,,EXTRACT,,,,,,,,0,target
7918,iw9_ch_pmc_no_rushing_story,PMC/NO_RUSHING_STORY_NAME,,2,13548,20000,,PMC/NO_RUSHING_STORY_DETAIL_DESC,british,,,,7919|7920,,,,,,,,,,,0,compound_set
7919,iw9_ch_pmc_no_rushing_story_kill,,PMC/NO_RUSHING_STORY_KILL_DESC,10,,0,,,british,,,,,,,,,,,,,,,0,target
7920,iw9_ch_pmc_no_rushing_story_destroy,,PMC/NO_RUSHING_STORY_DESTROY_DESC,3,,0,,,british,,,,,,,,,,,,,,,0,target
7921,iw9_ch_pmc_sam_shoot_loot,PMC/SAM_SHOOT_LOOT_NAME,,3,,7500,,PMC/SAM_SHOOT_LOOT_DETAIL_DESC,british,,,,7922|7850|7923,,,,,,,,78,,,0,compound_set
7922,iw9_ch_pmc_sam_shoot_loot_capture,,PMC/SAM_SHOOT_LOOT_CAPTURE_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7850,iw9_ch_pmc_sam_shoot_loot_shoot,,PMC/SAM_SHOOT_LOOT_SHOOT_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7923,iw9_ch_pmc_sam_shoot_loot_loot,,PMC/SAM_SHOOT_LOOT_LOOT_DESC,1,,0,,,british,,,,,,,LOOT,,,,,,,,0,target
7924,iw9_ch_pmc_elim_loot_unlock,PMC/ELIM_LOOT_UNLOCK_NAME,,3,14873,7500,,PMC/ELIM_LOOT_UNLOCK_DETAIL_DESC,british,,,,7925|7926|7870,,,,,,,,,,,0,compound_set
7925,iw9_ch_pmc_elim_loot_unlock_elim,,PMC/ELIM_LOOT_UNLOCK_ELIM_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7926,iw9_ch_pmc_elim_loot_unlock_loot,,PMC/ELIM_LOOT_UNLOCK_LOOT_DESC,1,,0,,,british,,,,,,10,,,,,,,,,0,target
7870,iw9_ch_pmc_elim_loot_unlock_unlock,,PMC/ELIM_LOOT_UNLOCK_UNLOCK_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
7927,iw9_ch_pmc_loot_pc,PMC/LOOT_PC_NAME,,3,,7500,,PMC/LOOT_PC_DETAIL_DESC,british,,,,7928|7929|7930,,,,,,,,6,,,0,compound_set
7928,iw9_ch_pmc_loot_pc_loot,,PMC/LOOT_PC_LOOT_DESC,1,,0,,,british,,,,,,,LOOT,,,,,,,,0,target
7929,iw9_ch_pmc_loot_pc_usb,,PMC/LOOT_PC_USB_DESC,4,,0,,,british,,,,,13357,,EXTRACT,,,,,,,,0,target
7930,iw9_ch_pmc_loot_pc_hdd,,PMC/LOOT_PC_HDD_DESC,5,,0,,,british,,,,,,,EXTRACT,13371|8567,iw9_loot_id,,,,,,0,target
7931,iw9_ch_pmc_fort_loot_kill,PMC/FORT_LOOT_KILL_NAME,,3,,10000,,PMC/FORT_LOOT_KILL_DETAIL_DESC,british,,,,7871|7872|7932,,,,,,,,56,,,0,compound_set
7871,iw9_ch_pmc_fort_loot_kill_travel,,PMC/FORT_LOOT_KILL_TRAVEL_DESC,1,,0,,,british,,,,,,,,,,,,,,,0,target
