22414,jup_wz_leagueplay_s6_challenge_placement_top15,252,,,25,,2500,2500,2500,Seasonal,Seasonal,6,,,,0
22415,jup_wz_leagueplay_s1_challenge_placement_top5,252,,,25,,2500,2500,2500,Seasonal,Seasonal,1,,,,0
22416,jup_wz_leagueplay_s2_challenge_placement_top5,252,,,25,,2500,2500,2500,Seasonal,Seasonal,2,,,,0
22417,jup_wz_leagueplay_s3_challenge_placement_top5,252,,,25,,2500,2500,2500,Seasonal,Seasonal,3,,,,0
22418,jup_wz_leagueplay_s4_challenge_placement_top5,252,,,25,,2500,2500,2500,Seasonal,Seasonal,4,,,,0
22419,jup_wz_leagueplay_s5_challenge_placement_top5,252,,,25,,2500,2500,2500,Seasonal,Seasonal,5,,,,0
22420,jup_wz_leagueplay_s6_challenge_placement_top5,252,,,25,,2500,2500,2500,Seasonal,Seasonal,6,,,,0
22400,jup_wz_leagueplay_s1_challenge_placement_top1,252,,,1,,2500,2500,2500,Seasonal,Seasonal,1,,,,0
22422,jup_wz_leagueplay_s2_challenge_placement_top1,252,,,1,,2500,2500,2500,Seasonal,Seasonal,2,,,,0
22423,jup_wz_leagueplay_s3_challenge_placement_top1,252,,,1,,2500,2500,2500,Seasonal,Seasonal,3,,,,0
22424,jup_wz_leagueplay_s4_challenge_placement_top1,252,,,1,,2500,2500,2500,Seasonal,Seasonal,4,,,,0
22425,jup_wz_leagueplay_s5_challenge_placement_top1,252,,,1,,2500,2500,2500,Seasonal,Seasonal,5,,,,0
22426,jup_wz_leagueplay_s6_challenge_placement_top1,252,,,1,,2500,2500,2500,Seasonal,Seasonal,6,,,,0
