ui_player_splash_scriptBundle_1,1,,c,i,-1,-1,1,,,,,,,,,,
ui_player_splash_scriptBundle_2,1,,c,i,-1,-1,1,,,,,,,,,,
ui_player_splash_scriptBundle_3,1,,c,i,-1,-1,1,,,,,,,,,,
ui_player_splash_scriptBundle_4,1,,c,i,-1,-1,1,,,,,,,,,,
ui_player_splash_scriptBundle_5,1,,c,i,-1,-1,1,,,,,,,,,,
ui_player_splash_cardClientId_0,1,,c,i,-1,-1,200,,,,,,,,,,
ui_player_splash_cardClientId_1,1,,c,i,-1,-1,200,,,,,,,,,,
ui_player_splash_cardClientId_2,1,,c,i,-1,-1,200,,,,,,,,,,
ui_player_splash_cardClientId_3,1,,c,i,-1,-1,200,,,,,,,,,,
ui_player_splash_cardClientId_4,1,,c,i,-1,-1,200,,,,,,,,,,
ui_player_splash_cardClientId_5,1,,c,i,-1,-1,200,,,,,,,,,,
ui_player_splash_use_alt_0,1,,c,i,0,0,5,,,,,,,,,,
ui_player_splash_use_alt_1,1,,c,i,0,0,5,,,,,,,,,,
ui_player_splash_use_alt_2,1,,c,i,0,0,5,,,,,,,,,,
ui_player_splash_use_alt_3,1,,c,i,0,0,5,,,,,,,,,,
ui_player_splash_use_alt_4,1,,c,i,0,0,5,,,,,,,,,,
ui_player_splash_use_alt_5,1,,c,i,0,0,5,,,,,,,,,,
ui_misc_message_id,1,,c,i,-1,-1,128,,,,,,,,,,
ui_misc_message_trigger,1,,c,n,,,,,,,,,,,,,
ui_objective_progress,1,,c,f,0,0,1,0,,,,,,,,,
ui_objective_pinned_text_param,1,1,c,i,0,-1,30,,,,,,,,,,
ui_uplink_carrier_hud,1,,c,b,0,0,1,,,,,,,,,,
ui_objective_timer_stopped,1,,g,b,0,0,1,,,,,,,,,,
ui_match_timer_hidden,1,,g,b,0,0,1,,,,,,,,,,
ui_match_timer_stopped,1,,g,b,0,0,1,,,,,,,,,,
ui_allies_alive,1,,g,i,0,-1,200,,,,,,,,,,
ui_axis_alive,1,,g,i,0,-1,200,,,,,,,,,,
ui_hitmarker_audio_events,1,1,c,i,0,0,15,,,,,,,,,,
ui_current_round,1,,g,i,0,0,31,,,,,,,,,,
ui_mapshot_camera,1,,c,b,0,,,,,,,,,,,,
ui_player_spawned_notify,1,,c,n,0,,,,,,,,,,,,
ui_match_over,1,,g,b,0,0,1,,,,,,,,,,
ui_last_round,1,,g,b,0,0,1,,,,,,,,,,
ui_round_hint_override_attackers,1,,g,i,0,0,4,,,,,,,,,,
ui_round_hint_override_defenders,1,,g,i,0,0,4,,,,,,,,,,
ui_skip_loadout,1,,c,b,0,0,1,,,,,,,,,,
ui_friendly_time_to_beat,1,,c,f,0,0,1024,,,,,,,,,,
ui_enemy_time_to_beat,1,,c,f,0,0,1024,,,,,,,,,,
ui_hide_minimap,1,,c,b,1,0,1,,,,,,,,,,
ui_cranked_timer_stopped,1,,c,b,0,0,1,,,,,,,,,,
ui_compass_hide_weapon_pings_minimap,1,,g,i,0,0,2,,,,,,,# How minimap displays red dots when enemies fire weapons: 0 = SHOW_PINGS_ON_WEAPON_FIRE, 1 = HIDE_PINGS, 2 = SHOW_PINGS_WHEN_UAV_ACTIVE,,,
ui_tac_ops_map_open,1,,c,b,0,0,1,,,,,,,,,,
ui_killed_player,0,,c,i,-1,-1,200,,,,,,,,,,
ui_killed_player_notify,1,,c,n,0,,,,,,,,,,,,
ui_in_infil,1,,g,i,-1,-1,3,,,,,,,,,,
ui_only_default_loadouts,0,,g,b,0,0,1,,,,,,,,,,
ui_self_revive,1,,c,b,0,0,1,,,,,,,,,,
ui_equipment_id_primary,1,1,c,i,0,0,127,,,,,,,,,,
ui_equipment_id_secondary,1,1,c,i,0,0,127,,,,,,,,,,
ui_reviver_id,1,0,c,i,-1,-1,200,,,,,1,,,,,
ui_weapon_pickup,1,,c,i,0,-20,20,,,,,,,,,,
ui_javelin_view,1,,c,i,0,0,1,,,,,,,,,,
ui_javelin_state,1,,c,i,0,0,4,,,,,1,,,,,
ui_overtime_time,1,,g,f,0,0,30,,,,,,,,,,
ui_perk_package_bundle_index,1,1,c,i,-1,-2,12,,,,,,,,,,
ui_perk_package_state,1,1,c,i,0,0,4,,,,,,,,,,
ui_perk_package_changed,1,,c,n,,0,,,,,,,,,,,
ui_perk_package_super1,1,1,c,i,0,0,127,,,,,,,,,,
ui_perk_package_super2,1,1,c,i,0,0,127,,,,,,,,,,
ui_in_overtime_round,1,,g,b,0,0,1,,,,,,,,,,
ui_gunTable,1,,g,i,-1,-1,5,,,,,,,,,,
ui_life_kill_count,1,,c,i,0,0,511,,,,,,,,,,
ui_round_end_friendly_score,1,,c,i,0,0,16384,,,,,,,,,,
ui_round_end_enemy_score,1,,c,i,0,0,16384,,,,,,,,,,
ui_round_end_match_bonus,1,,c,i,0,0,16384,,,,,,,,,,
ui_round_end_extra_message,1,,c,i,0,0,5,,,,,,,,,,
ui_br_infil_started,1,,c,i,0,0,1,,,,,,,,,,
ui_br_infiled,1,,c,i,0,0,1,,,,,,,,,,
ui_keypad_data,1,,c,i,0,0,65536,,,,,,,,,,
ui_deadsilence_overlay,1,1,c,i,-1,-1,2,,,,,,,,,,
ui_shrapnel_overlay,1,,c,i,0,0,3,,,,,,,,,,
ui_lower_message,1,,c,i,0,0,127,,,,,,,,,,
ui_lower_message_time,1,,c,t,0,,,,,,,,,,,,
ui_apache_screens_state,1,1,c,i,0,0,2,,,,,,,,,,
ui_gas_mask_juggernaut,1,1,c,i,0,-1,6,,,,,,,,,,
ui_gas_mask_juggernaut_equipment,1,1,c,i,0,0,3,,,,,,, # juggernaut equipment UI visibility: none, primary, secondary, both
ui_last_stand_type,1,,g,i,0,0,3,,,,,,,,,,
ui_tablet_active,1,,c,i,0,0,1,,,,,,,# if set to 1, the tablet is visible,,,
ui_squad_spawn_combat,1,,c,b,0,0,1,,,,,,,,,,
ui_killcam_copycat,1,,g,b,1,0,1,,,,,,,,,,
ui_lethal_recharge_progress,1,,c,f,0,0,1,,,,,1,,,,,
ui_tactical_recharge_progress,1,,c,f,0,0,1,,,,,1,,,,,
ui_recharge_notify,1,,c,i,-1,-1,2,,,,,1,,,,,
ui_overcharge,1,1,c,i,0,0,2,,,,,,,,,,
scriptable_loot_hide,1,,g,b,0,0,1,,,,,,,,,,
ui_loadout_changed,1,,c,i,0,0,13,,,,,,,,,,
ui_br_minimap_radius,1,,g,i,6000,0,65536,,,,,,,,,,
ui_br_total_circle_collapse_count,1,,g,i,-1,-1,65536,,,,,,,//delete when IW9-534954 and IW9-534953 are implemented,,,
ui_hack_progress,1,1,c,f,0,0,1,,,,,,,,,,
ui_hack_index,1,1,c,i,0,0,255,,,,,,,,,,
ui_is_laststand,1,,c,b,0,0,1,,,,,,,,,,
ui_emp_progress,1,,c,f,0,0,1,,,,,,,,,,
ui_emp_show,1,,c,b,0,0,1,,,,,,,,,,
ui_smart_watch_interact,1,,c,i,0,0,10,,,,,,,,,,
ui_smart_watch_check,1,,c,i,0,0,1,,,,,,,,,,
ui_in_spawn_camera,1,,c,b,0,0,1,,,,,,,,,,
ui_hide_objectives,1,,c,b,0,0,1,,,,,,,,,,
is_night_map,0,,g,b,0,0,1,,,,,,,,,,
ui_player_in_infil,1,,c,b,0,0,1,,,,,,,,,,
ui_round_end_winner,1,,g,i,0,0,2,,,,,,,# 0: none - 1: allies - 2: axis,,,
ui_loadout_copied,1,,c,n,,,,,,,,,,,,,
ui_disable_killstreaks,1,,g,b,0,0,1,,,,,,,,,,
ui_disable_fieldupgrades,1,,g,b,0,0,1,,,,,,,,,,
ui_open_loadout_bag,1,,c,b,0,0,1,,,,,,,,,,
ui_longshot_dist,1,,c,f,0,0,8191,,,,,,,,,,
ui_longshot_special,1,,c,b,0,0,1,,,,,,,,,,
ui_classtable_override,1,,g,i,0,0,5,,,,,,,,,,
ui_gamemode_override,1,,g,i,0,0,10,,,,,,,,,,
ui_equipment_id_health,1,,c,i,0,0,64,,,,,,,#this should be archived, but we're at the limit,,,
ui_equipment_id_health_numCharges,1,1,c,i,0,0,99,,,,,,,,,,
ui_br_has_plate_pouch,1,,c,b,0,0,1,,,,,1,,,,,
ui_br_altimeter_c130_height,1,,g,i,24000,0,32767,,,,,,,,,,
ui_br_altimeter_sea_height,1,,g,i,0,-200,16383,,,,,,,,,,
ui_notify_show_minimal_hud,1,,c,n,0,,,,,,,,,,,,
ui_buy_mode,1,,g,i,0,0,2,,,,,,,,,,
ui_attacking_team,1,0,g,i,0,0,2,,,,,,,,,,
ui_codcaster_notification,1,0,g,i,0,0,2147483646,,,,,,,,,,
ui_show_benchmark_report,1,,g,b,0,0,1,,,,,,,,,,
ui_start_benchmark,1,,g,b,0,0,1,,,,,,,,,,
benchmark_zone_change,1,,g,i,0,0,2147483646,,,,,,,,,,
ui_benchmark_create_zones,1,,g,i,0,0,2147483646,,,,,,,,,,
ui_benchmark_gun_model_ent,1,,g,e,,,,,,,,#Sends the entity number to the UI to set up the weapon reticle,,,,,
ui_benchmark_show_weapon_reticle,1,,g,b,0,0,1,,,,,,,,,,
ui_slayerBuff,1,,c,b,0,0,1,,,,,,,,,,
ui_flakJacket,1,,c,b,0,0,1,,,,,,,,,,
ui_flakJacket_health,1,,c,i,0,0,2047,,,,,,,,,,
ui_perceptive,1,,c,b,0,0,1,,,,,,,,,,
ui_perceptive_indicator,1,,c,b,0,0,1,,,,,,,,,,
ui_super_can_use,1,,c,b,0,0,1,,,,,,,,,,
ui_super_tac_insert_respawn,1,,c,b,0,0,1,,,,,,,,,,
ui_rallying_cry_target_detector_on_give_widget,1,,c,b,0,0,16,,,,,,,,,,
ui_tom_ti_respawnTimer,1,,c,t,0,0,5,,,,,,,,,,
ui_super_second_progress,1,1,c,f,0,0,1,,,,,,,,,,
ui_player_popup_id,1,,c,i,-1,-1,4095,,,,,,,,,,
ui_show_breathhold_hint,1,,c,b,1,0,1,,,,,,,,,,
ui_is_exfil_countdown,1,,g,b,0,0,1,,,,,,,,,,
ui_total_game_time,1,,c,i,0,0,35999,,,,,,,,,,
ui_ftue_fakeplayer_count,1,,g,i,0,0,127,,,,,,,,,,
ui_carry_object_can_drop,1,,c,i,0,0,1,,,,,,,,,,
ui_squad_leader_pack_dropped,1,,c,i,-1,-1,1,,,,,,,,,,
ui_player_using_honeypot,1,,c,b,0,0,1,,,,,,,,,,
ui_ai_stealth_edge_glow,1,,c,a,0,0,256,,For showcasing if AI are detecting the player or not....,,,,,,,,
ui_binoculars_target_distance,1,,c,i,-1,-1,65536,,,,,1,,,,,
ui_binoculars_target_degree,1,,c,i,0,-90,90,,,,,1,,,,,
ui_mp_extended_load_screen,1,,g,b,0,0,1,,,,,,,,,,
ui_br_elite_savior_id,1,,c,i,-1,-1,4095,,,,,,,,,,
autofire_hit_notify,0,0,c,n,0,,,,,,,,,,,,
ui_mgl_c4_state,1,,c,i,0,0,1,,,,,,,,,,
ui_mgl_tac_camera_state,1,,c,i,0,0,2,,,,,,,,,,
ui_leagueplay_allow_quit,1,,c,i,0,0,3,,,,,,,,,,
ui_leagueplay_hide_quit_button,1,,c,b,0,0,1,,,,,,,,,,
ui_cutthroat_num_downed_team_1,1,,g,i,0,0,20,,,,,,,,,,
ui_cutthroat_num_downed_team_2,1,,g,i,0,0,20,,,,,,,,,,
ui_cutthroat_num_downed_team_3,1,,g,i,0,0,20,,,,,,,,,,
ui_cutthroat_num_reviving_team_1,1,,g,i,0,0,20,,,,,,,,,,
ui_cutthroat_num_reviving_team_2,1,,g,i,0,0,20,,,,,,,,,,
ui_cutthroat_num_reviving_team_3,1,,g,i,0,0,20,,,,,,,,,,
ui_cutthroat_player_state,1,,c,i,0,0,3,,,,,,,# 0 = Up; 1 = downed; 2 = reviving; 3 = dead;,,,
ui_tool_use_info,1,,c,a,0,0,511,,,,,,,,,,
ui_gameplay_telemetry_lastkill_dist,1,,c,f,0,0,2048,,,,,,,,,,
ui_gameplay_telemetry_SPM,1,,c,i,0,0,100000,,,,,,,,,,
ui_gameplay_telemetry_killstreakCount,1,,c,i,0,0,100000,,,,,,,,,,
ui_gameplay_telemetry_shotAccuracy,1,,c,f,0,0,100,,,,,,,,,,
ui_gameplay_telemetry_weap_pri_kdratio,1,,c,f,0,0,100,,,,,,,,,,
ui_gameplay_telemetry_weap_pri_kills,1,,c,i,0,0,1000,,,,,,,,,,
ui_gameplay_telemetry_weap_pri_damagedealt,1,,c,i,0,0,100000,,,,,,,,,,
ui_gameplay_telemetry_weap_pri_headshot_count,1,,c,i,0,0,10000,,,,,,,,,,
ui_gameplay_telemetry_weap_pri_headshot_accuracy,1,,c,f,0,0,100,,,,,,,,,,
ui_gameplay_telemetry_weap_pri_accuracy,1,,c,f,0,0,100,,,,,,,,,,
ui_gameplay_telemetry_weap_sec_kdratio,1,,c,f,0,0,100,,,,,,,,,,
ui_gameplay_telemetry_weap_sec_kills,1,,c,i,0,0,1000,,,,,,,,,,
ui_gameplay_telemetry_weap_sec_damagedealt,1,,c,i,0,0,100000,,,,,,,,,,
ui_gameplay_telemetry_weap_sec_headshot_count,1,,c,i,0,0,10000,,,,,,,,,,
ui_gameplay_telemetry_weap_sec_headshot_accuracy,1,,c,f,0,0,100,,,,,,,,,,
ui_gameplay_telemetry_weap_sec_accuracy,1,,c,f,0,0,100,,,,,,,,,,
ui_aon_perk_progress_0,1,,c,f,0,0,1,,,,,,,,,,
ui_aon_perk_progress_1,1,,c,f,0,0,1,,,,,,,,,,
ui_aon_perk_progress_2,1,,c,f,0,0,1,,,,,,,,,,
ui_aon_perk_progress_3,1,,c,f,0,0,1,,,,,,,,,,
ui_aon_perk_splash_0,1,,c,b,0,0,1,,,,,,,,,,
ui_aon_perk_splash_1,1,,c,b,0,0,1,,,,,,,,,,
ui_aon_perk_splash_2,1,,c,b,0,0,1,,,,,,,,,,
ui_aon_perk_splash_3,1,,c,b,0,0,1,,,,,,,,,,
ui_med_box_effect_end,1,,c,i,0,0,255,,,,,,,,,,
ui_round_start_time,1,,g,t,0,,,,,,,,,,,,
ui_round_end_time,1,,g,t,0,,,,,,,,,,,,
ui_afk_warning,1,,c,b,0,0,1,,,,,,,,,,
ui_scorpion_trophies_collected,1,,c,i,0,0,31,,,,,,,,,,
ui_scorpion_trophies_secured,1,,c,i,0,0,31,,,,,,,,,,
ui_dmz_disguise_state,1,,c,b,0,0,1,,,,,,,,,,
ui_killfeed_data,1,,c,i,0,0,511,,,,,,,bit [0] = headshot, bit [1,3] = type, bit [4,8] = value,,,
ui_killfeed_victim_id,1,,c,i,-1,-1,200,,,,,,,,,,
ui_killfeed_notify,1,,c,n,,,,,# notify to trigger score feed popup,,,,,,,,
ui_dmz_disguise_sixth_sense_glow,1,1,c,a,0,0,256,,,,,,,,,,
ui_num_attackers,1,,c,i,0,0,15,,,,,,,,,,
ui_allies_team_size,1,,g,i,0,-1,200,,,,,,,,,,
ui_axis_team_size,1,,g,i,0,-1,200,,,,,,,,,,
ui_upper_notification_type,1,,c,i,0,0,7,,,,,,,,,,
ui_combat_report_num_attackers,1,,c,i,0,0,7,,,,,,,,,,
ui_combat_report_attacker_0,1,,c,e,,,,,,,,,,,,,
ui_combat_report_weapon_lootid_0,1,,c,i,0,0,2147483647,,,,,,,,,,
ui_combat_report_multi_weapon_0,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_damage_0,1,,c,i,0,0,1023,,,,,,,,,,
ui_combat_report_hits_0,1,,c,i,0,0,255,,,,,,,,,,
ui_combat_report_downedby_0,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_killedby_0,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_friendly_0,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_damage_type_override_0,1,,c,i,0,0,15,,,,,,,,,,
ui_combat_report_attacker_1,1,,c,e,,,,,,,,,,,,,
ui_combat_report_weapon_lootid_1,1,,c,i,0,0,2147483647,,,,,,,,,,
ui_combat_report_multi_weapon_1,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_damage_1,1,,c,i,0,0,1023,,,,,,,,,,
ui_combat_report_hits_1,1,,c,i,0,0,255,,,,,,,,,,
ui_combat_report_downedby_1,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_killedby_1,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_friendly_1,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_damage_type_override_1,1,,c,i,0,0,15,,,,,,,,,,
ui_combat_report_attacker_2,1,,c,e,,,,,,,,,,,,,
ui_combat_report_weapon_lootid_2,1,,c,i,0,0,2147483647,,,,,,,,,,
ui_combat_report_multi_weapon_2,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_damage_2,1,,c,i,0,0,1023,,,,,,,,,,
ui_combat_report_hits_2,1,,c,i,0,0,255,,,,,,,,,,
ui_combat_report_downedby_2,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_killedby_2,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_friendly_2,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_damage_type_override_2,1,,c,i,0,0,15,,,,,,,,,,
ui_combat_report_attacker_3,1,,c,e,,,,,,,,,,,,,
ui_combat_report_weapon_lootid_3,1,,c,i,0,0,2147483647,,,,,,,,,,
ui_combat_report_multi_weapon_3,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_damage_3,1,,c,i,0,0,1023,,,,,,,,,,
ui_combat_report_hits_3,1,,c,i,0,0,255,,,,,,,,,,
ui_combat_report_downedby_3,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_killedby_3,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_friendly_3,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_damage_type_override_3,1,,c,i,0,0,15,,,,,,,,,,
ui_combat_report_attacker_4,1,,c,e,,,,,,,,,,,,,
ui_combat_report_weapon_lootid_4,1,,c,i,0,0,2147483647,,,,,,,,,,
ui_combat_report_multi_weapon_4,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_damage_4,1,,c,i,0,0,1023,,,,,,,,,,
ui_combat_report_hits_4,1,,c,i,0,0,255,,,,,,,,,,
ui_combat_report_downedby_4,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_killedby_4,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_friendly_4,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_damage_type_override_4,1,,c,i,0,0,15,,,,,,,,,,
ui_combat_report_attacker_5,1,,c,e,,,,,,,,,,,,,
ui_combat_report_weapon_lootid_5,1,,c,i,0,0,2147483647,,,,,,,,,,
ui_combat_report_multi_weapon_5,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_damage_5,1,,c,i,0,0,1023,,,,,,,,,,
ui_combat_report_hits_5,1,,c,i,0,0,255,,,,,,,,,,
ui_combat_report_downedby_5,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_killedby_5,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_friendly_5,1,,c,b,0,0,1,,,,,,,,,,
ui_combat_report_damage_type_override_5,1,,c,i,0,0,15,,,,,,,,,,
ui_minimap_floor,1,,c,i,0,-32,32,,,,,,,,,,
ui_plea_for_help_data,1,,c,a,0,0,,,,,,,#0-1 bits: Status 2-9:Num Nearby Squads,,,,
ui_waiting_for_aar,1,,c,b,0,0,1,,,,,,,,,,
ui_super_jump_progress,1,,c,i,-1,-1,100,,,,,,,,,,
ui_super_jump_cooldown,1,,c,b,0,0,1,,,,,,,,,,
ui_super_high_jump_progress,1,,c,i,-1,-1,100,,,,,,,,,,
