37,quest_pickup,MP/QUEST_PICKUP,0,1,0
38,quest_enter_search_area,MP/QUEST_SONAR_START,0,1,0
39,quest_stash_found,MP/QUEST_STASH_FOUND,0,1,0
40,br_mobile_armory_charging,MP_BR_INGAME/MOBILE_ARMORY_CHARGING,1,1,0
41,br_mobile_armory_active,MP_BR_INGAME/MOBILE_ARMORY_ACTIVE,1,1,0
42,br_mobile_armory_cooldown,MP_BR_INGAME/MOBILE_ARMORY_COOLDOWN,0,1,0
43,ascender_blocked,MP/ASCENDER_BLOCKED,0,1,0
44,br_satellite_truck_charging,MP_BR_INGAME/SATELLITE_TRUCK_CHARGING,1,1,0
45,br_satellite_truck_active,MP_BR_INGAME/SATELLITE_TRUCK_ACTIVE,1,1,0
46,br_satellite_truck_cooldown,MP_BR_INGAME/SATELLITE_TRUCK_COOLDOWN,0,1,0
47,br_tablet_pickup_fail,MP_BR_INGAME/TABLET_PICKUP_FAILURE,0,1,0
48,br_player_is_jumpmaster,MP_BR_INGAME/INFIL_PLAYER_IS_JUMPMASTER,0,1,0
49,br_teammate_is_jumpmaster,MP_BR_INGAME/INFIL_TEAMMATE_IS_JUMPMASTER,0,1,0
50,br_invalid_map_selection,MP_BR_INGAME/INFIL_INVALID_MAP_SELECTION,0,1,0
51,br_selections_locked,MP_BR_INGAME/INFIL_SELECTIONS_LOCKED,0,1,0
52,br_assassination_notargets,MP_BR_INGAME/MISSION_UNAVAILABLE,0,1,0
53,br_player_deploy_solo,MP_BR_INGAME/INFIL_PLAYER_DEPLOY_SOLO,0,1,0
54,ascender_blocked_jugg,MP/ASCENDER_BLOCKED_JUGG,0,1,0
55,ascender_blocked_laststand,MP/ASCENDER_BLOCKED_LASTSTAND,0,1,0
56,br_solo_join_squad,MP_BR_INGAME/INFIL_SOLO_JOIN_SQUAD,0,1,0
57,br_squad_selection,MP_BR_INGAME/INFIL_SQUAD_SELECTION,0,1,0
58,br_bank_alarm_active,MP_BR_INGAME/BANK_ALARM_ACTIVE,0,1,0
59,trial_timer_start_weapon,MP/TRIAL_TIMER_START_WEAPON,0,1,0
60,br_down_give_up,MP/BR_REVIVE_OR_RESPAWN,0,1,0
61,start_game,MP/START_GAME,0,1,0
62,gw_iav_respawn,MP/GW_IAV_RESPAWN,0,1,0
63,gw_apc_respawn,MP/GW_APC_RESPAWN,0,1,0
64,spawn_revive_wait_notimer,MP/SPAWN_REVIVE_WAIT,0,0,0
65,no_friendly_fire_timer,MP/FRIENDLY_FIRE_WILL_NOT,1,1,0
66,br_solo_selection,MP_BR_INGAME/INFIL_SOLO_SELECTION,0,1,0
67,br_squad_join_solo,MP_BR_INGAME/INFIL_SQUAD_JOIN_SOLO,0,1,0
68,br_assassin_mission_time_warning,MP_BR_INGAME/MISSION_ASSASSIN_2_TIME_WARNING,1,1,0
69,br_dmz_10minwarning,MP_BR_INGAME/DMZ_10MINWARNING,0,1,0
70,br_dmz_5minwarning,MP_BR_INGAME/DMZ_5MINWARNING,0,1,0
71,bmo_exfil_start,MP_BR_INGAME/BMO_EXFIL_START,0,1,0
72,bmo_exfil_arrive,MP_BR_INGAME/BMO_EXFIL_ARRIVE,0,1,0
73,self_revive_token,MP_BR_INGAME/SELF_REVIVE_RESPAWN,0,1,0
74,circle_peek_limit,MP_BR_INGAME/CIRCLE_PEEK_LIMIT,0,1,0
75,br_ping_nearest_supply,MP_BR_INGAME/PING_NEAREST_SUPPLY_STATION,0,1,0
76,br_standby_for_respawn,MP_BR_INGAME/STANDBY_FOR_RESPAWN,0,1,0
77,infect_super_tac_hint,MP_INGAME_ONLY/INFECT_SUPER_TAC_HINT,0,1,0
78,player_eliminated_oic,MP/SPAWN_ELIMINATED_BONUS,0,1,0
79,vehicle_in_gas,MP_BR_INGAME/VEHICLE_IN_GAS,0,1,0
80,ascender_blocked_generic,MP_INGAME_ONLY/OBJ_BLOCKED_CAPS,0,1,0
81,gw_patrol_boat_respawn,MP/GW_APC_RESPAWN,0,1,0
82,gw_palfa_respawn,MP/GW_PALFA_RESPAWN,0,1,0
83,br_contract_whitelisted,MP_BR_INGAME/MISSION_WHITELISTED,0,1,0
84,survivor_revive,MP/SURVIVOR_REVIVE,1,1,0
85,br_contract_occupied,MP_BR_INGAME/MISSION_OCCUPIED,0,1,0
86,br_dmz_biolab_heli_exfil_clear_area,MP_BR_INGAME/CLEAR_HELI_EXFIL_AREA,0,1,0
87,br_dmz_biolab_reinforcement_door,MP_BIO_LAB/REINFORCEMENT_DOOR_BLOCK,0,1,0
89,reinforcement_flare_not_enough_space,SUPER_MP/REINFORCEMENT_FLARE_NOT_ENOUGH_SPACE,0,0,0
90,reinforcement_flare_nobody_to_respawn,SUPER_MP/REINFORCEMENT_FLARE_NOBODY_TO_RESPAWN,0,0,0
95,reinforcement_flare_underwater,SUPER_MP/REINFORCEMENT_FLARE_UNDERWATER,0,0,0
96,bio_bunker_dc_panel_use_no_laptop,MP_BIOBUNKER/DATA_CENTER_PANEL_USE_NO_ITEM,0,1,0
97,self_revive_zm,SHARED_HINTSTRINGS/LASTSTAND_SELF_REVIVE,0,1,0
98,revive_wait_bleedout_zm,MP/SPAWN_REVIVE_WAIT,0,1,0
100,plea_time,MP_BR_INGAME/REQUEST_PLEA_FOR_HELP,1,0,0
101,plea_waiting,MP_BR_INGAME/PLEA_WAITING,0,0,0
102,plea_found,MP_BR_INGAME/PLEA_FOUND,0,0,0
104,rebreather_hint,MP/REBREATHER_HINT,0,1,0
105,plea_no_time,MP_BR_INGAME/REQUEST_PLEA_FOR_HELP,0,0,0
