item,brloot_valuable_harddrive,,5,5,5,1,0,30,0,0,0,0,25,5,5,12,10,22,15,0,0,0,0,10,6,9,3,0,0,0,12
item,brloot_valuable_goldbar,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,0,0,0,1,3,6,10,0,0,0,0
item,brloot_valuable_laptop,,5,5,5,0,0,100,0,5,0,0,24,5,5,10,10,14,12,0,5,0,0,8,5,15,15,0,0,0,10
item,brloot_valuable_liquor,,5,5,5,5,0,10,0,6,0,0,25,12,5,6,1,0,5,20,24,0,0,3,5,12,6,0,0,0,6
item,brloot_valuable_comicbook,,5,5,5,5,0,30,0,0,0,0,1,10,5,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_folder,,5,5,5,5,0,200,0,15,0,2,22,0,12,0,25,36,35,15,10,0,0,10,10,18,15,0,0,0,0
item,brloot_valuable_bandage,,5,5,5,5,0,0,0,38,15,15,0,10,25,0,10,0,0,12,0,0,0,10,0,0,0,0,0,0,0
item,brloot_valuable_battery,,5,5,5,5,0,50,0,38,10,15,0,10,15,25,10,0,0,0,10,0,0,0,0,0,0,0,0,0,25
item,brloot_valuable_game_console,,3,3,3,0,0,0,0,0,0,0,12,5,5,20,0,0,0,1,12,0,0,3,3,6,3,0,0,0,20
item,brloot_valuable_lightbulb,,5,5,5,0,0,0,0,0,0,0,0,15,3,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15
item,brloot_valuable_toothpaste,,5,5,5,3,0,0,0,6,3,4,0,15,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_watch,,5,5,5,5,0,50,0,3,0,0,22,5,3,20,5,12,6,3,15,0,0,0,5,6,3,0,0,0,20
item,brloot_valuable_wrench,,5,5,5,3,0,0,0,0,0,0,0,10,15,28,0,0,0,24,0,0,0,0,0,0,0,0,0,0,28
item,brloot_valuable_lighter,,3,3,3,3,0,30,0,0,0,1,0,5,3,0,3,0,3,13,5,0,0,0,1,0,0,0,0,0,0
item,brloot_valuable_thumb_drive,,5,5,5,5,0,100,0,2,0,2,0,0,5,10,15,20,16,0,5,0,0,5,5,6,3,0,0,0,10
item,brloot_valuable_electrical_tape,,5,5,5,3,0,30,0,0,0,0,0,0,5,28,0,0,0,3,0,0,0,0,5,6,3,0,0,0,28
item,brloot_valuable_screwdriver,,5,5,5,3,0,0,0,0,0,0,0,2,5,28,0,0,0,22,0,0,0,0,0,0,0,0,0,0,28
item,brloot_valuable_comicbook_firsted,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_cannedfood,,3,3,3,3,0,0,0,5,0,5,25,15,15,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_drill,,3,3,3,0,0,0,0,0,0,0,5,5,5,20,0,0,0,15,0,0,0,0,5,8,1,0,0,0,20
item,brloot_valuable_electroniccomponents,,5,5,5,2,0,30,0,0,0,0,0,15,5,20,0,0,0,20,0,0,0,0,1,0,0,0,0,0,20
item,brloot_valuable_folder_sensitive,,1,1,1,1,0,100,0,4,0,0,5,0,5,0,8,8,6,5,0,0,1,3,3,9,9,0,0,0,0
item,brloot_valuable_folder_classified,,0,0,0,0,0,30,0,1,0,0,1,0,1,0,3,2,3,1,0,0,1,1,1,6,9,0,0,0,0
item,brloot_valuable_freshwater,,5,5,5,5,0,10,0,6,4,5,1,22,25,0,10,12,12,40,30,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_gunoil,,5,5,5,5,0,30,0,0,0,0,25,15,25,15,15,0,0,20,0,0,0,5,5,8,1,0,0,0,15
item,brloot_valuable_harddrive_encrypted,,1,1,1,0,0,10,0,1,0,0,1,0,1,0,5,2,3,3,0,0,1,2,1,3,15,0,0,0,0
item,brloot_valuable_importedtea,,3,3,3,5,0,0,0,6,0,0,25,12,10,0,0,12,5,8,12,0,0,0,4,9,6,0,0,0,0
item,brloot_valuable_mre,,3,3,3,5,0,0,0,8,0,10,0,0,25,0,10,0,0,24,8,0,0,5,0,0,0,0,0,0,0
item,brloot_valuable_soothinglotion,,3,3,3,5,0,10,0,24,4,6,0,5,5,0,0,12,5,8,24,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_wine,,5,5,5,3,0,0,0,0,0,0,50,12,3,0,1,6,8,24,32,0,0,0,5,15,15,0,0,0,0
item,brloot_valuable_wine_aged,,3,3,3,0,0,5,0,0,0,0,5,7,0,0,0,2,5,4,8,0,0,0,2,6,9,0,0,0,0
item,brloot_valuable_wine_vintage,,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3,2,5,0,0,0,1,3,6,0,0,0,0
item,brloot_valuable_gold_skull,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,1,3,0,0,0,0
item,brloot_valuable_blow_torch,,5,5,5,2,0,0,0,0,0,0,0,5,5,20,0,0,0,0,0,0,0,0,1,1,1,0,0,0,20
item,brloot_valuable_car_battery,,5,5,5,0,0,0,0,0,0,0,43,5,5,20,0,0,0,10,0,0,0,0,4,12,12,0,0,0,20
item,brloot_valuable_jumper_cables,,5,5,5,3,0,0,0,0,0,0,0,10,10,20,0,0,0,15,0,0,0,0,2,3,0,0,0,0,20
item,brloot_valuable_vcr,,5,5,5,0,0,0,0,0,0,0,0,5,5,20,5,2,0,2,5,0,0,0,4,6,3,0,0,0,20
item,brloot_valuable_gpu,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
item,brloot_planning_diagram_2,,1,1,1,5,0,50,0,1,0,1,25,0,12,0,3,2,0,7,0,0,0,2,1,3,3,0,0,0,0
item,brloot_planning_diagram_3,,1,1,1,5,0,50,0,1,0,1,25,0,12,0,3,2,0,7,0,0,0,2,1,3,3,0,0,0,0
item,brloot_planning_image_1,,1,1,1,5,0,50,0,1,0,1,25,0,12,0,3,2,0,7,0,0,0,2,1,3,3,0,0,0,0
item,brloot_planning_image_2,,1,1,1,5,0,50,0,1,0,1,25,0,12,0,3,2,0,7,0,0,0,2,1,3,3,0,0,0,0
item,brloot_planning_image_3,,1,1,1,5,0,50,0,1,0,1,25,0,12,0,3,2,0,7,0,0,0,2,1,3,3,0,0,0,0
item,brloot_health_ifak,,5,5,5,5,0,0,0,25,15,15,0,5,25,0,15,0,0,15,0,0,0,10,0,0,0,0,0,0,0
item,brloot_health_afak,,3,3,3,2,0,0,0,30,15,15,0,0,10,0,10,0,0,10,0,0,0,3,0,0,0,0,0,0,0
item,brloot_health_med_bag,,1,1,1,1,0,0,0,25,8,8,0,0,5,0,3,0,0,5,0,0,0,1,0,6,6,0,0,0,0
item,brloot_valuable_hydrogen_peroxide,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_cephalexin,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_hydrochloride,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_acetone,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_plastic_explosive,,1,1,1,5,0,0,0,0,0,0,10,0,5,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,5
item,brloot_valuable_thumb_drive_encrypted,,1,1,1,0,0,10,0,1,0,0,1,0,1,0,5,2,3,3,0,0,1,2,1,3,15,0,0,0,0
item,brloot_xp_dufflebag,,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
item,brloot_xp_purse,,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
item,brloot_activity_starter_combat,,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,3
item,brloot_activity_starter_rescue,,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,2
item,brloot_activity_starter_sabotage,,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,2
item,brloot_activity_starter_hunt,,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,2
item,brloot_activity_starter_vehicledrive,,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,3
item,brloot_activity_starter_boatdrive,,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,3
item,brloot_activity_starter_intel,,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,3
item,brloot_activity_starter_radiation,,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,3
item,brloot_activity_starter_trap,,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,3
item,brloot_activity_starter_supply,,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,3
item,brloot_activity_starter_convoy_attack,,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,3
item,brloot_activity_starter_hacker_phone,,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,3
item,brloot_attachment_scope,,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
item,brloot_attachment_back,,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
