149,28598,jup_rank_149,27471|14800|14808|16566|14838|21432|21433|21434|21435|21436,,
150,28599,jup_rank_150,,,
151,28600,jup_rank_151,,,
152,28601,jup_rank_152,,,
153,28602,jup_rank_153,,,
154,28603,jup_rank_154,,,
155,28604,jup_rank_155,,,
156,28605,jup_rank_156,,,
157,28606,jup_rank_157,,,
158,28607,jup_rank_158,,,
159,28608,jup_rank_159,,,
160,28609,jup_rank_160,,,
161,28610,jup_rank_161,,,
162,28611,jup_rank_162,,,
163,28612,jup_rank_163,,,
164,28613,jup_rank_164,,,
165,28614,jup_rank_165,,,
166,28615,jup_rank_166,,,
167,28616,jup_rank_167,,,
168,28617,jup_rank_168,,,
169,28618,jup_rank_169,,,
170,28619,jup_rank_170,,,
171,28620,jup_rank_171,,,
172,28621,jup_rank_172,,,
173,28622,jup_rank_173,,,
174,28623,jup_rank_174,,,
175,28624,jup_rank_175,,,
176,28625,jup_rank_176,,,
177,28626,jup_rank_177,,,
178,28627,jup_rank_178,,,
179,28628,jup_rank_179,,,
180,28629,jup_rank_180,,,
181,28630,jup_rank_181,,,
182,28631,jup_rank_182,,,
183,28632,jup_rank_183,,,
184,28633,jup_rank_184,,,
185,28634,jup_rank_185,,,
186,28635,jup_rank_186,,,
187,28636,jup_rank_187,,,
188,28637,jup_rank_188,,,
189,28638,jup_rank_189,,,
190,28639,jup_rank_190,,,
191,28640,jup_rank_191,,,
192,28641,jup_rank_192,,,
193,28642,jup_rank_193,,,
194,28643,jup_rank_194,,,
195,28644,jup_rank_195,,,
196,28645,jup_rank_196,,,
197,28646,jup_rank_197,,,
198,28647,jup_rank_198,,,
199,28648,jup_rank_199,14802|14803|16100|16568|14839|23153|23155|23160|23159|23163,,
200,28649,jup_rank_200,,,
201,28650,jup_rank_201,,,
202,28651,jup_rank_202,,,
203,28652,jup_rank_203,,,
204,28653,jup_rank_204,,,
205,28654,jup_rank_205,,,
206,28655,jup_rank_206,,,
207,28656,jup_rank_207,,,
208,28657,jup_rank_208,,,
209,28658,jup_rank_209,,,
210,28659,jup_rank_210,,,
211,28660,jup_rank_211,,,
212,28661,jup_rank_212,,,
213,28662,jup_rank_213,,,
214,28663,jup_rank_214,,,
215,28664,jup_rank_215,,,
216,28665,jup_rank_216,,,
217,28666,jup_rank_217,,,
218,28667,jup_rank_218,,,
219,28668,jup_rank_219,,,
220,28669,jup_rank_220,,,
221,28670,jup_rank_221,,,
222,28671,jup_rank_222,,,
223,28672,jup_rank_223,,,
224,28673,jup_rank_224,,,
225,28674,jup_rank_225,,,
226,28675,jup_rank_226,,,
227,28676,jup_rank_227,,,
228,28677,jup_rank_228,,,
229,28678,jup_rank_229,,,
230,28679,jup_rank_230,,,
231,28680,jup_rank_231,,,
232,28681,jup_rank_232,,,
233,28682,jup_rank_233,,,
234,28683,jup_rank_234,,,
235,28684,jup_rank_235,,,
236,28685,jup_rank_236,,,
237,28686,jup_rank_237,,,
238,28687,jup_rank_238,,,
239,28688,jup_rank_239,,,
240,28689,jup_rank_240,,,
241,28690,jup_rank_241,,,
242,28691,jup_rank_242,,,
243,28692,jup_rank_243,,,
244,28693,jup_rank_244,,,
245,28694,jup_rank_245,,,
246,28695,jup_rank_246,,,
247,28696,jup_rank_247,,,
248,28697,jup_rank_248,,,
249,28698,jup_rank_249,14804|14805|14806|14807|14843|23164|23166|23330|23335|23334,32437,
250,28699,jup_rank_250,,,
251,28700,jup_rank_251,,,
252,28701,jup_rank_252,,,
253,28702,jup_rank_253,,,
254,28703,jup_rank_254,,,
255,28704,jup_rank_255,,,
256,28705,jup_rank_256,,,
257,28706,jup_rank_257,,,
258,28707,jup_rank_258,,,
259,28708,jup_rank_259,,,
260,28709,jup_rank_260,,,
261,28710,jup_rank_261,,,
262,28711,jup_rank_262,,,
263,28712,jup_rank_263,,,
264,28713,jup_rank_264,,,
265,28714,jup_rank_265,,,
266,28715,jup_rank_266,,,
267,28716,jup_rank_267,,,
268,28717,jup_rank_268,,,
269,28718,jup_rank_269,,,
270,28719,jup_rank_270,,,
271,28720,jup_rank_271,,,
272,28721,jup_rank_272,,,
273,28722,jup_rank_273,,,
274,28723,jup_rank_274,,,
275,28724,jup_rank_275,,,
276,28725,jup_rank_276,,,
277,28726,jup_rank_277,,,
278,28727,jup_rank_278,,,
279,28728,jup_rank_279,,,
280,28729,jup_rank_280,,,
281,28730,jup_rank_281,,,
282,28731,jup_rank_282,,,
283,28732,jup_rank_283,,,
284,28733,jup_rank_284,,,
285,28734,jup_rank_285,,,
286,28735,jup_rank_286,,,
287,28736,jup_rank_287,,,
288,28737,jup_rank_288,,,
289,28738,jup_rank_289,,,
290,28739,jup_rank_290,,,
291,28740,jup_rank_291,,,
292,28741,jup_rank_292,,,
293,28742,jup_rank_293,,,
294,28743,jup_rank_294,,,
295,28744,jup_rank_295,,,
296,28745,jup_rank_296,,,
297,28746,jup_rank_297,,,
298,28747,jup_rank_298,,,
299,28748,jup_rank_299,,,
300,28749,jup_rank_300,,,
301,28750,jup_rank_301,,,
302,28751,jup_rank_302,,,
303,28752,jup_rank_303,,,
304,28753,jup_rank_304,,,
305,28754,jup_rank_305,,,
306,28755,jup_rank_306,,,
307,28756,jup_rank_307,,,
308,28757,jup_rank_308,,,
309,28758,jup_rank_309,,,
310,28759,jup_rank_310,,,
311,28760,jup_rank_311,,,
312,28761,jup_rank_312,,,
313,28762,jup_rank_313,,,
314,28763,jup_rank_314,,,
315,28764,jup_rank_315,,,
316,28765,jup_rank_316,,,
317,28766,jup_rank_317,,,
318,28767,jup_rank_318,,,
319,28768,jup_rank_319,,,
320,28769,jup_rank_320,,,
321,28770,jup_rank_321,,,
322,28771,jup_rank_322,,,
323,28772,jup_rank_323,,,
324,28773,jup_rank_324,,,
325,28774,jup_rank_325,,,
326,28775,jup_rank_326,,,
327,28776,jup_rank_327,,,
328,28777,jup_rank_328,,,
329,28778,jup_rank_329,,,
330,28779,jup_rank_330,,,
331,28780,jup_rank_331,,,
332,28781,jup_rank_332,,,
333,28782,jup_rank_333,,,
334,28783,jup_rank_334,,,
335,28784,jup_rank_335,,,
336,28785,jup_rank_336,,,
337,28786,jup_rank_337,,,
338,28787,jup_rank_338,,,
339,28788,jup_rank_339,,,
340,28789,jup_rank_340,,,
341,28790,jup_rank_341,,,
342,28791,jup_rank_342,,,
343,28792,jup_rank_343,,,
344,28793,jup_rank_344,,,
345,28794,jup_rank_345,,,
346,28795,jup_rank_346,,,
347,28796,jup_rank_347,,,
348,28797,jup_rank_348,,,
349,28798,jup_rank_349,,,
350,28799,jup_rank_350,,,
351,28800,jup_rank_351,,,
352,28801,jup_rank_352,,,
353,28802,jup_rank_353,,,
354,28803,jup_rank_354,,,
355,28804,jup_rank_355,,,
356,28805,jup_rank_356,,,
357,28806,jup_rank_357,,,
358,28807,jup_rank_358,,,
359,28808,jup_rank_359,,,
360,28809,jup_rank_360,,,
361,28810,jup_rank_361,,,
362,28811,jup_rank_362,,,
363,28812,jup_rank_363,,,
364,28813,jup_rank_364,,,
365,28814,jup_rank_365,,,
366,28815,jup_rank_366,,,
367,28816,jup_rank_367,,,
368,28817,jup_rank_368,,,
369,28818,jup_rank_369,,,
370,28819,jup_rank_370,,,
371,28820,jup_rank_371,,,
372,28821,jup_rank_372,,,
373,28822,jup_rank_373,,,
374,28823,jup_rank_374,,,
375,28824,jup_rank_375,,,
376,28825,jup_rank_376,,,
377,28826,jup_rank_377,,,
378,28827,jup_rank_378,,,
379,28828,jup_rank_379,,,
380,28829,jup_rank_380,,,
381,28830,jup_rank_381,,,
382,28831,jup_rank_382,,,
383,28832,jup_rank_383,,,
384,28833,jup_rank_384,,,
385,28834,jup_rank_385,,,
386,28835,jup_rank_386,,,
387,28836,jup_rank_387,,,
388,28837,jup_rank_388,,,
389,28838,jup_rank_389,,,
390,28839,jup_rank_390,,,
391,28840,jup_rank_391,,,
392,28841,jup_rank_392,,,
393,28842,jup_rank_393,,,
394,28843,jup_rank_394,,,
395,28844,jup_rank_395,,,
396,28845,jup_rank_396,,,
397,28846,jup_rank_397,,,
398,28847,jup_rank_398,,,
399,28848,jup_rank_399,,,
400,28849,jup_rank_400,,,
401,28850,jup_rank_401,,,
402,28851,jup_rank_402,,,
403,28852,jup_rank_403,,,
404,28853,jup_rank_404,,,
405,28854,jup_rank_405,,,
406,28855,jup_rank_406,,,
407,28856,jup_rank_407,,,
408,28857,jup_rank_408,,,
409,28858,jup_rank_409,,,
410,28859,jup_rank_410,,,
411,28860,jup_rank_411,,,
412,28861,jup_rank_412,,,
413,28862,jup_rank_413,,,
414,28863,jup_rank_414,,,
415,28864,jup_rank_415,,,
416,28865,jup_rank_416,,,
417,28866,jup_rank_417,,,
418,28867,jup_rank_418,,,
419,28868,jup_rank_419,,,
420,28869,jup_rank_420,,,
421,28870,jup_rank_421,,,
422,28871,jup_rank_422,,,
423,28872,jup_rank_423,,,
424,28873,jup_rank_424,,,
425,28874,jup_rank_425,,,
426,28875,jup_rank_426,,,
427,28876,jup_rank_427,,,
428,28877,jup_rank_428,,,
429,28878,jup_rank_429,,,
430,28879,jup_rank_430,,,
431,28880,jup_rank_431,,,
432,28881,jup_rank_432,,,
433,28882,jup_rank_433,,,
434,28883,jup_rank_434,,,
435,28884,jup_rank_435,,,
436,28885,jup_rank_436,,,
437,28886,jup_rank_437,,,
438,28887,jup_rank_438,,,
439,28888,jup_rank_439,,,
440,28889,jup_rank_440,,,
441,28890,jup_rank_441,,,
442,28891,jup_rank_442,,,
443,28892,jup_rank_443,,,
444,28893,jup_rank_444,,,
445,28894,jup_rank_445,,,
446,28895,jup_rank_446,,,
447,28896,jup_rank_447,,,
448,28897,jup_rank_448,,,
449,28898,jup_rank_449,,,
