13839,iw9_wz_leagueplay_s1_challenge_placement_top5,216,LP/CHALLENGE_TITLE_SEASON_PLACE,LP/CHALLENGE_DESC_SEASON_TOP5,25,,2500|2500|5000|7500|8500|10000,2500|2500|5000|7500|8500|10000,2500|2500|5000|7500|8500|10000,Seasonal,Seasonal,1,,,15
13840,iw9_wz_leagueplay_s2_challenge_placement_top5,216,LP/CHALLENGE_TITLE_SEASON_PLACE,LP/CHALLENGE_DESC_SEASON_TOP5,25,,2500|2500|5000|7500|8500|10000,2500|2500|5000|7500|8500|10000,2500|2500|5000|7500|8500|10000,Seasonal,Seasonal,2,,,15
13841,iw9_wz_leagueplay_s3_challenge_placement_top5,216,LP/CHALLENGE_TITLE_SEASON_PLACE,LP/CHALLENGE_DESC_SEASON_TOP5,10,26823,5000,5000,5000,Seasonal,Seasonal,3,,,15
13842,iw9_wz_leagueplay_s4_challenge_placement_top5,216,LP/CHALLENGE_TITLE_SEASON_PLACE,LP/CHALLENGE_DESC_SEASON_TOP5,25,30480,5000,5000,5000,Seasonal,Seasonal,4,,,15
13843,iw9_wz_leagueplay_s5_challenge_placement_top5,216,LP/CHALLENGE_TITLE_SEASON_PLACE,LP/CHALLENGE_DESC_SEASON_TOP5,25,33840,5000,5000,5000,Seasonal,Seasonal,5,,,15
13845,iw9_wz_leagueplay_s1_challenge_placement_top1,216,LP/CHALLENGE_TITLE_SEASON_PLACE,LP/CHALLENGE_DESC_SEASON_1ST,1,,2500|2500|5000|7500|8500|10000,2500|2500|5000|7500|8500|10000,2500|2500|5000|7500|8500|10000,Seasonal,Seasonal,1,,,15
13846,iw9_wz_leagueplay_s2_challenge_placement_top1,216,LP/CHALLENGE_TITLE_SEASON_PLACE,LP/CHALLENGE_DESC_SEASON_1ST,1,,2500|2500|5000|7500|8500|10000,2500|2500|5000|7500|8500|10000,2500|2500|5000|7500|8500|10000,Seasonal,Seasonal,2,,,15
13847,iw9_wz_leagueplay_s3_challenge_placement_top1,216,LP/CHALLENGE_TITLE_SEASON_PLACE,LP/CHALLENGE_DESC_SEASON_1ST,1,27570,7500,7500,7500,Seasonal,Seasonal,3,,,15
13848,iw9_wz_leagueplay_s4_challenge_placement_top1,216,LP/CHALLENGE_TITLE_SEASON_PLACE,LP/CHALLENGE_DESC_SEASON_1ST,1,27599,7500,7500,7500,Seasonal,Seasonal,4,,,15
13849,iw9_wz_leagueplay_s5_challenge_placement_top1,216,LP/CHALLENGE_TITLE_SEASON_PLACE,LP/CHALLENGE_DESC_SEASON_1ST,1,27669,7500,7500,7500,Seasonal,Seasonal,5,,,15
13851,iw9_wz_leagueplay_s1_challenge_kills,216,LP/CHALLENGE_TITLE_SEASON_KILLS,LP/CHALLENGE_DESC_SEASON_KILLS,25|250|1000,,2500|2500|5000|7500|8500|10000,2500|2500|5000|7500|8500|10000,2500|2500|5000|7500|8500|10000,Seasonal,Seasonal,1,,,15
13852,iw9_wz_leagueplay_s2_challenge_kills,216,LP/CHALLENGE_TITLE_SEASON_KILLS,LP/CHALLENGE_DESC_SEASON_KILLS,25|250|1000,12490|18064|8710|17433|14755|19764,2500|2500|5000|7500|8500|10000,2500|2500|5000|7500|8500|10000,2500|2500|5000|7500|8500|10000,Seasonal,Seasonal,2,,,15
13853,iw9_wz_leagueplay_s3_challenge_kills,216,LP/CHALLENGE_TITLE_SEASON_KILLS,LP/CHALLENGE_DESC_SEASON_KILLS,25|100|500,12526|18567|29342,2500|5000|7500,2500|5000|7500,2500|5000|7500,Seasonal,Seasonal,3,,,15
13854,iw9_wz_leagueplay_s4_challenge_kills,216,LP/CHALLENGE_TITLE_SEASON_KILLS,LP/CHALLENGE_DESC_SEASON_KILLS,25|250|1000,15345|18596|29344,2500|5000|7500,2500|5000|7500,2500|5000|7500,Seasonal,Seasonal,4,,,15
13855,iw9_wz_leagueplay_s5_challenge_kills,216,LP/CHALLENGE_TITLE_SEASON_KILLS,LP/CHALLENGE_DESC_SEASON_KILLS,25|250|1000,30910|18671|29346,2500|5000|7500,2500|5000|7500,2500|5000|7500,Seasonal,Seasonal,5,,,15
9928,iw9_leagueplay_career_end_season_sd_placement,133,,,9|12|15|18|19|20,19107+19115+19123+19131|19105+19113+19121+19129|19108+19116+19124+19132|19109+19117+19125+19133|19106+19114+19122+19130|19104+19112+19120+19128,,,,Career Season End SD,Career Season End SD,0,,,
7399,iw9_leagueplay_s1_end_season_sd_placement,133,,,3|6|9|12|15|18|19,,,,,Season End SD,Season End SD,1,,,
12007,iw9_wz_leagueplay_s1_end_season_sd_placement,216,,,3|6|9|12|15|18|19,,,,,Season End SD,Season End SD,1,,,15
7387,iw9_leagueplay_s2_end_season_sd_placement,133,,,3|6|9|12|15|18|19,17522|17521|17511+8813|17516+8925|17513+8698|17518+8990|17512+8806+17534,,,,Season End SD,Season End SD,2,,,
12008,iw9_wz_leagueplay_s2_end_season_sd_placement,216,,,3|6|9|12|15|18|19,17522|17521|17511+8813|17516+8925|17513+8698|17518+8990|17512+8806+17534,,,,Season End SD,Season End SD,2,,,15
7392,iw9_leagueplay_s3_end_season_sd_placement,133,,,3|6|9|12|15|18|19,21321|21322|21323+8886|21324+8916|21325+8912|21326+8761|21327+8784+21342,,,,Season End SD,Season End SD,3,,,
12009,iw9_wz_leagueplay_s3_end_season_sd_placement,216,,,3|6|9|12|15|18|19,21333|21334|21335+27574|21336+27575|21337+27576|21338+27577|21339+27578+21355,,,,Season End SD,Season End SD,3,,,15
7398,iw9_leagueplay_s4_end_season_sd_placement,133,,,3|6|9|12|15|18|19,26447|26448|26449+27587|26450+27588|26451+27589|26452+27590|26453+27591+26346,,,,Season End SD,Season End SD,4,,,
12010,iw9_wz_leagueplay_s4_end_season_sd_placement,216,,,3|6|9|12|15|18|19,26456|26457|26458+27592|26459+27593|26460+27594|26461+27595|26462+27596+26349,,,,Season End SD,Season End SD,4,,,15
7396,iw9_leagueplay_s5_end_season_sd_placement,133,,,3|6|9|12|15|18|19,31295|31296|31297+30196|31298+30197|31299+30198|31300+30199|31301+30200+31313,,,,Season End SD,Season End SD,5,,,
12011,iw9_wz_leagueplay_s5_end_season_sd_placement,216,,,3|6|9|12|15|18|19,31304|31305|31306+30202|31307+30203|31308+30204|31309+30205|31310+30206+31316,,,,Season End SD,Season End SD,5,,,15
8841,iw9_leagueplay_s1_end_season_top250_placement,133,,,1|250,,,,,Season End Top250,Season End Top250,1,,,
12014,iw9_wz_leagueplay_s1_end_season_top250_placement,216,,,1|250,,,,,Season End Top250,Season End Top250,1,,,15
8842,iw9_leagueplay_s2_end_season_top250_placement,133,,,1|250,17517+8948+17532|17514+8948+17533,,,,Season End Top250,Season End Top250,2,,,
12015,iw9_wz_leagueplay_s2_end_season_top250_placement,216,,,1|250,17517+8948+17532|17514+8948+17533,,,,Season End Top250,Season End Top250,2,,,15
8843,iw9_leagueplay_s3_end_season_top250_placement,133,,,1|250,21329+8922+21344|21328+8922+21343,,,,Season End Top250,Season End Top250,3,,,
12016,iw9_wz_leagueplay_s3_end_season_top250_placement,216,,,1|250,21341+27579+21357|21340+27579+21356,,,,Season End Top250,Season End Top250,3,,,15
8844,iw9_leagueplay_s4_end_season_top250_placement,133,,,1|250,26455+27598+26348|26454+27598+26347,,,,Season End Top250,Season End Top250,4,,,
12017,iw9_wz_leagueplay_s4_end_season_top250_placement,216,,,1|250,26464+27600+26351|26463+27600+26350,,,,Season End Top250,Season End Top250,4,,,15
8845,iw9_leagueplay_s5_end_season_top250_placement,133,,,1|250,31303+30201+31315|31302+30201+31314,,,,Season End Top250,Season End Top250,5,,,
12018,iw9_wz_leagueplay_s5_end_season_top250_placement,216,,,1|250,31312+30207+31318|31311+30207+31317,,,,Season End Top250,Season End Top250,5,,,15
