21432,jup_ob_sb_ch_s1_p3_wave_breaker,JUP_OB_STICKER_BOOK/PRESTIGE_P3_WAVE_BREAKER_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P3_WAVE_BREAKER_DESC,,30,46472,3000,3,1,,,,1000,,,0
21433,jup_ob_sb_ch_s1_p3_unbridled_rage,JUP_OB_STICKER_BOOK/PRESTIGE_P3_UNBRIDLED_RAGE_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P3_UNBRIDLED_RAGE_DESC,,1,46471,3000,3,2,,,,1000,,,0
21434,jup_ob_sb_ch_s1_p3_you_can_do_that,JUP_OB_STICKER_BOOK/PRESTIGE_P3_YOU_CAN_DO_THAT_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P3_YOU_CAN_DO_THAT_DESC,,150,46483,3000,3,3,,,,1000,,,0
21435,jup_ob_sb_ch_s1_p3_something_in_common,JUP_OB_STICKER_BOOK/PRESTIGE_P3_SOMETHING_IN_COMMON_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P3_SOMETHING_IN_COMMON_DESC,,1000,36286,3000,3,4,,,,1000,,,0
21436,jup_ob_sb_ch_s1_p3_prestige_3_mastery,JUP_OB_STICKER_BOOK/PRESTIGE_P3_PRESTIGE3_MASTERY_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P3_PRESTIGE3_MASTERY_DESC,,4,36287,5000,3,6,21432|21433|21434|21435,,,1000,,,0
23153,jup_ob_sb_ch_s1_p4_ampd_up,JUP_OB_STICKER_BOOK/PRESTIGE_P4_AMPD_UP_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P4_AMPD_UP_DESC,,1000,46485,3000,4,1,,,,1000,,,0
23155,jup_ob_sb_ch_s1_p4_team_medic,JUP_OB_STICKER_BOOK/PRESTIGE_P4_TEAM_MEDIC_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P4_TEAM_MEDIC_DESC,,15,46477,3000,4,2,,,,1000,,,0
23160,jup_ob_sb_ch_s1_p4_unlimited_power,JUP_OB_STICKER_BOOK/PRESTIGE_P4_UNLIMITED_POWER_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P4_UNLIMITED_POWER_DESC,,1,36216,3000,4,3,,,,1000,,,0
23159,jup_ob_sb_ch_s1_p4_really,JUP_OB_STICKER_BOOK/PRESTIGE_P4_REALLY_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P4_REALLY_DESC,,1,46474,3000,4,4,,,,1000,,,0
23163,jup_ob_sb_ch_s1_p4_prestige_4_mastery,JUP_OB_STICKER_BOOK/PRESTIGE_P4_PRESTIGE4_MASTERY_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P4_PRESTIGE4_MASTERY_DESC,,4,36214,5000,4,8,23153|23155|23160|23159,,,1000,,,0
23164,jup_ob_sb_ch_s1_p5_shock_and_awe,JUP_OB_STICKER_BOOK/PRESTIGE_P5_SHOCK_AND_AWE_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P5_SHOCK_AND_AWE_DESC,,300,46484,3000,5,1,,,,1000,,,0
23166,jup_ob_sb_ch_s1_p5_untouchable,JUP_OB_STICKER_BOOK/PRESTIGE_P5_UNTOUCHABLE_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P5_UNTOUCHABLE_DESC,,1,46481,3000,5,2,,,,1000,,,0
23330,jup_ob_sb_ch_s1_p5_slippery_slope,JUP_OB_STICKER_BOOK/PRESTIGE_P5_SLIPPERY_SLOPE_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P5_SLIPPERY_SLOPE_DESC,,100,46476,3000,5,3,,,,1000,,,0
23335,jup_ob_sb_ch_s1_p5_endless_massacre,JUP_OB_STICKER_BOOK/PRESTIGE_P5_ENDLESS_MASSACRE_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P5_ENDLESS_MASSACRE_DESC,,300,44350,3000,5,4,,,,1000,,,0
23334,jup_ob_sb_ch_s1_p5_prestige_5_mastery,JUP_OB_STICKER_BOOK/PRESTIGE_P5_PRESTIGE5_MASTERY_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P5_PRESTIGE5_MASTERY_DESC,,4,44288,5000,5,10,23164|23166|23330|23335,,,1000,,,0
27187,jup_ob_sb_ch_s2_p6_quest_essential,JUP_OB_STICKER_BOOK/PRESTIGE_P6_QUEST_ESSENTIAL,JUP_OB_STICKER_BOOK/PRESTIGE_P6_QUEST_ESSENTIAL_DESC,,100,6657,1000,6,1,,,,2000,,,0
27188,jup_ob_sb_ch_s2_p6_wall_of_wonders,JUP_OB_STICKER_BOOK/PRESTIGE_P6_WALL_OF_WONDERS,JUP_OB_STICKER_BOOK/PRESTIGE_P6_WALL_OF_WONDERS_DESC,,10,6657,1000,6,2,,,,2000,,,0
27189,jup_ob_sb_ch_s2_p6_monkey_business,JUP_OB_STICKER_BOOK/PRESTIGE_P6_MONKEY_BUSINESS,JUP_OB_STICKER_BOOK/PRESTIGE_P6_MONKEY_BUSINESS_DESC,,20,6657,1000,6,3,,,,2000,,,0
27190,jup_ob_sb_ch_s2_p6_critical_carnage,JUP_OB_STICKER_BOOK/PRESTIGE_P6_CRITICAL_CARNAGE,JUP_OB_STICKER_BOOK/PRESTIGE_P6_CRITICAL_CARNAGE_DESC,,750,6657,1000,6,4,,,,2000,,,0
27184,jup_ob_sb_ch_s2_p6_prestige_matery_6,JUP_OB_STICKER_BOOK/PRESTIGE_P6_PRESTIGE6_MASTERY,JUP_OB_STICKER_BOOK/PRESTIGE_P6_PRESTIGE6_MASTERY_DESC,,4,6657,2500,6,12,27187|27188|27189|27190,,,2000,,,0
27196,jup_ob_sb_ch_s2_p7_turret_triumph,JUP_OB_STICKER_BOOK/PRESTIGE_P7_TURRET_TRIUMPH,JUP_OB_STICKER_BOOK/PRESTIGE_P7_TURRET_TRIUMPH_DESC,,150,6657,1000,7,1,,,,2000,,,0
27197,jup_ob_sb_ch_s2_p7_spending_spree,JUP_OB_STICKER_BOOK/PRESTIGE_P7_SPENDING_SPREE,JUP_OB_STICKER_BOOK/PRESTIGE_P7_SPENDING_SPREE_DESC,,5,6657,1000,7,2,,,,2000,,,0
27198,jup_ob_sb_ch_s2_p7_guards_day_out,JUP_OB_STICKER_BOOK/PRESTIGE_P7_GUARDS_DAY_OUT,JUP_OB_STICKER_BOOK/PRESTIGE_P7_GUARDS_DAY_OUT_DESC,,500,6657,1000,7,3,,,,2000,,,0
27199,jup_ob_sb_ch_s2_p7_nuke_n_clear,JUP_OB_STICKER_BOOK/PRESTIGE_P7_NUKE_N_CLEAR,JUP_OB_STICKER_BOOK/PRESTIGE_P7_NUKE_N_CLEAR_DESC,,25,6657,1000,7,4,,,,2000,,,0
27200,jup_ob_sb_ch_s2_p7_prestige_mastery_7,JUP_OB_STICKER_BOOK/PRESTIGE_P7_PRESTIGE7_MASTERY,JUP_OB_STICKER_BOOK/PRESTIGE_P7_PRESTIGE7_MASTERY_DESC,,4,6657,2500,7,14,27196|27197|27198|27199,,,2000,,,0
27213,jup_ob_sb_ch_s2_p8_pistol_precision,JUP_OB_STICKER_BOOK/PRESTIGE_P8_PISTOL_PRECISION,JUP_OB_STICKER_BOOK/PRESTIGE_P8_PISTOL_PRECISION_DESC,,20,6657,1000,8,1,,,,2000,,,0
27214,jup_ob_sb_ch_s2_p8_pack_a_lot,JUP_OB_STICKER_BOOK/PRESTIGE_P8_PACK_A_LOT,JUP_OB_STICKER_BOOK/PRESTIGE_P8_PACK_A_LOT_DESC,,25,6657,1000,8,2,,,,2000,,,0
27215,jup_ob_sb_ch_s2_p8_air_patrol,JUP_OB_STICKER_BOOK/PRESTIGE_P8_AIR_PATROL,JUP_OB_STICKER_BOOK/PRESTIGE_P8_AIR_PATROL_DESC,,15,6657,1000,8,3,,,,2000,,,0
27216,jup_ob_sb_ch_s2_p8_shocking_streak,JUP_OB_STICKER_BOOK/PRESTIGE_P8_SHOCKING_STREAK,JUP_OB_STICKER_BOOK/PRESTIGE_P8_SHOCKING_STREAK_DESC,,5,6657,1000,8,4,,,,2000,,,0
27217,jup_ob_sb_ch_s2_p8_prestige_mastery_8,JUP_OB_STICKER_BOOK/PRESTIGE_P8_PRESTIGE8_MASTERY,JUP_OB_STICKER_BOOK/PRESTIGE_P8_PRESTIGE8_MASTERY_DESC,,4,6657,2500,8,16,27213|27214|27215|27216,,,2000,,,0
27218,jup_ob_sb_ch_s2_p9_purple_boom,JUP_OB_STICKER_BOOK/PRESTIGE_P9_PURPLE_BOOM,JUP_OB_STICKER_BOOK/PRESTIGE_P9_PURPLE_BOOM_DESC,,100,6657,1000,9,1,,,,2000,,,0
27219,jup_ob_sb_ch_s2_p9_transparent_perspective,JUP_OB_STICKER_BOOK/PRESTIGE_P9_TRANSPARENT_PERSPECTIVE,JUP_OB_STICKER_BOOK/PRESTIGE_P9_TRANSPARENT_PERSPECTIVE_DESC,,50,6657,1000,9,2,,,,2000,,,0
27220,jup_ob_sb_ch_s2_p9_oh_thats_refined,JUP_OB_STICKER_BOOK/PRESTIGE_P9_OH_THATS_REFINED,JUP_OB_STICKER_BOOK/PRESTIGE_P9_OH_THATS_REFINED_DESC,,1,6657,1000,9,3,,,,2000,,,0
27221,jup_ob_sb_ch_s2_p9_rabbit_hunt,JUP_OB_STICKER_BOOK/PRESTIGE_P9_RABBIT_HUNT,JUP_OB_STICKER_BOOK/PRESTIGE_P9_RABBIT_HUNT_DESC,,75,6657,1000,9,4,,,,2000,,,0
27222,jup_ob_sb_ch_s2_p9_prestige_mastery_9,JUP_OB_STICKER_BOOK/PRESTIGE_P9_PRESTIGE9_MASTERY,JUP_OB_STICKER_BOOK/PRESTIGE_P9_PRESTIGE9_MASTERY_DESC,,4,6657,2500,9,18,27218|27219|27220|27221,,,2000,,,0
