11,veh_horn_011,VEHICLES/VEHICLE_HORN_SYMPHONYNO5,hash_87795a74c7fa71c,veh_horn_large_symphonyno5,hash_e8b2e78d06f56142,veh_horn_compact_symphonyno5,hash_87795a74c7fa71c,veh_horn_large_symphonyno5,hash_e8b2e78d06f56142,veh_horn_mid_symphonyno5,hash_b744e3fbac36acc5,veh_horn_lbravo_symphonyno5,hash_8b285133c7779f8,veh_horn_compact_symphonyno5,hash_87795a74c7fa71c,vehicle_horn_preview,0
12,veh_horn_012,VEHICLES/VEHICLE_HORN_TOCCATA,hash_7b5da0e62c0c839c,veh_horn_large_toccata,hash_fbc8f276cef9d2c2,veh_horn_compact_toccata,hash_7b5da0e62c0c839c,veh_horn_large_toccata,hash_fbc8f276cef9d2c2,veh_horn_mid_toccata,hash_ca5aeee5743b1e45,veh_horn_lbravo_toccata,hash_7b9890521c045678,veh_horn_compact_toccata,hash_7b5da0e62c0c839c,vehicle_horn_preview,0
13,veh_horn_013,VEHICLES/VEHICLE_HORN_BALDMOUNTAIN,hash_baaffa1ec8d17775,veh_horn_large_baldmountain,hash_c4afb99ec7ba8021,veh_horn_compact_baldmountain,hash_baaffa1ec8d17775,veh_horn_large_baldmountain,hash_c4afb99ec7ba8021,veh_horn_mid_baldmountain,hash_70d67a51a00b35a,veh_horn_lbravo_baldmountain,hash_8cd61293f1edf675,veh_horn_compact_baldmountain,hash_baaffa1ec8d17775,vehicle_horn_preview,0
14,veh_horn_014,VEHICLES/VEHICLE_HORN_ENTERTAINER,hash_ac98b67d9209d67b,veh_horn_entertainer,hash_ac98b67d9209d67b,veh_horn_entertainer,hash_ac98b67d9209d67b,veh_horn_entertainer,hash_ac98b67d9209d67b,veh_horn_entertainer,hash_ac98b67d9209d67b,veh_horn_entertainer_lbravo,hash_436e71e623ef2f24,veh_horn_entertainer,hash_ac98b67d9209d67b,vehicle_horn_preview,0
15,veh_horn_015,VEHICLES/VEH_HORN_VUVUZELA,hash_15dd04308a07aa68,veh_horn_vuvuzela,hash_15dd04308a07aa68,veh_horn_vuvuzela,hash_15dd04308a07aa68,veh_horn_vuvuzela,hash_15dd04308a07aa68,veh_horn_vuvuzela,hash_15dd04308a07aa68,veh_horn_vuvuzela,hash_15dd04308a07aa68,veh_horn_vuvuzela,hash_15dd04308a07aa68,vehicle_horn_preview,0
16,veh_horn_016,VEHICLES/VEH_HORN_BASKETBALLBUZZER,hash_d1ef86f9f5a4e8c7,veh_horn_basketballbuzzer,hash_d1ef86f9f5a4e8c7,veh_horn_basketballbuzzer,hash_d1ef86f9f5a4e8c7,veh_horn_basketballbuzzer,hash_d1ef86f9f5a4e8c7,veh_horn_basketballbuzzer,hash_d1ef86f9f5a4e8c7,veh_horn_basketballbuzzer,hash_d1ef86f9f5a4e8c7,veh_horn_basketballbuzzer,hash_d1ef86f9f5a4e8c7,vehicle_horn_preview,0
17,veh_horn_017,VEHICLES/VEH_HORN_CARMEN,hash_368c44fdc93d644d,veh_horn_large_carmen,hash_bd8f1b03c6856c39,veh_horn_compact_carmen,hash_368c44fdc93d644d,veh_horn_large_carmen,hash_bd8f1b03c6856c39,veh_horn_mid_carmen,hash_1868491575308d22,veh_horn_lbravo_carmen,hash_237c192588e27bad,veh_horn_compact_carmen,hash_368c44fdc93d644d,vehicle_horn_preview,0
18,veh_horn_018,VEHICLES/VEH_HORN_ZARATHUSTRA,hash_73e41991710c53cc,veh_horn_large_zarathustra,hash_7c04854662fc4f2,veh_horn_compact_zarathustra,hash_73e41991710c53cc,veh_horn_large_zarathustra,hash_7c04854662fc4f2,veh_horn_mid_zarathustra,hash_811986d6259a1635,veh_horn_lbravo_zarathustra,hash_9be2f57d20643c8,veh_horn_compact_zarathustra,hash_73e41991710c53cc,vehicle_horn_preview,0
19,veh_horn_019,VEHICLES/VEH_HORN_FIRETRUCK,hash_f0a260ade6449b43,veh_horn_firetruck_horn,hash_f0a260ade6449b43,veh_horn_firetruck_horn,hash_f0a260ade6449b43,veh_horn_firetruck_horn,hash_f0a260ade6449b43,veh_horn_firetruck_horn,hash_f0a260ade6449b43,veh_horn_firetruck_horn,hash_f0a260ade6449b43,veh_horn_firetruck_horn,hash_f0a260ade6449b43,vehicle_horn_preview,0
20,veh_horn_020,VEHICLES/VEH_HORN_BUMBLEBEE,hash_750efa284fd16e0e,veh_horn_large_bumblebee,hash_464afc6af2f3d274,veh_horn_compact_bumblebee,hash_750efa284fd16e0e,veh_horn_large_bumblebee,hash_464afc6af2f3d274,veh_horn_mid_bumblebee,hash_2d5e36cd935e6c7f,veh_horn_lbravo_bumblebee,hash_85c1502db86f574e,veh_horn_compact_bumblebee,hash_750efa284fd16e0e,vehicle_horn_preview,0
21,veh_horn_021,VEHICLES/VEH_HORN_WILLIAMTELL,hash_ec5136636a518e55,veh_horn_large_williamtell,hash_d71d277105f2b481,veh_horn_compact_williamtell,hash_ec5136636a518e55,veh_horn_large_williamtell,hash_d71d277105f2b481,veh_horn_mid_williamtell,hash_6fffd572703a3cba,veh_horn_lbravo_williamtell,hash_be774ed8936e0d55,veh_horn_compact_williamtell,hash_ec5136636a518e55,vehicle_horn_preview,0
22,veh_horn_022,VEHICLES/VEH_HORN_PITFALL,hash_ac1d0eb6c90ba727,veh_horn_large_pitfall,hash_a6d61af2209f708b,veh_horn_compact_pitfall,hash_ac1d0eb6c90ba727,veh_horn_large_pitfall,hash_a6d61af2209f708b,veh_horn_mid_pitfall,hash_ad8f04d46c002904,veh_horn_lbravo_pitfall,hash_699d296fc36823fb,veh_horn_compact_pitfall,hash_ac1d0eb6c90ba727,vehicle_horn_preview,0
23,veh_horn_023,VEHICLES/VEH_HORN_OLDTIMEHORN,hash_9da4e92f9fbba166,veh_horn_modela,hash_9da4e92f9fbba166,veh_horn_modela,hash_9da4e92f9fbba166,veh_horn_modela,hash_9da4e92f9fbba166,veh_horn_modela,hash_9da4e92f9fbba166,veh_horn_modela,hash_9da4e92f9fbba166,veh_horn_modela,hash_9da4e92f9fbba166,vehicle_horn_preview,0
24,veh_horn_024,VEHICLES/VEH_HORN_LOCKED,hash_0,,hash_0,,hash_0,,hash_0,,hash_0,,hash_0,,hash_0,vehicle_horn_preview,1
