special,30,0,MENU/FRANCHISE_NAME,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,0,,0
firstpartylicence,25,1,LOOT_MP/PLACEHOLDER,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,0,,0
tracker,99,1,LOOT_MP/PLACEHOLDER,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,0,,0
bundle,28,0,LOOT_MP/PLACEHOLDER,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,,0
role,18,0,LOOT_MP/FIELD_UPGRADE,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,,0
battlepass,29,0,LOOT_MP/BATTLE_PASS,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,,0
vehicle_horn,32,0,LOOT_MP/VEHICLE_HORN,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,,0
vehicle_camo,31,0,LOOT_MP/VEHICLE_SKIN,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,,0
mission,33,0,LOOT_MP/MISSION,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,,0
vehicle_track,34,0,LOOT_MP/VEHICLE_TRACK,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,,0
special_weapon,42,0,,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,,0
currencypack,36,0,LOOT_MP/CONSUMABLE,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,0,,0
gun_screen,15,0,LOOT_MP/GUNSCREENS,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,0,,0
iw9_sm_mpapa5_camos,219,0,LOOT_MP/CAMO,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_mpapa5,0
iw9_sn_alpha50_camos,221,0,LOOT_MP/CAMO,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sn_alpha50,0
iw9_sh_mbravo_camos,225,0,LOOT_MP/CAMO,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sh_mbravo,0
iw9_lm_slima_camos,226,0,LOOT_MP/CAMO,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_lm_slima,0
iw9_dm_pgolf1_camos,228,0,LOOT_MP/CAMO,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_dm_pgolf1,0
iw9_ar_mike4_camos,229,0,LOOT_MP/CAMO,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_mike4,0
iw9_pi_golf17_camos,231,0,LOOT_MP/CAMO,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_pi_golf17,0
iw9_me_knife_camos,234,0,LOOT_MP/CAMO,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_me_knife,0
iw9_ar_augolf_camos,235,0,LOOT_MP/CAMO,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_augolf,0
iw9_la_rpapa7_camos,238,0,LOOT_MP/CAMO,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_la_rpapa7,0
gs_save_slot,99,0,,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,0,,0
iw9_sm_mpapa5_attachment,281,0,LOOT_MP/ATTACHMENT,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_mpapa5,0
iw9_sn_alpha50_attachment,283,0,LOOT_MP/ATTACHMENT,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sn_alpha50,0
iw9_sh_mbravo_attachment,287,0,LOOT_MP/ATTACHMENT,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sh_mbravo,0
iw9_lm_slima_attachment,288,0,LOOT_MP/ATTACHMENT,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_lm_slima,0
iw9_dm_pgolf1_attachment,290,0,LOOT_MP/ATTACHMENT,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_dm_pgolf1,0
iw9_ar_mike4_attachment,291,0,LOOT_MP/ATTACHMENT,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_mike4,0
iw9_pi_golf17_attachment,293,0,LOOT_MP/ATTACHMENT,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_pi_golf17,0
iw9_me_knife_attachment,296,0,LOOT_MP/ATTACHMENT,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_me_knife,0
iw9_ar_augolf_attachment,297,0,LOOT_MP/ATTACHMENT,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_augolf,0
iw9_la_rpapa7_attachment,300,0,LOOT_MP/ATTACHMENT,LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_la_rpapa7,0
