11406,jup_jp01_ar_golf36_camo_1,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_1,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_1_DESC,50,33347,1000,,,,jup_jp01_ar_golf36_progression,,0
17904,jup_jp01_ar_golf36_camo_ob_3,JUP_OB_CAMO_NAMES/JUP_AR_GOLF36_CAMO_3,JUP_OB_CAMO_CHALLENGES/GENERAL_TAC_STANCE_KILLS,250,39392,2000,,,,jup_jp01_ar_golf36_progression,,0
17905,jup_jp01_ar_golf36_camo_ob_4,JUP_OB_CAMO_NAMES/JUP_AR_GOLF36_CAMO_4,JUP_OB_CAMO_CHALLENGES/HUNTER_CRITICAL_KILLS,200,39362,2500,,,,jup_jp01_ar_golf36_progression,,0
17907,jup_jp01_ar_golf36_camo_ob_gold,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_1_JUP,JUP_OB_CAMO_CHALLENGES/GOLD,1,39506,4000,,,,jup_jp01_ar_golf36_camo_ob_gold_unlock,,0
17909,jup_jp01_ar_golf36_camo_ob_gold_unlock,,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_GOLD_DESC,4,,,,,,,17902|17903|17904|17905,0
17911,jup_jp01_ar_golf36_camo_ob_plat,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_2_JUP,JUP_OB_CAMO_CHALLENGES/PLATINUM,300,39538,5000,,,,jup_jp01_ar_golf36_camo_plat_unlock_ob,,0
17925,jup_jp01_ar_golf36_camo_plat_unlock_ob,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,26026|17885,0
17913,jup_jp01_ar_golf36_camo_ob_dama,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_3_JUP,JUP_OB_CAMO_CHALLENGES/POLYATOMIC,10,39570,7500,,,,jup_jp01_ar_golf36_camo_dama_unlock_ob,,0
17927,jup_jp01_ar_golf36_camo_dama_unlock_ob,,,2,,,,,,,26064|17886,0
18295,jup_jp01_ar_golf36_camo_mastery_gold_ob,JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_1_JUP,JUP_OB_CAMO_CHALLENGES/MASTERY_1_JUP,300,43623+42227,4000,,,,jup_jp01_ar_golf36_camo_mastery_gold_unlock_ob,,0
18332,jup_jp01_ar_golf36_camo_mastery_gold_unlock_ob,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17907|11424,0
18369,jup_jp01_ar_golf36_camo_mastery_plat_ob,JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_2_JUP,JUP_OB_CAMO_CHALLENGES/MASTERY_2_JUP,600,43646+41872,5000,,,,jup_jp01_ar_golf36_camo_mastery_plat_unlock_ob,,0
18406,jup_jp01_ar_golf36_camo_mastery_plat_unlock_ob,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17911|11424,0
18443,jup_jp01_ar_golf36_camo_mastery_dama_ob,JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_3_JUP,JUP_OB_CAMO_CHALLENGES/MASTERY_3_JUP,900,43635+42349,7500,,,,jup_jp01_ar_golf36_camo_mastery_dama_unlock_ob,,0
18480,jup_jp01_ar_golf36_camo_mastery_dama_unlock_ob,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17913|11424,0
18517,jup_jp01_ar_golf36_camo_mastery_orion_ob,JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_4_JUP,JUP_OB_CAMO_CHALLENGES/MASTERY_4_JUP,1200,43688+43375,10000,,,,jup_jp01_ar_golf36_camo_mastery_orion_unlock_ob,,0
18554,jup_jp01_ar_golf36_camo_mastery_orion_unlock_ob,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17891|11424,0
17932,jup_jp01_ar_golf36_mastery_completionist_ob,JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_FINAL_NAME,JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_DESC_FINAL_JUP,4,43208,,,,,,18295|18369|18443|18517,0
25950,jup_jp01_ar_golf36_camo_gold_wrapper,,CHALLENGE/CAMO_UNLOCK_PLAT_REQ_GOLD_JUP_DESC,1,,,,,,,11510,0
25988,jup_jp01_ar_golf36_camo_plat_wrapper,,CHALLENGE/CAMO_UNLOCK_DAMA_REQ_PLAT_JUP_DESC,1,,,,,,,11512,0
26026,jup_jp01_ar_golf36_camo_ob_gold_wrapper,,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_PLAT_REQ_GOLD_JUP_ZM_DESC,1,,,,,,,17907,0
26064,jup_jp01_ar_golf36_camo_ob_plat_wrapper,,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_DAMA_REQ_PLAT_JUP_ZM_DESC,1,,,,,,,17911,0
12447,jup_jp02_ar_bromeo805_camo_1,JUP_CHALLENGE/JUP_JP02_AR_BROMEO805,JUP_CHALLENGE/JUP_JP02_AR_BROMEO805_CAMO_1_DESC,50,33348,1000,,,,jup_jp02_ar_bromeo805_progression,,0
12448,jup_jp02_ar_bromeo805_camo_2,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_2,JUP_CHALLENGE/JUP_JP02_AR_BROMEO805_CAMO_2_DESC,50,32526,1500,,,,jup_jp02_ar_bromeo805_progression,,0
12449,jup_jp02_ar_bromeo805_camo_3,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_3,JUP_CHALLENGE/JUP_JP02_AR_BROMEO805_CAMO_3_DESC,15,32133,2000,,,,jup_jp02_ar_bromeo805_progression,,0
12450,jup_jp02_ar_bromeo805_camo_4,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_4,JUP_CHALLENGE/JUP_JP02_AR_BROMEO805_CAMO_4_DESC,25,33367,2500,,,,jup_jp02_ar_bromeo805_progression,,0
12451,jup_jp02_ar_bromeo805_camo_gold,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_GOLD,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_GOLD_DESC,10,32718,4000,,,,jup_jp02_ar_bromeo805_camo_gold_unlock,,0
12452,jup_jp02_ar_bromeo805_camo_gold_unlock,CHALLENGE/CAMO_UNLOCK_GOLD_JUP,CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,,,,,,12447|12448|12449|12450,0
12453,jup_jp02_ar_bromeo805_camo_plat,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_PLAT,JUP_CHALLENGE/JUP_JP02_AR_BROMEO805_CAMO_PLAT_DESC,10,32719,5000,,,,jup_jp02_ar_bromeo805_camo_plat_unlock,,0
12454,jup_jp02_ar_bromeo805_camo_dama,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_DAMA,JUP_CHALLENGE/JUP_JP02_AR_BROMEO805_CAMA_DAMA_DESC,10,32720,7500,,,,jup_jp02_ar_bromeo805_camo_dama_unlock,,0
12455,jup_jp02_ar_bromeo805_mastery_gold,CHALLENGE/CAMO_MASTERY_GOLD_JUP,CHALLENGE/CAMO_MASTERY_GOLD_JUP_DESC,100,37087+37408,4000,,,,jup_jp02_ar_bromeo805_mastery_gold_unlock,,0
12456,jup_jp02_ar_bromeo805_mastery_plat,CHALLENGE/CAMO_MASTERY_PLAT_JUP,CHALLENGE/CAMO_MASTERY_PLAT_JUP_DESC,200,37436+37037,5000,,,,jup_jp02_ar_bromeo805_mastery_plat_unlock,,0
12457,jup_jp02_ar_bromeo805_mastery_dama,CHALLENGE/CAMO_MASTERY_POLY_JUP,CHALLENGE/CAMO_MASTERY_POLY_JUP_DESC,300,41807+41903,7500,,,,jup_jp02_ar_bromeo805_mastery_dama_unlock,,0
12458,jup_jp02_ar_bromeo805_mastery_gold_unlock,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,12451|12470,0
12459,jup_jp02_ar_bromeo805_mastery_plat_unlock,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,12453|12470,0
12460,jup_jp02_ar_bromeo805_mastery_dama_unlock,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,12454|12470,0
12461,jup_jp02_ar_bromeo805_camo_plat_unlock,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,25951|11803,0
12462,jup_jp02_ar_bromeo805_camo_dama_unlock,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,25989|11805,0
16256,jup_jp02_ar_bromeo805_mastery_orion,CHALLENGE/CAMO_MASTERY_ORION_JUP,CHALLENGE/CAMO_MASTERY_ORION_JUP_DESC,400,41774+42168,10000,,,,jup_jp02_ar_bromeo805_mastery_orion_unlock,,0
16287,jup_jp02_ar_bromeo805_mastery_orion_unlock,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13792|12470,0
16318,jup_jp02_ar_bromeo805_mastery_completionist,CHALLENGE/MASTERY_COMPLETIONIST_JUP,CHALLENGE/MASTERY_COMPLETIONIST_JUP_DESC,4,43175,,,,,,12455|12456|12457|16256,0
17935,jup_jp02_ar_bromeo805_camo_ob_1,JUP_OB_CAMO_NAMES/JUP_AR_BROMEO805_CAMO_1,JUP_OB_CAMO_CHALLENGES/BASE_1,250,39281,1000,,,,jup_jp02_ar_bromeo805_progression,,0
17971,jup_jp02_ar_bromeo805_camo_ob_2,JUP_OB_CAMO_NAMES/JUP_AR_BROMEO805_CAMO_2,JUP_OB_CAMO_CHALLENGES/GENERAL_FULL_ATTACHMENT_KILLS,250,39340,1500,,,,jup_jp02_ar_bromeo805_progression,,0
18007,jup_jp02_ar_bromeo805_camo_ob_3,JUP_OB_CAMO_NAMES/JUP_AR_BROMEO805_CAMO_3,JUP_OB_CAMO_CHALLENGES/UPGRADES_KILLS_WITH_FOUR_PERKS,250,39394,2000,,,,jup_jp02_ar_bromeo805_progression,,0
18043,jup_jp02_ar_bromeo805_camo_ob_4,JUP_OB_CAMO_NAMES/JUP_AR_BROMEO805_CAMO_4,JUP_OB_CAMO_CHALLENGES/GENERAL_CONSECUTIVE_KILLS_NO_DAMAGE,10,39480,2500,,,,jup_jp02_ar_bromeo805_progression,,0
18079,jup_jp02_ar_bromeo805_camo_ob_gold,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_1_JUP,JUP_OB_CAMO_CHALLENGES/GOLD,1,39499,4000,,,,jup_jp02_ar_bromeo805_camo_ob_gold_unlock,,0
18115,jup_jp02_ar_bromeo805_camo_ob_gold_unlock,,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_GOLD_DESC,4,,,,,,,17935|17971|18007|18043,0
18151,jup_jp02_ar_bromeo805_camo_ob_plat,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_2_JUP,JUP_OB_CAMO_CHALLENGES/PLATINUM,300,39531,5000,,,,jup_jp02_ar_bromeo805_camo_plat_unlock_ob,,0
18187,jup_jp02_ar_bromeo805_camo_plat_unlock_ob,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,26027|17885,0
18223,jup_jp02_ar_bromeo805_camo_ob_dama,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_3_JUP,JUP_OB_CAMO_CHALLENGES/POLYATOMIC,10,39563,7500,,,,jup_jp02_ar_bromeo805_camo_dama_unlock_ob,,0
18259,jup_jp02_ar_bromeo805_camo_dama_unlock_ob,,,2,,,,,,,26065|17886,0
18296,jup_jp02_ar_bromeo805_camo_mastery_gold_ob,JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_1_JUP,JUP_OB_CAMO_CHALLENGES/MASTERY_1_JUP,300,41664+42236,4000,,,,jup_jp02_ar_bromeo805_camo_mastery_gold_unlock_ob,,0
18333,jup_jp02_ar_bromeo805_camo_mastery_gold_unlock_ob,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18079|12470,0
18370,jup_jp02_ar_bromeo805_camo_mastery_plat_ob,JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_2_JUP,JUP_OB_CAMO_CHALLENGES/MASTERY_2_JUP,600,41757+41881,5000,,,,jup_jp02_ar_bromeo805_camo_mastery_plat_unlock_ob,,0
18407,jup_jp02_ar_bromeo805_camo_mastery_plat_unlock_ob,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18151|12470,0
18444,jup_jp02_ar_bromeo805_camo_mastery_dama_ob,JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_3_JUP,JUP_OB_CAMO_CHALLENGES/MASTERY_3_JUP,900,41569+42358,7500,,,,jup_jp02_ar_bromeo805_camo_mastery_dama_unlock_ob,,0
18481,jup_jp02_ar_bromeo805_camo_mastery_dama_unlock_ob,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18223|12470,0
18518,jup_jp02_ar_bromeo805_camo_mastery_orion_ob,JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_4_JUP,JUP_OB_CAMO_CHALLENGES/MASTERY_4_JUP,1200,41473+43384,10000,,,,jup_jp02_ar_bromeo805_camo_mastery_orion_unlock_ob,,0
18555,jup_jp02_ar_bromeo805_camo_mastery_orion_unlock_ob,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17891|12470,0
18591,jup_jp02_ar_bromeo805_mastery_completionist_ob,JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_FINAL_NAME,JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_DESC_FINAL_JUP,4,43176,,,,,,18296|18370|18444|18518,0
25951,jup_jp02_ar_bromeo805_camo_gold_wrapper,,CHALLENGE/CAMO_UNLOCK_PLAT_REQ_GOLD_JUP_DESC,1,,,,,,,12451,0
25989,jup_jp02_ar_bromeo805_camo_plat_wrapper,,CHALLENGE/CAMO_UNLOCK_DAMA_REQ_PLAT_JUP_DESC,1,,,,,,,12453,0
26027,jup_jp02_ar_bromeo805_camo_ob_gold_wrapper,,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_PLAT_REQ_GOLD_JUP_ZM_DESC,1,,,,,,,18079,0
26065,jup_jp02_ar_bromeo805_camo_ob_plat_wrapper,,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_DAMA_REQ_PLAT_JUP_ZM_DESC,1,,,,,,,18151,0
25952,jup_jp05_ar_foxtrot2000_camo_gold_wrapper,,CHALLENGE/CAMO_UNLOCK_PLAT_REQ_GOLD_JUP_DESC,1,,,,,,,12728,0
25990,jup_jp05_ar_foxtrot2000_camo_plat_wrapper,,CHALLENGE/CAMO_UNLOCK_DAMA_REQ_PLAT_JUP_DESC,1,,,,,,,12729,0
26028,jup_jp05_ar_foxtrot2000_camo_ob_gold_wrapper,,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_PLAT_REQ_GOLD_JUP_ZM_DESC,1,,,,,,,18080,0
26066,jup_jp05_ar_foxtrot2000_camo_ob_plat_wrapper,,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_DAMA_REQ_PLAT_JUP_ZM_DESC,1,,,,,,,18152,0
16993,jup_jp36_ar_anov94_camo_1,JUP_CHALLENGE/JUP_JP36_AR_ANOV94_CAMO_1,JUP_CHALLENGE/JUP_JP36_AR_ANOV94_CAMO_1_DESC,50,33349,1000,,,,jup_jp36_ar_anov94_progression,,0
16994,jup_jp36_ar_anov94_camo_2,JUP_CHALLENGE/JUP_JP36_AR_ANOV94_CAMO_2,JUP_CHALLENGE/JUP_JP36_AR_ANOV94_CAMO_2_DESC,50,32568,1500,,,,jup_jp36_ar_anov94_progression,,0
16995,jup_jp36_ar_anov94_camo_3,JUP_CHALLENGE/JUP_JP36_AR_ANOV94_CAMO_3,JUP_CHALLENGE/JUP_JP36_AR_ANOV94_CAMO_3_DESC,15,32549,2000,,,,jup_jp36_ar_anov94_progression,,0
16996,jup_jp36_ar_anov94_camo_4,JUP_CHALLENGE/JUP_JP36_AR_ANOV94_CAMO_4,JUP_CHALLENGE/JUP_JP36_AR_ANOV94_CAMO_4_DESC,25,32152,2500,,,,jup_jp36_ar_anov94_progression,,0
16997,jup_jp36_ar_anov94_camo_gold,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_GOLD,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_GOLD_DESC,10,35799,4000,,,,jup_jp36_ar_anov94_camo_gold_unlock,,0
16998,jup_jp36_ar_anov94_camo_gold_unlock,CHALLENGE/CAMO_UNLOCK_GOLD_JUP,CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,,,,,,16993|16994|16995|16996,0
16999,jup_jp36_ar_anov94_camo_plat,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_PLAT,JUP_CHALLENGE/JUP_JP36_AR_ANOV94_CAMO_PLAT_DESC,25,36222,5000,,,,jup_jp36_ar_anov94_camo_plat_unlock,,0
17000,jup_jp36_ar_anov94_camo_dama,JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_DAMA,JUP_CHALLENGE/JUP_JP36_AR_ANOV94_CAMO_DAMA_DESC,15,35800,7500,,,,jup_jp36_ar_anov94_camo_dama_unlock,,0
17001,jup_jp36_ar_anov94_mastery_gold,CHALLENGE/CAMO_MASTERY_GOLD_JUP,CHALLENGE/CAMO_MASTERY_GOLD_JUP_DESC,100,37081+41831,4000,,,,jup_jp36_ar_anov94_mastery_gold_unlock,,0
17002,jup_jp36_ar_anov94_mastery_plat,CHALLENGE/CAMO_MASTERY_PLAT_JUP,CHALLENGE/CAMO_MASTERY_PLAT_JUP_DESC,200,37019+41827,5000,,,,jup_jp36_ar_anov94_mastery_plat_unlock,,0
17003,jup_jp36_ar_anov94_mastery_dama,CHALLENGE/CAMO_MASTERY_POLY_JUP,CHALLENGE/CAMO_MASTERY_POLY_JUP_DESC,300,42190+43645,7500,,,,jup_jp36_ar_anov94_mastery_dama_unlock,,0
17004,jup_jp36_ar_anov94_mastery_gold_unlock,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,16997|16556,0
17005,jup_jp36_ar_anov94_mastery_plat_unlock,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,16999|16556,0
17006,jup_jp36_ar_anov94_mastery_dama_unlock,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17000|16556,0
17007,jup_jp36_ar_anov94_camo_plat_unlock,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,25953|11803,0
17008,jup_jp36_ar_anov94_camo_dama_unlock,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,25991|11805,0
17009,jup_jp36_ar_anov94_mastery_orion_unlock,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13792|16556,0
17010,jup_jp36_ar_anov94_mastery_orion,CHALLENGE/CAMO_MASTERY_ORION_JUP,CHALLENGE/CAMO_MASTERY_ORION_JUP_DESC,400,41372+42155,10000,,,,jup_jp36_ar_anov94_mastery_orion_unlock,,0
17011,jup_jp36_ar_anov94_mastery_completionist,CHALLENGE/MASTERY_COMPLETIONIST_JUP,CHALLENGE/MASTERY_COMPLETIONIST_JUP_DESC,4,43174,,,,,,17001|17002|17003|17010,0
17937,jup_jp36_ar_anov94_camo_ob_1,JUP_OB_CAMO_NAMES/JUP_AR_ANOV94_CAMO_1,JUP_OB_CAMO_CHALLENGES/BASE_1,250,39282,1000,,,,jup_jp36_ar_anov94_progression,,0
17973,jup_jp36_ar_anov94_camo_ob_2,JUP_OB_CAMO_NAMES/JUP_AR_ANOV94_CAMO_2,JUP_OB_CAMO_CHALLENGES/GENERAL_KILLS_SINCE_TRIGGER_HELD,20,39329,1500,,,,jup_jp36_ar_anov94_progression,,0
18009,jup_jp36_ar_anov94_camo_ob_3,JUP_OB_CAMO_NAMES/JUP_AR_ANOV94_CAMO_3,JUP_OB_CAMO_CHALLENGES/GENERAL_RED_REGION_KILLS,250,39363,2000,,,,jup_jp36_ar_anov94_progression,,0
18045,jup_jp36_ar_anov94_camo_ob_4,JUP_OB_CAMO_NAMES/JUP_AR_ANOV94_CAMO_4,JUP_OB_CAMO_CHALLENGES/UPGRADES_KILLS_WITH_FOUR_PERKS,250,39481,2500,,,,jup_jp36_ar_anov94_progression,,0
18081,jup_jp36_ar_anov94_camo_ob_gold,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_1_JUP,JUP_OB_CAMO_CHALLENGES/GOLD,1,45974,4000,,,,jup_jp36_ar_anov94_camo_ob_gold_unlock,,0
18117,jup_jp36_ar_anov94_camo_ob_gold_unlock,,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_GOLD_DESC,4,,,,,,,17937|17973|18009|18045,0
18153,jup_jp36_ar_anov94_camo_ob_plat,JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_2_JUP,JUP_OB_CAMO_CHALLENGES/PLATINUM,300,45980,5000,,,,jup_jp36_ar_anov94_camo_plat_unlock_ob,,0
18189,jup_jp36_ar_anov94_camo_plat_unlock_ob,CHALLENGE/CAMO_GOLD_REVEAL_NAME,CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,26029|17885,0
