64,iw9_equipment,,,0,iw9_gamemode|iw9_version|iw9_loot_id|iw9_gametype|iw9_squad_event|iw9_value|iw9_loadout_item_method|iw9_distance|iw9_location_bitfield|iw9_location_bitfield2|iw9_perk_bitfield1
65,iw9_field_end,,,0,iw9_version|iw9_string_ref|iw9_value
66,iw9_field_upgrade,,,0,iw9_version|iw9_gamemode|iw9_gametype|iw9_value|iw9_squad_event|iw9_loot_id|iw9_loadout_item_method|iw9_field_upgrade_bitfield1|iw9_location_bitfield|iw9_location_bitfield2|iw9_perk_bitfield1
67,iw9_gametype_event,,,0,iw9_gamemode|iw9_version|iw9_gametype_bitfield1
68,iw9_give_loot,,1,0,iw9_value|iw9_version|iw9_gamemode|iw9_product_id
70,iw9_hack,,,0,iw9_version|iw9_equipment_bitfield1
71,iw9_happy_hour,,1,0,iw9_value|iw9_version|iw9_gamemode
72,iw9_high_five_received,,1,0,iw9_version|iw9_gamemode
73,iw9_high_five_sent,,1,0,iw9_version|iw9_gamemode
74,iw9_join_clan,,1,0,iw9_clan_id|iw9_version|iw9_gamemode
75,iw9_kill,,,1,iw9_weapon_loot_id|iw9_version|iw9_gamemode|iw9_kill_operator_id|iw9_gametype|iw9_kill_bitfield1|iw9_weapon_attachment1|iw9_weapon_attachment10|iw9_weapon_attachment2|iw9_weapon_attachment5|iw9_weapon_attachment7|iw9_weapon_attachment4|iw9_weapon_attachment3|iw9_weapon_attachment8|iw9_weapon_attachment6|iw9_weapon_attachment9|iw9_weapon_class_bitfield|iw9_enemy_type_bitfield|iw9_squad_event|iw9_kill_amount|iw9_perk_bitfield1|iw9_loot_id|iw9_distance|iw9_weapon_attachment_flags|iw9_location_bitfield|iw9_kill_bitfield2|iw9_weapon_camo|iw9_hit_loc|iw9_team_size|iw9_enemy_squads_remaining|iw9_location_bitfield2|iw9_matchmaking_gametype|iw9_squadmate0|iw9_squadmate1|iw9_squadmate3|iw9_squadmate2|iw9_squadmate4|iw9_in_prematch|iw9_enemy_type_bitfield2
76,iw9_killstreak,,,0,iw9_gamemode|iw9_gametype|iw9_value|iw9_version|iw9_squad_event|iw9_loot_id|iw9_loadout_item_method|iw9_location_bitfield
77,iw9_killstreak_available,,,0,iw9_version|iw9_string_ref
78,iw9_killstreak_end,,,0,iw9_gamemode|iw9_gametype|iw9_kill_operator_id|iw9_weapon_loot_id|iw9_version|iw9_kill_amount|iw9_killstreak_bitfield1|iw9_perk_bitfield1
79,iw9_leagueplay_daily_refresh,,1,0,
80,iw9_leagueplay_end_game,,,0,iw9_leagueplay_league_id|iw9_leagueplay_match_result|iw9_leagueplay_skill_rating|iw9_leagueplay_division|iw9_leagueplay_added_to_ladder|iw9_leagueplay_event_season|iw9_leagueplay_on_ladder|iw9_leagueplay_hot_streak_cooldown_s|iw9_leagueplay_event_type|iw9_leagueplay_at_match_end|iw9_leagueplay_lobby_id|iw9_leagueplay_match_id|iw9_leagueplay_current_top250_placement|iw9_leagueplay_gametype|iw9_leagueplay_placement|iw9_leagueplay_forgiveness_level|iw9_leagueplay_rejoin_enabled|iw9_leagueplay_is_disconnect
82,iw9_leagueplay_end_of_season,,1,0,iw9_leagueplay_event_season|iw9_leagueplay_mark_as_seen|iw9_leagueplay_current_top250_placement|iw9_leagueplay_gametype
83,iw9_leagueplay_lobby_disconnect,,,0,iw9_leagueplay_sr_penalty|iw9_leagueplay_ladder_penalty|iw9_leagueplay_event_season|iw9_leagueplay_lobby_id|iw9_leagueplay_division|iw9_leagueplay_skill_rating|iw9_leagueplay_gametype|iw9_leagueplay_rejoin_enabled
84,iw9_leagueplay_penalty_seen,,1,0,iw9_leagueplay_gametype
85,iw9_leagueplay_processed_league,,1,0,iw9_leagueplay_league_id
86,iw9_leagueplay_update_skill_rating,,,0,iw9_leagueplay_new_skill_division|iw9_leagueplay_new_skill_rating|iw9_leagueplay_event_season|iw9_leagueplay_division_stickiness_applied|iw9_leagueplay_at_match_end|iw9_leagueplay_sr_forgiven|iw9_leagueplay_sr_loss_prevention_remaining|iw9_leagueplay_prematch_skill_rating|iw9_leagueplay_gametype|iw9_leagueplay_bans
88,iw9_leave_clan,,1,0,iw9_clan_id|iw9_version|iw9_gamemode
89,iw9_loadout,,,0,iw9_version|iw9_value
90,iw9_login,,1,0,iw9_day_override|iw9_version|iw9_gamemode|iw9_user_info|iw9_sp_progression|iw9_login_bitfield1
91,iw9_loot_item,,,0,iw9_version|iw9_string_ref|iw9_value|iw9_gamemode|iw9_gametype|iw9_squad_event|iw9_loot_item_type|iw9_loot_id|iw9_loot_method_bitfield|iw9_loot_source|iw9_location_bitfield|iw9_location_bitfield2
93,iw9_mgl_edge_item_gain,,,0,iw9_mgl_edge_item_id|iw9_mgl_edge_item_count
95,iw9_mp_addxp,0-1-3-19-31-45,,4,iw9_value|iw9_weapon_loot_id|iw9_weapon_xp|iw9_operator_xp_id|iw9_operator_xp|iw9_battlepass_xp|iw9_clan_xp|iw9_gamemode|iw9_version|iw9_battlepass_xp_from_time|iw9_reputation|iw9_faction_id
97,iw9_perk,,,0,iw9_gamemode|iw9_gametype|iw9_value|iw9_version|iw9_squad_event|iw9_loot_id|iw9_loadout_item_method|iw9_location_bitfield|iw9_location_bitfield2
98,iw9_pickup,,,0,iw9_version|iw9_value
99,iw9_ping,,,0,iw9_version|iw9_value
103,iw9_rejoin_reject,,1,0,iw9_rejoin_lobby_id|iw9_playlist_version
104,iw9_revive,,,0,iw9_version|iw9_operator_id|iw9_revive_bitfield|iw9_gamemode|iw9_gametype
105,iw9_seasons,,1,4,iw9_season0|iw9_season1|iw9_season3|iw9_season5|iw9_season2|iw9_season6|iw9_season4|iw9_version|iw9_gamemode
106,iw9_sp_mission_complete,,1,4,iw9_value|iw9_version|iw9_gamemode
107,iw9_spray,,,0,iw9_version|iw9_value
108,iw9_start_activity,,,0,iw9_value|iw9_gamemode|iw9_gametype|iw9_version|iw9_activity_type|iw9_location_bitfield|iw9_location_bitfield2
109,iw9_start_match,,,4,iw9_version|iw9_playlist_id|iw9_gamemode|iw9_gametype|iw9_battlepass_xp_scalar|iw9_lobby_id|iw9_matchmaking_gametype
110,iw9_stim,,,0,iw9_version|iw9_value
111,iw9_stun,,,0,iw9_version|iw9_equipment_bitfield1
112,iw9_tournament_end,,,0,iw9_version
113,iw9_use_item,,,0,iw9_version|iw9_value|iw9_loot_id|iw9_gamemode|iw9_string_ref|iw9_loadout_item_method|iw9_operator_id|iw9_gametype|iw9_squad_event
114,iw9_zm_apply_status_effect,,,0,iw9_gamemode|iw9_version|iw9_zm_status_effect_bitfield
115,iw9_zm_area_unlock,,,0,iw9_zm_all_areas_unlocked|iw9_zm_areas_unlocked|iw9_gamemode|iw9_version
116,iw9_zm_armor,,,0,iw9_zm_armor_tier|iw9_zm_armor_repair|iw9_gamemode|iw9_version
117,iw9_zm_assist,,,0,iw9_weapon_loot_id|iw9_gamemode|iw9_version|iw9_zm_elimination_bitfield|iw9_zm_pap_level|iw9_zm_zombie_type
118,iw9_zm_covenant_purchase,,,0,iw9_zm_covenant_type|iw9_gamemode|iw9_version
119,iw9_zm_craft_equipment,,,0,iw9_zm_equipment_type|iw9_gamemode|iw9_version
120,iw9_zm_crystal,,,0,iw9_gamemode|iw9_version
121,iw9_zm_exfil,,,0,iw9_zm_round_number|iw9_zm_armor_tier|iw9_gamemode|iw9_version|iw9_zm_legendary_covenants|iw9_zm_damage_covenants
122,iw9_zm_heal,,,0,iw9_zm_heal_amount|iw9_gamemode|iw9_version
123,iw9_zm_kill,,,0,iw9_weapon_loot_id|iw9_gamemode|iw9_version|iw9_zm_elimination_bitfield|iw9_zm_pap_level|iw9_zm_zombie_type|iw9_kill_bitfield1
124,iw9_zm_max_perks,,,0,iw9_zm_perk_total|iw9_gamemode|iw9_version
126,iw9_zm_objective_complete,,,0,iw9_zm_objective_location|iw9_zm_objective_type|iw9_zm_round_number|iw9_gamemode|iw9_version|iw9_zm_objective_bitfield
127,iw9_zm_perk_gain,,,0,iw9_zm_perk_acquires|iw9_zm_perk_level|iw9_zm_perk_type|iw9_zm_consecutive_perks|iw9_gamemode|iw9_version
216,iw9_mgl_inbox_complete_event,,1,0,iw9_mgl_inbox_notification_id
221,iw9_downed,,,0,iw9_version|iw9_squad_event|iw9_gamemode|iw9_gametype
222,iw9_damaged,31,,0,iw9_version|iw9_value|iw9_damage_type|iw9_squad_event|iw9_gamemode|iw9_gametype
342,iw9_mgl_ftue_give_item,,1,4,iw9_gamemode|iw9_version|iw9_value
345,iw9_confirmed_kill,,,0,iw9_gamemode|iw9_gametype|iw9_version
347,iw9_login_dmz,,1,0,iw9_version
348,iw9_dmz_give_loot,,,0,iw9_version|iw9_loot_id
349,iw9_activate_battlepass,,1,0,iw9_version|iw9_season|iw9_value
358,iw9_wc_gamble,,1,0,iw9_wc_match_pick|iw9_wc_match_number|iw9_wc_game_time
362,iw9_stats,88-101,,10,iw9_version|iw9_gamemode|iw9_gametype|iw9_score|iw9_damage|iw9_operator_id|iw9_team_size
369,iw9_gulag_end,,,0,iw9_version|iw9_gametype|iw9_gamemode|iw9_operator_id|iw9_gulag_end_bitfield1|iw9_team_size
373,iw9_jailbreak_player_respawn,,,0,iw9_version|iw9_jailbreak_respawn_player_from_gulag
374,iw9_champions_quest,,,0,iw9_gamemode|iw9_gametype|iw9_operator_id|iw9_champions_quest_bitfield1|iw9_location_bitfield|iw9_version|iw9_location_bitfield2
380,iw9_loot_cache,,,0,iw9_version|iw9_gametype|iw9_gamemode|iw9_location_bitfield|iw9_operator_id|iw9_loot_cache_type|iw9_loot_cache_bitfield1|iw9_location_bitfield2
384,iw9_unlock,,,0,iw9_gamemode|iw9_gametype|iw9_value|iw9_version|iw9_string_ref|iw9_squad_event|iw9_location_bitfield|iw9_location_bitfield2
399,iw9_activate_battlepass_blackcell,,1,0,iw9_season|iw9_version|iw9_value
411,iw9_activate_unlock_token,,1,0,
412,iw9_battlemap_onboarding,,1,0,iw9_version|iw9_season
415,iw9_unassisted_kill,,,0,iw9_gamemode|iw9_version|iw9_enemy_squads_remaining|iw9_matchmaking_gametype|iw9_in_prematch
417,iw9_extract_failed,,,0,iw9_gamemode|iw9_version|iw9_gametype
419,iw9_mgl_ftue_complete,,1,0,iw9_version
420,iw9_mgl_ftue_reset,,1,0,iw9_version
421,iw9_dev_grant_ticket,,1,0,iw9_version
423,iw9_mgl_pre_ftue_start,,1,0,iw9_version
428,iw9_mgl_daily_lineup_reset,,1,0,iw9_version
430,iw9_activate_weapon_xp_token_year,,1,0,iw9_version
432,iw9_activate_battlepass_xp_token_year,,1,0,iw9_version
434,iw9_update_progress_community,,1,0,iw9_version|iw9_season
447,iw9_battlemap_activate_sector,,1,0,iw9_version|iw9_season|iw9_battlemap_sector_ae_id|iw9_value
461,iw9_leagueplay_start_game,,,0,iw9_leagueplay_event_season|iw9_leagueplay_gametype|iw9_leagueplay_league_id|iw9_leagueplay_lobby_id|iw9_leagueplay_match_id|iw9_leagueplay_event_type|iw9_leagueplay_match_sr_version
462,iw9_trophies_earned,,,0,iw9_version|iw9_value
464,iw9_battlemap_configuration,,1,0,iw9_autospend_enabled|iw9_version
468,iw9_trophy_purchase,,1,0,iw9_version|iw9_loot_id
471,iw9_mgl_ftue_progress_transfer,,1,0,iw9_mgl_ftue_expertise
495,iw9_mgl_cohort_reward_notification,,,0,iw9_cohort_reward_division_index|iw9_cohort_reward_ae_id
504,iw9_trophy_xp_conversion,,1,0,iw9_version|iw9_value
510,cer_creator_viewer_reward_redeem,,,0,
511,iw9_weapon_damage,,,0,iw9_weapon_class_bitfield|iw9_gamemode|iw9_gametype|iw9_value|iw9_version
515,iw9_battlemap_revoke,,1,0,iw9_version|iw9_season|iw9_battlepass_revoke_flags
516,iw9_login_reward_claim,,1,0,iw9_login_reward_faketime|iw9_login_reward_version
517,iw9_win_challenge_update_ordered_list,,1,0,
520,iw9_win_challenge_grant_points,,,0,
521,iw9_win_challenge_bypass_request,,1,0,
523,iw9_ob_interact,,,0,
524,iw9_mp_addscore,88,,4,
526,iw9_login_ob,,1,0,
527,iw9_match_placement,,,0,
528,iw9_mgl_daily_lineup_login,,1,0,iw9_version
529,iw9_login_reward_reset,,1,0,
531,iw9_game_flags,,,0,iw9_version|iw9_gamemode|iw9_gametype|iw9_operator_id|iw9_location_bitfield|iw9_location_bitfield2|iw9_game_flags_cmd|iw9_game_flags_bitfield1|iw9_game_flags_bitfield2
560,iw9_dmz_s4_soft_reset,,1,0,
563,iw9_s5_switch_team,,1,0,iw9_version|iw9_s5_team
567,iw9_leagueplay_end_of_season_sd_setback,,1,0,iw9_leagueplay_gametype|iw9_leagueplay_event_season
571,iw9_vehicle,,,0,iw9_enemy_type_bitfield|iw9_version|iw9_string_ref|iw9_gamemode|iw9_location_bitfield|iw9_location_bitfield2|iw9_gametype|iw9_enemy_type_bitfield2
592,iw9_squad_wiped,,,0,iw9_gamemode|iw9_gametype|iw9_version|iw9_squad_event
