11998,iw9_ch_daily_pmc_legion_kill_operators,PMC_S3/DAILY_LEGION_KILL_OPERATORS_NAME,PMC_S3/DAILY_LEGION_KILL_OPERATORS_DESC,PMC_S3/DAILY_LEGION_KILL_OPERATORS_DETAIL_DESC,6,20000,,,1,,,,,,,,,
12220,iw9_ch_daily_pmc_lotus_plate_carriers,PMC_S3/DAILY_LOTUS_PLATE_CARRIERS_NAME,PMC_S3/DAILY_LOTUS_PLATE_CARRIERS_DESC,PMC_S3/DAILY_LOTUS_PLATE_CARRIERS_DETAIL_DESC,4,1000,white_lotus|100,,2,,,,,,,,,
12221,iw9_ch_daily_pmc_crown_plate_carriers,PMC_S3/DAILY_CROWN_PLATE_CARRIERS_NAME,PMC_S3/DAILY_CROWN_PLATE_CARRIERS_DESC,PMC_S3/DAILY_CROWN_PLATE_CARRIERS_DETAIL_DESC,4,1000,crown|100,,2,,,,,,,,,
12179,iw9_ch_daily_pmc_legion_backpacks,PMC_S3/DAILY_LEGION_BACKPACKS_NAME,PMC_S3/DAILY_LEGION_BACKPACKS_DESC,PMC_S3/DAILY_LEGION_BACKPACKS_DETAIL_DESC,4,1000,phalanx|100,,2,,,,,,,,,
12180,iw9_ch_daily_pmc_mous_backpacks,PMC_S3/DAILY_MOUS_BACKPACKS_NAME,PMC_S3/DAILY_MOUS_BACKPACKS_DESC,PMC_S3/DAILY_MOUS_BACKPACKS_DETAIL_DESC,4,1000,black_mous|100,,2,,,,,,,,,
12181,iw9_ch_daily_pmc_crown_backpacks,PMC_S3/DAILY_CROWN_BACKPACKS_NAME,PMC_S3/DAILY_CROWN_BACKPACKS_DESC,PMC_S3/DAILY_CROWN_BACKPACKS_DETAIL_DESC,4,1000,crown|100,,2,,,,,,,,,
12170,iw9_ch_daily_pmc_crown_open_containers,PMC_S3/DAILY_CROWN_OPEN_CONTAINERS_NAME,PMC_S3/DAILY_CROWN_OPEN_CONTAINERS_DESC,PMC_S3/DAILY_CROWN_OPEN_CONTAINERS_DETAIL_DESC,12,1000,crown|100,,2,,,,,,,,,
12166,iw9_ch_daily_pmc_lotus_extract_food,PMC_S3/DAILY_LOTUS_EXTRACT_FOOD_NAME,PMC_S3/DAILY_LOTUS_EXTRACT_FOOD_DESC,PMC_S3/DAILY_LOTUS_EXTRACT_FOOD_DETAIL_DESC,8,1000,white_lotus|100,,2,,,,,,,,,white_lotus
12167,iw9_ch_daily_pmc_mous_extract_food,PMC_S3/DAILY_MOUS_EXTRACT_FOOD_NAME,PMC_S3/DAILY_MOUS_EXTRACT_FOOD_DESC,PMC_S3/DAILY_MOUS_EXTRACT_FOOD_DETAIL_DESC,8,1000,black_mous|100,,2,,,,,,,,,black_mous
12264,iw9_ch_daily_pmc_lotus_extract_weapons,PMC_S3/DAILY_LOTUS_EXTRACT_WEAPONS_NAME,PMC_S3/DAILY_LOTUS_EXTRACT_WEAPONS_DESC,PMC_S3/DAILY_LOTUS_EXTRACT_WEAPONS_DETAIL_DESC,4,1000,white_lotus|100,,2,,,,,,,,,white_lotus
12270,iw9_ch_daily_pmc_lotus_extract_medicine,PMC_S3/DAILY_LOTUS_EXTRACT_MEDICINE_NAME,PMC_S3/DAILY_LOTUS_EXTRACT_MEDICINE_DESC,PMC_S3/DAILY_LOTUS_EXTRACT_MEDICINE_DETAIL_DESC,8,1000,white_lotus|100,,2,,,,,,,,,white_lotus
12271,iw9_ch_daily_pmc_legion_extract_medicine,PMC_S3/DAILY_LEGION_EXTRACT_MEDICINE_NAME,PMC_S3/DAILY_LEGION_EXTRACT_MEDICINE_DESC,PMC_S3/DAILY_LEGION_EXTRACT_MEDICINE_DETAIL_DESC,8,1000,phalanx|100,,2,,,,,,,,,phalanx
12272,iw9_ch_daily_pmc_mous_extract_medicine,PMC_S3/DAILY_MOUS_EXTRACT_MEDICINE_NAME,PMC_S3/DAILY_MOUS_EXTRACT_MEDICINE_DESC,PMC_S3/DAILY_MOUS_EXTRACT_MEDICINE_DETAIL_DESC,8,1000,black_mous|100,,2,,,,,,,,,black_mous
12266,iw9_ch_daily_pmc_mous_extract_weapons,PMC_S3/DAILY_MOUS_EXTRACT_WEAPONS_NAME,PMC_S3/DAILY_MOUS_EXTRACT_WEAPONS_DESC,PMC_S3/DAILY_MOUS_EXTRACT_WEAPONS_DETAIL_DESC,4,1000,black_mous|100,,2,,,,,,,,,black_mous
12267,iw9_ch_daily_pmc_crown_extract_weapons,PMC_S3/DAILY_CROWN_EXTRACT_WEAPONS_NAME,PMC_S3/DAILY_CROWN_EXTRACT_WEAPONS_DESC,PMC_S3/DAILY_CROWN_EXTRACT_WEAPONS_DETAIL_DESC,4,1000,crown|100,,2,,,,,,,,,crown
12088,iw9_ch_daily_pmc_legion_kill_armored,PMC_S3/DAILY_LEGION_KILL_ARMORED_NAME,PMC_S3/DAILY_LEGION_KILL_ARMORED_DESC,PMC_S3/DAILY_LEGION_KILL_ARMORED_DETAIL_DESC,6,1000,phalanx|100,,1,,,,,,,,,
12089,iw9_ch_daily_pmc_lotus_kill_armored,PMC_S3/DAILY_LOTUS_KILL_ARMORED_NAME,PMC_S3/DAILY_LOTUS_KILL_ARMORED_DESC,PMC_S3/DAILY_LOTUS_KILL_ARMORED_DETAIL_DESC,6,1000,white_lotus|100,,1,,,,,,,,,
12071,iw9_ch_daily_pmc_lotus_kill_operators,PMC_S3/DAILY_LOTUS_KILL_OPERATORS_NAME,PMC_S3/DAILY_LOTUS_KILL_OPERATORS_DESC,PMC_S3/DAILY_LOTUS_KILL_OPERATORS_DETAIL_DESC,3,1000,white_lotus|100,,1,,,,,,,,,white_lotus
12077,iw9_ch_daily_pmc_legion_execute_operators,PMC_S3/DAILY_LEGION_EXECUTE_OPERATORS_NAME,PMC_S3/DAILY_LEGION_EXECUTE_OPERATORS_DESC,PMC_S3/DAILY_LEGION_EXECUTE_OPERATORS_DETAIL_DESC,1,1000,phalanx|100,,1,,,,,,,,,
12078,iw9_ch_daily_pmc_crown_execute_operators,PMC_S3/DAILY_CROWN_EXECUTE_OPERATORS_NAME,PMC_S3/DAILY_CROWN_EXECUTE_OPERATORS_DESC,PMC_S3/DAILY_CROWN_EXECUTE_OPERATORS_DETAIL_DESC,1,1000,crown|100,,1,,,,,,,,,
12072,iw9_ch_daily_pmc_crown_kill_operators,PMC_S3/DAILY_CROWN_KILL_OPERATORS_NAME,PMC_S3/DAILY_CROWN_KILL_OPERATORS_DESC,PMC_S3/DAILY_CROWN_KILL_OPERATORS_DETAIL_DESC,3,1000,crown|100,,1,,,,,,,,,crown
12073,iw9_ch_daily_pmc_crown_kill_agents,PMC_S3/DAILY_CROWN_KILL_AGENTS_NAME,PMC_S3/DAILY_CROWN_KILL_AGENTS_DESC,PMC_S3/DAILY_CROWN_KILL_AGENTS_DETAIL_DESC,30,1000,crown|100,,1,,,,,,,,,
12079,iw9_ch_daily_pmc_crown_kill_agents_explosives,PMC_S3/DAILY_CROWN_KILL_AGENTS_EXPLOSIVES_NAME,PMC_S3/DAILY_CROWN_KILL_AGENTS_EXPLOSIVES_DESC,PMC_S3/DAILY_CROWN_KILL_AGENTS_EXPLOSIVES_DETAIL_DESC,8,1000,crown|100,,1,,,,,,,,,crown
12080,iw9_ch_daily_pmc_mous_kill_agents_explosives,PMC_S3/DAILY_MOUS_KILL_AGENTS_EXPLOSIVES_NAME,PMC_S3/DAILY_MOUS_KILL_AGENTS_EXPLOSIVES_DESC,PMC_S3/DAILY_MOUS_KILL_AGENTS_EXPLOSIVES_DETAIL_DESC,8,1000,black_mous|100,,1,,,,,,,,,black_mous
12086,iw9_ch_daily_pmc_legion_kill_agents_headshots,PMC_S3/DAILY_LEGION_KILL_AGENTS_HEADSHOTS_NAME,PMC_S3/DAILY_LEGION_KILL_AGENTS_HEADSHOTS_DESC,PMC_S3/DAILY_LEGION_KILL_AGENTS_HEADSHOTS_DETAIL_DESC,15,1000,phalanx|100,,1,,,,,,,,,
12087,iw9_ch_daily_pmc_mous_kill_agents_headshots,PMC_S3/DAILY_MOUS_KILL_AGENTS_HEADSHOTS_NAME,PMC_S3/DAILY_MOUS_KILL_AGENTS_HEADSHOTS_DESC,PMC_S3/DAILY_MOUS_KILL_AGENTS_HEADSHOTS_DETAIL_DESC,15,1000,black_mous|100,,1,,,,,,,,,
12075,iw9_ch_daily_pmc_mous_kill_agents,PMC_S3/DAILY_MOUS_KILL_AGENTS_NAME,PMC_S3/DAILY_MOUS_KILL_AGENTS_DESC,PMC_S3/DAILY_MOUS_KILL_AGENTS_DETAIL_DESC,30,1000,black_mous|100,,1,,,,,,,,,
12076,iw9_ch_daily_pmc_lotus_kill_agents,PMC_S3/DAILY_LOTUS_KILL_AGENTS_NAME,PMC_S3/DAILY_LOTUS_KILL_AGENTS_DESC,PMC_S3/DAILY_LOTUS_KILL_AGENTS_DETAIL_DESC,30,1000,white_lotus|100,,1,,,,,,,,,
12090,iw9_ch_daily_pmc_lotus_kill_bosses,PMC_S3/DAILY_LOTUS_KILL_BOSSES_NAME,PMC_S3/DAILY_LOTUS_KILL_BOSSES_DESC,PMC_S3/DAILY_LOTUS_KILL_BOSSES_DETAIL_DESC,2,1000,white_lotus|100,,1,,,,,,,,,white_lotus
12091,iw9_ch_daily_pmc_mous_kill_bosses,PMC_S3/DAILY_MOUS_KILL_BOSSES_NAME,PMC_S3/DAILY_MOUS_KILL_BOSSES_DESC,PMC_S3/DAILY_MOUS_KILL_BOSSES_DETAIL_DESC,2,1000,black_mous|100,,1,,,,,,,,,black_mous
12152,iw9_ch_daily_pmc_legion_cash,PMC_S3/DAILY_LEGION_CASH_NAME,PMC_S3/DAILY_LEGION_CASH_DESC,PMC_S3/DAILY_LEGION_CASH_DETAIL_DESC,10000,1000,phalanx|100,,2,,,,,,,,,
12155,iw9_ch_daily_pmc_lotus_ammo,PMC_S3/DAILY_LOTUS_AMMO_NAME,PMC_S3/DAILY_LOTUS_AMMO_DESC,PMC_S3/DAILY_LOTUS_AMMO_DETAIL_DESC,8,1000,white_lotus|100,,2,,,,,,,,,
12157,iw9_ch_daily_pmc_crown_ammo,PMC_S3/DAILY_CROWN_AMMO_NAME,PMC_S3/DAILY_CROWN_AMMO_DESC,PMC_S3/DAILY_CROWN_AMMO_DETAIL_DESC,8,1000,crown|100,,2,,,,,,,,,
12153,iw9_ch_daily_pmc_mous_cash,PMC_S3/DAILY_MOUS_CASH_NAME,PMC_S3/DAILY_MOUS_CASH_DESC,PMC_S3/DAILY_MOUS_CASH_DETAIL_DESC,10000,1000,black_mous|100,,2,,,,,,,,,
12154,iw9_ch_daily_pmc_crown_cash,PMC_S3/DAILY_CROWN_CASH_NAME,PMC_S3/DAILY_CROWN_CASH_DESC,PMC_S3/DAILY_CROWN_CASH_DETAIL_DESC,10000,1000,crown|100,,2,,,,,,,,,
12093,iw9_ch_daily_pmc_lotus_dogtags,PMC_S3/DAILY_LOTUS_DOGTAGS_NAME,PMC_S3/DAILY_LOTUS_DOGTAGS_DESC,PMC_S3/DAILY_LOTUS_DOGTAGS_DETAIL_DESC,2,1000,white_lotus|100,,1,,,,,,,,,white_lotus
12094,iw9_ch_daily_pmc_mous_dogtags,PMC_S3/DAILY_MOUS_DOGTAGS_NAME,PMC_S3/DAILY_MOUS_DOGTAGS_DESC,PMC_S3/DAILY_MOUS_DOGTAGS_DETAIL_DESC,2,1000,black_mous|100,,1,,,,,,,,,black_mous
12095,iw9_ch_daily_pmc_crown_dogtags,PMC_S3/DAILY_CROWN_DOGTAGS_NAME,PMC_S3/DAILY_CROWN_DOGTAGS_DESC,PMC_S3/DAILY_CROWN_DOGTAGS_DETAIL_DESC,2,1000,crown|100,,1,,,,,,,,,crown
12092,iw9_ch_daily_pmc_crown_kill_bosses,PMC_S3/DAILY_CROWN_KILL_BOSSES_NAME,PMC_S3/DAILY_CROWN_KILL_BOSSES_DESC,PMC_S3/DAILY_CROWN_KILL_BOSSES_DETAIL_DESC,2,1000,crown|100,,1,,,,,,,,,crown
12183,iw9_ch_daily_pmc_mous_sell_valuables,PMC_S3/DAILY_MOUS_SELL_VALUABLES_NAME,PMC_S3/DAILY_MOUS_SELL_VALUABLES_DESC,PMC_S3/DAILY_MOUS_SELL_VALUABLES_DETAIL_DESC,16,1000,black_mous|100,,2,,,,,,,,,black_mous
12300,iw9_ch_daily_pmc_legion_open_safe,PMC_S3/DAILY_LEGION_OPEN_SAFE_NAME,PMC_S3/DAILY_LEGION_OPEN_SAFE_DESC,PMC_S3/DAILY_LEGION_OPEN_SAFE_DETAIL_DESC,2,1000,phalanx|100,,3,,,,,,,,,phalanx
12301,iw9_ch_daily_pmc_mous_open_safe,PMC_S3/DAILY_MOUS_OPEN_SAFE_NAME,PMC_S3/DAILY_MOUS_OPEN_SAFE_DESC,PMC_S3/DAILY_MOUS_OPEN_SAFE_DETAIL_DESC,2,1000,black_mous|100,,3,,,,,,,,,black_mous
12303,iw9_ch_daily_pmc_legion_activate_uav_towers,PMC_S3/DAILY_LEGION_ACTIVATE_UAV_TOWERS_NAME,PMC_S3/DAILY_LEGION_ACTIVATE_UAV_TOWERS_DESC,PMC_S3/DAILY_LEGION_ACTIVATE_UAV_TOWERS_DETAIL_DESC,4,1000,phalanx|100,,3,,,,,,,,,phalanx
12302,iw9_ch_daily_pmc_lotus_activate_uav_towers,PMC_S3/DAILY_LOTUS_ACTIVATE_UAV_TOWERS_NAME,PMC_S3/DAILY_LOTUS_ACTIVATE_UAV_TOWERS_DESC,PMC_S3/DAILY_LOTUS_ACTIVATE_UAV_TOWERS_DETAIL_DESC,4,1000,white_lotus|100,,3,,,,,,,,,white_lotus
12304,iw9_ch_daily_pmc_crown_activate_uav_towers,PMC_S3/DAILY_CROWN_ACTIVATE_UAV_TOWERS_NAME,PMC_S3/DAILY_CROWN_ACTIVATE_UAV_TOWERS_DESC,PMC_S3/DAILY_CROWN_ACTIVATE_UAV_TOWERS_DETAIL_DESC,4,1000,crown|100,,3,,,,,,,,,crown
12373,iw9_ch_daily_pmc_lotus_complete_contracts,PMC_S3/DAILY_LOTUS_COMPLETE_CONTRACTS_NAME,PMC_S3/DAILY_LOTUS_COMPLETE_CONTRACTS_DESC,PMC_S3/DAILY_LOTUS_COMPLETE_CONTRACTS_DETAIL_DESC,6,1000,white_lotus|100,,3,,,,,,,,,white_lotus
12374,iw9_ch_daily_pmc_crown_complete_contracts,PMC_S3/DAILY_CROWN_COMPLETE_CONTRACTS_NAME,PMC_S3/DAILY_CROWN_COMPLETE_CONTRACTS_DESC,PMC_S3/DAILY_CROWN_COMPLETE_CONTRACTS_DETAIL_DESC,6,1000,crown|100,,3,,,,,,,,,crown
12375,iw9_ch_daily_pmc_legion_extract_case,PMC_S3/DAILY_LEGION_EXTRACT_CASE_NAME,PMC_S3/DAILY_LEGION_EXTRACT_CASE_DESC,PMC_S3/DAILY_LEGION_EXTRACT_CASE_DETAIL_DESC,1,1000,phalanx|100,,3,,,,,,,,,phalanx
12376,iw9_ch_daily_pmc_mous_extract_case,PMC_S3/DAILY_MOUS_EXTRACT_CASE_NAME,PMC_S3/DAILY_MOUS_EXTRACT_CASE_DESC,PMC_S3/DAILY_MOUS_EXTRACT_CASE_DETAIL_DESC,1,1000,black_mous|100,,3,,,,,,,,,black_mous
12379,iw9_ch_daily_pmc_lotus_unlock_safehouses,PMC_S3/DAILY_LOTUS_UNLOCK_SAFEHOUSES_NAME,PMC_S3/DAILY_LOTUS_UNLOCK_SAFEHOUSES_DESC,PMC_S3/DAILY_LOTUS_UNLOCK_SAFEHOUSES_DETAIL_DESC,3,1000,white_lotus|100,,3,,,,,,,,,
12380,iw9_ch_daily_pmc_mous_unlock_safehouses,PMC_S3/DAILY_MOUS_UNLOCK_SAFEHOUSES_NAME,PMC_S3/DAILY_MOUS_UNLOCK_SAFEHOUSES_DESC,PMC_S3/DAILY_MOUS_UNLOCK_SAFEHOUSES_DETAIL_DESC,3,1000,black_mous|100,,3,,,,,,,,,
12381,iw9_ch_daily_pmc_crown_unlock_safehouses,PMC_S3/DAILY_CROWN_UNLOCK_SAFEHOUSES_NAME,PMC_S3/DAILY_CROWN_UNLOCK_SAFEHOUSES_DESC,PMC_S3/DAILY_CROWN_UNLOCK_SAFEHOUSES_DETAIL_DESC,3,1000,crown|100,,3,,,,,,,,,
12184,iw9_ch_daily_pmc_lotus_sell_valuables,PMC_S3/DAILY_LOTUS_SELL_VALUABLES_NAME,PMC_S3/DAILY_LOTUS_SELL_VALUABLES_DESC,PMC_S3/DAILY_LOTUS_SELL_VALUABLES_DETAIL_DESC,16,1000,white_lotus|100,,2,,,,,,,,,white_lotus
12292,iw9_ch_daily_pmc_lotus_buy_items,PMC_S3/DAILY_LOTUS_BUY_ITEMS_NAME,PMC_S3/DAILY_LOTUS_BUY_ITEMS_DESC,PMC_S3/DAILY_LOTUS_BUY_ITEMS_DETAIL_DESC,8,1000,white_lotus|100,,2,,,,,,,,,
12293,iw9_ch_daily_pmc_mous_buy_items,PMC_S3/DAILY_MOUS_BUY_ITEMS_NAME,PMC_S3/DAILY_MOUS_BUY_ITEMS_DESC,PMC_S3/DAILY_MOUS_BUY_ITEMS_DETAIL_DESC,8,1000,black_mous|100,,2,,,,,,,,,
12294,iw9_ch_daily_pmc_crown_buy_items,PMC_S3/DAILY_CROWN_BUY_ITEMS_NAME,PMC_S3/DAILY_CROWN_BUY_ITEMS_DESC,PMC_S3/DAILY_CROWN_BUY_ITEMS_DETAIL_DESC,8,1000,crown|100,,2,,,,,,,,,
20311,iw9_s5_ch_weekly_pmc_hunt_squad,PMC_S5/HUNT_SQUAD_NAME,,PMC_S5/HUNT_SQUAD_DETAIL_DESC,3,5000,shadow_company|600,,,,,,,,20312|20313|20314,,,
20312,iw9_s5_ch_weekly_pmc_hunt_squad_bronze,,PMC_S5/HUNT_SQUAD_BRONZE_DESC,,3,0,,,,,,,,,,,,
21072,iw9_s5_ch_weekly_pmc_hunt_squad_individual_shadow_company,PMC_S5/HUNT_SQUAD_NAME,PMC_S5/HUNT_SQUAD_BRONZE_DESC,PMC_S5/HUNT_SQUAD_DETAIL_DESC,7,10000,shadow_company|600,,4,,,,,,,,,shadow_company
21073,iw9_s5_ch_weekly_pmc_hunt_squad_individual_phalanx,PMC_S5/HUNT_SQUAD_NAME,PMC_S5/HUNT_SQUAD_BRONZE_DESC,PMC_S5/HUNT_SQUAD_DETAIL_DESC,7,10000,phalanx|600,,4,,,,,,,,,phalanx
21074,iw9_s5_ch_weekly_pmc_hunt_squad_individual_crown,PMC_S5/HUNT_SQUAD_NAME,PMC_S5/HUNT_SQUAD_BRONZE_DESC,PMC_S5/HUNT_SQUAD_DETAIL_DESC,7,10000,crown|600,,4,,,,,,,,,crown
20313,iw9_s5_ch_weekly_pmc_hunt_squad_silver,,PMC_S5/HUNT_SQUAD_SILVER_DESC,,2,0,,,,,,,,,,,,
20314,iw9_s5_ch_weekly_pmc_hunt_squad_gold,,PMC_S5/HUNT_SQUAD_GOLD_DESC,,1,0,,,,,,,,,,,,
20899,iw9_s5_ch_weekly_pmc_hunt_squad_crown,PMC_S5/HUNT_SQUAD_NAME,,PMC_S5/HUNT_SQUAD_DETAIL_DESC,3,5000,crown|600,,,,,,,,20312|20313|20314,,,
20900,iw9_s5_ch_weekly_pmc_hunt_squad_bronze_crown,,PMC_S5/HUNT_SQUAD_BRONZE_DESC,,3,0,,,,,,,,,,,,
20901,iw9_s5_ch_weekly_pmc_hunt_squad_silver_crown,,PMC_S5/HUNT_SQUAD_SILVER_DESC,,2,0,,,,,,,,,,,,
20902,iw9_s5_ch_weekly_pmc_hunt_squad_gold_crown,,PMC_S5/HUNT_SQUAD_GOLD_DESC,,1,0,,,,,,,,,,,,
21004,iw9_s5_ch_weekly_pmc_hunt_squad_phalanx,PMC_S5/HUNT_SQUAD_NAME,,PMC_S5/HUNT_SQUAD_DETAIL_DESC,3,5000,phalanx|600,,,,,,,,20312|20313|20314,,,
21005,iw9_s5_ch_weekly_pmc_hunt_squad_bronze_phalanx,,PMC_S5/HUNT_SQUAD_BRONZE_DESC,,3,0,,,,,,,,,,,,
21006,iw9_s5_ch_weekly_pmc_hunt_squad_silver_phalanx,,PMC_S5/HUNT_SQUAD_SILVER_DESC,,2,0,,,,,,,,,,,,
21007,iw9_s5_ch_weekly_pmc_hunt_squad_gold_phalanx,,PMC_S5/HUNT_SQUAD_GOLD_DESC,,1,0,,,,,,,,,,,,
20315,iw9_s5_ch_weekly_pmc_compound_kill_location,PMC_S5/COMPOUND_KILL_LOCATION_NAME,,PMC_S5/COMPOUND_KILL_LOCATION_DETAIL_DESC,3,5000,shadow_company|600,,,,,,,,20316|20317|20318,,,
20316,iw9_s5_ch_weekly_pmc_compound_kill_location_almazrah,,PMC_S5/COMPOUND_KILL_LOCATION_ALMAZRAH_DESC,,25,0,,,,,,,,,,,,
20317,iw9_s5_ch_weekly_pmc_compound_kill_location_ashika,,PMC_S5/COMPOUND_KILL_LOCATION_ASHIKA_DESC,,25,0,,,,,,,,,,,,
20318,iw9_s5_ch_weekly_pmc_compound_kill_location_vondel,,PMC_S5/COMPOUND_KILL_LOCATION_VONDEL_DESC,,25,0,,,,,,,,,,,,
20949,iw9_s5_ch_weekly_pmc_compound_kill_location_white_lotus,PMC_S5/COMPOUND_KILL_LOCATION_NAME,,PMC_S5/COMPOUND_KILL_LOCATION_DETAIL_DESC,3,5000,white_lotus|600,,,,,,,,20316|20317|20318,,,
20950,iw9_s5_ch_weekly_pmc_compound_kill_location_almazrah_white_lotus,,PMC_S5/COMPOUND_KILL_LOCATION_ALMAZRAH_DESC,,25,0,,,,,,,,,,,,
20951,iw9_s5_ch_weekly_pmc_compound_kill_location_ashika_white_lotus,,PMC_S5/COMPOUND_KILL_LOCATION_ASHIKA_DESC,,25,0,,,,,,,,,,,,
20952,iw9_s5_ch_weekly_pmc_compound_kill_location_vondel_white_lotus,,PMC_S5/COMPOUND_KILL_LOCATION_VONDEL_DESC,,25,0,,,,,,,,,,,,
21008,iw9_s5_ch_weekly_pmc_compound_kill_location_black_mous,PMC_S5/COMPOUND_KILL_LOCATION_NAME,,PMC_S5/COMPOUND_KILL_LOCATION_DETAIL_DESC,3,5000,black_mous|600,,,,,,,,20316|20317|20318,,,
21009,iw9_s5_ch_weekly_pmc_compound_kill_location_almazrah_black_mous,,PMC_S5/COMPOUND_KILL_LOCATION_ALMAZRAH_DESC,,25,0,,,,,,,,,,,,
21010,iw9_s5_ch_weekly_pmc_compound_kill_location_ashika_black_mous,,PMC_S5/COMPOUND_KILL_LOCATION_ASHIKA_DESC,,25,0,,,,,,,,,,,,
21011,iw9_s5_ch_weekly_pmc_compound_kill_location_vondel_black_mous,,PMC_S5/COMPOUND_KILL_LOCATION_VONDEL_DESC,,25,0,,,,,,,,,,,,
20319,iw9_s5_ch_weekly_pmc_misc_killstreak,PMC_S5/BUYSTATION_KILLSTREAK_NAME,,PMC_S5/BUYSTATION_KILLSTREAK_DETAIL_DESC,2,5000,shadow_company|600,,,,,,,,20320|20321,,,
20320,iw9_s5_ch_weekly_pmc_misc_killstreak_purchase,,PMC_S5/BUYSTATION_KILLSTREAK_PURCHASED_DESC,,3,0,,,,,,,,,,,,
