setchancecol,mp/loot/br/resurgence_mgl/lootset_root.csv,2,,# root,,# column 0 is "Item"/"chance" etc, column 1 is the name, so first weight is in column 2,,,,,,,,,,
item,brloot_offhand_molotov,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_semtex,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_thermite,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_throwingknife,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_c4,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_health_adrenaline,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_concussion,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_decoy,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_flash,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_binoculars,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_heartbeatsensor,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_snapshot,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_shockstick,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_gas,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_smoke,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_taccover,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_offhand_trophysystem,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_super_stoppingpower,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_super_munitionsbox,,3,3,3,0,3,3,3,3,3,3,3,3,3,3
item,brloot_super_armorbox,,3,3,3,0,3,3,3,3,3,3,3,3,3,3
item,brloot_killstreak_clusterstrike_mgl,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_killstreak_precision_airstrike_mgl,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_killstreak_uav_mgl,,10,10,10,0,10,10,10,10,10,10,10,10,10,10
item,brloot_killstreak_auav_mgl,,5,5,5,0,5,5,5,5,5,5,5,5,5,5
rarity,0_weapon,,20,0,0,0,20,20,0,0,0,0,0,0,0,0
rarity,1_weapon,,30,30,0,0,30,30,30,30,30,30,30,30,30,0
rarity,2_weapon,,30,30,0,0,30,30,30,30,30,30,30,30,30,0
rarity,3_weapon,,15,30,50,0,15,15,30,30,30,30,30,30,30,50
rarity,4_weapon,,5,10,50,0,5,5,10,10,10,10,10,10,10,50
item,brloot_plunder_cash_common_1,,55,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_uncommon_1,,40,30,0,0,50,50,25,25,25,25,25,30,30,30
item,brloot_plunder_cash_uncommon_2,,5,30,0,0,35,30,25,25,25,25,25,30,30,30
item,brloot_plunder_cash_uncommon_3,,0,20,50,0,15,10,35,35,35,35,35,20,20,20
item,brloot_plunder_cash_rare_1,,0,15,30,0,0,10,15,15,15,15,15,15,15,15
item,brloot_plunder_cash_rare_2,,0,5,10,0,0,0,0,0,0,0,0,5,5,5
item,brloot_plunder_cash_epic_1,,0,0,10,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_assassination_tablet_mgl,,20,0,0,0,20,20,0,0,0,0,0,0,0,0
item,brloot_domination_tablet_mgl,,20,0,0,0,20,20,0,0,0,0,0,0,0,0
item,brloot_scavenger_tablet_mgl,,20,0,0,0,20,20,0,0,0,0,0,0,0,0
item,brloot_timedrun_tablet_mgl,,20,0,0,0,20,20,0,0,0,0,0,0,0,0
item,brloot_vip_tablet_mgl,,20,0,0,0,20,20,0,0,0,0,0,0,0,0
