12471,jup_sb_ch_specialized_lethal,CHALLENGE/JUP_SB_CH_SPECIALIZED_LETHAL,CHALLENGE/JUP_SB_CH_SPECIALIZED_LETHAL_DESC,25|50|100,||35774,500|1000|2000,,6,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
16912,jup_sb_ch_mastery_specialized,CHALLENGE/SB_CH_MASTERY_SPECIALIZED,CHALLENGE/SB_CH_MASTERY_SPECIALIZED_DESC,6,37169,2500,,2,12464|12372|14834|12383|12465|12471,,,,,,0
12472,jup_sb_ch_best_of_the_best_first_place,CHALLENGE/JUP_SB_CH_BEST_OF_THE_BEST_FIRST_PLACE,CHALLENGE/JUP_SB_CH_BEST_OF_THE_BEST_FIRST_PLACE_DESC,3|5|10,||35773,500|1000|2000,,1,,,,,,MP|LP_MP|HC,0
12473,jup_sb_ch_best_of_the_best_winner,CHALLENGE/JUP_SB_CH_BEST_OF_THE_BEST_WINNER,CHALLENGE/JUP_SB_CH_BEST_OF_THE_BEST_WINNER_DESC,10|25|50,||35772,500|1000|2000,,2,,,,,,MP|LP_MP|HC,0
23593,jup_sb_ch_best_of_the_best_efficient_kills,CHALLENGE/JUP_SB_CH_BEST_OF_THE_BEST_EFFICIENT_KILLS,CHALLENGE/JUP_SB_CH_BEST_OF_THE_BEST_EFFICIENT_KILLS_DESC,10|25|50,||35771,500|1000|2000,,3,,,,,,MP|LP_MP|HC,0
23601,jup_sb_ch_best_of_the_best_leader,CHALLENGE/JUP_SB_CH_BEST_OF_THE_BEST_LEADER,CHALLENGE/JUP_SB_CH_BEST_OF_THE_BEST_LEADER_DESC,10|25|50,||35770,500|1000|2000,,4,,,,,,MP|LP_MP|HC,0
12476,jup_sb_ch_best_of_the_best_on_the_podium,CHALLENGE/JUP_SB_CH_BEST_OF_THE_BEST_ON_THE_PODIUM,CHALLENGE/JUP_SB_CH_BEST_OF_THE_BEST_ON_THE_PODIUM_DESC,3|5|10,||35769,500|1000|2000,,5,,,,,,MP|LP_MP|HC,0
12477,jup_sb_ch_best_of_the_best_strong_back,CHALLENGE/JUP_SB_CH_BEST_OF_THE_BEST_STRONG_BACK,CHALLENGE/JUP_SB_CH_BEST_OF_THE_BEST_STRONG_BACK_DESC,10|25|50,||35768,500|1000|2000,,6,,,,,,MP|LP_MP|HC,0
17093,jup_sb_ch_mastery_best_of_the_best,CHALLENGE/SB_CH_MASTERY_BEST_OF_THE_BEST,CHALLENGE/SB_CH_MASTERY_BEST_OF_THE_BEST_DESC,6,37170,2500,,3,12472|12473|23593|23601|12476|12477,,,,,,0
12524,jup_sb_ch_luddite_ghost_vehicle,CHALLENGE/JUP_SB_CH_LUDDITE_GHOST_VEHICLE,CHALLENGE/JUP_SB_CH_LUDDITE_GHOST_VEHICLE_DESC,3|5|10,||31282,500|1000|2000,,1,,,,,,MP|LP_MP|HC,0
12525,jup_sb_ch_luddite_gearhead,CHALLENGE/JUP_SB_CH_LUDDITE_GEARHEAD,CHALLENGE/JUP_SB_CH_LUDDITE_GEARHEAD_DESC,10|25|50,||35764,500|1000|2000,,2,,,,,,MP|LP_MP|HC,0
13498,jup_sb_ch_luddite_low_tech,CHALLENGE/JUP_SB_CH_LUDDITE_LOW_TECH,CHALLENGE/JUP_SB_CH_LUDDITE_LOW_TECH_DESC,50|100|250,||35763,500|1000|2000,,3,,,,,,MP|LP_MP|HC,0
15010,jup_sb_ch_luddite_auto_pilot,CHALLENGE/JUP_SB_CH_LUDDITE_AUTO_PILOT,CHALLENGE/JUP_SB_CH_LUDDITE_AUTO_PILOT_DESC,10|25|50,35767||,500|1000|2000,,4,,,,,,MP|LP_MP|HC,0
12510,jup_sb_ch_luddite_pilot_hunter,CHALLENGE/JUP_SB_CH_LUDDITE_PILOT_HUNTER,CHALLENGE/JUP_SB_CH_LUDDITE_PILOT_HUNTER_DESC,10|25|50,||35766,500|1000|2000,,5,,,,,,MP|LP_MP|HC,0
12511,jup_sb_ch_luddite_proportionate_response,CHALLENGE/JUP_SB_CH_LUDDITE_PROPORTIONATE_RESPONSE,CHALLENGE/JUP_SB_CH_LUDDITE_PROPORTIONATE_RESPONSE_DESC,3|5|10,||35765,500|1000|2000,,6,,,,,,MP|LP_MP|HC,0
17095,jup_sb_ch_mastery_luddite,CHALLENGE/SB_CH_MASTERY_LUDDITE,CHALLENGE/SB_CH_MASTERY_LUDDITE_DESC,6,43590,2500,,4,12524|12525|13498|15010|12510|12511,,,,,,0
12531,jup_sb_ch_big_picture_the_best_defense,ACHIEVEMENTS/JUP_SB_CH_BIG_PICTURE_THE_BEST_DEFENSE,ACHIEVEMENTS/JUP_SB_CH_BIG_PICTURE_THE_BEST_DEFENSE_DESC,25|50|100,||35762,500|1000|2000,,1,,,,,,MP|LP_MP|HC,0
12532,jup_sb_ch_big_picture_turtle,CHALLENGE/JUP_SB_CH_BIG_PICTURE_TURTLE,CHALLENGE/JUP_SB_CH_BIG_PICTURE_TURTLE_DESC,25|50|100,||35761,500|1000|2000,,2,,,,,,MP|LP_MP|HC,0
12533,jup_sb_ch_big_picture_power_hungry,CHALLENGE/JUP_SB_CH_BIG_PICTURE_POWER_HUNGRY,CHALLENGE/JUP_SB_CH_BIG_PICTURE_POWER_HUNGRY_DESC,10|25|50,||35760,500|1000|2000,,3,,,,,,MP|LP_MP|HC,0
13499,jup_sb_ch_big_picture_victory,CHALLENGE/JUP_SB_CH_BIG_PICTURE_VICTORY,CHALLENGE/JUP_SB_CH_BIG_PICTURE_VICTORY_DESC,10|25|50,||35758,500|1000|2000,,4,,,,,,MP|LP_MP|HC,0
12550,jup_sb_ch_big_picture_high_scorer,CHALLENGE/JUP_SB_CH_BIG_PICTURE_HIGH_SCORER,CHALLENGE/JUP_SB_CH_BIG_PICTURE_HIGH_SCORER_DESC,10|25|50,||35759,500|1000|2000,,5,,,,,,MP|LP_MP|HC,0
12552,jup_sb_ch_big_picture_on_the_point,CHALLENGE/JUP_SB_CH_BIG_PICTURE_ON_THE_POINT,CHALLENGE/JUP_SB_CH_BIG_PICTURE_ON_THE_POINT_DESC,25|50|100,||35757,500|1000|2000,,6,,,,,,MP|LP_MP|HC,0
17097,jup_sb_ch_mastery_big_picture,CHALLENGE/SB_CH_MASTERY_BIG_PICTURE,CHALLENGE/SB_CH_MASTERY_BIG_PICTURE_DESC,6,43591,2500,,5,12531|12532|12533|13499|12550|12552,,,,,,0
13616,jup_sb_ch_ice_cold_bloodthirsty,CHALLENGE/JUP_SB_CH_ICE_COLD_BLOODTHIRSTY,CHALLENGE/JUP_SB_CH_ICE_COLD_BLOODTHIRSTY_DESC,10|25|50,||35756,500|1000|2000,,1,,,,,,MP|LP_MP|HC,0
13634,jup_sb_ch_ice_cold_merciless,CHALLENGE/JUP_SB_CH_ICE_COLD_MERCILESS,CHALLENGE/JUP_SB_CH_ICE_COLD_MERCILESS_DESC,3|5|10,||35755,500|1000|2000,,2,,,,,,MP|LP_MP|HC,0
13648,jup_sb_ch_ice_cold_ruthless,CHALLENGE/JUP_SB_CH_ICE_COLD_RUTHLESS,CHALLENGE/JUP_SB_CH_ICE_COLD_RUTHLESS_DESC,1,35754,2000,,3,,,,,,MP|LP_MP|HC,0
15161,jup_sb_ch_ice_cold_double_kills,CHALLENGE/JUP_SB_CH_ICE_COLD_DOUBLE_KILLS,CHALLENGE/JUP_SB_CH_ICE_COLD_DOUBLE_KILLS_DESC,25|50|100,||35753,500|1000|2000,,4,,,,,,MP|LP_MP|HC,0
15163,jup_sb_ch_ice_cold_triple_kills,CHALLENGE/JUP_SB_CH_ICE_COLD_TRIPLE_KILLS,CHALLENGE/JUP_SB_CH_ICE_COLD_TRIPLE_KILLS_DESC,10|25|50,||35752,500|1000|2000,,5,,,,,,MP|LP_MP|HC,0
15165,jup_sb_ch_ice_cold_fury_kills,CHALLENGE/JUP_SB_CH_ICE_COLD_FURY_KILLS,CHALLENGE/JUP_SB_CH_ICE_COLD_FURY_KILLS_DESC,3|5|10,||35751,500|1000|2000,,6,,,,,,MP|LP_MP|HC,0
17099,jup_sb_ch_mastery_ice_cold,CHALLENGE/SB_CH_MASTERY_ICE_COLD,CHALLENGE/SB_CH_MASTERY_ICE_COLD_DESC,6,37171,2500,,6,13616|13634|13648|15161|15163|15165,,,,,,0
13650,jup_sb_ch_over_the_top_roadkills,CHALLENGE/JUP_SB_CH_OVER_THE_TOP_ROADKILLS,CHALLENGE/JUP_SB_CH_OVER_THE_TOP_ROADKILLS_DESC,3|5|10,||35750,500|1000|2000,,1,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13651,jup_sb_ch_over_the_top_assassin,CHALLENGE/JUP_SB_CH_OVER_THE_TOP_ASSASSIN,CHALLENGE/JUP_SB_CH_OVER_THE_TOP_ASSASSIN_DESC,10|25|50,||35749,500|1000|2000,,2,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13652,jup_sb_ch_over_the_top_spray_and_pray,CHALLENGE/JUP_SB_CH_OVER_THE_TOP_SPRAY_AND_PRAY,CHALLENGE/JUP_SB_CH_OVER_THE_TOP_SPRAY_AND_PRAY_DESC,50|100|250,||37175,500|1000|2000,,3,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13655,jup_sb_ch_over_the_top_killstreaks,CHALLENGE/JUP_SB_CH_OVER_THE_TOP_KILLSTREAKS,CHALLENGE/JUP_SB_CH_OVER_THE_TOP_KILLSTREAKS_DESC,50|100|250,||35747,500|1000|2000,,4,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13653,jup_sb_ch_over_the_top_hands_full,CHALLENGE/JUP_SB_CH_OVER_THE_TOP_HANDS_FULL,CHALLENGE/JUP_SB_CH_OVER_THE_TOP_HANDS_FULL_DESC,3|5|10,||30832,500|1000|2000,,5,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13654,jup_sb_ch_over_the_top_direct_hit_kills,CHALLENGE/JUP_SB_CH_OVER_THE_TOP_DIRECT_HIT_KILLS,CHALLENGE/JUP_SB_CH_OVER_THE_TOP_DIRECT_HIT_KILLS_DESC,25|50|100,||35748,500|1000|2000,,6,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
17101,jup_sb_ch_mastery_over_the_top,CHALLENGE/SB_CH_MASTERY_OVER_THE_TOP,CHALLENGE/SB_CH_MASTERY_OVER_THE_TOP_DESC,6,43592,2500,,7,13650|13651|13652|13655|13653|13654,,,,,,0
13656,jup_sb_ch_bad_manners_stuck_kills,CHALLENGE/JUP_SB_CH_BAD_MANNERS_STUCK_KILLS,CHALLENGE/JUP_SB_CH_BAD_MANNERS_STUCK_KILLS_DESC,10|25|50,||35746,500|1000|2000,,1,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13657,jup_sb_ch_bad_manners_gun_butt_kills,CHALLENGE/JUP_SB_CH_BAD_MANNERS_GUN_BUTT_KILLS,CHALLENGE/JUP_SB_CH_BAD_MANNERS_GUN_BUTT_KILLS_DESC,10|25|50,||35745,500|1000|2000,,2,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13658,jup_sb_ch_bad_manners_return_fire,CHALLENGE/JUP_SB_CH_BAD_MANNERS_RETURN_FIRE,CHALLENGE/JUP_SB_CH_BAD_MANNERS_RETURN_FIRE_DESC,3|5|10,||31286,500|1000|2000,,3,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13659,jup_sb_ch_bad_manners_low_blows,CHALLENGE/JUP_SB_CH_BAD_MANNERS_LOW_BLOWS,CHALLENGE/JUP_SB_CH_BAD_MANNERS_LOW_BLOWS_DESC,10|25|50,35744||,500|1000|2000,,4,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
17108,jup_sb_ch_bad_manners_finishers,CHALLENGE/JUP_SB_CH_BAD_MANNERS_FINISHERS,CHALLENGE/JUP_SB_CH_BAD_MANNERS_FINISHERS_DESC,3|5|10,||31281,500|1000|2000,,5,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13661,jup_sb_ch_bad_manners_impactful,CHALLENGE/JUP_SB_CH_BAD_MANNERS_IMPACTFUL,CHALLENGE/JUP_SB_CH_BAD_MANNERS_IMPACTFUL_DESC,3|5|10,||35743,500|1000|2000,,6,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
17103,jup_sb_ch_mastery_bad_manners,CHALLENGE/SB_CH_MASTERY_BAD_MANNERS,CHALLENGE/SB_CH_MASTERY_BAD_MANNERS_DESC,6,43593,2500,,8,13656|13657|13658|13659|17108|13661,,,,,,0
13662,jup_sb_ch_laser_focused_headshots,CHALLENGE/JUP_SB_CH_LASER_FOCUSED_HEADSHOTS,CHALLENGE/JUP_SB_CH_LASER_FOCUSED_HEADSHOTS_DESC,25|50|100,||35742,500|1000|2000,,1,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13663,jup_sb_ch_laser_focused_1_shot_1_kill,CHALLENGE/JUP_SB_CH_LASER_FOCUSED_1_SHOT_1_KILL,CHALLENGE/JUP_SB_CH_LASER_FOCUSED_1_SHOT_1_KILL_DESC,25|50|100,||35741,500|1000|2000,,2,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13665,jup_sb_ch_laser_focused_long_distance,CHALLENGE/JUP_SB_CH_LASER_FOCUSED_LONG_DISTANCE,CHALLENGE/JUP_SB_CH_LASER_FOCUSED_LONG_DISTANCE_DESC,25|50|100,||35739,500|1000|2000,,3,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13666,jup_sb_ch_laser_focused_surgical,CHALLENGE/JUP_SB_CH_LASER_FOCUSED_SURGICAL,CHALLENGE/JUP_SB_CH_LASER_FOCUSED_SURGICAL_DESC,3|5|10,||31284,500|1000|2000,,4,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13667,jup_sb_ch_laser_focused_waste_nothing,CHALLENGE/JUP_SB_CH_LASER_FOCUSED_WASTE_NOTHING,CHALLENGE/JUP_SB_CH_LASER_FOCUSED_WASTE_NOTHING_DESC,10|25|50,||35738,500|1000|2000,,5,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
13664,jup_sb_ch_laser_focused_2_for_1,CHALLENGE/JUP_SB_CH_LASER_FOCUSED_2_FOR_1,CHALLENGE/JUP_SB_CH_LASER_FOCUSED_2_FOR_1_DESC,3|5|10,||35740,500|1000|2000,,6,,,,,,MP|LP_MP|BR|LP_BR|HC|DMZ,0
17105,jup_sb_ch_mastery_laser_focused,CHALLENGE/SB_CH_MASTERY_LASER_FOCUSED,CHALLENGE/SB_CH_MASTERY_LASER_FOCUSED_DESC,6,43594,2500,,9,13662|13663|13665|13666|13667|13664,,,,,,0
13670,jup_sb_ch_keeping_score_avenger,CHALLENGE/JUP_SB_CH_KEEPING_SCORE_AVENGER,CHALLENGE/JUP_SB_CH_KEEPING_SCORE_AVENGER_DESC,10|25|50,||35736,500|1000|2000,,1,,,,,,MP|LP_MP|HC,0
13671,jup_sb_ch_keeping_score_through_the_veil,CHALLENGE/JUP_SB_CH_KEEPING_SCORE_THROUGH_THE_VEIL,CHALLENGE/JUP_SB_CH_KEEPING_SCORE_THROUGH_THE_VEIL_DESC,10|25|50,||35735,500|1000|2000,,2,,,,,,MP|LP_MP|HC,0
13672,jup_sb_ch_keeping_score_payback,CHALLENGE/JUP_SB_CH_KEEPING_SCORE_PAYBACK,CHALLENGE/JUP_SB_CH_KEEPING_SCORE_PAYBACK_DESC,10|25|50,||35734,500|1000|2000,,3,,,,,,MP|LP_MP|HC,0
13668,jup_sb_ch_keeping_score_return_to_sender,CHALLENGE/JUP_SB_CH_KEEPING_SCORE_RETURN_TO_SENDER,CHALLENGE/JUP_SB_CH_KEEPING_SCORE_RETURN_TO_SENDER_DESC,1,31287,2000,,4,,,,,,MP|LP_MP|HC,0
13669,jup_sb_ch_keeping_score_stop_that,CHALLENGE/JUP_SB_CH_KEEPING_SCORE_STOP_THAT,CHALLENGE/JUP_SB_CH_KEEPING_SCORE_STOP_THAT_DESC,10|25|50,||35737,500|1000|2000,,5,,,,,,MP|LP_MP|HC,0
13673,jup_sb_ch_keeping_score_buddy_system,CHALLENGE/JUP_SB_CH_KEEPING_SCORE_BUDDY_SYSTEM,CHALLENGE/JUP_SB_CH_KEEPING_SCORE_BUDDY_SYSTEM_DESC,10|25|50,||37181,500|1000|2000,,6,,,,,,MP|LP_MP|HC,0
17107,jup_sb_ch_mastery_keeping_score,CHALLENGE/SB_CH_MASTERY_KEEPING_SCORE,CHALLENGE/SB_CH_MASTERY_KEEPING_SCORE_DESC,6,43595,2500,,10,13670|13671|13672|13668|13669|13673,,,,,,0
20665,jup_ob_sb_ch_fm_wonder_machine,JUP_OB_STICKER_BOOK/CAREER_FM_WONDER_MACHINE_NAME,JUP_OB_STICKER_BOOK/CAREER_FM_WONDER_MACHINE_DESC,100,43601,1000,,1,,,,,,OB,0
20666,jup_ob_sb_ch_fm_mixologist,JUP_OB_STICKER_BOOK/CAREER_FM_WONDER_MACHINE_NAME,JUP_OB_STICKER_BOOK/CAREER_FM_MIXOLOGIST_DESC,10,35720,1000,,2,,,,,,OB,0
20667,jup_ob_sb_ch_fm_checking_boxes,JUP_OB_STICKER_BOOK/CAREER_FM_CHECKING_BOXES_NAME,JUP_OB_STICKER_BOOK/CAREER_FM_CHECKING_BOXES_DESC,10,35719,1000,,3,,,,,,OB,0
20668,jup_ob_sb_ch_fm_mystery_killer,JUP_OB_STICKER_BOOK/CAREER_FM_MYSTERY_KILLER_NAME,JUP_OB_STICKER_BOOK/CAREER_FM_MYSTERY_KILLER_DESC,100,35718,1000,,4,,,,,,OB,0
20670,jup_ob_sb_ch_fm_zurvivor,JUP_OB_STICKER_BOOK/CAREER_FM_ZURVIVIOR_NAME,JUP_OB_STICKER_BOOK/CAREER_FM_ZURVIVIOR_DESC,3,35717,1000,,5,,,,,,OB,0
20669,jup_ob_sb_ch_fm_big_plans,JUP_OB_STICKER_BOOK/CAREER_FM_BIG_PLANS_NAME,JUP_OB_STICKER_BOOK/CAREER_FM_BIG_PLANS_DESC,1,35716,1000,,6,,,,,,OB,0
20671,jup_ob_sb_ch_fm_fresh_meat_mastery,JUP_OB_STICKER_BOOK/CAREER_FM_FRESH_MEAT_MASTERY_NAME,JUP_OB_STICKER_BOOK/CAREER_FM_FRESH_MEAT_MASTERY_DESC,6,43580,2500,,1,20665|20666|20667|20668|20670|20669,,,,,,0
20664,jup_ob_sb_ch_bs_butcher,JUP_OB_STICKER_BOOK/CAREER_BS_BUTCHER_NAME,JUP_OB_STICKER_BOOK/CAREER_BS_BUTCHER_DESC,100|500|1000,||43602,500|1000|2000,,1,,,,,,OB,0
20672,jup_ob_sb_ch_bs_elemental_wizard,JUP_OB_STICKER_BOOK/CAREER_BS_ELEMENTAL_WIZARD_NAME,JUP_OB_STICKER_BOOK/CAREER_BS_ELEMENTAL_WIZARD_DESC,50|75|100,||35715,500|1000|2000,,2,,,,,,OB,0
20673,jup_ob_sb_ch_bs_skull_popper,JUP_OB_STICKER_BOOK/CAREER_BS_SKULL_POPPER_NAME,JUP_OB_STICKER_BOOK/CAREER_BS_SKULL_POPPER_DESC,100|500|1000,||35714,500|1000|2000,,3,,,,,,OB,0
20674,jup_ob_sb_ch_bs_danger_close,JUP_OB_STICKER_BOOK/CAREER_BS_DANGER_CLOSE_NAME,JUP_OB_STICKER_BOOK/CAREER_BS_DANGER_CLOSE_DESC,50|150|300,||35713,500|1000|2000,,4,,,,,,OB,0
20675,jup_ob_sb_ch_bs_shotgun_gunner,JUP_OB_STICKER_BOOK/CAREER_BS_SHOTGUN_GUNNER_NAME,JUP_OB_STICKER_BOOK/CAREER_BS_SHOTGUN_GUNNER_DESC,100|500|1000,||35712,500|1000|2000,,5,,,,,,OB,0
20676,jup_ob_sb_ch_bs_arsenal_specialist,JUP_OB_STICKER_BOOK/CAREER_BS_ARSENAL_SPECIALIST_NAME,JUP_OB_STICKER_BOOK/CAREER_BS_ARSENAL_SPECIALIST_DESC,500|1000|5000,||35711,500|1000|2000,,6,,,,,,OB,0
20677,jup_ob_sb_ch_bs_battle_scarred_mastery,JUP_OB_STICKER_BOOK/CAREER_BS_BATTLE_SCARRED_MASTERY_NAME,JUP_OB_STICKER_BOOK/CAREER_BS_BATTLE_SCARRED_MASTERY_DESC,6,43581,2500,,2,20664|20672|20673|20674|20675|20676,,,,,,0
20647,jup_ob_sb_ch_sm_help_wanted,JUP_OB_STICKER_BOOK/CAREER_SM_HELP_WANTED_NAME,JUP_OB_STICKER_BOOK/CAREER_SM_HELP_WANTED_DESC,100|500|1000,||35710,500|1000|2000,,1,,,,,,OB,0
20726,jup_ob_sb_ch_sm_cratered,JUP_OB_STICKER_BOOK/CAREER_SM_CRATERED_NAME,JUP_OB_STICKER_BOOK/CAREER_SM_CRATERED_DESC,5|15|30,||35709,500|1000|2000,,2,,,,,,OB,0
20727,jup_ob_sb_ch_sm_emergency_landing,JUP_OB_STICKER_BOOK/CAREER_SM_EMERGENCY_LANDING_NAME,JUP_OB_STICKER_BOOK/CAREER_SM_EMERGENCY_LANDING_DESC,50|250|500,||35708,500|1000|2000,,3,,,,,,OB,0
20728,jup_ob_sb_ch_sm_no_loitering,JUP_OB_STICKER_BOOK/CAREER_SM_NO_LOITERING_NAME,JUP_OB_STICKER_BOOK/CAREER_SM_NO_LOITERING_DESC,10|25|50,||35707,500|1000|2000,,4,,,,,,OB,0
20729,jup_ob_sb_ch_sm_breach_and_clear,JUP_OB_STICKER_BOOK/CAREER_SM_BREACH_CLEAR_NAME,JUP_OB_STICKER_BOOK/CAREER_SM_BREACH_CLEAR_DESC,10|25|50,||35706,500|1000|2000,,5,,,,,,OB,0
20730,jup_ob_sb_ch_sm_liberation,JUP_OB_STICKER_BOOK/CAREER_SM_LIBERATION_NAME,JUP_OB_STICKER_BOOK/CAREER_SM_LIBERATION_DESC,3|5|10,||35705,500|1000|2000,,6,,,,,,OB,0
20731,jup_ob_sb_ch_sm_soldiers_of_misfortune_mastery,JUP_OB_STICKER_BOOK/CAREER_SM_SOLDIERS_OF_MISFORTUNE_MASTERY_NAME,JUP_OB_STICKER_BOOK/CAREER_SM_SOLDIERS_OF_MISFORTUNE_MASTERY_DESC,6,43582,2500,,3,20647|20726|20727|20728|20730|20729,,,,,,0
20733,jup_ob_sb_ch_ck_sign_here,JUP_OB_STICKER_BOOK/CAREER_CK_SIGN_HERE_NAME,JUP_OB_STICKER_BOOK/CAREER_CK_SIGN_HERE_DESC,25|75|150,||35704,500|1000|2000,,1,,,,,,OB,0
20734,jup_ob_sb_ch_ck_regional_law,JUP_OB_STICKER_BOOK/CAREER_CK_REGIONAL_LAW_NAME,JUP_OB_STICKER_BOOK/CAREER_CK_REGIONAL_LAW_DESC,5|10|25,||35703,500|1000|2000,,2,,,,,,OB,0
20735,jup_ob_sb_ch_ck_death_accords,JUP_OB_STICKER_BOOK/CAREER_CK_DEATH_ACCORDS_NAME,JUP_OB_STICKER_BOOK/CAREER_CK_DEATH_ACCORDS_DESC,5|10|25,||35702,500|1000|2000,,3,,,,,,OB,0
20736,jup_ob_sb_ch_ck_unbreakable_oath,JUP_OB_STICKER_BOOK/CAREER_CK_UNBREAKABLE_OATH_NAME,JUP_OB_STICKER_BOOK/CAREER_CK_UNBREAKABLE_OATH_DESC,10|25|50,||35701,500|1000|2000,,4,,,,,,OB,0
20737,jup_ob_sb_ch_ck_cosigner,JUP_OB_STICKER_BOOK/CAREER_CK_COSIGNER_NAME,JUP_OB_STICKER_BOOK/CAREER_CK_COSIGNER_DESC,5|10|25,||43699,500|1000|2000,,5,,,,,,OB,0
20738,jup_ob_sb_ch_ck_legalese,JUP_OB_STICKER_BOOK/CAREER_CK_LEGALESE_NAME,JUP_OB_STICKER_BOOK/CAREER_CK_LEGALESE_DESC,10|25|50,||35700,500|1000|2000,,6,,,,,,OB,0
20739,jup_ob_sb_ch_ck_contract_killer_mastery,JUP_OB_STICKER_BOOK/CAREER_CK_CONTRACT_KILLER_MASTERY_NAME,JUP_OB_STICKER_BOOK/CAREER_CK_CONTRACT_KILLER_MASTERY_DESC,6,43583,2500,,4,20733|20734|20735|20736|20737|20738,,,,,,0
