47,researchUpgradeDefense,special,research_upgrade_defense,200,LUA_MENU_MP/UPGRADE_DEFENSE_STATION,LUA_MENU_MP/UPGRADE_DEFENSE_STATION_DESC,ui_mp_br_loot_icon_truckwar_radar,1,LUA_MENU_MP/KIOSK_TAB_RISK_UPGRADE,50,,,0,
48,researchUpgradeUAV,special,research_upgrade_uav,200,LUA_MENU_MP/UPGRADE_UAV_STATION,LUA_MENU_MP/UPGRADE_UAV_STATION_DESC,ui_mp_br_loot_icon_truckwar_radar,1,LUA_MENU_MP/KIOSK_TAB_RISK_UPGRADE,50,,,0,
49,researchUpgradeVehicle,special,research_upgrade_vehicle,200,LUA_MENU_MP/UPGRADE_VEHICLE_STATION,LUA_MENU_MP/UPGRADE_VEHICLE_STATION_DESC,ui_mp_br_loot_icon_truckwar_radar,1,LUA_MENU_MP/KIOSK_TAB_RISK_UPGRADE,50,,,0,
50,respawnToken,special,respawn_token,200,MP_BR_INGAME/RESPAWN_TOKEN_DMZ,MP_BR_INGAME/KIOSK_ITEM_RESPAWN_TOKEN_DMZ_DESC,hud_icon_loot_revive,2,MP_BR_INGAME/RESPAWN,50,,,0,
51,reviveToken,special,self_revive_token,200,MP_BR_INGAME/KIOSK_ITEM_SELF_REVIVE,MP_BR_INGAME/KIOSK_ITEM_SELF_REVIVE_DESC,hud_icon_loot_revive,1,MP_BR_INGAME/ITEM_TYPE_LAST_STAND,50,8548,,0,
52,reviveTokenMobile,special,self_revive_token_mobile,200,MP_BR_INGAME/KIOSK_ITEM_SELF_REVIVE,MP_BR_INGAME/KIOSK_ITEM_SELF_REVIVE_DESC,hud_icon_loot_revive,1,MP_BR_INGAME/ITEM_TYPE_LAST_STAND,50,8548,,0,
53,riskTurret,special,risk_turret,200,LUA_MENU_MP/RISK_SENTRY_TURRET,LUA_MENU_MP/RISK_SENTRY_TURRET_DESC,ui_mp_br_loot_icon_truckwar_radar,1,LUA_MENU_MP/KIOSK_TAB_RISK_UPGRADE,50,,,0,
54,romeo870Comm,weapon,brloot_weapon_sh_romeo870_comm,999,WEAPON/SH_ROMEO870,WEAPON/SH_ROMEO870,icon_weapon_sh_romeo870,1,LOOT_MP/ITEM_TYPE_WEAPON,50,37,,0,
55,sbetaLege,weapon,brloot_weapon_sn_sbeta_lege,999,WEAPON/SN_ALPHA50_V9,WEAPON/SN_ALPHA50_V9,ui_loot_weapon_sn_alpha50_v9,1,LOOT_MP/ITEM_TYPE_WEAPON,50,1062,,0,
56,scharlieLeg,weapon,brloot_weapon_ar_scharlie_rare,999,WEAPON/AR_SCHARLIE_V20,WEAPON/AR_SCHARLIE_V20,icon_weapon_ar_scharlie,1,LOOT_MP/ITEM_TYPE_WEAPON,50,1123,,0,
57,scramblerDrone,killstreak,scrambler_drone_guard,400,KILLSTREAKS/SCRAMBLER_DRONE,KILLSTREAKS/SCRAMBLER_DRONE_DESC,hud_icon_killstreak_cuav,4,MP_BR_INGAME/ITEM_TYPE_KILLSTREAK,50,9170,,0,
58,skydiveRedeploy,special,skydive_redeploy,200,LUA_MENU_MP/RISK_SKYDIVE_REDEPLOY,LUA_MENU_MP/RISK_SKYDIVE_REDEPLOY_DESC,hud_icon_loot_revive,1,MP_BR_INGAME/REDEPLOY,50,,,0,
59,specialty_covert_ops,perk,specialty_covert_ops,150,PERKS/COVERT_OPS,PERKS/COVERT_OPS_DESC,iw9_icon_perk_covert_ops,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
60,specialty_eod,perk,specialty_eod,150,PERKS/EOD,PERKS/EOD_DESC,iw9_icon_perk_eod,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
61,specialty_extra_shrapnel,perk,specialty_extra_shrapnel,150,PERKS/SHRAPNEL,PERKS/SHRAPNEL_DESC,iw9_icon_perk_shrapnel,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
62,specialty_extra_tactical,perk,specialty_extra_tactical,150,PERKS/EXTRA_TACTICAL,PERKS/EXTRA_TACTICAL_DESC,iw9_icon_perk_extra_tactical,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
63,specialty_focus,perk,specialty_focus,150,PERKS/FOCUS,PERKS/FOCUS_DESC,iw9_icon_perk_focus,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
64,specialty_grenade_expert,perk,specialty_grenade_expert,150,PERKS/GRENADE_EXPERT,PERKS/GRENADE_EXPERT_DESC,iw9_icon_perk_pitcher,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
65,specialty_guerrilla,perk,specialty_guerrilla,150,PERKS/GUERRILLA,PERKS/GUERRILLA_DESC,iw9_icon_perk_guerilla,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
66,specialty_hardline,perk,specialty_hardline,150,PERKS/HARDLINE,PERKS/DESC_HARDLINE,iw9_icon_perk_hardline,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
67,specialty_heavy_metal,perk,specialty_heavy_metal,150,PERKS/HEAVY_METAL,PERKS/HEAVY_METAL_DESC,iw9_icon_perk_heavy_metal,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
68,specialty_huntmaster,perk,specialty_huntmaster,150,PERKS/HUNTMASTER,PERKS/HUNTMASTER_DESC,iw9_icon_perk_tracker,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
69,specialty_hustle,perk,specialty_hustle,150,PERKS/HUSTLE,PERKS/HUSTLE_DESC,iw9_icon_perk_hustle,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
70,specialty_quick_fix,perk,specialty_quick_fix,150,PERKS/QUICK_FIX,PERKS/QUICK_FIX_DESC,iw9_icon_perk_quick_fix,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
71,specialty_restock,perk,specialty_restock,150,PERKS/RESTOCK,PERKS/RESTOCK_DESC,iw9_icon_perk_restock,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
72,specialty_scavenger_plus,perk,specialty_scavenger_plus,150,PERKS/SCAVENGER,PERKS/DESC_SCAVENGER,iw9_icon_perk_scavenger,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
73,specialty_strategist,perk,specialty_strategist,150,PERKS/STRATEGIST,PERKS/STRATEGIST_DESC,icon_perk_slot_pointman_ui,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
74,specialty_surveillance,perk,specialty_surveillance,150,PERKS/SURVEILLANCE,PERKS/SURVEILLANCE_DESC,iw9_icon_perk_surveillance,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
75,specialty_tac_resist,perk,specialty_tac_resist,150,PERKS/TAC_RESIST,PERKS/TAC_RESIST_DESC,iw9_icon_perk_tac_resist,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
76,specialty_tactical_recon,perk,specialty_tactical_recon,150,PERKS/TACTICAL_RECON,PERKS/TACTICAL_RECON_DESC,iw9_icon_perk_tactical_recon,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
77,specialty_third_person,perk,specialty_third_person,150,PERKS/THIRD_PERSON,PERKS/THIRD_PERSON_DESC,icon_perk_slot_third_person_ui,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
78,specialty_tune_up,perk,specialty_tune_up,150,PERKS/TUNE_UP,PERKS/TUNE_UP_DESC,iw9_icon_perk_tune_up,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
79,specialty_warhead,perk,specialty_warhead,150,PERKS/WARHEAD,PERKS/WARHEAD_DESC,iw9_icon_perk_warhead,6,MP_INGAME_ONLY/ITEM_TYPE_PERK,50,,,0,
80,super_ammo_drop,fieldupgrade,super_ammo_drop,200,EQUIPMENT/AMMO_DROP,EQUIPMENT/AMMO_DROP_DESC,hud_icon_fieldupgrade_ammo_box,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,27287,,0,
81,super_armor_drop,fieldupgrade,super_armor_drop,200,EQUIPMENT/ARMOR_DROP,EQUIPMENT/ARMOR_DROP_DESC,hud_icon_fieldupgrade_armor_box,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,27290,,0,
82,super_balloon_extract,fieldupgrade,super_balloon_extract,200,SUPER_MP/BALLOON_EXTRACT,SUPER_MP/BR_BALLOON_EXTRACT_DESC,ui_mp_br_loot_icon_plunder_extract_balloon,1,MP_BR_INGAME/ITEM_TYPE_SUPER,50,9240,,0,
83,super_battlerage,equipment,equip_battlerage,290,EQUIPMENT/BATTLE_RAGE,EQUIPMENT/BATTLE_RAGE_DESC,hud_icon_fieldupgrade_battle_rage,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,27294,,0,
84,super_blastshield_drop,fieldupgrade,super_blastshield_drop,165,SUPER_MP/BLASTSHIELD_DROP,SUPER_MP/BLASTSHIELD_DROP_DESC,hud_icon_equipment_blastshield_box,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,,,0,
85,super_deadsilence,fieldupgrade,super_deadsilence,290,SUPER_MP/DEADSILENCE,SUPER_MP/DEADSILENCE_DESC,hud_icon_fieldupgrade_deadsilence,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,27286,,0,
86,super_emp_pulse,fieldupgrade,super_emp_pulse,200,SUPER_MP/DDOS,SUPER_MP/DDOS_DESC,hud_icon_fieldupgrade_emp,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,27297,,0,
87,super_recon_drone,fieldupgrade,super_recon_drone,200,SUPER_MP/RECON_DRONE,SUPER_MP/RECON_DRONE_DESC,hud_icon_fieldupgrade_drone_recon,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,27275,,0,
88,super_sonar_pulse,fieldupgrade,super_sonar_pulse,140,SUPER_MP/SONAR_PULSE,SUPER_MP/SONAR_PULSE_DESC,hud_icon_fieldupgrade_sonar_pulse,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,27305,,0,
89,super_sound_veil,fieldupgrade,super_sound_veil,200,SUPER_MP/SOUND_VEIL,SUPER_MP/SOUND_VEIL_DESC,hud_icon_fieldupgrade_sound_veil,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,27304,,0,
90,super_stimpistol,fieldupgrade,super_stimpistol,240,WEAPON/PI_STIMPISTOL,PERKS/PI_STIMPISTOL,hud_icon_fieldupgrade_stim_pistol,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,27301,,0,
91,super_suppression_rounds,fieldupgrade,super_suppression_rounds,240,SUPER_MP/SUPPRESSION_ROUNDS,SUPER_MP/SUPPRESSION_ROUNDS_DESC,hud_icon_fieldupgrade_apr,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,9243,,0,
92,super_tac_camera,fieldupgrade,super_tac_camera,165,EQUIPMENT/TAC_CAMERA,EQUIPMENT/TAC_CAMERA_DESC,hud_icon_fieldupgrade_tac_cam,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,27293,,0,
93,super_tac_cover,fieldupgrade,super_tac_cover,165,EQUIPMENT/TACTICAL_COVER,EQUIPMENT/TACTICAL_COVER_DESC,hud_icon_equipment_tac_cover,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,27271,,0,
94,super_tac_insert,fieldupgrade,super_tac_insert,240,SUPER_MP/TAC_INSERT,SUPER_MP/TAC_INSERT_DESC,hud_icon_fieldupgrade_tac_insert,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,,,0,
95,super_trophy,fieldupgrade,super_trophy,165,EQUIPMENT/TROPHY,EQUIPMENT/TROPHY_DESC,hud_icon_fieldupgrade_trophy,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,27272,,0,
96,super_weapon_drop,fieldupgrade,super_weapon_drop,200,SUPER_MP/WEAPON_DROP,SUPER_MP/WEAPON_DROP_DESC,hud_icon_fieldupgrade_weapon_drop,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,,,0,
97,supplyDrop,special,supply_drop,200,EQUIPMENT/ADVANCED_SUPPLY_DROP,EQUIPMENT/ADVANCED_SUPPLY_DROP_DESC,hud_icon_fieldupgrade_loadout_drop,1,MP_BR_INGAME/ITEM_TYPE_SUPER,50,9231,,0,
98,supportBox,fieldupgrade,super_support_box,200,MP_BR_INGAME/KIOSK_ITEM_AMMO_REFILL,MP_BR_INGAME/KIOSK_ITEM_AMMO_REFILL_DESC,,3,LOOT_MP/ITEM_TYPE_AMMO,50,,,0,
99,tacInsert,fieldupgrade,super_tac_insert,240,MP_BR_INGAME/KIOSK_ITEM_AMMO_REFILL,MP_BR_INGAME/KIOSK_ITEM_AMMO_REFILL_DESC,,3,MP_BR_INGAME/ITEM_TYPE_SUPER,50,,,0,
100,tacRover,vehicle,tac_rover,999,VEHICLES/TAC_ROVER,VEHICLES/TAC_ROVER_DESC,,5,MP_BR_INGAME/ITEM_TYPE_VEHICLE,50,,,0,
101,teamReviver,teamrevive,teamrevive,400,MP_BR_INGAME/KIOSK_ITEM_TEAM_REVIVE,MP_BR_INGAME/KIOSK_ITEM_TEAM_REVIVE_DESC,hud_icon_loot_revive,2,MP_BR_INGAME/REDEPLOY,50,16662,,0,
102,timerSkip,special,timer_skip,200,CP_WEAPON_BUY/SKIPTIMER,CP_WEAPON_BUY/SKIPTIMER_DESC,hud_icon_killstreak_death_switch,1,LUA_MENU_MP/KIOSK_TAB_RISK_UPGRADE,50,,,0,
103,tomaStrike,killstreak,toma_strike,575,KILLSTREAKS/TOMA_STRIKE,KILLSTREAKS/TOMA_STRIKE_DESC,hud_icon_killstreak_mortar_strike,4,MP_BR_INGAME/ITEM_TYPE_KILLSTREAK,50,27329,,0,
104,uavPing,special,uav_ping,200,LUA_MENU_MP/RISK_UAV_PING,LUA_MENU_MP/RISK_UAV_PING_DESC,ui_mp_br_loot_icon_truckwar_radar,1,LUA_MENU_MP/KIOSK_TAB_RISK_UPGRADE,50,,,0,
105,uavPingDuration,special,uav_ping_duration,200,LUA_MENU_MP/UPGRADE_UAV_DURATION,LUA_MENU_MP/UPGRADE_UAV_DURATION_DESC,ui_mp_br_loot_icon_truckwar_radar,1,LUA_MENU_MP/KIOSK_TAB_RISK_UPGRADE,50,,,0,
106,uavPingGlobal,special,uav_ping_global,200,LUA_MENU_MP/UPGRADE_UAV_GLOBAL,LUA_MENU_MP/UPGRADE_UAV_GLOBAL_DESC,ui_mp_br_loot_icon_truckwar_radar,1,LUA_MENU_MP/KIOSK_TAB_RISK_UPGRADE,50,,,0,
107,uavPingRadius,special,uav_ping_radius,200,LUA_MENU_MP/UPGRADE_UAV_RADIUS,LUA_MENU_MP/UPGRADE_UAV_RADIUS_DESC,ui_mp_br_loot_icon_truckwar_radar,1,LUA_MENU_MP/KIOSK_TAB_RISK_UPGRADE,50,,,0,
108,uavStreak,killstreak,uav,400,KILLSTREAKS/UAV,KILLSTREAKS/UAV_DESC,hud_icon_killstreak_uav,4,MP_BR_INGAME/ITEM_TYPE_KILLSTREAK,50,9145,,0,
109,vehAPCAmmo,special,vehicle_apc_improved_ammo,200,LUA_MENU_MP/UPGRADE_VEH_APC_AMMO,LUA_MENU_MP/UPGRADE_VEH_APC_AMMO_DESC,hud_icon_loot_armor_plate,1,LUA_MENU_MP/KIOSK_TAB_RISK_UPGRADE,50,,,0,
110,vehDefenseT1,special,vehicle_defense_tier_1,200,LUA_MENU_MP/UPGRADE_VEH_DEFENSE_T1,LUA_MENU_MP/UPGRADE_VEH_DEFENSE_T1_DESC,hud_icon_loot_armor_plate,1,LUA_MENU_MP/KIOSK_TAB_RISK_UPGRADE,50,,,0,
