18653,jup_ch_gununlock_iw9_sh_mbravo_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_SH_MBRAVO_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_SH_MBRAVO_MP_DESC,50,,11356,,,,,0
18655,jup_ch_gununlock_iw9_lm_ngolf7_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_LM_NGOLF7_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_LM_NGOLF7_MP_DESC,50,,11303,,,,,0
18657,jup_ch_gununlock_iw9_lm_slima_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_LM_SLIMA_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_LM_SLIMA_MP_DESC,50,,11314,,,,,0
18659,jup_ch_gununlock_iw9_dm_mike24_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_DM_MIKE24_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_DM_MIKE24_MP_DESC,50,,11330,,,,,0
18661,jup_ch_gununlock_iw9_dm_sbeta_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_DM_SBETA_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_DM_SBETA_MP_DESC,10,,11329,,,,,0
18686,jup_ch_gununlock_iw9_sn_mromeo_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_SN_MROMEO_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_SN_MROMEO_MP_DESC,50,,11317,,,,,0
18688,jup_ch_gununlock_iw9_sn_limax_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_SN_LIMAX_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_SN_LIMAX_MP_DESC,50,,11358,,,,,0
18690,jup_ch_gununlock_iw9_tacitcal_knife_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_TACITCAL_KNIFE_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_TACITCAL_KNIFE_MP_DESC,50,,11355,,,,,0
18692,jup_ch_gununlock_iw9_riotshield_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_RIOTSHIELD_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_RIOTSHIELD_MP_DESC,10,,11353,,,,,0
18693,jup_ch_gununlock_iw9_la_rpapa7_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_LA_RPAPA7_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_LA_RPAPA7_MP_DESC,25,,11351,,,,,0
18699,jup_ch_gununlock_iw9_la_kgolf_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_LA_KGOLF_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_LA_KGOLF_MP_DESC,50,,11326,,,,,0
18701,jup_ch_gununlock_iw9_pi_papa220_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_PI_PAPA220_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_PI_PAPA220_MP_DESC,50,,11352,,,,,0
18703,jup_ch_gununlock_iw9_pi_decho_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_PI_DECHO_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_PI_DECHO_MP_DESC,50,,11324,,,,,0
18705,jup_ch_gununlock_iw9_pi_golf17_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_PI_GOLF17_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_PI_GOLF17_MP_DESC,50,,11307,,,,,0
18707,jup_ch_gununlock_iw9_pi_swhiskey_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_PI_SWHISKEY_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_PI_SWHISKEY_MP_DESC,10,,11367,,,,,0
18709,jup_ch_gununlock_iw9_ar_mcharlie_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_AR_MCHARLIE_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_AR_MCHARLIE_MP_DESC,50,,11346,,,,,0
21786,jup_ch_gununlock_iw9_sm_pap90_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_SM_PAP90_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_SM_PAP90_MP_DESC,75,,11374,,,,,0
26941,jup_ch_gununlock_iw9_throwstar_mp,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_THROWSTAR_MP,CHALLENGE/JUP_CH_GUNUNLOCK_IW9_THROWSTAR_MP_DESC,50,,43532,,,,,0
9983,iw9_ch_gununlock_mcbravo,WEAPON/GUNUNLOCK_AR_MCBRAVO,CHALLENGE/GUN_UNLOCK_MCBRAVO_ALT,15,0,11345,,,,,0
9984,iw9_ch_gununlock_mcharlie,WEAPON/GUNUNLOCK_AR_MCHARLIE,CHALLENGE/MCHARLIE_DMZ_CHALLENGE,50,0,11346,,,,1,0
9985,iw9_ch_gununlock_mpapax,WEAPON/GUNUNLOCK_SM_MPAPAX,CHALLENGE/GUN_UNLOCK_MPAPAX,25,0,11335,,,,,0
9986,iw9_ch_gununlock_alpha50,WEAPON/GUNUNLOCK_SN_ALPHA50,CHALLENGE/GUN_UNLOCK_ALPHA50,15,0,11359,,,,,0
15123,ub_gl_drill_akilo_unlock,CHALLENGE/UB_GL_DRILL_AKILO_UNLOCK,CHALLENGE/UB_GL_DRILL_AKILO_UNLOCK_DESC,10,2500,24709,,,,,0
15125,ub_gl_drill_mini_unlock,CHALLENGE/UB_GL_DRILL_MINI_UNLOCK,CHALLENGE/UB_GL_DRILL_MINI_UNLOCK_DESC,20,5000,24710,,,,,0
15124,ub_gl_drill_scharlie_unlock,CHALLENGE/UB_GL_DRILL_SCHARLIE_UNLOCK,CHALLENGE/UB_GL_DRILL_SCHARLIE_UNLOCK_DESC,20,5000,24711,,,,,0
15135,pgrip_ass_p42_unlock,CHALLENGE/PGRIP_ASS_P42_UNLOCK,CHALLENGE/PGRIP_ASS_P42_UNLOCK_DESC,15,2500,23551,,,,,0
16911,akimbo_tango9_unlock,CHALLENGE/AKIMBO_UNLOCK_TANGO9,CHALLENGE/AKIMBO_UNLOCK_TANGO9_DESC,25,2500,24594,,,,,0
17649,ubsh_db_unlock,CHALLENGE/UBSH_DB_UNLOCK,CHALLENGE/UBSH_DB_UNLOCK_DESC,15,2500,34377,,,,,0
11722,iw9_ch_gununlock_crossbow,CHALLENGE/GUN_UNLOCK_CROSSBOW_NAME,CHALLENGE/GUN_UNLOCK_CROSSBOW,50,0,11322,,,,,0
11723,iw9_ch_gununlock_acharlie300,WEAPON/GUNUNLOCK_AR_ACHARLIE300,CHALLENGE/GUN_UNLOCK_ACHARLIE300,50,0,14657,,,,,0
11724,iw9_ch_gununlock_vecho,WEAPON/GUNUNLOCK_SH_VECHO,CHALLENGE/GUN_UNLOCK_VECHO,50,0,13531,,,,,0
12096,iw9_ch_gununlock_sword01,WEAPON/GUNUNLOCK_ME_SWORD01,CHALLENGE/GUN_UNLOCK_SWORD01,100,0,16017,,,,,0
14829,iw9_ch_gununlock_tango9,CHALLENGE/GUN_UNLOCK,CHALLENGE/GUN_UNLOCK_TANGO9,50,0,24089,,,,,0
14830,iw9_ch_gununlock_dechoauto,WEAPON/GUNUNLOCK_PI_DECHOAUTO,CHALLENGE/GUN_UNLOCK_DECHOAUTO,30,0,24472,,,,,0
14832,iw9_ch_gununlock_throwstar,WEAPON/GUNUNLOCK_EQ_THROWSTAR,CHALLENGE/GUN_UNLOCK_THROWSTAR,50,0,23263,,,,,0
12384,iw9_ch_gununlock_stango25,CHALLENGE/GUN_UNLOCK_STANGO25_NAME,CHALLENGE/GUN_UNLOCK_STANGO25,25,0,16976,,,,,0
13215,iw9_ch_gununlock_ngsierra,CHALLENGE/GUN_UNLOCK_NGSIERRA_NAME,CHALLENGE/GUN_UNLOCK_NGSIERRA,30,0,22002,,,,,0
13216,iw9_ch_gununlock_india,CHALLENGE/GUN_UNLOCK_INDIA_NAME,CHALLENGE/GUN_UNLOCK_INDIA,30,0,22228,,,,,0
15412,iw9_ch_gununlock_helima,CHALLENGE/GUN_UNLOCK_HELIMA_NAME,CHALLENGE/GUN_UNLOCK_HELIMA,30,0,26647,,,,,0
15413,iw9_ch_gununlock_acharlie45,CHALLENGE/GUN_UNLOCK_ACHARLIE45_NAME,CHALLENGE/GUN_UNLOCK_ACHARLIE45,45,0,26710,,,,,0
17059,iw9_ch_gununlock_tonfa,CHALLENGE/GUN_UNLOCK,SEASONAL_EVENT/DELTA_COMMUNITY_DESC,1,0,25653,,,,,0
17155,iw9_ch_seasonal_s45_shotgun_pointblank_unlock,CHALLENGE/SEASONAL_S45_SHOTGUN_POINTBLANK,CHALLENGE/SEASONAL_S45_SHOTGUN_POINTBLANK_DESC,30,2000,29624,,,,,0
20628,iw9_ch_gununlock_fecho,CHALLENGE/GUN_UNLOCK_FECHO_NAME,CHALLENGE/GUN_UNLOCK_FECHO,35,0,29324,,,,,0
20629,iw9_ch_gununlock_walpha,CHALLENGE/GUN_UNLOCK_WALPHA_NAME,CHALLENGE/GUN_UNLOCK_WALPHA,25,0,31576,,,,,0
21713,iw9_ch_gununlock_ralpha_2,CHALLENGE/GUN_UNLOCK_RALPHA_NAME,CHALLENGE/GUN_UNLOCK_RALPHA,35,2000,30679,,,,,0
21443,iw9_ch_seasonal_s55_bp_1,CHALLENGE/SEASONAL_S55_BP_1,CHALLENGE/SEASONAL_S55_BP_1_DESC,15,2000,35505,,,,,0
21445,iw9_ch_seasonal_s55_bp_3,CHALLENGE/SEASONAL_S55_BP_3,CHALLENGE/SEASONAL_S55_BP_3_DESC,15,2000,32914,,,,,0
21447,iw9_ch_seasonal_s55_bp_5,CHALLENGE/SEASONAL_S55_BP_5,CHALLENGE/SEASONAL_S55_BP_5_DESC,30,2000,35487,,,,,0
