DEMONWARE,LoginQueueClosed,2,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/GUERNSEY,ONLINE/LOGIN_QUEUE_CLOSED
DEMONWARE,NotSignedIntoPlatform,3,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/ABERDEEN,FENCE_STATUS_DESCRIPTIONS/DEMONWARE_ACTIVE
DEMONWARE,NotSignedIntoDemonware,4,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/NORTHAMPTONSHIRE,FENCE_STATUS_DESCRIPTIONS/DEMONWARE_ACTIVE
DEMONWARE,Queued,5,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/PETERSON,FENCE_STATUS_DESCRIPTIONS/DEMONWARE_QUEUED
DEMONWARE,SignedIntoDemonware,6,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/GREENWICH,FENCE_STATUS_DESCRIPTIONS/DEMONWARE_SUCCESS
DEMONWARE,FailedInvalidUsername,7,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/LEMONNIER,FENCE_STATUS_DESCRIPTIONS/DEMONWARE_FAILED
DEMONWARE,NotWhitelisted,8,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/FAIRCHILD,FENCE_STATUS_DESCRIPTIONS/DEMONWARE_FAILED
DEMONWARE,LoginFailureFirstPartyError,9,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/MCENTIRE,FENCE_STATUS_DESCRIPTIONS/DEMONWARE_FAILED
DEMONWARE,LoginFailureAuthError,10,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/WACKERNHEIM,FENCE_STATUS_DESCRIPTIONS/DEMONWARE_FAILED
DEMONWARE,LoginFailureUmbrellaError,11,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/EARLE,FENCE_STATUS_DESCRIPTIONS/DEMONWARE_FAILED
DEMONWARE,LoginFailureUnoError,12,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/SHAFTER,FENCE_STATUS_DESCRIPTIONS/DEMONWARE_FAILED
DEMONWARE,LoginFailureUnknownError,13,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/NATICK,FENCE_STATUS_DESCRIPTIONS/DEMONWARE_FAILED
DEMONWARE,LoginFailureServiceError,14,FENCE_STATUS_CODES/DETRICK,FENCE_STATUS_CODES/GEILENKIRCHEN,FENCE_STATUS_DESCRIPTIONS/DEMONWARE_FAILED
NETWORKING,None,-1,FENCE_STATUS_CODES/HUENEME,FENCE_STATUS_CODES/LEJEUNE,FENCE_STATUS_DESCRIPTIONS/NETWORKING_IDLE
NETWORKING,StartFailed,0,FENCE_STATUS_CODES/HUENEME,FENCE_STATUS_CODES/NEGEV,FENCE_STATUS_DESCRIPTIONS/NETWORKING_START_FAILED
NETWORKING,Offline,1,FENCE_STATUS_CODES/HUENEME,FENCE_STATUS_CODES/CONCORD,FENCE_STATUS_DESCRIPTIONS/NETWORKING_FAILED_OFFLINE
NETWORKING,NotWhitelisted,2,FENCE_STATUS_CODES/HUENEME,FENCE_STATUS_CODES/GRANDE,FENCE_STATUS_DESCRIPTIONS/NETWORKING_FAILED_OFFLINE
NETWORKING,NoLocalIP,3,FENCE_STATUS_CODES/HUENEME,FENCE_STATUS_CODES/KLEBER,FENCE_STATUS_DESCRIPTIONS/NET_CONNECTION_NO_LOCAL_IP
NETWORKING,NoRelayServer,4,FENCE_STATUS_CODES/HUENEME,FENCE_STATUS_CODES/ERBIL,FENCE_STATUS_DESCRIPTIONS/NET_CONNECTION_NO_RELAY_SERVER
NETWORKING,RelayDisconnected,5,FENCE_STATUS_CODES/HUENEME,FENCE_STATUS_CODES/BLISS,FENCE_STATUS_DESCRIPTIONS/NET_CONNECTION_RELAY_DISCONNECTED
NETWORKING,InvalidSocketFamily,6,FENCE_STATUS_CODES/HUENEME,FENCE_STATUS_CODES/KOGALNICEANU,FENCE_STATUS_DESCRIPTIONS/NET_CONNECTION_INVALID_SOCKET_FAMILY
NETWORKING,InvalidNetParamsConfig,7,FENCE_STATUS_CODES/HUENEME,FENCE_STATUS_CODES/WILLIAM,FENCE_STATUS_DESCRIPTIONS/NET_CONNECTION_INVALID_NET_PARAMS_CONFIG
NETWORKING,BindPortFailed,8,FENCE_STATUS_CODES/HUENEME,FENCE_STATUS_CODES/CROUGHTON,FENCE_STATUS_DESCRIPTIONS/NET_CONNECTION_BIND_PORT_FAILED
NETWORKING,IpNatDiscoveryFailed,9,FENCE_STATUS_CODES/HUENEME,FENCE_STATUS_CODES/FIREBASE,FENCE_STATUS_DESCRIPTIONS/NET_CONNECTION_NAT_DISCOVERY_FAILED
NETWORKING,DNSLookupStartFailed,10,FENCE_STATUS_CODES/HUENEME,FENCE_STATUS_CODES/FREMANTLE,FENCE_STATUS_DESCRIPTIONS/NET_CONNECTION_DNS_LOOKUP_FAILED
PUBLISHER_VARS,None,-1,FENCE_STATUS_CODES/LINCOLN,FENCE_STATUS_CODES/ANBAR,FENCE_STATUS_DESCRIPTIONS/PUBLISHER_VARS_IDLE
PUBLISHER_VARS,TimedOut,0,FENCE_STATUS_CODES/LINCOLN,FENCE_STATUS_CODES/BRAGG,FENCE_STATUS_DESCRIPTIONS/PUBLISHER_VARIABLES_TIMED_OUT
DCQOS,None,-1,FENCE_STATUS_CODES/WOLTERS,FENCE_STATUS_CODES/JOAQUIN,FENCE_STATUS_DESCRIPTIONS/DCQOS_IDLE
DCQOS,Requested,0,FENCE_STATUS_CODES/WOLTERS,FENCE_STATUS_CODES/INDIANA,FENCE_STATUS_DESCRIPTIONS/GENERIC_CONNECTING_ONLINE
DCQOS,AwaitingDatacenters,1,FENCE_STATUS_CODES/WOLTERS,FENCE_STATUS_CODES/PEASON,FENCE_STATUS_DESCRIPTIONS/GENERIC_CONNECTING_ONLINE
DCQOS,PingingDatacenters,2,FENCE_STATUS_CODES/WOLTERS,FENCE_STATUS_CODES/RIPLEY,FENCE_STATUS_DESCRIPTIONS/GENERIC_CONNECTING_ONLINE
DCQOS,RequestedDatacenters,3,FENCE_STATUS_CODES/WOLTERS,FENCE_STATUS_CODES/RANGE,FENCE_STATUS_DESCRIPTIONS/GENERIC_CONNECTING_ONLINE
DCQOS,FetchingDatacenters,4,FENCE_STATUS_CODES/WOLTERS,FENCE_STATUS_CODES/ANNEX,FENCE_STATUS_DESCRIPTIONS/GENERIC_CONNECTING_ONLINE
DCQOS,Complete,5,FENCE_STATUS_CODES/WOLTERS,FENCE_STATUS_CODES/GARMISCH,FENCE_STATUS_DESCRIPTIONS/GENERIC_CONNECTING_ONLINE
DCQOS,QosFailed,6,FENCE_STATUS_CODES/WOLTERS,FENCE_STATUS_CODES/DWYER,FENCE_STATUS_DESCRIPTIONS/GENERIC_CONNECTING_ONLINE
DCQOS,FetchFailed,7,FENCE_STATUS_CODES/WOLTERS,FENCE_STATUS_CODES/HUNTINGDONSHIRE,FENCE_STATUS_DESCRIPTIONS/GENERIC_CONNECTING_ONLINE
RELAY,None,-1,FENCE_STATUS_CODES/PUERTO,FENCE_STATUS_CODES/CORPUS,FENCE_STATUS_DESCRIPTIONS/RELAY_IDLE
ONLINE_PERMISSIONS,None,-1,FENCE_STATUS_CODES/PUGET,FENCE_STATUS_CODES/MILAN,FENCE_STATUS_DESCRIPTIONS/ONLINE_PERMISSIONS_IDLE
ONLINE_PERMISSIONS,MPNotAllowed,0,FENCE_STATUS_CODES/PUGET,FENCE_STATUS_CODES/GARCIA,XBOXLIVE/MPNOTALLOWED
ONLINE_PERMISSIONS,TURequired,1,FENCE_STATUS_CODES/PUGET,FENCE_STATUS_CODES/COOKE,PLATFORM/TU_REQUIRED
ONLINE_PERMISSIONS,OnlineServicesError,2,FENCE_STATUS_CODES/PUGET,FENCE_STATUS_CODES/ALTUS,ONLINE/ONLINE_SERVICES_ERROR
ONLINE_PERMISSIONS,FetchingNPData,3,FENCE_STATUS_CODES/PUGET,FENCE_STATUS_CODES/PARKS,FENCE_STATUS_DESCRIPTIONS/ONLINE_PERMISSIONS_FETCHING_NP_DATA
ONLINE_PERMISSIONS,BattlenetServicesFailed,4,FENCE_STATUS_CODES/PUGET,FENCE_STATUS_CODES/FOSTER,FENCE_STATUS_DESCRIPTIONS/ONLINE_PERMISSIONS_PLATFORM_FAILED
ONLINE_PERMISSIONS,TimedOut,5,FENCE_STATUS_CODES/PUGET,FENCE_STATUS_CODES/LAKES,FENCE_STATUS_DESCRIPTIONS/ONLINE_PERMISSIONS_TIMED_OUT
ONLINE,None,-1,FENCE_STATUS_CODES/IZMIR,FENCE_STATUS_CODES/MAXWELL,XBOXLIVE/POPUP_CONNECTION
DW_TIME,None,-1,FENCE_STATUS_CODES/SHERMAN,FENCE_STATUS_CODES/STUTTGART,FENCE_STATUS_DESCRIPTIONS/DW_TIME_IDLE
DW_TIME,TimedOut,0,FENCE_STATUS_CODES/SHERMAN,FENCE_STATUS_CODES/BULLIS,FENCE_STATUS_DESCRIPTIONS/DW_TIME_TIMED_OUT
ACHIEVEMENTENGINE,None,-1,FENCE_STATUS_CODES/SMITH,FENCE_STATUS_CODES/ASHLAND,FENCE_STATUS_DESCRIPTIONS/ACHIEVEMENT_ENGINE_IDLE
ACHIEVEMENTENGINE,TimedOut,0,FENCE_STATUS_CODES/SMITH,FENCE_STATUS_CODES/CAMP,FENCE_STATUS_DESCRIPTIONS/ACHIEVEMENT_ENGINE_TIMED_OUT
ACHIEVEMENTENGINE,Fetching,1,FENCE_STATUS_CODES/SMITH,FENCE_STATUS_CODES/TOBYHANNA,FENCE_STATUS_DESCRIPTIONS/ACHIEVEMENT_ENGINE_FETCHING
ACHIEVEMENTENGINE,Complete,2,FENCE_STATUS_CODES/SMITH,FENCE_STATUS_CODES/WILLOW,FENCE_STATUS_DESCRIPTIONS/ACHIEVEMENT_ENGINE_COMPLETE
ACHIEVEMENTENGINE,Failed,3,FENCE_STATUS_CODES/SMITH,FENCE_STATUS_CODES/DETROIT,FENCE_STATUS_DESCRIPTIONS/ACHIEVEMENT_ENGINE_FAILED
PLAYLISTS,None,-1,FENCE_STATUS_CODES/DUHOK,FENCE_STATUS_CODES/DOVER,FENCE_STATUS_DESCRIPTIONS/PLAYLISTS_IDLE
PLAYLISTS,FetchComplete,0,FENCE_STATUS_CODES/DUHOK,FENCE_STATUS_CODES/AOMORI,FENCE_STATUS_DESCRIPTIONS/PLAYLISTS_UPDATED
PLAYLISTS,FetchTrying,1,FENCE_STATUS_CODES/DUHOK,FENCE_STATUS_CODES/LANDSTUHL,FENCE_STATUS_DESCRIPTIONS/PLAYLISTS_UPDATING
PLAYLISTS,FetchDownloading,2,FENCE_STATUS_CODES/DUHOK,FENCE_STATUS_CODES/DARMSTADT,FENCE_STATUS_DESCRIPTIONS/PLAYLISTS_UPDATING
PLAYLISTS,FetchUnpacking,3,FENCE_STATUS_CODES/DUHOK,FENCE_STATUS_CODES/CAROLINA,FENCE_STATUS_DESCRIPTIONS/PLAYLISTS_UPDATING
PLAYLISTS,FailedUnpackZeroObjectSize,4,FENCE_STATUS_CODES/DUHOK,FENCE_STATUS_CODES/BRANDON,FENCE_STATUS_DESCRIPTIONS/PLAYLISTS_UPDATE_FAILED
PLAYLISTS,FailedUnpackZeroAggrSize,5,FENCE_STATUS_CODES/DUHOK,FENCE_STATUS_CODES/DEVESELU,FENCE_STATUS_DESCRIPTIONS/PLAYLISTS_UPDATE_FAILED
PLAYLISTS,FailedNewPlaylistHasChanged,6,FENCE_STATUS_CODES/DUHOK,FENCE_STATUS_CODES/HALL,MPUI/DOWNLOADPLAYLIST
PLAYLISTS,FailedDownload,7,FENCE_STATUS_CODES/DUHOK,FENCE_STATUS_CODES/DEPOT,FENCE_STATUS_DESCRIPTIONS/PLAYLISTS_UPDATE_FAILED
PLAYLISTS,FailedFileHasErrors,8,FENCE_STATUS_CODES/DUHOK,FENCE_STATUS_CODES/RESORT,FENCE_STATUS_DESCRIPTIONS/PLAYLISTS_UPDATE_FAILED
PLAYLISTS,FailedEnqueueStorageTask,9,FENCE_STATUS_CODES/DUHOK,FENCE_STATUS_CODES/MARCH,FENCE_STATUS_DESCRIPTIONS/PLAYLISTS_UPDATE_FAILED
PLAYLISTS,FailedRetriesExhausted,10,FENCE_STATUS_CODES/DUHOK,FENCE_STATUS_CODES/KOA,FENCE_STATUS_DESCRIPTIONS/PLAYLISTS_UPDATE_FAILED
PATCH,None,-1,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/SUFFOLK,FENCE_STATUS_DESCRIPTIONS/PATCH_IDLE
PATCH,PatchNoManifest,0,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/KITSAP,ONLINE/PATCH_FENCE_FAILED
PATCH,PatchInProgress,1,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/SCHOFIELD,ONLINE/PATCH_FENCE_FAILED
PATCH,PatchComplete,2,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/EXMOUTH,ONLINE/PATCH_FENCE_FAILED
PATCH,PatchCompleteRestart,3,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/STORCK,ONLINE/PATCH_FENCE_FAILED
PATCH,PatchFailed,4,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/FRANK,ONLINE/PATCH_FENCE_FAILED
PATCH,PatchUpdateNeeded,5,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/GLOUCESTERSHIRE,ONLINE/PATCH_FENCE_FAILED
PATCH,FFOTDNoManifest,6,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/AZORES,ONLINE/PATCH_FENCE_FAILED
PATCH,FFOTDInProgress,7,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/CANO,ONLINE/PATCH_FENCE_FAILED
PATCH,FFOTDComplete,8,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/BEECH,ONLINE/PATCH_FENCE_FAILED
PATCH,FFOTDCompleteRestart,9,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/CHESAPEAKE,ONLINE/PATCH_FENCE_FAILED
PATCH,FFOTDFailed,10,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/SHELBY,ONLINE/PATCH_FENCE_FAILED
PATCH,FFOTDUpdateNeeded,11,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/HUNTER,ONLINE/PATCH_FENCE_FAILED
PATCH,CommsNoManifest,12,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/GREENWICH,ONLINE/ONLINE_SERVICES_ERROR
PATCH,CommsInProgress,13,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/LEMONNIER,ONLINE/ONLINE_SERVICES_ERROR
PATCH,CommsComplete,14,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/ETHAN,ONLINE/ONLINE_SERVICES_ERROR
PATCH,CommsCompleteRestart,15,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/ANACOSTIA,ONLINE/ONLINE_SERVICES_ERROR
PATCH,CommsFailed,16,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/STIRLING,ONLINE/ONLINE_SERVICES_ERROR
PATCH,CommsUpdateNeeded,17,FENCE_STATUS_CODES/GRUBER,FENCE_STATUS_CODES/BOISE,ONLINE/ONLINE_SERVICES_ERROR
ONLINE_DAILY_LOGIN,None,-1,FENCE_STATUS_CODES/MINOT,FENCE_STATUS_CODES/IWAKUNI,FENCE_STATUS_DESCRIPTIONS/DAILY_LOGIN_IDLE
ONLINE_DAILY_LOGIN,Requesting,0,FENCE_STATUS_CODES/MINOT,FENCE_STATUS_CODES/MYER,FENCE_STATUS_DESCRIPTIONS/DAILY_LOGIN_REQUESTING
ONLINE_DAILY_LOGIN,Failed,1,FENCE_STATUS_CODES/MINOT,FENCE_STATUS_CODES/HAWTHORNE,FENCE_STATUS_DESCRIPTIONS/DAILY_LOGIN_FAILED
ONLINE_DAILY_LOGIN,Done,2,FENCE_STATUS_CODES/MINOT,FENCE_STATUS_CODES/HARRISON,FENCE_STATUS_DESCRIPTIONS/DAILY_LOGIN_DONE
ONLINE_LOOT,None,-1,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/GRISSOM,FENCE_STATUS_DESCRIPTIONS/LOOT_IDLE
ONLINE_LOOT,PlayerRequestFailedNotSignedIn,1,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/KINGSTON,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,PlayerRequestFailedServicesNotReady,2,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/ANSBACH,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,PlayerRequestFailedDemonwareTaskNotStarted,3,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/HOOD,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,PlayerRequestFailedTaskNotStarted,4,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/CAMEROON,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,PlayerDownloadFailedTaskError,5,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/HOHENFELS,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,PlayerDownloadFailedTaskTerminalSystemError,6,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/MERRILL,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,PlayerDownloadFailedUnmappedControllerIndex,7,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/ILLESHEIM,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,ClanRequestFailedNotSignedIn,9,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/HUMPHREYS,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,ClanRequestFailedServicesNotReady,10,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/ANNISTON,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,ClanRequestFailedDemonwareTaskNotStarted,11,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/MARTINDALE,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,ClanRequestFailedTaskNotStarted,12,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/OSAN,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,ClanDownloadFailedTaskError,13,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/CUSTER,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,ClanDownloadFailedTaskTerminalSystemError,14,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/BAUMHOLDER,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
ONLINE_LOOT,ClanDownloadFailedUnmappedControllerIndex,15,FENCE_STATUS_CODES/KADENA,FENCE_STATUS_CODES/PANZER,FENCE_STATUS_DESCRIPTIONS/LOOT_FAILED_GENERIC
DEDICATED,None,-1,FENCE_STATUS_CODES/MAXEY,FENCE_STATUS_CODES/KEESLER,FENCE_STATUS_DESCRIPTIONS/DEDICATED_IDLE
FILTERED_PLAYLISTS,None,-1,FENCE_STATUS_CODES/DOUGLAS,FENCE_STATUS_CODES/PEARL,FENCE_STATUS_DESCRIPTIONS/PLAYLISTS_IDLE
DW_RECONCILIATION,None,-1,FENCE_STATUS_CODES/WATERVLIET,FENCE_STATUS_CODES/THULE,FENCE_STATUS_DESCRIPTIONS/LOOT_IDLE
DW_RECONCILIATION,TimedOut,0,FENCE_STATUS_CODES/WATERVLIET,FENCE_STATUS_CODES/MCCULLY,FENCE_STATUS_DESCRIPTIONS/LOOT_TIMED_OUT
STORE,None,-1,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/PORTSMOUTH,FENCE_STATUS_DESCRIPTIONS/STORE_IDLE
STORE,DownloadingConfig,0,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/PERTH,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOADING_CONFIG
STORE,FailedEnqueueTask,1,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/WRIGHT,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOAD_FAILED
STORE,DownloadConfigFailed,2,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/BARKSDALE,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOAD_FAILED
STORE,ConfigFileError,3,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/LEAVENWORTH,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOAD_FAILED
STORE,HaveConfig,4,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/ALI,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOADED
STORE,DownloadingCategories,5,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/BEATRIX,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOADING_CONFIG
STORE,DownloadCategoriesFailed,6,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/QUANTICO,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOAD_FAILED
STORE,CategoriesFileError,7,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/GREENE,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOAD_FAILED
STORE,DownloadingLayout,8,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/PATTERSON,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOADING_CONFIG
STORE,DownloadLayoutFailed,9,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/KASERNE,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOAD_FAILED
STORE,LayoutFileError,10,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/MERIDIAN,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOAD_FAILED
STORE,GettingRecommendations,11,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/RILEY,FENCE_STATUS_DESCRIPTIONS/STORE_FETCHING_RECOMMENDATIONS
STORE,HasRecommendations,12,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/REDSTONE,FENCE_STATUS_DESCRIPTIONS/STORE_HAS_RECOMMENDATIONS
STORE,RetryingConfig,13,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/MCCAIN,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOADING_CONFIG
STORE,RetryingRecommendations,14,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/BELGIUM,FENCE_STATUS_DESCRIPTIONS/STORE_FETCHING_RECOMMENDATIONS
STORE,DownloadingSchedule,15,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/FRETTERD,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOADING_CONFIG
STORE,ScheduleFileError,16,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/INDIANTOWN,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOAD_FAILED
STORE,HasStorefront,17,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/ALI,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOADED
STORE,RetryingStorefront,18,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/PERTH,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOADING_CONFIG
STORE,GettingStorefront,19,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/PERTH,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOADING_CONFIG
STORE,GettingStorefrontFailed,20,FENCE_STATUS_CODES/HATO,FENCE_STATUS_CODES/LEAVENWORTH,FENCE_STATUS_DESCRIPTIONS/STORE_DOWNLOAD_FAILED
AB_TESTING,None,-1,FENCE_STATUS_CODES/PENDLETON,FENCE_STATUS_CODES/GEORGE,FENCE_STATUS_DESCRIPTIONS/AB_TESTING_IDLE
CLOUD_FILES_SYNC,None,-1,FENCE_STATUS_CODES/BUCKLEY,FENCE_STATUS_CODES/BALAD,FENCE_STATUS_DESCRIPTIONS/CLOUD_FILES_SYNC_IDLE
CLOUD_FILES_SYNC,TimedOut,0,FENCE_STATUS_CODES/BUCKLEY,FENCE_STATUS_CODES/QATAR,FENCE_STATUS_DESCRIPTIONS/CLOUD_FILES_SYNC_TIMED_OUT
BLUEPRINTS,None,-1,FENCE_STATUS_CODES/OCEANA,FENCE_STATUS_CODES/FIDDLER,FENCE_STATUS_DESCRIPTIONS/BLUEPRINTS_IDLE
BLUEPRINTS,DownloadSucceeded,0,FENCE_STATUS_CODES/OCEANA,FENCE_STATUS_CODES/TRIPLER,FENCE_STATUS_DESCRIPTIONS/BLUEPRINTS_DOWNLOAD_SUCCESS
BLUEPRINTS,WaitingToBeDownloaded,1,FENCE_STATUS_CODES/OCEANA,FENCE_STATUS_CODES/UMATILLA,FENCE_STATUS_DESCRIPTIONS/BLUEPRINTS_DOWNLOADING
