8343,launcherKills,0,0,0,0,MP_ACCOLADES/TODO,white
8215,shotgunKills,0,0,0,0,MP_ACCOLADES/TODO,white
8289,smgKills,0,0,0,0,MP_ACCOLADES/TODO,white
8292,arKills,0,0,0,0,MP_ACCOLADES/TODO,white
8252,lmgKills,0,0,0,0,MP_ACCOLADES/TODO,white
8302,sniperKills,0,0,0,0,MP_ACCOLADES/TODO,white
8190,pistolHeadshots,0,0,0,0,MP_ACCOLADES/TODO,white
8282,launcherHeadshots,0,0,0,0,MP_ACCOLADES/TODO,white
8296,shotgunHeadshots,0,0,0,0,MP_ACCOLADES/TODO,white
8335,smgHeadshots,0,0,0,0,MP_ACCOLADES/TODO,white
8320,arHeadshots,0,0,0,0,MP_ACCOLADES/TODO,white
8217,lmgHeadshots,0,0,0,0,MP_ACCOLADES/TODO,white
8192,sniperHeadshots,0,0,0,0,MP_ACCOLADES/TODO,white
8191,meleeDeaths,0,0,0,0,MP_ACCOLADES/TODO,white
8254,pistolPeaths,0,0,0,0,MP_ACCOLADES/TODO,white
8253,launcherDeaths,0,0,0,0,MP_ACCOLADES/TODO,white
8275,shotgunDeaths,0,0,0,0,MP_ACCOLADES/TODO,white
8344,smgDeaths,0,0,0,0,MP_ACCOLADES/TODO,white
8227,arDeaths,0,0,0,0,MP_ACCOLADES/TODO,white
8324,lmgDeaths,0,0,0,0,MP_ACCOLADES/TODO,white
8288,sniperDeaths,0,0,0,0,MP_ACCOLADES/TODO,white
8230,riotShieldDamageAbsorbed,0,0,0,0,MP_ACCOLADES/TODO,white
8299,killstreakPersonalUAVKills,0,0,0,0,MP_ACCOLADES/TODO,white
8266,killstreakShieldTurretKills,0,0,0,0,MP_ACCOLADES/TODO,white
8229,killstreakUAVAssists,0,0,0,0,MP_ACCOLADES/TODO,white
8307,killstreakCUAVAssists,0,0,0,0,MP_ACCOLADES/TODO,white
8209,killstreakCarePackageUsed,0,0,0,0,MP_ACCOLADES/TODO,white
8338,killstreakCluserStrikeKills,0,0,0,0,MP_ACCOLADES/TODO,white
8222,killstreakCruiseMissileKills,0,0,0,0,MP_ACCOLADES/TODO,white
8265,killstreakAirstrikeKills,0,0,0,0,MP_ACCOLADES/TODO,white
8316,killstreakTankKills,0,0,0,0,MP_ACCOLADES/TODO,white
8313,killstreakSentryGunKills,0,0,0,0,MP_ACCOLADES/TODO,white
8339,killstreakWheelsonKills,0,0,0,0,MP_ACCOLADES/TODO,white
8223,killstreakEmergencyAirdropUsed,0,0,0,0,MP_ACCOLADES/TODO,white
8273,killstreakVTOLJetKills,0,0,0,0,MP_ACCOLADES/TODO,white
8255,killstreakWhitePhosphorousKillsAssists,0,0,0,0,MP_ACCOLADES/TODO,white
8321,killstreakChopperGunnerKills,0,0,0,0,MP_ACCOLADES/TODO,white
8305,killstreakChopperSupportKills,0,0,0,0,MP_ACCOLADES/TODO,white
8203,killstreakGunshipKills,0,0,0,0,MP_ACCOLADES/TODO,white
8239,killstreakAUAVAssists,0,0,0,0,MP_ACCOLADES/TODO,white
8297,killstreakJuggernautKills,0,0,0,0,MP_ACCOLADES/TODO,white
8245,killstreakKills,0,0,0,0,MP_ACCOLADES/TODO,white
8277,killstreakAirKills,0,0,0,0,MP_ACCOLADES/TODO,white
8323,killstreakGroundKills,0,0,0,0,MP_ACCOLADES/TODO,white
8319,destroyedKillstreaks,0,0,0,0,MP_ACCOLADES/TODO,white
8263,fragKills,0,0,0,0,MP_ACCOLADES/TODO,white
8326,semtexKills,0,0,0,0,MP_ACCOLADES/TODO,white
8200,molotovKills,0,0,0,0,MP_ACCOLADES/TODO,white
8236,claymoreKills,0,0,0,0,MP_ACCOLADES/TODO,white
8312,throwingKnifeKills,0,0,0,0,MP_ACCOLADES/TODO,white
8241,thermiteKills,0,0,0,0,MP_ACCOLADES/TODO,white
8235,proximityMineKills,0,0,0,0,MP_ACCOLADES/TODO,white
8346,flashbangHits,0,0,0,0,MP_ACCOLADES/TODO,white
8240,smokesUsed,0,0,0,0,MP_ACCOLADES/TODO,white
8258,stunHits,0,0,0,0,MP_ACCOLADES/TODO,white
8220,stimDamageHealed,0,0,0,0,MP_ACCOLADES/TODO,white
8276,decoyHits,0,0,0,0,MP_ACCOLADES/TODO,white
8264,gasHits,0,0,0,0,MP_ACCOLADES/TODO,white
8224,snapshotHits,0,0,0,0,MP_ACCOLADES/TODO,white
8290,ammoBoxUsed,0,0,0,0,MP_ACCOLADES/TODO,white
8336,reconDroneMarks,0,0,0,0,MP_ACCOLADES/TODO,white
8304,empDroneHits,0,0,0,0,MP_ACCOLADES/TODO,white
8298,stoppingPowerKills,0,0,0,0,MP_ACCOLADES/TODO,white
8268,trophySystemHits,0,0,0,0,MP_ACCOLADES/TODO,white
8204,deadSilenceKills,0,0,0,0,MP_ACCOLADES/TODO,white
8272,tacticalInsertionSpawns,0,0,0,0,MP_ACCOLADES/TODO,white
8247,deployableCoverUsed,0,0,0,0,MP_ACCOLADES/TODO,white
8291,defends,0,0,0,0,MP_ACCOLADES/TODO,white
8228,assaults,0,0,0,0,MP_ACCOLADES/TODO,white
8248,pickups,0,0,0,0,MP_ACCOLADES/TODO,white
8267,captures,0,0,0,0,MP_ACCOLADES/TODO,white
8250,returns,0,0,0,0,MP_ACCOLADES/TODO,white
8196,carrierKills,0,0,0,0,MP_ACCOLADES/TODO,white
8193,bombPlanted,0,0,0,0,MP_ACCOLADES/TODO,white
8328,bombDefused,0,0,0,0,MP_ACCOLADES/TODO,white
8195,bombDetonated,0,0,0,0,MP_ACCOLADES/TODO,white
8226,clutch,0,0,0,0,MP_ACCOLADES/TODO,white
8211,clutchRevives,0,0,0,0,MP_ACCOLADES/TODO,white
8234,tagsCaptured,0,0,0,0,MP_ACCOLADES/TODO,white
8251,tagsDenied,0,0,0,0,MP_ACCOLADES/TODO,white
8314,tagsMegaBanked,0,0,0,0,MP_ACCOLADES/TODO,white
8345,tagsLargestBank,0,0,0,0,MP_ACCOLADES/TODO,white
8232,firstInfected,0,0,0,0,MP_ACCOLADES/TODO,white
8300,survivorKills,0,0,0,0,MP_ACCOLADES/TODO,white
8318,infectedKills,0,0,0,0,MP_ACCOLADES/TODO,white
8322,lastSurvivor,0,0,0,0,MP_ACCOLADES/TODO,white
8278,setbacks,0,0,0,0,MP_ACCOLADES/TODO,white
8197,longestTimeSpentOnWeapon,0,0,0,0,MP_ACCOLADES/TODO,white
8238,carepackagesCaptured,0,0,0,0,MP_ACCOLADES/TODO,white
8259,spawnSelectSquad,0,0,0,0,MP_ACCOLADES/TODO,white
8221,spawnSelectVehicle,0,0,0,0,MP_ACCOLADES/TODO,white
8246,spawnSelectFlag,0,0,0,0,MP_ACCOLADES/TODO,white
8198,spawnSelectBase,0,0,0,0,MP_ACCOLADES/TODO,white
8310,timesSelectedAsSquadLeader,0,0,0,0,MP_ACCOLADES/TODO,white
8244,timeSpentAsDriver,0,0,0,0,MP_ACCOLADES/TODO,white
8208,timeSpentAsPassenger,0,0,0,0,MP_ACCOLADES/TODO,white
8202,distanceTraveledInVehicle,0,0,0,0,MP_ACCOLADES/TODO,white
8201,timeOnPoint,0,0,0,0,MP_ACCOLADES/TODO,white
8294,munitionsBoxUsed,0,0,0,0,MP_ACCOLADES/TODO,white
8256,armorBoxUsed,0,0,0,0,MP_ACCOLADES/TODO,white
8337,blastshieldBoxUsed,0,0,0,0,MP_ACCOLADES/TODO,white
11278,trackerGrenadeHits,0,0,0,0,MP_ACCOLADES/TODO,white
11277,butterflyMineHits,0,0,0,0,MP_ACCOLADES/TODO,white
19044,thermobaricGrenadeHits,0,0,0,0,MP_ACCOLADES/TODO,white
8325,c4LethalKills,0,0,0,0,,
39034,killstreakRemoteTurretKills,0,0,0,0,,
39035,killstreakSwitchbladeDroneKills,0,0,0,0,,
