ui_br_has_been_interrogated,1,,c,b,0,0,1,,,,,1,,,,,,
ui_br_interrogate_tracking_other_team,1,,c,b,0,0,1,,,,,1,,,,,,
ui_br_interrogate_team_is_being_tracked,1,,c,b,0,0,1,,,,,1,,,,,,
ui_geigercounter_meter,1,1,c,f,0,0,1,1,,,,,,,,,,
ui_dmz_extract_successful,1,,c,i,0,0,2,,,,,1,,#0=none,1=player,2=team,,
ui_br_squad_eliminated_active,1,,c,i,0,0,2,,,,,,,,,,,
ui_br_circle_state,1,,g,i,-1,-1,11,,,,,,,#required for endgame timer,,,,
ui_hardpoint_timer,1,,g,t,0,,,,,,,,,#required for endgame timer,,,,
ui_assimilation_clientnum,1,,c,i,-1,-1,199,,,,,,,#Max should match MAX_CLIENTS_MP,,,,
ui_assimilation_join_on_target,1,,c,b,0,0,1,,,,,,,,,,,
ui_assimilation_disabled,1,,c,b,0,0,1,,,,,,,,,,,
ui_dmz_uav_tower_screen,1,,c,i,0,0,1,,,,,,,#0=off, 1=on,,,,
ui_br_bink_overlay_state,1,,c,i,0,0,15,,,,,,,#0=off/cleanup, 1=gulag, 2=gulag with prompt, 3=infil, 4=onboarding, 5=kill bink but show black, 6=fade out black, 7=fade in black, 8=event1, 9=reveal trailer, 10=gulag outro without chyron,,,,
ui_dmz_dog_tag,1,,c,i,0,-1,3,,,,,,,# -1 if you're missing your tag, 0 if you have bronze, 1 for silver, 2 for gold, 3 for damascus,,,,
ui_br_end_game_splash_type,1,,c,i,-1,-1,20,,,,,,,,,,,
ui_dmz_mission_overlay,1,,c,b,0,0,1,,,,,,,#0=off, 1=on,,,,
ui_br_danger_warning,1,,c,i,0,0,6,,,,,,,#1=cluster, 2=airstrike, 3=gulagClose, 4=cashDeployClose, 5=respawnDisabled, 6=incoming missiles,,,,
tombstone_stash,1,,c,i,0,0,24,,,,,,,,,,,
s1_rift_gate_drops_enabled,1,,c,i,0,0,1,,,,,1,,,,,,
ob_rift_vortex_hidden,1,,c,i,0,0,1,,,,,1,,,,,,
ui_hackingdevice_state,1,,c,i,-1,-1,2,,,,,,,,#-1=default, 0=off, 1=hacking, 2=succeed
ui_vehicle_ability_progress,1,,c,f,0,0,1,1,,,,,,,,,,
ui_vehicle_ability_state,1,,c,i,0,0,4,,,,,,,,,,,
ui_vehicle_ability_notification,1,,c,b,0,0,1,,,,,,,,,,,
