iw9_ar_scharlie,iw9_rec_scharlie,5,WEAPON/AR_SCHARLIE,icon_attachment_p05_ar_scharlie_rec_v0,PERKS/AR_SCHARLIE,WEAPON/PLATFORM_05_NAME,0
iw9_ar_schotel,rec_schotel,5,WEAPON/AR_SCHOTEL,icon_attachment_p05_ar_schotel_rec_v0,PERKS/AR_SCHOTEL,WEAPON/PLATFORM_05_NAME,0
iw9_dm_scromeo,rec_scromeo,5,WEAPON/DM_SCROMEO,icon_attachment_p05_dm_scromeo_rec_v0,PERKS/DM_SCROMEO,WEAPON/PLATFORM_05_NAME,0
iw9_sm_papa90,iw9_rec_papa90,7,WEAPON/SM_PAPA90,icon_attachment_p07_sm_papa90_rec_v0,PERKS/SM_PAPA90,WEAPON/PLATFORM_07_NAME,0
iw9_sm_mpapax,rec_mpapax,8,WEAPON/SM_MPAPAX,icon_attachment_p08_sm_mpapax_rec_v0,PERKS/SM_MPAPAX,WEAPON/PLATFORM_08_NAME,0
iw9_ar_mcharlie,iw9_rec_mcharlie,8,WEAPON/AR_MCHARLIE,icon_attachment_p08_ar_mcharlie_rec_v0,PERKS/AR_MCHARLIE,WEAPON/PLATFORM_08_NAME,0
iw9_ar_mcbravo,rec_mcbravo,8,WEAPON/AR_MCBRAVO,icon_attachment_p08_ar_mcbravo_rec_v0,PERKS/AR_MCBRAVO,WEAPON/PLATFORM_08_NAME,0
iw9_sm_mpapa7,rec_mpapa7,9,WEAPON/SM_MPAPA7,icon_attachment_p09_sm_mpapa7_rec_v0,PERKS/SM_MPAPA7,WEAPON/PLATFORM_09_NAME,0
iw9_sm_victor,iw9_rec_victor,10,WEAPON/SM_VICTOR,icon_attachment_p10_sm_victor_rec_v0,PERKS/SM_VICTOR,WEAPON/PLATFORM_10_NAME,0
iw9_sh_mike1014,rec_mike1014,12,WEAPON/SH_MIKE1014,icon_attachment_p12_sh_mike1014_rec_v0,PERKS/SH_MIKE1014,WEAPON/PLATFORM_12_NAME,0
iw9_sh_mbravo,rec_mbravo,13,WEAPON/SH_MBRAVO,icon_attachment_p13_sh_mbravo_rec_v0,PERKS/SH_MBRAVO,WEAPON/PLATFORM_13_NAME,0
iw9_sh_mviktor,rec_mviktor,13,WEAPON/SH_MVIKTOR,icon_attachment_p13_sh_mviktor_rec_v0,PERKS/SH_MVIKTOR,WEAPON/PLATFORM_13_NAME,0
iw9_sh_charlie725,iw9_rec_charlie725,14,WEAPON/SH_CHARLIE725,icon_attachment_p14_sh_charlie725_rec_v0,PERKS/SH_CHARLIE725,WEAPON/PLATFORM_14_NAME,0
iw9_lm_slima,rec_slima,16,WEAPON/LM_SLIMA,icon_attachment_p16_lm_slima_rec_v0,PERKS/LM_SLIMA,WEAPON/PLATFORM_16_NAME,0
iw9_lm_ngolf7,rec_ngolf7,17,WEAPON/LM_NGOLF7,icon_attachment_p17_lm_ngolf7_rec_v0,PERKS/LM_NGOLF7,WEAPON/PLATFORM_17_NAME,0
iw9_dm_mike14,iw9_rec_mike14,18,WEAPON/DM_MIKE14,icon_attachment_p18_dm_mike14_rec_v0,PERKS/DM_MIKE14,WEAPON/PLATFORM_18_NAME,0
iw9_br_soscar14,rec_soscar14,18,WEAPON/BR_SOSCAR14,icon_attachment_p18_dm_soscar14_rec_v0,PERKS/BR_SOSCAR14,WEAPON/PLATFORM_18_NAME,0
iw9_dm_sbeta,iw9_rec_sbeta,19,WEAPON/DM_SBETA,icon_attachment_p19_dm_sbeta_rec_v0,PERKS/DM_SBETA,WEAPON/PLATFORM_19_NAME,0
iw9_dm_mike24,rec_mike24,20,WEAPON/DM_MIKE24,icon_attachment_p20_dm_mike24_rec_v0,PERKS/DM_MIKE24,WEAPON/PLATFORM_20_NAME,0
iw9_dm_sa700,rec_sa700,20,WEAPON/DM_SA700,icon_attachment_p20_dm_sa700_rec_v0,PERKS/DM_SA700,WEAPON/PLATFORM_20_NAME,0
iw9_dm_la700,rec_la700,20,WEAPON/DM_LA700,icon_attachment_p20_sn_la700_rec_v0,PERKS/DM_LA700,WEAPON/PLATFORM_20_NAME,0
iw9_dm_xmike2010,rec_xmike2010,20,WEAPON/DM_XMIKE2010,icon_attachment_p20_sn_xmike2010_rec_v0,PERKS/DM_XMIKE2010,WEAPON/PLATFORM_20_NAME,0
iw9_sn_mromeo,rec_mromeo,21,WEAPON/SN_MROMEO,icon_attachment_p21_sn_mromeo_rec_v0,PERKS/SN_MROMEO,WEAPON/PLATFORM_21_NAME,0
iw9_sn_limax,rec_limax,22,WEAPON/SN_LIMAX,icon_attachment_p22_sn_limax_rec_v0,PERKS/SN_LIMAX,WEAPON/PLATFORM_22_NAME,0
iw9_sn_alpha50,rec_alpha50,23,WEAPON/SN_ALPHA50,icon_attachment_p23_sn_alpha50_rec_v0,PERKS/SN_ALPHA50,WEAPON/PLATFORM_23_NAME,0
iw9_pi_golf17,rec_golf17,24,WEAPON/PI_GOLF17,icon_attachment_p24_pi_golf17_rec_v0,PERKS/PI_GOLF17,WEAPON/PLATFORM_24_NAME,0
iw9_pi_golf18,rec_golf18,24,WEAPON/PI_GOLF18,icon_attachment_pi_golf18_rec,PERKS/PI_GOLF18,WEAPON/PLATFORM_24_NAME,0
iw9_pi_decho,rec_decho,25,WEAPON/PI_DECHO,icon_attachment_p25_pi_decho_rec_v0,PERKS/PI_DECHO,WEAPON/PLATFORM_25_NAME,0
iw9_pi_swhiskey,rec_swhiskey,26,WEAPON/PI_SWHISKEY,icon_attachment_p26_pi_swhiskey_rec_v0,PERKS/PI_SWHISKEY,WEAPON/PLATFORM_26_NAME,0
iw9_pi_papa220,rec_papa220,27,WEAPON/PI_PAPA220,icon_attachment_p27_pi_papa220_rec_v0,PERKS/PI_PAPA220,WEAPON/PLATFORM_27_NAME,0
iw9_dm_crossbow,iw9_rec_crossbow,38,WEAPON/DM_CROSSBOW,icon_attachment_p38_dm_crossbow_rec_v0,PERKS/DM_CROSSBOW,WEAPON/PLATFORM_38_NAME,0
iw9_sh_vecho,rec_vecho,4,WEAPON/SH_VECHO,icon_attachment_p04_sh_vecho_rec_v0,PERKS/SH_VECHO,WEAPON/PLATFORM_04_NAME,0
iw9_ar_acharlie300,rec_acharlie300,43,WEAPON/AR_ACHARLIE300,icon_attachment_p43_ar_acharlie300_rec_v0,PERKS/AR_ACHARLIE300,WEAPON/PLATFORM_43_NAME,0
iw9_dm_stango25,rec_stango25,1,WEAPON/DM_STANGO25,icon_attachment_p01_dm_stango25_rec_v0,PERKS/DM_STANGO25,WEAPON/PLATFORM_01_NAME,0
iw9_sn_india,rec_india,53,WEAPON/SN_INDIA,icon_attachment_p53_sn_india_rec_v0,PERKS/SN_INDIA,WEAPON/PLATFORM_053_NAME,0
iw9_br_ngsierra,rec_ngsierra,42,WEAPON/BR_NGSIERRA,icon_attachment_p42_ar_ngsierra_rec_v0,PERKS/BR_NGSIERRA,WEAPON/PLATFORM_42_NAME,0
iw9_pi_tango9,rec_tango9,49,WEAPON/PI_TANGO9,icon_attachment_p49_pi_tango9_rec_v0,PERKS/PI_TANGO9,WEAPON/PLATFORM_49_NAME,0
iw9_pi_dechoauto,rec_dechoauto,25,WEAPON/PI_DECHOAUTO,icon_attachment_p25_pi_decho_rec_v0,PERKS/PI_DECHOAUTO,WEAPON/PLATFORM_25_NAME,0
iw9_ar_helima,rec_helima,52,WEAPON/AR_HELIMA,icon_attachment_p52_ar_helima_rec_v0,PERKS/AR_HELIMA,WEAPON/PLATFORM_52_NAME,0
iw9_sm_acharlie45,rec_acharlie45,43,WEAPON/SM_ACHARLIE45,icon_attachment_p43_sm_acharlie45_rec_v0,PERKS/SM_ACHARLIE45,WEAPON/PLATFORM_43_NAME,0
iw9_sh_tsierra12,rec_tsierra12,44,WEAPON/SH_TSIERRA12,icon_attachment_p44_sh_tsierra12_rec_v0,PERKS/SH_TSIERRA12,WEAPON/PLATFORM_44_NAME,0
iw9_ar_ralpha,rec_ralpha,8,WEAPON/AR_RALPHA,icon_attachment_p08_ar_ralpha_rec_v0,PERKS/AR_RALPHA,WEAPON/PLATFORM_08_NAME,0
iw9_ar_fecho,rec_fecho,6,WEAPON/AR_FECHO,icon_attachment_p06_ar_fecho_rec_v0,PERKS/AR_FECHO,WEAPON/PLATFORM_06_NAME,0
iw9_sn_walpha,rec_walpha,54,WEAPON/SN_WALPHA,icon_attachment_p54_sn_walpha_rec_v0,PERKS/SN_WALPHA,WEAPON/PLATFORM_54_NAME,0
iw9_sm_sdelta,rec_sdelta,2,WEAPON/SM_SDELTA,icon_attachment_p02_sm_sdelta_rec_v0,PERKS/SM_SDELTA,WEAPON/PLATFORM_02_NAME,0
iw9_pi_mike2011,rec_mike2011,55,WEAPON/PI_MIKE2011,icon_attachment_p55_pi_mike2011_rec_v0,PERKS/PI_MIKE2011,WEAPON/PLATFORM_55_NAME,0
iw9_ar_malima,rec_malima,56,WEAPON/AR_MALIMA,wpn_p56_ar_malima_lower_v0_cm,PERKS/AR_MALIMA,WEAPON/PLATFORM_56_NAME,0
iw9_sm_acharlie9,rec_acharlie9,43,WEAPON/SM_ACHARLIE9,wpn_p43_sm_acharlie9_lower_v0_cm,PERKS/SM_ACHARLIE9,WEAPON/PLATFORM_43_NAME,0
iw9_ar_falpha,iw9_rec_falpha,6,WEAPON/AR_FALPHA,icon_attachment_p06_ar_falpha_rec_v0,PERKS/AR_FALPHA,WEAPON/PLATFORM_06_NAME,0
iw9_lm_mkilo3,iw9_rec_mkilo3,15,WEAPON/LM_MKILO3,icon_attachment_p15_lm_mkilo3_rec_v0,PERKS/LM_MKILO3,WEAPON/PLATFORM_15_NAME,0
