interactable_notebook_bunker_data_center01,biobunker,,
interactable_notebook_bunker_data_center02,biobunker,,
interactable_notebook_bunker_handbook01,biobunker,,
interactable_notebook_bunker_handbook02,biobunker,,
interactable_notebook_bunker_handbook03,biobunker,,
interactable_notebook_bunker_handbook04,biobunker,,
interactable_notebook_bunker_handbook05,biobunker,,
interactable_notebook_bunker_research01,biobunker,,
interactable_notebook_bunker_research02,biobunker,,
interactable_notebook_bunker_research03,biobunker,,
interactable_notebook_bunker_research04,biobunker,,
interactable_notebook_bunker_research05,biobunker,,
interactable_notebook_bunker_mad01,biobunker,,
interactable_notebook_bunker_mad02,biobunker,,
interactable_notebook_bunker_mad03,biobunker,,
interactable_notebook_bunker_mad04,biobunker,,
interactable_notebook_bunker_mad05,biobunker,,
interactable_notebook_bunker_mad06,biobunker,,
interactable_notebook_bunker_entrance_a01,biobunker,,
interactable_notebook_bunker_entrance_a02,biobunker,,
interactable_note_bunker_entrance_b01,biobunker,,
interactable_note_bunker_entrance_b02,biobunker,,
interactable_note_bunker_entrance_c_d,biobunker,,
interactable_note_bunker_boss01,biobunker,,
interactable_note_bunker_boss02,biobunker,,
interactable_note_bunker_boss03,biobunker,,
interactable_note_bunker_radiation01,biobunker,,
interactable_note_bunker_shop01,biobunker,,
interactable_note_bunker_dark01,biobunker,,
interactable_note_bunker_dark02,biobunker,,
interactable_note_bunker_dark03,biobunker,,
interactable_note_delta_01,delta,,
interactable_note_delta_02,delta,,
interactable_note_delta_03,delta,,
interactable_note_delta_04,delta,,
interactable_note_delta_05,delta,,
interactable_note_delta_06,delta,,
interactable_note_delta_07,delta,,
interactable_note_delta_08,delta,,
interactable_note_delta_09,delta,,
interactable_note_delta_10,delta,,
interactable_note_delta_11,delta,,
interactable_note_delta_12,delta,,
interactable_note_delta_13,delta,,
interactable_note_delta_14,delta,,
interactable_note_delta_15,delta,,
interactable_note_delta_16,delta,,
interactable_note_delta_17,delta,,
brloot_valuable_battle_notes,saba,,
brloot_valuable_konni_ledger,saba,,
brloot_transportation_plans,saba,,
brloot_missile_intel,sealion,,
brloot_konni_combat_intel,saba,,
brloot_note_extraction_protocol,biolabs,,
interactable_notebook_sealion_scared03,sealion,,
