setchancecol,mp/loot/core/risk/lootset_root.csv,2,,# root,,# column 0 is "Item"/"chance" etc, column 1 is the name, so first weight is in column 2,,,,,,,,,,
rarity,3_super,,0,0,0,0,40,40,40,40,40,40,40,40,50,0
rarity,4_super,,0,0,0,0,20,20,20,20,20,20,20,20,50,0
item,brloot_offhand_advancedsupplydrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_offhand_advancedvehicledrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,0_weapon,,55,55,55,55,0,0,0,0,0,0,0,0,0,0
rarity,1_weapon,,45,45,45,45,400,400,400,400,400,400,400,400,0,0
rarity,2_weapon,,0,0,0,0,360,360,360,360,360,360,360,360,0,0
rarity,3_weapon,,0,0,0,0,160,160,160,160,160,160,160,160,40,0
rarity,4_weapon,,0,0,0,0,80,80,80,80,80,80,80,80,40,0
item,brloot_weapon_la_mike32_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_lm_dblmg_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_bp_reward_sm_mpapa7_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_ar_mike4_epic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_ar_mike4_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_ar_falpha_epic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_ar_mcharlie_epic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_ar_mcharlie_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_sm_uzulu_unco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_sm_uzulu_rare,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_sm_mpapa7_epic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_sm_mpapa7_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_sm_augolf_unco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_sm_papa90_unco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_sm_papa90_rare,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_sm_beta_epic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_sh_romeo870_unco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_lm_mkilo3_unco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_lm_mkilo3_rare,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_sn_mike14_unco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_pi_papa320_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,0_health,,25,25,25,25,0,0,0,0,0,0,0,0,0,0
rarity,1_health,,35,35,35,35,0,0,0,0,0,0,0,0,0,0
rarity,2_health,,40,40,40,40,70,50,50,50,50,50,50,50,40,0
rarity,3_health,,0,0,0,0,25,30,30,30,30,50,50,50,30,0
rarity,4_health,,0,0,0,0,5,10,10,10,10,0,0,0,20,0
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_uncommon_1,,50,0,44,44,30,0,0,0,0,0,0,0,44,0
item,brloot_plunder_cash_uncommon_2,,35,20,33,33,30,0,0,20,20,20,20,20,33,0
item,brloot_plunder_cash_uncommon_3,,15,12,22,22,30,50,0,12,12,12,12,12,22,0
item,brloot_plunder_cash_rare_1,,1,1,1,1,10,50,50,8,8,8,8,8,1,0
item,brloot_plunder_cash_rare_2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_epic_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,0_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0
rarity,1_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0
rarity,2_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0
rarity,3_killstreak,,0,0,0,0,20,50,50,20,20,20,20,20,50,0
rarity,4_killstreak,,0,0,0,0,20,50,50,20,20,20,20,20,50,0
item,brloot_killstreak_juggernaut,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_auav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_assaultdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_circle_peek,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_assassination_tablet,,20,30,15,15,20,20,20,20,20,20,20,20,15,0
item,brloot_domination_tablet,,20,15,25,25,20,20,20,20,20,20,20,20,25,0
item,brloot_scavenger_tablet,,20,10,25,25,20,20,20,20,20,20,20,20,25,0
item,brloot_timedrun_tablet,,20,15,15,15,20,20,20,20,20,20,20,20,15,0
item,brloot_vip_tablet,,20,30,20,20,20,20,20,20,20,20,20,20,20,0
item,brloot_access_card_blue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_green,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_red,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue_stadium_parking,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue_stadium_executive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_blue_stadium_concourse,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,loot_key_quarry_storage,,10,0,0,0,5,10,0,0,0,0,0,0,0,0
item,loot_key_quarry_office,,10,0,0,0,5,10,0,0,0,0,0,0,0,0
item,loot_key_quarry_control,,5,0,0,0,5,10,0,0,0,0,0,0,0,0
item,loot_key_fortress,,0,0,0,0,10,10,0,0,0,0,0,0,0,0
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_harddrive,,1,1,1,1,1,1,1,1,1,1,1,1,1,0
item,brloot_valuable_goldbar,,1,1,1,1,1,1,1,1,1,1,1,1,1,0
item,brloot_valuable_laptop,,1,1,1,1,1,1,1,1,1,1,1,1,1,0
item,brloot_valuable_liquor,,1,1,1,1,1,1,1,1,1,1,1,1,1,0
item,brloot_valuable_comicbook,,1,1,1,1,1,1,1,1,1,1,1,1,1,0
item,brloot_xp_dufflebag,,1,1,1,1,1,1,1,1,1,1,1,1,1,0
item,brloot_xp_purse,,1,1,1,1,1,1,1,1,1,1,1,1,1,0
