Radiation_SM_Dmz,ui_map_icon_dmz_radiation,0,1,1,0,0,1,0.5,1,1,0,IW9StyleGuide.styleGuideFeatured01,WZStyleGuide.wzStyleGuideRadioactive,,,,,0,,
DogTagObj_Dmz,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1,BRMapItemColor.mapItemColor_1,,,,,0,,
JammerCircleFriendly,,0,0,0,0,0,5,,,,,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,,0,,
JammerCircleEnemy,,0,0,0,0,0,6,,,,,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,,0,,
Dataheist_Br,,0,1,0,0,0,2,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
Defender_Cp,,0,1,1,1,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_8,BRMapItemColor.mapItemColor_8,,,,,0,,
SecureZone_Mp,9,0,1,0,0,0,,,,,,Objective.objectiveNeutral,Objective.objectiveNeutral,1,2,,,0,,
Boss_Focus_Dmz,ui_map_icon_dmz_weapon_search,0,0,1,0,0,3,0.8,2,6,0,WZStyleGuide.wzStyleGuideElite,WZStyleGuide.wzStyleGuideElite,,,,,0,,
Boss_Focus_SM_Dmz,ui_map_icon_dmz_weapon_search,0,0,1,0,0,3,0.8,1,1,1,WZStyleGuide.wzStyleGuideElite,WZStyleGuide.wzStyleGuideElite,,,,,0,,
Beryllium_Br,hud_icon_objective_elite_beryllium,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
Plutonium_Br,hud_icon_objective_elite_plutonium,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
Tritium_Br,hud_icon_objective_elite_tritium,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
Deuterium_Br,hud_icon_objective_elite_deuterium,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,feature_wz2_elite_broken_arrow_delta,0,,
Gallium_Br,hud_icon_objective_elite_gallium,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,feature_wz2_elite_broken_arrow_delta,0,,
Moscovium_Br,hud_icon_objective_elite_moscovium,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,feature_wz2_elite_broken_arrow_delta,0,,
Neptunium_Br,hud_icon_objective_elite_neptunium,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,feature_wz2_elite_broken_arrow_delta,,,,0,,
Camp_Detection_Rumble,,2,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_11,BRMapItemColor.mapItemColor_11,,,,,0,,
Double_Point_Zone_Rumble,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_2,BRMapItemColor.mapItemColor_2,,,,,0,,
Dom_Flag_Rumble,,0,0,0,0,0,0,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,,0,,
Decon_Station_Br,,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_14,BRMapItemColor.mapItemColor_14,,,,,0,,
Outlast_Ob,ui_mp_br_ping_icon_assassin_tablet,0,1,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_14,BRMapItemColor.mapItemColor_14,,,,,0,,
Warlord_Exgm,,0,1,0,0,0,3,0.25,1,1,1,ColorBlindNoneColor.color36,ColorBlindNoneColor.color36,,,,,0,,
Warlord_Lockbox_Exgm,,0,1,0,0,0,3,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
Activity_Exgm,,0,0,0,0,0,1,0.25,1,1,1,Global.keyColorDark,Global.keyColorDark,,,,,0,,
AetherNest_Ob,,0,0,1,0,0,1,0.5,1,1,0,BRMapItemColor.mapItemColor_5,BRMapItemColor.mapItemColor_0,,,,,0,,1
Prematch_Preview_Safe_Circle_BR,,0,0,0,0,0,0,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,,0,,
Prematch_Preview_Danger_Circle_BR,,0,0,0,0,0,0,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
active_uav_tower_radius,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1,BRMapItemColor.mapItemColor_1,,,,,0,,
ZombieControl_Ob,,0,1,1,0,0,1,0.25,1,1,1,JupStyleGuide.AccentPrimaryLight,JupStyleGuide.AccentPrimaryLight,,,,,0,,
RelicHunt_Ob,,0,1,1,0,0,1,0.25,1,1,1,JupStyleGuide.AccentPrimaryLight,JupStyleGuide.AccentPrimaryLight,,,,,0,,
Airstrike,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1,BRMapItemColor.mapItemColor_0,,,,,0,,
NovaGas_Br,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
testCircle_orange,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_11,BRMapItemColor.mapItemColor_0,,,no_alt,,0,,
testCircle_cyan,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_8,BRMapItemColor.mapItemColor_0,,,no_alt,,0,,
testCircle_purple,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_6,BRMapItemColor.mapItemColor_0,,,no_alt,,0,,
Airstrike_Pill_Shape,,0,0,0,0,0,7,0.25,1,1,1,BRMapItemColor.mapItemColor_1,BRMapItemColor.mapItemColor_0,,,,,0,,
Recovery_Br,,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_14,BRMapItemColor.mapItemColor_14,,,,feature_jup_br_contract_recovery,0,,
Radiation_Ob,jup_ui_map_icon_obj_radiation_center,0,1,1,0,0,1,0.75,1,3,0,JupStyleGuide.ZMRadiation,JupStyleGuide.ZMRadiationIcon,,,,,0,,1
ObjectiveDiscovery_cp,jup_question_mark,0,1,1,1,0,1,0.8,0.2,0.5,0,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,,0,1,
HackLocation_cp,jup_question_mark,0,0,0,0,0,1,0.75,0.5,0.75,0.75,BRMapItemColor.mapItemColor_9,BRMapItemColor.mapItemColor_9,1,,,,0,,
BigBounty_Ob,,0,1,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_8,BRMapItemColor.mapItemColor_8,,,,,0,,
TempV_Br,hud_icon_power_temp_v,1,0,1,1,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
Bounty_DMZ,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
Quest_Ob,,0,1,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
