weapon_manufacturer_kushlov,iw9_icon_weapon_manufacturer_kushlov_lg,iw9_icon_weapon_manufacturer_kushlov,iw9_icon_weapon_manufacturer_kushlov_sm,164,212
weapon_manufacturer_lachmannmeer,iw9_icon_weapon_manufacturer_lachmannmeer_lg,iw9_icon_weapon_manufacturer_lachmannmeer,iw9_icon_weapon_manufacturer_lachmannmeer_sm,196,388
weapon_manufacturer_lockwood,iw9_icon_weapon_manufacturer_lockwood_lg,iw9_icon_weapon_manufacturer_lockwood,iw9_icon_weapon_manufacturer_lockwood_sm,112,220
weapon_manufacturer_matuzek,iw9_icon_weapon_manufacturer_matuzek_lg,iw9_icon_weapon_manufacturer_matuzek,iw9_icon_weapon_manufacturer_matuzek_sm,124,244
weapon_manufacturer_momentomori,iw9_icon_weapon_manufacturer_momento_mori_lg,iw9_icon_weapon_manufacturer_momento_mori,iw9_icon_weapon_manufacturer_momento_mori_sm,96,188
weapon_manufacturer_sakinarms,iw9_icon_weapon_manufacturer_sakinarms_lg,iw9_icon_weapon_manufacturer_sakinarms,iw9_icon_weapon_manufacturer_sakinarms_sm,168,332
weapon_manufacturer_schlager,iw9_icon_weapon_manufacturer_schlager_lg,iw9_icon_weapon_manufacturer_schlager,iw9_icon_weapon_manufacturer_schlager_sm,136,268
weapon_manufacturer_silverfield,iw9_icon_weapon_manufacturer_silverfield_lg,iw9_icon_weapon_manufacturer_silverfield,iw9_icon_weapon_manufacturer_silverfield_sm,200,400
weapon_manufacturer_tactiqueverte,iw9_icon_weapon_manufacturer_tactiqueverte_lg,iw9_icon_weapon_manufacturer_tactiqueverte,iw9_icon_weapon_manufacturer_tactiqueverte_sm,200,400
weapon_manufacturer_tempest,iw9_icon_weapon_manufacturer_tempest_lg,iw9_icon_weapon_manufacturer_tempest,iw9_icon_weapon_manufacturer_tempest_sm,200,400
weapon_manufacturer_usenko,iw9_icon_weapon_manufacturer_usenko_lg,iw9_icon_weapon_manufacturer_usenko,iw9_icon_weapon_manufacturer_usenko_sm,120,236
