0,truckWarB,,armorBundle,,,,gasMask,,,,tomaStrike,,,,precisionAirstrike,,,,uavStreak,,,,scramblerDrone,,,,ammoDrop,,,,reviveToken,,,,teamReviver,,,,armorDrop,,,,supplyDrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
1,truckWar,,vehicleRefillTrophy,,,,vehicleRepair,,,,vehicleReplace,,,,armorBundle,,,,gasMask,,,,tomaStrike,,,,precisionAirstrike,,,,uavStreak,,,,scramblerDrone,,,,ammoDrop,,,,reviveToken,,,,teamReviver,,,,armorDrop,,,,supplyDrop,,,,vehicleUpgradeArmor,,,,vehicleUpgradeTrophy,,,,vehicleUpgradeUAV,,,,vehicleUpgradeBarrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2,core,,armor,100,,,armor_plate_instant,,,,assaultDrone,300,,,uavStreak,400,,,airdrop,400,,,scramblerDrone,500,,,clusterSpike,750,,,precisionAirstrike,800,,,cruisePredator,800,,,airdropMultiple,800,,,fuelAirstrike,1000,,,pacSentry,1000,,,directionalUAV,1250,,,hoverJet,1500,,,autoDrone,1500,,,chopperGunner,2250,,,gunshipStreak,2500,,,juggStreak,2750,,,cranked,300,,,specialty_strategist,,,,specialty_surveillance,,,,specialty_guerrilla,,,,specialty_tune_up,,,,specialty_restock,,,,specialty_hustle,,,,specialty_tactical_recon,,,specialty_tac_resist,,,specialty_heavy_metal,,,specialty_scavenger_plus,,,specialty_extra_shrapnel,,,specialty_covert_ops,,,specialty_eod,,,specialty_huntmaster,,,specialty_warhead,,,specialty_quick_fix,,,specialty_hardline,,,specialty_third_person,,,specialty_extra_shrapnel,,,specialty_covert_ops,,,super_tac_cover,,,super_recon_drone,,,super_ammo_drop,,,super_trophy,,,super_deadsilence,,,super_tac_insert,,,super_tac_camera,,,super_suppression_rounds,,,super_sonar_pulse,,,super_emp_pulse,,,super_battlerage,,,super_stimpistol,,,super_sound_veil,,,super_blastshield_drop,,,super_weapon_drop,,,super_armor_drop,,,,0,,,,,
13,dmz,,armor,25,,,ammoDrop,100,,,gasMask,200,,,brloot_backpack_medium,500,,,brloot_plate_carrier_2,750,,,loot_key_fortress,500,,,jltvMgSpawn,1800,1,,directionalUAV,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
14,dmz2,,armor,25,,,ammoDrop,100,,,gasMask,200,,,brloot_backpack_medium,500,,,brloot_plate_carrier_2,750,,,brloot_self_revive,750,,,jltvMgSpawn,1800,1,,assaultDrone,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
15,dmz3,,armor,25,,,ammoDrop,100,,,gasMask,200,,,brloot_backpack_medium,500,,,brloot_plate_carrier_2,750,,,loot_key_fortress,500,,,jltvMgSpawn,1800,1,,uavStreak,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
16,dmz4,,armor,25,,,ammoDrop,100,,,gasMask,200,,,brloot_backpack_medium,500,,,brloot_plate_carrier_2,750,,,brloot_self_revive,750,,,jltvMgSpawn,1800,1,,precisionAirstrike,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
17,gw_basic,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
18,gw_uav,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,reconDrone,,,,uavStreak,,,,directionalUAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
19,gw_defense,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,aiJugg,,,,scramblerDrone,,,,juggStreak,,,,riskTurret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
20,gw_vehicle,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,pacSentry,,,,hoverJet,,,,chopperGunner,,,,gunshipStreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
21,verticalSlice,,armorBundle,150,,,gasMaskMobile,300,,,tomaStrike,300,,,precisionAirstrike,350,,,reviveTokenMobile,400,,,ammoDrop,450,,,armorDrop,600,,,uavStreak,600,,,supplyDrop,1000,,,teamReviver,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22,gw_uav_tier_0,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,researchUpgradeUAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
23,gw_uav_tier_1,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,researchUpgradeUAV,,,,uavPing,,,,reconDrone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
24,gw_uav_tier_2,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,uavPing,,,,uavPingRadius,,,,uavPingDuration,,,,uavPingGlobal,,,,reconDrone,,,,uavStreak,,,,directionalUAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
25,gw_defense_tier_0,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,researchUpgradeDefense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
26,gw_defense_tier_1,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,researchUpgradeDefense,,,,defArmorT1,,,,defPlateT1,,,,aiJugg,,,,riskTurret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
27,gw_defense_tier_2,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,defArmorT1,,,,defArmorT2,,,,defPlateT1,,,,defPlateT2,,,,aiJugg,,,,riskTurret,,,,scramblerDrone,,,,juggStreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
28,gw_vehicle_tier_0,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,researchUpgradeVehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
29,gw_vehicle_tier_1,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,researchUpgradeVehicle,,,,vehDefenseT1,,,,pacSentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
30,gw_vehicle_tier_2,,skydiveRedeploy,,,,armorBundle,200,,,aiSquad,,,,vehDefenseT1,,,,vehDefenseT2,,,,vehAPCAmmo,,,,pacSentry,,,,hoverJet,,,,chopperGunner,,,,gunshipStreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
31,cp_core,,cp_armorBundle,25,,,cp_aiSquad,150,,,cp_sentry,200,,,cp_reviveToken,100,,,cp_super_ammo_drop,50,,,cp_clusterSpike,50,,,cp_cruisePredator,100,,,cp_autoDrone,500,,,cp_juggStreak,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
32,dom_gulag,,armor,30,,,ammoDrop,60,,,armorDrop,80,,,gasMask,90,,,dom_gulag_key,100,,,reviveToken,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
33,dmzContraband,,akilo47Comm,720,,,augolfComm,670,,,charlie725Leg,3960,,,mpapa7Leg,3720,,,scharlieLeg,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
34,br_shopInventory_1,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,400,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,clusterSpike,400,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,brloot_perkpack_airman_jup,350,,,brloot_perkpack_backer_jup,350,,,brloot_perkpack_commander_jup,350,,,brloot_perkpack_corporal_jup,350,,,brloot_perkpack_deputy_jup,350,,,brloot_perkpack_driller_jup,350,,,brloot_perkpack_huntsman_jup,350,,,brloot_perkpack_legionnaire_jup,350,,,brloot_perkpack_marauder_jup,350,,,brloot_perkpack_resistor_jup,350,,,brloot_perkpack_stuntman_jup,350,,,brloot_perkpack_technician_jup,350,,,br_sv_exfil,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
35,br_shopInventory_2,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak_bigmap,400,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,clusterSpike,400,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,brloot_perkpack_airman_jup,350,,,brloot_perkpack_backer_jup,350,,,brloot_perkpack_commander_jup,350,,,brloot_perkpack_corporal_jup,350,,,brloot_perkpack_deputy_jup,350,,,brloot_perkpack_driller_jup,350,,,brloot_perkpack_huntsman_jup,350,,,brloot_perkpack_legionnaire_jup,350,,,brloot_perkpack_marauder_jup,350,,,brloot_perkpack_resistor_jup,350,,,brloot_perkpack_stuntman_jup,350,,,brloot_perkpack_technician_jup,350,,,br_sv_exfil,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
36,br_has_mrap_key,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,brloot_plate_carrier_3_medic,400,1,,brloot_super_reinforcement_flare,700,1,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,brloot_perkpack_demolitionist_br,350,,,brloot_perkpack_commando_br,350,,,brloot_perkpack_insurgent_br,350,,,brloot_perkpack_reserves_br,350,,,brloot_perkpack_recon_br,350,,,brloot_perkpack_scout_br,350,,,brloot_perkpack_sentinel_br,350,,,brloot_perkpack_specter_br,350,,,brloot_perkpack_swat_br,350,,,brloot_perkpack_vanguard_br,350,,,brloot_perkpack_beret_br,350,,,brloot_perkpack_warden_br,350,,,loot_key_mrap,5000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
37,br_shopInventory_4,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,super_sonar_pulse,200,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,uavStreak_bigmap_bonus,400,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,brloot_perkpack_airman_jup,350,,,brloot_perkpack_backer_jup,350,,,brloot_perkpack_commander_jup,350,,,brloot_perkpack_corporal_jup,350,,,brloot_perkpack_deputy_jup,350,,,brloot_perkpack_driller_jup,350,,,brloot_perkpack_huntsman_jup,350,,,brloot_perkpack_legionnaire_jup,350,,,brloot_perkpack_marauder_jup,350,,,brloot_perkpack_resistor_jup,350,,,brloot_perkpack_stuntman_jup,350,,,brloot_perkpack_technician_jup,350,,,br_sv_exfil,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
38,br_shopInventory_5,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,clusterSpike,400,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,brloot_perkpack_airman_jup,350,,,brloot_perkpack_backer_jup,350,,,brloot_perkpack_commander_jup,350,,,brloot_perkpack_corporal_jup,350,,,brloot_perkpack_deputy_jup,350,,,brloot_perkpack_driller_jup,350,,,brloot_perkpack_huntsman_jup,350,,,brloot_perkpack_legionnaire_jup,350,,,brloot_perkpack_marauder_jup,350,,,brloot_perkpack_resistor_jup,350,,,brloot_perkpack_stuntman_jup,350,,,brloot_perkpack_technician_jup,350,,,br_sv_exfil,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
39,br_shopInventory_6,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,clusterSpike,400,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,brloot_perkpack_airman_jup,350,,,brloot_perkpack_backer_jup,350,,,brloot_perkpack_commander_jup,350,,,brloot_perkpack_corporal_jup,350,,,brloot_perkpack_deputy_jup,350,,,brloot_perkpack_driller_jup,350,,,brloot_perkpack_huntsman_jup,350,,,brloot_perkpack_legionnaire_jup,350,,,brloot_perkpack_marauder_jup,350,,,brloot_perkpack_resistor_jup,350,,,brloot_perkpack_stuntman_jup,350,,,brloot_perkpack_technician_jup,350,,,br_sv_exfil,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
