item,brloot_plate_carrier_2,plate_carrier,1,1,8554,medium&loadout,100,,,,MP/BR_PLATE_CARRIER_2,,ui_mp_br_loot_icon_health_armor_satchel,,,,1,,,,,,,,,,1,,,ping_loot_armorpouch,ping_loot_confirm_armorpouch,,,,,0
item,brloot_plate_carrier_3,plate_carrier,2,1,8410,medium&loadout,200,,,,MP/BR_PLATE_CARRIER_3,,ui_mp_br_loot_icon_health_armor_satchel,br_legendary_loot_pickup,,,1,,,,,,,,,,1,,brightGold,ping_loot_armorpouch,ping_loot_confirm_armorpouch,,,,,0
item,brloot_armor_plate,health,0,1,8372,small&loadout,20,equip_armorplate,,,EQUIPMENT/ARMOR_PLATE_BR,,hud_icon_loot_armor_plate,iw9_br_pickup_armor,3,2,3,armor_plate,,1,,,,,,,1,,,ping_loot_armor,ping_loot_confirm_armor,,,,,0
item,brloot_plate_pouch,noDrop,4,1,8421,medium&powerful&loadout,150,,,,EQUIPMENT/BR_PLATE_POUCH,,ui_mp_br_loot_icon_health_armor_satchel,,,,1,armor_satchel,,,,,,,,,1,,,ping_loot_armorpouch,ping_loot_confirm_armorpouch,,,,,0
item,brloot_plunder_cash_common_1,plunder,0,10,8395,small,10,,,,MP/BR_PLUNDER_CASH,,ui_mp_br_loot_icon_plunder,,,,,cash,,1,,,,,,,,,,ping_loot_cash,ping_loot_confirm_cash,,,,,0
item,brloot_plunder_cash_uncommon_1,plunder,1,50,8395,small,50,,,,MP/BR_PLUNDER_CASH,,ui_mp_br_loot_icon_plunder,,,,,cash,,1,,,,,,,,,,ping_loot_cash,ping_loot_confirm_cash,,,,,0
item,brloot_plunder_cash_uncommon_2,plunder,1,80,8395,small,80,,,,MP/BR_PLUNDER_CASH,,ui_mp_br_loot_icon_plunder,,,,,cash,,1,,,,,,,,,,ping_loot_cash,ping_loot_confirm_cash,,,,,0
item,brloot_plunder_cash_uncommon_3,plunder,1,120,8395,small,120,,,,MP/BR_PLUNDER_CASH,,ui_mp_br_loot_icon_plunder,,,,,cash,,1,,,,,,,,,,ping_loot_cash,ping_loot_confirm_cash,,,,,0
item,brloot_plunder_cash_rare_1,plunder,2,200,8395,medium,200,,,,MP/BR_PLUNDER_CASH,,ui_mp_br_loot_icon_plunder,,,,,cash,,1,,,,,,,,,,ping_loot_cash,ping_loot_confirm_cash,,,,,0
item,brloot_plunder_cash_rare_2,plunder,2,350,8395,medium,350,,,,MP/BR_PLUNDER_CASH,,ui_mp_br_loot_icon_plunder,,,,,cash,,1,,,,,,,,,,ping_loot_cash,ping_loot_confirm_cash,,,,,0
item,brloot_plunder_cash_epic_1,plunder,3,500,8395,medium,500,,,,MP/BR_PLUNDER_CASH,,ui_mp_br_loot_icon_plunder,,,,,cash,,1,,,,,,,,,,ping_loot_cash,ping_loot_confirm_cash,,,,,0
item,brloot_plunder_cash_epic_2,plunder,3,800,8395,medium,800,,,,MP/BR_PLUNDER_CASH,,ui_mp_br_loot_icon_plunder,,,,,cash,,1,,,,,,,,,,ping_loot_cash,ping_loot_confirm_cash,,,,,0
item,brloot_plunder_cash_legendary_1,plunder,4,1200,8395,medium&powerful,1200,,,,MP/BR_PLUNDER_CASH,,ui_mp_br_loot_icon_plunder,,,,,cash,,1,,,,,,,,,,ping_loot_cash,ping_loot_confirm_cash,,,,,0
item,brloot_self_revive,revive,4,1,8548,small&loadout&powerful,1000,,,,MP_BR_INGAME/KIOSK_ITEM_SELF_REVIVE,,ui_mp_br_loot_icon_revive_item,br_legendary_loot_pickup,,,1,brloot_self_revive,,,,,,,,,1,,brightGold,ping_loot_selfrevive,ping_loot_confirm_selfrevive,,,,,0
item,brloot_access_card_blue,keycard,4,1,,small,,,,,MP_BR_INGAME/ACCESS_CARD_BLUE,,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,,,,,,,,,,1,,brightGold,ping_loot_keycard,ping_loot_confirm_keycard,,,,,0
item,brloot_access_card_green,keycard,4,1,,small,,,,,MP_BR_INGAME/ACCESS_CARD_GREEN,,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,,,,,,,,,,1,,brightGold,ping_loot_keycard,ping_loot_confirm_keycard,,,,,0
item,brloot_access_card_red,keycard,4,1,8587,small,,,,,MP_BR_INGAME/ACCESS_CARD_RED,,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,,,,,,,,,,1,,brightGold,ping_loot_keycard,ping_loot_confirm_keycard,,,,,0
item,brloot_access_card_blue_stadium_parking,keycard,4,1,,small,,,,,MP_BR_INGAME/ACCESS_CARD_BLUE_STADIUM_PARKING,,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,,,,,,,,,,1,,brightGold,ping_loot_keycard,ping_loot_confirm_keycard,,,,,0
item,brloot_access_card_blue_stadium_executive,keycard,4,1,,small,,,,,MP_BR_INGAME/ACCESS_CARD_BLUE_STADIUM_EXECUTIVE,,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,,,,,,,,,,1,,brightGold,ping_loot_keycard,ping_loot_confirm_keycard,,,,,0
item,brloot_access_card_blue_stadium_concourse,keycard,4,1,,small,,,,,MP_BR_INGAME/ACCESS_CARD_BLUE_STADIUM_CONCOURSE,,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,,,,,,,,,,1,,brightGold,ping_loot_keycard,ping_loot_confirm_keycard,,,,,0
item,interactable_note_keycard_a,note,4,1,21643,small&nobr,10,,,,CP_TRAP_ROOM/KEYCARD_1_NAME,CP_TRAP_ROOM/KEYCARD_1_DESC,ui_mp_br_loot_icon_keycard,iw9_br_pickup_armor,,,,interactable_note_keycard_a,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_TRAP_ROOM/KEYCARD_TEXT,,,,0
item,interactable_note_keycard_b,note,4,1,21853,small&nobr,10,,,,CP_TRAP_ROOM/KEYCARD_2_NAME,CP_TRAP_ROOM/KEYCARD_2_DESC,ui_mp_br_loot_icon_keycard,iw9_br_pickup_armor,,,,interactable_note_keycard_b,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_TRAP_ROOM/KEYCARD_TEXT,,,,0
item,interactable_note_keycard_c,note,4,1,21854,small&nobr,10,,,,CP_TRAP_ROOM/KEYCARD_3_NAME,CP_TRAP_ROOM/KEYCARD_3_DESC,ui_mp_br_loot_icon_keycard,iw9_br_pickup_armor,,,,interactable_note_keycard_c,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_TRAP_ROOM/KEYCARD_TEXT,,,,0
item,interactable_note_raid_0,note,4,1,26089,small&nobr,10,,,,CP_RAID1_BOSS1/NOTE_NAME_0,CP_RAID1_BOSS1/NOTE_DESC_0,ui_mp_br_loot_icon_x1_01,br_legendary_loot_pickup,,,,interactable_note_raid_0,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_RAID1_BOSS1/NOTE_DESC_0,,,,0
item,interactable_note_raid_1,note,4,1,26090,small&nobr,10,,,,CP_RAID1_BOSS1/NOTE_NAME_1,CP_RAID1_BOSS1/NOTE_DESC_1,ui_mp_br_loot_icon_x1_01,br_legendary_loot_pickup,,,,interactable_note_raid_1,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_RAID1_BOSS1/NOTE_DESC_1,,,,0
item,interactable_note_raid_2,note,4,1,26091,small&nobr,10,,,,CP_RAID1_BOSS1/NOTE_NAME_2,CP_RAID1_BOSS1/NOTE_DESC_2,ui_mp_br_loot_icon_x1_01,br_legendary_loot_pickup,,,,interactable_note_raid_2,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_RAID1_BOSS1/NOTE_DESC_2,,,,0
item,interactable_note_raid_3,note,4,1,26092,small&nobr,10,,,,CP_RAID1_BOSS1/NOTE_NAME_3,CP_RAID1_BOSS1/NOTE_DESC_3,ui_mp_br_loot_icon_x1_01,br_legendary_loot_pickup,,,,interactable_note_raid_3,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_RAID1_BOSS1/NOTE_DESC_3,,,,0
item,interactable_note_raid_4,note,4,1,26093,small&nobr,10,,,,CP_RAID1_BOSS1/NOTE_NAME_4,CP_RAID1_BOSS1/NOTE_DESC_4,ui_mp_br_loot_icon_x1_01,br_legendary_loot_pickup,,,,interactable_note_raid_4,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_RAID1_BOSS1/NOTE_DESC_4,,,,0
item,interactable_note_raid_5,note,4,1,26094,small&nobr,10,,,,CP_RAID1_BOSS1/NOTE_NAME_5,CP_RAID1_BOSS1/NOTE_DESC_5,ui_mp_br_loot_icon_x1_01,br_legendary_loot_pickup,,,,interactable_note_raid_5,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_RAID1_BOSS1/NOTE_DESC_5,,,,0
item,interactable_note_raid_6,note,4,1,26095,small&nobr,10,,,,CP_RAID1_BOSS1/NOTE_NAME_6,CP_RAID1_BOSS1/NOTE_DESC_6,ui_mp_br_loot_icon_x1_01,br_legendary_loot_pickup,,,,interactable_note_raid_6,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_RAID1_BOSS1/NOTE_DESC_6,,,,0
item,interactable_note_raid_7,note,4,1,26096,small&nobr,10,,,,CP_RAID1_BOSS1/NOTE_NAME_7,CP_RAID1_BOSS1/NOTE_DESC_7,ui_mp_br_loot_icon_x1_01,br_legendary_loot_pickup,,,,interactable_note_raid_7,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_RAID1_BOSS1/NOTE_DESC_7,,,,0
item,interactable_note_raid_8,note,4,1,26097,small&nobr,10,,,,CP_RAID1_BOSS1/NOTE_NAME_8,CP_RAID1_BOSS1/NOTE_DESC_8,ui_mp_br_loot_icon_x1_01,br_legendary_loot_pickup,,,,interactable_note_raid_8,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_RAID1_BOSS1/NOTE_DESC_8,,,,0
item,interactable_note_raid_9,note,4,1,26098,small&nobr,10,,,,CP_RAID1_BOSS1/NOTE_NAME_9,CP_RAID1_BOSS1/NOTE_DESC_9,ui_mp_br_loot_icon_x1_01,br_legendary_loot_pickup,,,,interactable_note_raid_9,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_RAID1_BOSS1/NOTE_DESC_9,,,,0
item,interactable_note_breachcharge,note,4,1,27245,small&nobr,10,,,,CP_RAID1_BOSS1/BREACH_NAME,CP_RAID1_BOSS1/BREACH_DESC,ui_mp_br_loot_icon_x1_01,br_legendary_loot_pickup,,,,interactable_note_breachcharge,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_RAID1_BOSS1/BREACH_DESC,,,,0
item,interactable_note_ee_usb,note,4,1,27246,small&nobr,10,,,,CP_RAID1_BOSS1/EE_USB_NAME,CP_RAID1_BOSS1/EE_USB_DESC,hud_icon_loot_usb_stick,br_legendary_loot_pickup,,,,interactable_note_ee_usb,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,ping_loot_confirm_keycard,CP_RAID1_BOSS1/EE_USB_DESC,,,,0
item,loot_key_base,key,0,1,,nodrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
item,loot_key_fortress,key,4,1,8557,small&pristine,100,,,,MP_DMZ_LOCKS/FORTRESS_KEY_NAME,MP_DMZ_LOCKS/FORTRESS_KEY_DESC,hud_icon_loot_key_fortress,iw9_br_pickup_key_special,,,,loot_key_fortress,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_quarry_storage,key,4,1,8532,small&nobr&pristine,150,,,,MP_DMZ_LOCKS/QUARRY_STORAGE_KEY_NAME,MP_DMZ_LOCKS/KEY_DESC,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_quarry_storage,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_quarry_office,key,4,1,8630,small&nobr&pristine,150,,,,MP_DMZ_LOCKS/QUARRY_OFFICE_KEY_NAME,MP_DMZ_LOCKS/KEY_DESC,hud_icon_loot_key_02,iw9_br_pickup_key_special,,,,loot_key_quarry_office,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_quarry_control,key,4,1,8576,small&nobr&pristine,150,,,,MP_DMZ_LOCKS/QUARRY_CONTROL_KEY_NAME,MP_DMZ_LOCKS/KEY_DESC,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_quarry_control,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_hydro_storage,key,4,1,8472,small&nobr&pristine&keytier1,150,,,,MP_DMZ_LOCKS/HYDRO_STORAGE_KEY_NAME,MP_DMZ_LOCKS/HYDRO_STORAGE_DESC,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_hydro_storage,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_hydro_apt,key,4,1,8507,small&nobr&pristine&keytier2,150,,,,MP_DMZ_LOCKS/HYDRO_APT_KEY_NAME,MP_DMZ_LOCKS/HYDRO_APT_DESC,hud_icon_loot_key_02,iw9_br_pickup_key_special,,,,loot_key_hydro_apt,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_hydro_weapondrop,key,4,1,8428,small&nobr&pristine&keytier3,150,,,,MP_DMZ_LOCKS/HYDRO_WEAPONDROP_KEY_NAME,MP_DMZ_LOCKS/HYDRO_WEAPONDROP_KEY_DESC,hud_icon_loot_key_02,iw9_br_pickup_key_special,,,,loot_key_hydro_weapondrop,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_trapper_door,key,4,1,8537,small&nobr&pristine,150,,,,MP_DMZ_LOCKS/TRAPPER_DOOR_KEY_NAME,MP_DMZ_LOCKS/TRAPPER_DOOR_KEY_DESC,hud_icon_loot_key_02,iw9_br_pickup_key_special,,,,loot_key_trapper_door,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_resort_entrance,key,4,1,8550,small&nobr&pristine,150,,,,MP_DMZ_LOCKS/RESORT_KEY_NAME,MP_DMZ_LOCKS/RESORT_KEY_DESC,hud_icon_loot_key_02,iw9_br_pickup_key_special,,,,loot_key_resort_entrance,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_fortress_interior,key,4,1,8495,small&nobr&pristine,100,,,,MP_DMZ_LOCKS/FORTRESS_INTERIOR_KEY_NAME,MP_DMZ_LOCKS/FORTRESS_INTERIOR_KEY_DESC,hud_icon_loot_key_fortress,iw9_br_pickup_key_special,,,,loot_key_fortress_interior,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_multi_key_fortress,key,3,1,8525,small&nobr&pristine,100,,,,MP_DMZ_LOCKS/FORTRESS_MULTI_KEY_NAME,MP_DMZ_LOCKS/FORTRESS_MULTI_KEY_DESC,hud_icon_splash_jailkey,iw9_br_pickup_key_special,,,,loot_multi_key_fortress,,,,,,,,,3,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_gulag,key,4,1,8457,small&pristine,100,,,,MP_BR_INGAME/GULAG_KEY_NAME,MP_BR_INGAME/GULAG_KEY_DESC,hud_icon_loot_key_skeleton,iw9_br_pickup_key_special,,,,loot_key_gulag,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_biolab_door,key,4,1,8403,small&nobr&pristine&biolab,100,,,,MP_BR_INGAME/ACCESS_CARD_BIO_LAB,MP_BR_INGAME/ACCESS_CARD_BIO_LAB_DESC,ui_mp_br_loot_icon_keycard,iw9_br_pickup_key_special,,,,loot_key_biolab_door,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_red_door,key,4,1,9071,small&nobr&pristine&biolab,10,,,,MP_BR_INGAME/ACCESS_CARD_RED,MP_BR_INGAME/ACCESS_CARD_RED_DESC,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,loot_key_red_door,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_blue_door,key,4,1,9070,small&nobr&pristine&biolab,10,,,,MP_BR_INGAME/ACCESS_CARD_BLUE,MP_BR_INGAME/ACCESS_CARD_BLUE_DESC,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,loot_key_blue_door,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_green_door,key,4,1,9073,small&nobr&pristine&biolab,10,,,,MP_BR_INGAME/ACCESS_CARD_GREEN,MP_BR_INGAME/ACCESS_CARD_GREEN_DESC,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,loot_key_green_door,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_black_door,key,4,1,9074,small&nobr&pristine&biolab,10,,,,MP_BR_INGAME/ACCESS_CARD_BLACK,MP_BR_INGAME/ACCESS_CARD_BLACK_DESC,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,loot_key_black_door,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_gold_door,key,4,1,9072,small&nobr&pristine&biolab,10,,,,MP_BR_INGAME/ACCESS_CARD_GOLD,MP_BR_INGAME/ACCESS_CARD_GOLD_DESC,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,loot_key_gold_door,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_firefighttest01,key,4,1,8382,small&nobr&pristine&nodrop&nodmz,100,,,,MP_DMZ_LOCKS/FIREFIGHT_LOCKED_SPACE_TEST_KEY_NAME,MP_DMZ_LOCKS/FIREFIGHT_LOCKED_SPACE_TEST_KEY_DESC,ui_mp_br_loot_icon_keycard,iw9_br_pickup_key_special,,,,loot_key_firefighttest01,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_fortress_used,key,4,1,8497,small&used,100,,,,MP_DMZ_LOCKS/FORTRESS_KEY_NAME_USED,MP_DMZ_LOCKS/FORTRESS_KEY_DESC,hud_icon_loot_key_fortress,iw9_br_pickup_key_special,,,,loot_key_fortress_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_quarry_storage_used,key,4,1,8563,small&nobr&used,150,,,,MP_DMZ_LOCKS/QUARRY_STORAGE_KEY_NAME_USED,MP_DMZ_LOCKS/KEY_DESC,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_quarry_storage_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_quarry_office_used,key,4,1,8475,small&nobr&used,150,,,,MP_DMZ_LOCKS/QUARRY_OFFICE_KEY_NAME_USED,MP_DMZ_LOCKS/KEY_DESC,hud_icon_loot_key_02,iw9_br_pickup_key_special,,,,loot_key_quarry_office_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_quarry_control_used,key,4,1,8388,small&nobr&used,150,,,,MP_DMZ_LOCKS/QUARRY_CONTROL_KEY_NAME_USED,MP_DMZ_LOCKS/KEY_DESC,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_quarry_control_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_hydro_storage_used,key,4,1,8609,small&nobr&used&keytier1,150,,,,MP_DMZ_LOCKS/HYDRO_STORAGE_KEY_NAME_USED,MP_DMZ_LOCKS/HYDRO_STORAGE_DESC,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_hydro_storage_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_hydro_apt_used,key,4,1,8436,small&nobr&used&keytier2,150,,,,MP_DMZ_LOCKS/HYDRO_APT_KEY_NAME_USED,MP_DMZ_LOCKS/HYDRO_APT_DESC,hud_icon_loot_key_02,iw9_br_pickup_key_special,,,,loot_key_hydro_apt_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_hydro_weapondrop_used,key,4,1,8625,small&nobr&used&keytier3,150,,,,MP_DMZ_LOCKS/HYDRO_WEAPONDROP_KEY_NAME_USED,MP_DMZ_LOCKS/HYDRO_WEAPONDROP_KEY_DESC,hud_icon_loot_key_02,iw9_br_pickup_key_special,,,,loot_key_hydro_weapondrop_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_trapper_door_used,key,4,1,8610,small&nobr&nodrop&used,150,,,,MP_DMZ_LOCKS/TRAPPER_DOOR_KEY_NAME_USED,MP_DMZ_LOCKS/TRAPPER_DOOR_KEY_DESC,hud_icon_loot_key_02,iw9_br_pickup_key_special,,,,loot_key_trapper_door_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_resort_entrance_used,key,4,1,8558,small&nobr&used,150,,,,MP_DMZ_LOCKS/RESORT_KEY_NAME_USED,MP_DMZ_LOCKS/RESORT_KEY_DESC,hud_icon_loot_key_02,iw9_br_pickup_key_special,,,,loot_key_resort_entrance_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_fortress_interior_used,key,4,1,8533,small&nobr&used,100,,,,MP_DMZ_LOCKS/FORTRESS_INTERIOR_KEY_NAME_USED,MP_DMZ_LOCKS/FORTRESS_INTERIOR_KEY_DESC,hud_icon_loot_key_fortress,iw9_br_pickup_key_special,,,,loot_key_fortress_interior_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_multi_key_fortress_used,key,3,1,8585,small&nobr&used,100,,,,MP_DMZ_LOCKS/FORTRESS_MULTI_KEY_NAME_USED,MP_DMZ_LOCKS/FORTRESS_MULTI_KEY_DESC,hud_icon_loot_key_fortress,iw9_br_pickup_key_special,,,,loot_multi_key_fortress_used,,,,,,,,,3,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_gulag_used,key,4,1,8620,small&used,100,,,,MP_BR_INGAME/GULAG_KEY_NAME,MP_BR_INGAME/GULAG_KEY_DESC,hud_icon_loot_key_fortress,iw9_br_pickup_key_special,,,,loot_key_gulag_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_biolab_door_used,key,4,1,8559,small&nobr&used&biolab,100,,,,MP_BR_INGAME/ACCESS_CARD_BIO_LAB,MP_BR_INGAME/ACCESS_CARD_BIO_LAB_DESC,ui_mp_br_loot_icon_keycard,iw9_br_pickup_key_special,,,,loot_key_biolab_door_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_red_door_used,key,4,1,11163,small&nobr&used&biolab,10,,,,MP_BR_INGAME/ACCESS_CARD_RED,MP_BR_INGAME/ACCESS_CARD_RED_DESC,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,loot_key_red_door_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_blue_door_used,key,4,1,11166,small&nobr&used&biolab,10,,,,MP_BR_INGAME/ACCESS_CARD_BLUE,MP_BR_INGAME/ACCESS_CARD_BLUE_DESC,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,loot_key_blue_door_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
item,loot_key_green_door_used,key,4,1,11159,small&nobr&used&biolab,10,,,,MP_BR_INGAME/ACCESS_CARD_GREEN,MP_BR_INGAME/ACCESS_CARD_GREEN_DESC,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,loot_key_green_door_used,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,,,loot_key_base,0
