36,auto_drone,hud_icon_killstreak_auto_drone,KILLSTREAKS/AUTO_DRONE,500,150,KILLSTREAKS/AUTO_DRONE_DESC,0,,,1,specialty_ks_null,,500,,9140,
37,assault_drone,hud_icon_killstreak_assault_drone,KILLSTREAKS/ASSAULT_DRONE,500,150,KILLSTREAKS/ASSAULT_DRONE_DESC,0,,,1,specialty_ks_null,,500,,9153,
38,assault_suit,hud_icon_killstreak_assault_suit,KILLSTREAKS/ASSAULT_SUIT,1000,150,KILLSTREAKS/ASSAULT_SUIT_DESC,1,,camera_killstreak_pairstrike,1,icon_killstreak_slot_juggernaut,frontend_streak_juggernaut,7000,mp_streak_tutorial_juggernaut,9176,
39,lrad,jup_hud_icon_killstreaks_lrad,KILLSTREAKS/LRAD,500,50,KILLSTREAKS/LRAD_DESC,1,role_6,,1,specialty_ks_null,,4000,,11287,
40,switchblade_drone,jup_hud_icon_killstreaks_switchblade_drone,KILLSTREAKS/SWITCHBLADE_DRONE,500,50,KILLSTREAKS/SWITCHBLADE_DRONE_DESC,1,role_6,,1,specialty_ks_null,,4000,,11286,
41,chopper_gunner,hud_icon_killstreak_apache,KILLSTREAKS/CHOPPER_GUNNER,3000,150,KILLSTREAKS/CHOPPER_GUNNER_DESC,1,,camera_killstreak_chopper,1,specialty_ks_null,frontend_streak_chopper_gunner,5000,mp_streak_tutorial_chopper,9158,1
42,loitering_munition,hud_icon_killstreak_loitering_munition,KILLSTREAKS/LOITERING_MUNITION,3500,600,KILLSTREAKS/LOITERING_MUNITION_DESC,1,,,1,specialty_ks_null,,7000,,12812,
43,ims,hud_icon_killstreak_ims,KILLSTREAKS/IMS,3500,600,KILLSTREAKS/IMS_DESC,1,,,1,specialty_ks_null,,7000,,24470,
44,missile_turret,hud_icon_killstreak_missile_turret,KILLSTREAKS/MISSILE_TURRET,3500,600,KILLSTREAKS/MISSILE_TURRET_DESC,1,,,1,specialty_ks_null,,7000,,9156,
45,drone_swarm,hud_icon_killstreak_assault_drone,KILLSTREAKS/DRONE_SWARM,500,50,KILLSTREAKS/DRONE_SWARM_DESC,1,role_6,,1,specialty_ks_null,,4000,,27363,
46,airdrop,hud_icon_killstreak_emergency_airdrop,KILLSTREAKS/AIRDROP,500,50,KILLSTREAKS/AIRDROP_DESC,1,role_6,,1,specialty_ks_null,,4000,,27326,
