left_stick_left,23,button_stick_left,button_stick_left_ps4,INPUT/KB_LEFT_STICK,1,1,1,1,0.5,,0,
left_stick_right,24,button_stick_left,button_stick_left_ps4,INPUT/KB_LEFT_STICK,1,1,1,1,0.5,,0,
right_stick_forward,25,button_stick_fwd_r,,,1.1,1.1,1.1,1.1,0.5,,0,
right_stick_back,26,button_stick_right,button_stick_right_ps4,INPUT/KB_RIGHT_STICK,1,1,1,1,0.5,,0,
right_stick_left,28,button_stick_right,button_stick_right_ps4,INPUT/KB_RIGHT_STICK,1,1,1,1,0.5,,0,
right_stick_righ,29,button_stick_right,button_stick_right_ps4,INPUT/KB_RIGHT_STICK,1,1,1,1,0.5,,0,
ui_left_stick_up,1991,button_stick_left,button_stick_left_ps4,INPUT/KB_L3_BUTTON,1,1,1,1,0.5,,0,
ui_right_stick_up,1992,button_stick_right,button_stick_right_ps4,INPUT/KB_R3_BUTTON,1,1,1,1,0.5,,0,
left_stick_centered,1993,button_stick_left,button_stick_left_ps4,INPUT/KB_LEFT_STICK,1,1,1,1,0.5,,0,
right_stick_centered,1994,button_stick_right,button_stick_right_ps4,INPUT/KB_RIGHT_STICK,1,1,1,1,0.5,,0,
ui_left_stick,1995,button_stick_left,button_stick_left_ps4,INPUT/KB_LEFT_STICK,1,1,1,1,0.5,,0,
ui_right_stick,1996,button_stick_right,button_stick_right_ps4,INPUT/KB_RIGHT_STICK,1,1,1,1,0.5,,0,
ui_mantle,1997,hud_icon_mantle,,,1.5,1.5,1.5,1.5,0.5,,0,
dpad_vertical,1998,button_dpad_vertical,button_dpad_vertical_ps4,,1,1,0.75,0.75,0.5,,0,
ui_home,,,,INPUT/KB_HOME_BUTTON,,,,,,,0,
ui_ins,,,,INPUT/KB_INS_BUTTON,,,,,,,0,
ui_del,,,,INPUT/KB_DEL_BUTTON,,,,,,,0,
ui_mouse_wheel,,,,INPUT/MWHEEL_UP_DOWN,,,,,,,0,
attribute_pro,1999,weapon_attributes_pro,,,1,1,1,1,0.5,,0,
attribute_con,2000,weapon_attributes_con,,,1,1,1,1,0.5,,0,
attachment_warning,2001,ui_attachment_warning,,,0.75,0.75,0.75,0.75,0.5,,0,
attachment_swap,2002,ui_attachment_swap,,,1.5,1.5,1.5,1.5,0.5,,0,
attachment_swap,2003,ui_attachment_swap,,,1.5,1.5,1.5,1.5,0.5,,0,
ui_lock,2004,icon_global_lock,,,0.75,0.75,0.75,0.75,0.5,,0,
ui_skull,2005,hud_icon_player_dead,,,1,1,1,1,0.5,,0,
ui_codpoints,2006,icon_currency_codpoints,,,1,1,1,1,0.5,,0,
ui_uparrow,2010,v_ui_icon_buttonprompt_kbm_direction_up,,,1,1,1,1,0.5,,0,
ui_downarrow,2011,v_ui_icon_buttonprompt_kbm_direction_down,,,1,1,1,1,0.5,,0,
ui_leftarrow,2012,v_ui_icon_buttonprompt_kbm_direction_left,,,1,1,1,1,0.5,,0,
ui_rightarrow,2013,v_ui_icon_buttonprompt_kbm_direction_right,,,1,1,1,1,0.5,,0,
ui_mouseleftclick,2014,ui_button_kbm_mouseleftclick,,,1.5,1.5,1.5,1.5,0.5,ui_button_kbm_mouseleftclick_black,0,ui_button_kbm_mouseleftclick_black
ui_mouserightclick,2015,ui_button_kbm_mouserightclick,,,1.5,1.5,1.5,1.5,0.5,ui_button_kbm_mouserightclick_black,0,ui_button_kbm_mouserightclick_black
ui_mousemiddleclick,2016,ui_button_kbm_mousemiddleclick,,,1.5,1.5,1.5,1.5,0.5,ui_button_kbm_mousemiddleclick_black,0,ui_button_kbm_mousemiddleclick_black
ui_mouseclick4,2017,ui_button_kbm_mouseclick4,,,1.5,1.5,1.5,1.5,0.5,ui_button_kbm_mouseclick4_black,0,ui_button_kbm_mouseclick4_black
ui_mouseclick5,2018,ui_button_kbm_mouseclick5,,,1.5,1.5,1.5,1.5,0.5,ui_button_kbm_mouseclick5_black,0,ui_button_kbm_mouseclick5_black
ui_mousewheeldown,2019,ui_button_kbm_mousescrolldown,,,1.5,1.5,1.5,1.5,0.5,ui_button_kbm_mousescrolldown_black,0,ui_button_kbm_mousescrolldown_black
ui_mousewheelup,2020,ui_button_kbm_mousescrollup,,,1.5,1.5,1.5,1.5,0.5,ui_button_kbm_mousescrollup_black,0,ui_button_kbm_mousescrollup_black
ui_mouseicon,2021,ui_button_kbm_mouse,,,1.5,1.5,1.5,1.5,0.5,ui_button_kbm_mouse_black,0,ui_button_kbm_mouse_black
ui_voice,2022,icon_mic_talking,,,1,1,1,1,0.5,,0,
ui_killhouse_ticket,2023,icon_killhouse_ticket,,,1,1,1,1,0.5,,0,
streak_warning,2024,ui_streak_warning,,,1.25,1.25,1.25,1.25,0.5,,0,
watch_kills,2025,watch_kills,,,0.9,0.9,0.9,0.9,0.5,,0,
watch_deaths,2026,watch_deaths,,,0.9,0.9,0.9,0.9,0.5,,0,
ui_unlocked,2027,ui_font_unlocked,,,1,1,1,1,0.5,,0,
reward_complete,2028,ui_reward_complete,,,0.5,0.5,0.5,0.5,0.5,,0,
reward_incomplete,2029,ui_reward_incomplete,,,0.5,0.5,0.5,0.5,0.5,,0,
ui_reset,2030,icon_swap,,,1,1,1,1,0.5,,0,
ui_underbarrel_grenade,2031,icon_attachment_ub_gl01_v0,,,1.5,1.5,1.5,1.5,0.5,,0,
ui_underbarrel_shotgun,2032,icon_attachment_masterkey01,,,1.5,1.5,1.5,1.5,0.5,,0,
ui_mousewheelupdown,2033,ui_button_kbm_mousescrollupdown,,,1.5,1.5,1.5,1.5,0.5,ui_button_kbm_mousescrollupdown_black,0,ui_button_kbm_mousescrollupdown_black
ui_mouseleftclickpan,2034,ui_button_kbm_mouseleftclick_pan,,,1.75,1.75,1.75,1.75,0.5,ui_button_kbm_mouseleftclick_black,0,ui_button_kbm_mouseleftclick_black
ui_codkey,2035,icon_currency_key,,,1.5,1.5,1.5,1.5,0.5,,0,
watch_headshots,2036,watch_headshots,,,0.9,0.9,0.9,0.9,0.5,,0,
ui_party,2037,icon_playlist_team,,,1,1,1,1,0.5,,0,
ui_attachment_variant,2038,icon_menu_variant,,,0.85,0.85,0.85,0.85,0.5,,0,
ui_mychanges_ok,2039,icon_mychanges_ok,,,1,1,1,1,0.5,,0,
ui_mychanges_reload,2040,icon_mychanges_reload,,,1,1,1,1,0.5,,0,
ui_mychanges_restart,2041,icon_mychanges_restart,,,1,1,1,1,0.5,,0,
ui_mychanges_warn,2042,icon_mychanges_warn,,,1,1,1,1,0.5,,0,
mantle_ladder,2043,hud_icon_mantle_ladder,,,2,2,2,2,0.2,,0,
slide_ladder,2044,hud_icon_slide_ladder,,,2,2,2,2,0.2,,0,
killstreak_hover_jet,2046,icon_killstreak_hover_jet_small,,,1,1,1,1,0.5,,0,
ui_backspace,2048,v_ui_icon_buttonprompt_kbm_backspace,,,1,1,1,1,0.5,,0,
ui_system,2049,v_ui_icon_buttonprompt_kbm_consoleoskey,,,1,1,1,1,0.5,,0,
ui_enter,2050,v_ui_icon_buttonprompt_kbm_enter,,,1,1,1,1,0.5,,0,
ui_indicator_left,2051,v_ui_icon_buttonprompt_kbm_indicator_left,,,1,1,1,1,0.5,,0,
ui_indicator_right,2052,v_ui_icon_buttonprompt_kbm_indicator_right,,,1,1,1,1,0.5,,0,
ui_lock,2053,icon_global_lock,,,1,1,1,1,0.5,,0,
ui_menu,2054,v_ui_icon_buttonprompt_kbm_menukey,,,1,1,1,1,0.5,,0,
ui_numpad,2055,v_ui_icon_buttonprompt_kbm_numpad,,,1,1,1,1,0.5,,0,
ui_page_down,2056,v_ui_icon_buttonprompt_kbm_page_down,,,1,1,1,1,0.5,,0,
ui_page_up,2057,v_ui_icon_buttonprompt_kbm_page_up,,,1,1,1,1,0.5,,0,
ui_pause,2058,v_ui_icon_buttonprompt_kbm_pause,,,1,1,1,1,0.5,,0,
ui_spacebar,2059,v_ui_icon_buttonprompt_kbm_spacebar,,,1,1,1,1,0.5,,0,
mantle_hang,2060,hud_icon_prompt_hang,,,2,2,2,2,0.2,,0,
ui_icon_zm_heart,2061,ui_icons_zombie_heart,,,1,1,1,0.5,,,0,
ui_icon_zm_essence,2062,ui_icons_zombie_essence,,,1,1,1,0.5,,,0,
ui_icon_zm_common_salvage,2063,ui_icons_zombie_salvage_common,,,1,1,1,0.5,,,0,
ui_font_search,2064,ui_font_search,,,1,1,1,1,1,,0,
ui_vehicle_skin,2065,icon_vehicle_skin,,,1,1,1,1,0.5,,0,
ui_vehicle_horn,2066,icon_vehicle_horn,,,1,1,1,1,0.5,,0,
ui_vehicle_battle_track,2067,icon_vehicle_battle_track,,,1,1,1,1,0.5,,0,
ui_icon_damage_fire,2068,ui_icons_elementaldamage_fire,,,1,1,1,1,0.5,,0,
ui_icon_damage_explosive,2069,ui_icons_elementaldamage_explosive,,,1,1,1,1,0.5,,0,
ui_icon_damage_toxic,2070,ui_icons_elementaldamage_toxic,,,1,1,1,1,0.5,,0,
ui_icon_damage_electrical,2071,ui_icons_elementaldamage_electrical,,,1,1,1,1,0.5,,0,
ui_icon_damage_cold,2072,ui_icons_elementaldamage_cold,,,1,1,1,1,0.5,,0,
leagueplay_skill_rating,2073,iw9_ui_icon_leagueplay_skill_rating,,,1,1,1,1,0.5,,0,
leagueplay_star_filled,2074,iw9_ui_icon_leagueplay_star_filled,,,1,1,1,1,0.5,,0,
ui_button_dpad_vertical,2075,button_dpad_vertical,,,1,1,1,1,0.5,,0,
ui_large_hollow_lock,2076,icon_generic_lock_hollow_large,,,0.525,0.525,0.525,0.525,0.5,,0,
button_stick_horizontal_r,2077,button_stick_horizontal_r,,,1.5,1.5,1.5,1.5,0.5,,0,
ui_font_keyboard,2078,ui_font_keyboard,,,1.45,1.45,1.45,1.45,0.6,,0,
icon_mic_talking,2079,icon_mic_talking,,,1,1,1,1,1,,0,
icon_mic_muted,2080,icon_mic_muted,,,1,1,1,1,,,0,
voice_off,2081,voice_off,,,1,1,1,1,,,0,
icon_global_quit,2082,ui_icon_global_quit,,,1,1,1,1,0.5,,0,
ui_font_bullet_point,2083,ui_font_bullet_point,,,0.35,0.35,0.35,0.35,0.5,,0,
ui_icon_section_favorite,2084,ui_icon_section_favorite,,,1,1,1,1,1,,0,
ui_button_kbm_mouseleftclick_rotate,2094,ui_button_kbm_mouseleftclick_rotate,,,1,1,1,1,0.3,,0,
leagueplay_skill_rating_knockout,2095,ui_icon_leagueplay_skill_rating_knockout,,,1,1,1,1,0.5,,0,
leagueplay_skill_rating_inverted,2097,ui_icon_leagueplay_skill_rating_inverted,,,1,1,1,1,0.5,,0,
ui_font_arrow_left,2099,ui_font_arrow_left,,,0.85,0.85,0.85,0.85,0.5,,0,
ui_font_arrow_right,2100,ui_font_arrow_right,,,0.85,0.85,0.85,0.85,0.5,,0,
ui_icon_zm_rare_salvage,2102,ui_icons_zombie_salvage_rare,,,1,1,1,,0.5,,0,
hud_editor_reset,2103,button_stick_left_anim,button_stick_left_anim,HUD_EDITOR/PC_RESET,1,1,1,,0.5,,0,
hud_editor_minimize,2104,button_stick_right_anim,button_stick_right_anim,HUD_EDITOR/PC_MINIMIZE,1,1,1,,0.5,,0,
hud_editor_save,2105,button_alt1,button_alt1_ps4,HUD_EDITOR/PC_SAVE,1,1,1,,0.5,,0,
hud_editor_move_widget,2106,button_stick_right,button_stick_right,HUD_EDITOR/PC_MOVE_WIDGET,1,1,1,,0.5,,0,
hud_editor_move_menu,2107,button_stick_right,button_stick_right,HUD_EDITOR/PC_MOVE_MENU,1,1,1,,0.5,,0,
global_notice,2108,icon_global_notice,,,0.75,0.75,0.75,,0.4,,0,
icon_keybind_link,2109,icon_keybind_link,,,0.9,0.9,0.9,0.9,0.5,,0,
icon_keybind_link_broken,2110,icon_keybind_link_broken,,,0.9,0.9,0.9,0.9,0.5,,0,
jup_hud_icon_extractable,2111,jup_hud_icon_extractable_black,,,1,1,1,0.5,,,0,
icon_mic_selfmute,2112,icon_mic_selfmute,,,1,1,1,1,0.5,,0,
icon_mic_voice_off,2113,icon_mic_voice_off,,,1,1,1,1,0.5,,0,
ui_audition,2114,ui_font_accessibility_audition,,,1,1,1,1,0.5,,0,
ui_cognition,2115,ui_font_accessibility_cognition,,,1,1,1,1,0.5,,0,
ui_motor,2116,ui_font_accessibility_motor,,,1,1,1,1,0.5,,0,
ui_vision,2117,ui_font_accessibility_vision,,,1,1,1,1,0.5,,0,
ui_font_universal_wrap,2118,ui_font_universal_wrap,,,1,1,1,1,0.5,,0,
sha,2279,clantag_sha,,,1,1,1,1,0.5,,0,
3arc,2280,clantag_3arc,,,1.1,1.1,1.1,1.1,0.5,,0,
atvi,2281,clantag_atvi,,,0.85,0.85,0.85,0.85,0.5,,0,
blizz,2282,clantag_blizz,,,0.85,0.85,0.85,0.85,0.5,,0,
bnox,2283,clantag_bnox,,,1,1,1,1,0.5,,0,
dl,2284,clantag_dl,,,1.1,1.1,1.1,1.1,0.5,,0,
dw,2285,clantag_dw,,,1.1,1.1,1.1,1.1,0.5,,0,
hms,2286,clantag_hms,,,1.1,1.1,1.1,1.1,0.5,,0,
iw,2287,clantag_iw,,,1.1,1.1,1.1,1.1,0.5,,0,
king,2288,clantag_king,,,0.85,0.85,0.85,0.85,0.5,,0,
rvn,2289,clantag_rvn,,,1,1,1,1,0.5,,0,
shg,2290,clantag_shg,,,1,1,1,1,0.5,,0,
sss,2291,clantag_sss,,,1,1,1,1,0.5,,0,
tfb,2292,clantag_tfb,,,1,1,1,1,0.5,,0,
vv,2293,clantag_vv,,,1,1,1,1,0.5,,0,
ui_font_dmz,2294,ui_font_dmz,,,1,1,1,1,0.5,,0,
ui_font_dmz_cooldown,2295,ui_font_dmz_cooldown,,,1,1,1,1,0.5,,0,
left_stick_vertical,2296,button_stick_vertical_l,,,1,1,1,0.5,,,0,
button_stick_vertical_r,2297,button_stick_vertical_r,,,1.5,1.5,1.5,1.5,0.5,,0,
button_stick_horizontal_l,2298,button_stick_horizontal_l,,,1.5,1.5,1.5,1.5,0.5,,0,
ui_icon_dpad_right_or_down,2299,ui_icon_dpad_right_or_down,,,1.5,1.5,1.5,1.5,0.5,,0,
ui_bp_token,2300,ui_bp_meta_data_icon_token,,,1,1,1,1,0.5,,0,
ui_font_dmz_warp,2301,ui_font_dmz_warp,,,0.8,0.8,0.8,0.8,0.1,,0,
ui_select_backbone,2302,button_select_backbone,,,1,1,1,1,0.5,,0,
ui_font_caution_warning,2303,ui_font_caution_warning,,,1,1,1,1,0.5,,0,
