4040,iw9_ch_daily_p1_general_kills_lethal,CHALLENGE/DAILY_P1_GENERAL_KILLS_LETHAL,CHALLENGE/DAILY_P1_GENERAL_KILLS_LETHAL_DESC,1,4500,,1,,,,,18,
984,iw9_ch_daily_p1_general_kills_ads,CHALLENGE/DAILY_P1_GENERAL_KILLS_ADS,CHALLENGE/DAILY_P1_GENERAL_KILLS_ADS_DESC,15,4500,,1,,,,,19,
745,iw9_ch_daily_p2_weapon_kills_ar,CHALLENGE/DAILY_P2_WEAPON_KILLS_AR,CHALLENGE/DAILY_P2_WEAPON_KILLS_AR_DESC,15,4500,,2,,,,,1,
507,iw9_ch_daily_p2_weapon_kills_ar_hs,CHALLENGE/DAILY_P2_WEAPON_KILLS_AR_HS,CHALLENGE/DAILY_P2_WEAPON_KILLS_AR_HS_DESC,5,4500,,2,,,,,2,
369,iw9_ch_daily_p2_weapon_kills_smg,CHALLENGE/DAILY_P2_WEAPON_KILLS_SMG,CHALLENGE/DAILY_P2_WEAPON_KILLS_SMG_DESC,15,4500,,2,,,,,3,
2908,iw9_ch_daily_p2_weapon_kills_smg_hs,CHALLENGE/DAILY_P2_WEAPON_KILLS_SMG_HS,CHALLENGE/DAILY_P2_WEAPON_KILLS_SMG_HS_DESC,5,4500,,2,,,,,4,
318,iw9_ch_daily_p2_weapon_kills_sh,CHALLENGE/DAILY_P2_WEAPON_KILLS_SH,CHALLENGE/DAILY_P2_WEAPON_KILLS_SH_DESC,5,4500,,2,,,,,5,
2817,iw9_ch_daily_p2_weapon_kills_sh_hs,CHALLENGE/DAILY_P2_WEAPON_KILLS_SH_HS,CHALLENGE/DAILY_P2_WEAPON_KILLS_SH_HS_DESC,2,4500,,2,,,,,6,
2726,iw9_ch_daily_p2_weapon_kills_pistol,CHALLENGE/DAILY_P2_WEAPON_KILLS_PISTOL,CHALLENGE/DAILY_P2_WEAPON_KILLS_PISTOL_DESC,5,4500,,2,,,,,7,
3909,iw9_ch_daily_p2_weapon_kills_pistol_hs,CHALLENGE/DAILY_P2_WEAPON_KILLS_PISTOL_HS,CHALLENGE/DAILY_P2_WEAPON_KILLS_PISTOL_HS_DESC,2,4500,,2,,,,,8,
3995,iw9_ch_daily_p2_weapon_kills_sniper,CHALLENGE/DAILY_P2_WEAPON_KILLS_SNIPER,CHALLENGE/DAILY_P2_WEAPON_KILLS_SNIPER_DESC,5,4500,,2,,,,,9,
616,iw9_ch_daily_p2_weapon_kills_sniper_hs,CHALLENGE/DAILY_P2_WEAPON_KILLS_SNIPER_HS,CHALLENGE/DAILY_P2_WEAPON_KILLS_SNIPER_HS_DESC,3,4500,,2,,,,,10,
3892,iw9_ch_daily_p2_weapon_kills_battle_riffle,CHALLENGE/DAILY_P2_WEAPON_KILLS_BATTLE_RIFFLE,CHALLENGE/DAILY_P2_WEAPON_KILLS_BATTLE_RIFFLE_DESC,5,4500,,2,,,,,11,
3842,iw9_ch_daily_p2_weapon_kills_battle_riffle_hs,CHALLENGE/DAILY_P2_WEAPON_KILLS_BATTLE_RIFFLE_HS,CHALLENGE/DAILY_P2_WEAPON_KILLS_BATTLE_RIFFLE_HS_DESC,3,4500,,2,,,,,12,
387,iw9_ch_daily_p2_weapon_kills_launcher,CHALLENGE/DAILY_P2_WEAPON_KILLS_LAUNCHER,CHALLENGE/DAILY_P2_WEAPON_KILLS_LAUNCHER_DESC,2,4500,,2,,,,,13,
409,iw9_ch_daily_p2_weapon_kills_lm,CHALLENGE/DAILY_P2_WEAPON_KILLS_LM,CHALLENGE/DAILY_P2_WEAPON_KILLS_LM_DESC,5,4500,,2,,,,,14,
936,iw9_ch_daily_p2_weapon_kills_lm_hs,CHALLENGE/DAILY_P2_WEAPON_KILLS_LM_HS,CHALLENGE/DAILY_P2_WEAPON_KILLS_LM_HS_DESC,3,4500,,2,,,,,15,
2008,iw9_ch_daily_p3_fieldupgrade_kills_using_dead_silence,CHALLENGE/DAILY_P3_FIELDUPGRADE_KILLS_USING_DEAD_SILENCE,CHALLENGE/DAILY_P3_FIELDUPGRADE_KILLS_USING_DEAD_SILENCE_DESC,3,4500,,3,,,,,1,
204,iw9_ch_daily_p3_humiliations_kills_melee,CHALLENGE/DAILY_P3_HUMILIATIONS_KILLS_MELEE,CHALLENGE/DAILY_P3_HUMILIATIONS_KILLS_MELEE_DESC,3,4500,,3,,,,,7,
4096,iw9_ch_daily_p3_humiliations_finishing_move,CHALLENGE/DAILY_P3_HUMILIATIONS_FINISHING_MOVE,CHALLENGE/DAILY_P3_HUMILIATIONS_FINISHING_MOVE_DESC,3,4500,,3,,,,,8,
774,iw9_ch_daily_p3_lethals_kills_frag,CHALLENGE/DAILY_P3_LETHALS_KILLS_FRAG,CHALLENGE/DAILY_P3_LETHALS_KILLS_FRAG_DESC,3,4500,,3,,,,,18,
138,iw9_ch_daily_p3_lethals_kills_semtex,CHALLENGE/DAILY_P3_LETHALS_KILLS_SEMTEX,CHALLENGE/DAILY_P3_LETHALS_KILLS_SEMTEX_DESC,3,4500,,3,,,,,19,
1797,iw9_ch_daily_p3_lethals_kills_claymore,CHALLENGE/DAILY_P3_LETHALS_KILLS_CLAYMORE,CHALLENGE/DAILY_P3_LETHALS_KILLS_CLAYMORE_DESC,3,4500,,3,,,,,21,
780,iw9_ch_daily_p3_lethals_kills_throwing_knife,CHALLENGE/DAILY_P3_LETHALS_KILLS_THROWING_KNIFE,CHALLENGE/DAILY_P3_LETHALS_KILLS_THROWING_KNIFE_DESC,3,4500,,3,,,,,22,
47,iw9_ch_daily_p3_lethals_knife_proximity_mine,CHALLENGE/DAILY_P3_LETHALS_KNIFE_PROXIMITY_MINE,CHALLENGE/DAILY_P3_LETHALS_KNIFE_PROXIMITY_MINE_DESC,3,4500,,3,,,,,23,
3867,iw9_ch_daily_p3_perks_kills_using_battle_hardened,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_BATTLE_HARDENED,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_BATTLE_HARDENED_DESC,3,4500,,3,,,,,34,
3890,iw9_ch_daily_p3_tacticals_blind_flash_grenade,CHALLENGE/DAILY_P3_TACTICALS_BLIND_FLASH_GRENADE,CHALLENGE/DAILY_P3_TACTICALS_BLIND_FLASH_GRENADE_DESC,3,4500,,3,,,,,38,
30,iw9_ch_daily_p3_tacticals_spot_snapshot_grenade,CHALLENGE/DAILY_P3_TACTICALS_SPOT_SNAPSHOT_GRENADE,CHALLENGE/DAILY_P3_TACTICALS_SPOT_SNAPSHOT_GRENADE_DESC,3,4500,,3,,,,,40,
146,iw9_ch_daily_p1_general_assists,CHALLENGE/DAILY_P1_GENERAL_ASSISTS,CHALLENGE/DAILY_P1_GENERAL_ASSISTS_DESC,10,4500,,1,,,,,20,
652,iw9_ch_daily_p1_general_killstreak_3,CHALLENGE/DAILY_P1_GENERAL_KILLSTREAK_3,CHALLENGE/DAILY_P1_GENERAL_KILLSTREAK_3_DESC,2,4500,,1,,,,,21,
362,iw9_ch_daily_p2_weapon_kills_dmr,CHALLENGE/DAILY_P2_WEAPON_KILLS_DMR,CHALLENGE/DAILY_P2_WEAPON_KILLS_DMR_DESC,5,4500,,2,,,,,16,
773,iw9_ch_daily_p2_weapon_kills_dmr_hs,CHALLENGE/DAILY_P2_WEAPON_KILLS_DMR_HS,CHALLENGE/DAILY_P2_WEAPON_KILLS_DMR_HS_DESC,3,4500,,2,,,,,17,
2949,iw9_ch_daily_p3_fieldupgrade_use_field_upgrade,CHALLENGE/DAILY_P3_FIELDUPGRADE_USE_FIELD_UPGRADE,CHALLENGE/DAILY_P3_FIELDUPGRADE_USE_FIELD_UPGRADE_DESC,5,4500,,3,,,,,41,
1763,iw9_ch_daily_p3_fieldupgrade_kills_battle_rage,CHALLENGE/DAILY_P3_FIELDUPGRADE_KILLS_BATTLE_RAGE,CHALLENGE/DAILY_P3_FIELDUPGRADE_KILLS_BATTLE_RAGE_DESC,2,4500,,3,,,,,43,
958,iw9_ch_daily_p3_killstreaks_use_killstreak,CHALLENGE/DAILY_P3_KILLSTREAKS_USE_KILLSTREAK,CHALLENGE/DAILY_P3_KILLSTREAKS_USE_KILLSTREAK_DESC,2,4500,,3,,,,,46,
726,iw9_ch_daily_p3_lethals_kills_drill_charge,CHALLENGE/DAILY_P3_LETHALS_KILLS_DRILL_CHARGE,CHALLENGE/DAILY_P3_LETHALS_KILLS_DRILL_CHARGE_DESC,1,4500,,3,,,,,47,
771,iw9_ch_daily_p3_lethals_kills_c4,CHALLENGE/DAILY_P3_LETHALS_KILLS_C4,CHALLENGE/DAILY_P3_LETHALS_KILLS_C4_DESC,1,4500,,3,,,,,48,
402,iw9_ch_daily_p3_lethals_kills_thermite,CHALLENGE/DAILY_P3_LETHALS_KILLS_THERMITE,CHALLENGE/DAILY_P3_LETHALS_KILLS_THERMITE_DESC,1,4500,,3,,,,,49,
3072,iw9_ch_daily_p3_perks_kills_using_overkill_secondary_weapon,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_OVERKILL_SECONDARY_WEAPON,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_OVERKILL_SECONDARY_WEAPON_DESC,5,4500,,3,,,,,56,
2746,iw9_ch_daily_p3_perks_kills_using_double_time,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_DOUBLE_TIME,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_DOUBLE_TIME_DESC,10,4500,,3,,,,,57,
4015,iw9_ch_daily_p3_perks_kills_using_scavenger,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_SCAVENGER,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_SCAVENGER_DESC,10,4500,,3,,,,,59,
2911,iw9_ch_daily_p3_perks_kills_using_tracker,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_TRACKER,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_TRACKER_DESC,10,4500,,3,,,,,61,
3983,iw9_ch_daily_p3_tacticals_injure_gas_grenade,CHALLENGE/DAILY_P3_TACTICALS_INJURE_GAS_GRENADE,CHALLENGE/DAILY_P3_TACTICALS_INJURE_GAS_GRENADE_DESC,5,4500,,3,,,,,63,
306,iw9_ch_daily_p6_fieldupgrade_kills_using_dead_silence,CHALLENGE/DAILY_P3_FIELDUPGRADE_KILLS_USING_DEAD_SILENCE,CHALLENGE/DAILY_P3_FIELDUPGRADE_KILLS_USING_DEAD_SILENCE_DESC,3,15000,,6,,,,,1,
2655,iw9_ch_daily_p6_humiliations_kills_melee,CHALLENGE/DAILY_P3_HUMILIATIONS_KILLS_MELEE,CHALLENGE/DAILY_P3_HUMILIATIONS_KILLS_MELEE_DESC,3,15000,,6,,,,,7,
989,iw9_ch_daily_p6_humiliations_finishing_move,CHALLENGE/DAILY_P3_HUMILIATIONS_FINISHING_MOVE,CHALLENGE/DAILY_P3_HUMILIATIONS_FINISHING_MOVE_DESC,3,15000,,6,,,,,8,
3902,iw9_ch_daily_p6_lethals_kills_frag,CHALLENGE/DAILY_P3_LETHALS_KILLS_FRAG,CHALLENGE/DAILY_P3_LETHALS_KILLS_FRAG_DESC,3,15000,,6,,,,,18,
3134,iw9_ch_daily_p6_lethals_kills_semtex,CHALLENGE/DAILY_P3_LETHALS_KILLS_SEMTEX,CHALLENGE/DAILY_P3_LETHALS_KILLS_SEMTEX_DESC,3,15000,,6,,,,,19,
3948,iw9_ch_daily_p6_lethals_kills_claymore,CHALLENGE/DAILY_P3_LETHALS_KILLS_CLAYMORE,CHALLENGE/DAILY_P3_LETHALS_KILLS_CLAYMORE_DESC,3,15000,,6,,,,,21,
3814,iw9_ch_daily_p6_lethals_kills_throwing_knife,CHALLENGE/DAILY_P3_LETHALS_KILLS_THROWING_KNIFE,CHALLENGE/DAILY_P3_LETHALS_KILLS_THROWING_KNIFE_DESC,3,15000,,6,,,,,22,
3077,iw9_ch_daily_p6_lethals_knife_proximity_mine,CHALLENGE/DAILY_P3_LETHALS_KNIFE_PROXIMITY_MINE,CHALLENGE/DAILY_P3_LETHALS_KNIFE_PROXIMITY_MINE_DESC,3,15000,,6,,,,,23,
3045,iw9_ch_daily_p6_perks_kills_using_battle_hardened,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_BATTLE_HARDENED,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_BATTLE_HARDENED_DESC,3,15000,,6,,,,,34,
3870,iw9_ch_daily_p6_tacticals_blind_flash_grenade,CHALLENGE/DAILY_P3_TACTICALS_BLIND_FLASH_GRENADE,CHALLENGE/DAILY_P3_TACTICALS_BLIND_FLASH_GRENADE_DESC,3,15000,,6,,,,,38,
4057,iw9_ch_daily_p6_tacticals_spot_snapshot_grenade,CHALLENGE/DAILY_P3_TACTICALS_SPOT_SNAPSHOT_GRENADE,CHALLENGE/DAILY_P3_TACTICALS_SPOT_SNAPSHOT_GRENADE_DESC,3,15000,,6,,,,,40,
3986,iw9_ch_daily_p6_fieldupgrade_use_field_upgrade,CHALLENGE/DAILY_P3_FIELDUPGRADE_USE_FIELD_UPGRADE,CHALLENGE/DAILY_P3_FIELDUPGRADE_USE_FIELD_UPGRADE_DESC,5,15000,,6,,,,,41,
4116,iw9_ch_daily_p6_fieldupgrade_kills_battle_rage,CHALLENGE/DAILY_P3_FIELDUPGRADE_KILLS_BATTLE_RAGE,CHALLENGE/DAILY_P3_FIELDUPGRADE_KILLS_BATTLE_RAGE_DESC,2,15000,,6,,,,,43,
1824,iw9_ch_daily_p6_killstreaks_use_killstreak,CHALLENGE/DAILY_P3_KILLSTREAKS_USE_KILLSTREAK,CHALLENGE/DAILY_P3_KILLSTREAKS_USE_KILLSTREAK_DESC,2,15000,,6,,,,,46,
1919,iw9_ch_daily_p6_lethals_kills_drill_charge,CHALLENGE/DAILY_P3_LETHALS_KILLS_DRILL_CHARGE,CHALLENGE/DAILY_P3_LETHALS_KILLS_DRILL_CHARGE_DESC,1,15000,,6,,,,,47,
2919,iw9_ch_daily_p6_lethals_kills,CHALLENGE/DAILY_P3_LETHALS_KILLS_C4,CHALLENGE/DAILY_P3_LETHALS_KILLS_C4_DESC,1,15000,,6,,,,,48,
3117,iw9_ch_daily_p6_lethals_kills_thermite,CHALLENGE/DAILY_P3_LETHALS_KILLS_THERMITE,CHALLENGE/DAILY_P3_LETHALS_KILLS_THERMITE_DESC,1,15000,,6,,,,,49,
1035,iw9_ch_daily_p6_perks_kills_using_overkill_secondary_weapon,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_OVERKILL_SECONDARY_WEAPON,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_OVERKILL_SECONDARY_WEAPON_DESC,5,15000,,6,,,,,56,
1988,iw9_ch_daily_p6_perks_kills_using_double_time,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_DOUBLE_TIME,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_DOUBLE_TIME_DESC,10,15000,,6,,,,,57,
3878,iw9_ch_daily_p6_perks_kills_using_scavenger,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_SCAVENGER,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_SCAVENGER_DESC,10,15000,,6,,,,,59,
842,iw9_ch_daily_p6_perks_kills_using_tracker,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_TRACKER,CHALLENGE/DAILY_P3_PERKS_KILLS_USING_TRACKER_DESC,10,15000,,6,,,,,61,
102,iw9_ch_daily_p6_tacticals_injure_gas_grenade,CHALLENGE/DAILY_P3_TACTICALS_INJURE_GAS_GRENADE,CHALLENGE/DAILY_P3_TACTICALS_INJURE_GAS_GRENADE_DESC,5,15000,,6,,,,,63,
2868,iw9_ch_daily_p4_general_kills,CHALLENGE/DAILY_P1_GENERAL_KILLS,CHALLENGE/DAILY_P1_GENERAL_KILLS_DESC,30,15000,,5,,,,,1,
544,iw9_ch_daily_p4_general_longshot_kills,CHALLENGE/DAILY_P1_GENERAL_LONGSHOT_KILLS,CHALLENGE/DAILY_P1_GENERAL_LONGSHOT_KILLS_DESC,8,15000,,5,,,,,2,
2818,iw9_ch_daily_p4_general_wins,CHALLENGE/DAILY_P1_GENERAL_WINS,CHALLENGE/DAILY_P1_GENERAL_WINS_DESC,2,15000,,5,,,,,3,
2711,iw9_ch_daily_p4_general_kills_crouched,CHALLENGE/DAILY_P1_GENERAL_KILLS_CROUCHED,CHALLENGE/DAILY_P1_GENERAL_KILLS_CROUCHED_DESC,5,15000,,5,,,,,4,
2793,iw9_ch_daily_p4_general_headshots,CHALLENGE/DAILY_P1_GENERAL_HEADSHOTS,CHALLENGE/DAILY_P1_GENERAL_HEADSHOTS_DESC,8,15000,,5,,,,,5,
582,iw9_ch_daily_p4_general_kills_mounted,CHALLENGE/DAILY_P1_GENERAL_KILLS_MOUNTED,CHALLENGE/DAILY_P1_GENERAL_KILLS_MOUNTED_DESC,5,15000,,5,,,,,7,
2855,iw9_ch_daily_p4_general_kills_point_blank,CHALLENGE/DAILY_P1_GENERAL_KILLS_POINT_BLANK,CHALLENGE/DAILY_P1_GENERAL_KILLS_POINT_BLANK_DESC,8,15000,,5,,,,,8,
2664,iw9_ch_daily_p4_general_kills_kingslayer,CHALLENGE/DAILY_P1_GENERAL_KILLS_KINGSLAYER,CHALLENGE/DAILY_P1_GENERAL_KILLS_KINGSLAYER_DESC,5,15000,,5,,,,,9,
46,iw9_ch_daily_p4_general_kills_secondary_weapon,CHALLENGE/DAILY_P1_GENERAL_KILLS_SECONDARY_WEAPON,CHALLENGE/DAILY_P1_GENERAL_KILLS_SECONDARY_WEAPON_DESC,5,15000,,5,,,,,10,
3033,iw9_ch_daily_p4_general_kills_recent_enemy,CHALLENGE/DAILY_P1_GENERAL_KILLS_RECENT_ENEMY,CHALLENGE/DAILY_P1_GENERAL_KILLS_RECENT_ENEMY_DESC,3,15000,,5,,,,,11,
1083,iw9_ch_daily_p4_general_shut_down_killstreaks,CHALLENGE/DAILY_P1_GENERAL_SHUT_DOWN_KILLSTREAKS,CHALLENGE/DAILY_P1_GENERAL_SHUT_DOWN_KILLSTREAKS_DESC,3,15000,,5,,,,,12,
451,iw9_ch_daily_p4_general_double_kills,CHALLENGE/DAILY_P1_GENERAL_DOUBLE_KILLS,CHALLENGE/DAILY_P1_GENERAL_DOUBLE_KILLS_DESC,2,15000,,5,,,,,13,
2891,iw9_ch_daily_p4_general_kills_low_health,CHALLENGE/DAILY_P1_GENERAL_KILLS_LOW_HEALTH,CHALLENGE/DAILY_P1_GENERAL_KILLS_LOW_HEALTH_DESC,3,15000,,5,,,,,14,
692,iw9_ch_daily_p4_general_headshots_secondary_weapon,CHALLENGE/DAILY_P1_GENERAL_HEADSHOTS_SECONDARY_WEAPON,CHALLENGE/DAILY_P1_GENERAL_HEADSHOTS_SECONDARY_WEAPON_DESC,2,15000,,5,,,,,15,
165,iw9_ch_daily_p4_general_kills_hipfire,CHALLENGE/DAILY_P1_GENERAL_KILLS_HIPFIRE,CHALLENGE/DAILY_P1_GENERAL_KILLS_HIPFIRE_DESC,3,15000,,5,,,,,16,
347,iw9_ch_daily_p4_general_kills_1s1k,CHALLENGE/DAILY_P1_GENERAL_KILLS_1S1K,CHALLENGE/DAILY_P1_GENERAL_KILLS_1S1K_DESC,2,15000,,5,,,,,17,
3113,iw9_ch_daily_p4_general_kills_lethal,CHALLENGE/DAILY_P1_GENERAL_KILLS_LETHAL,CHALLENGE/DAILY_P1_GENERAL_KILLS_LETHAL_DESC,2,15000,,5,,,,,18,
4123,iw9_ch_daily_p4_general_kills_ads,CHALLENGE/DAILY_P1_GENERAL_KILLS_ADS,CHALLENGE/DAILY_P1_GENERAL_KILLS_ADS_DESC,20,15000,,5,,,,,19,
953,iw9_compound_iw9_ae_kind_daily_1,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,1,2868|1824
79,iw9_compound_iw9_ae_kind_daily_2,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,2,544|3134
679,iw9_compound_iw9_ae_kind_daily_3,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,3,2711|3902
1760,iw9_compound_iw9_ae_kind_daily_4,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,4,2793|3948
757,iw9_compound_iw9_ae_kind_daily_5,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,5,582|1035
683,iw9_compound_iw9_ae_kind_daily_6,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,6,2855|3878
1874,iw9_compound_iw9_ae_kind_daily_7,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,7,2664|3045
348,iw9_compound_iw9_ae_kind_daily_8,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,8,692|4116
3083,iw9_compound_iw9_ae_kind_daily_9,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,9,3033|842
2841,iw9_compound_iw9_ae_kind_daily_10,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,10,1083|3077
349,iw9_compound_iw9_ae_kind_daily_11,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,11,451|3986
405,iw9_compound_iw9_ae_kind_daily_13,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,13,692|4116
1785,iw9_compound_iw9_ae_kind_daily_14,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,14,165|306
313,iw9_compound_iw9_ae_kind_daily_15,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,15,347|1988
2723,iw9_compound_iw9_ae_kind_daily_16,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,16,3113|4057
1119,iw9_compound_iw9_ae_kind_daily_17,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,17,4123|3814
2014,iw9_compound_iw9_ae_kind_daily_18,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,18,2868|3117
2826,iw9_compound_iw9_ae_kind_daily_19,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,19,2868|3870
416,iw9_compound_iw9_ae_kind_daily_20,CHALLENGE/DAILY_BONUS_DESC,CHALLENGE/DAILY_BONUS_DESC,1,15000,,4,,,,,20,2868|102
