include,omnvars/omnvars_shared_mp_cp.csv,,,,,,,,,,,,
include,omnvars/mp/omnvars_scorestreaks.csv,,,,,,,,,,,,
include,omnvars/mp/omnvars_vehicles.csv,,,,,,,,,,,,
ui_player_splash_cardClientId_3,1,,c,i,-1,-1,62,,,,,,
ui_player_splash_cardClientId_4,1,,c,i,-1,-1,62,,,,,,
ui_player_splash_cardClientId_5,1,,c,i,-1,-1,62,,,,,,
ui_misc_message_id,1,,c,i,-1,-1,62,,,,,,
ui_misc_message_trigger,1,,c,i,0,0,1,,,,,,
zm_time_survived,1,,g,i,0,0,99999999,,,,,,
zm_player_health,1,,c,f,1,0,1,1,,,,,
cp_munition_slot_1,1,1,c,i,0,0,999,,munitions slot ,,,,
cp_munition_slot_2,1,1,c,i,0,0,999,,munitions slot ,,,,
cp_munition_slot_3,1,1,c,i,0,0,999,,munitions slot ,,,,
cp_munition_slot_4,1,,c,i,0,0,999,,munitions slot ,,,,
cp_munition_slot_reset,1,,c,i,0,0,4,,tells lua to reset a particular slot's playerdata,,,,
cp_munition_sel_slot_idx,1,1,c,i,0,0,3,,Inventory slot actively selected,,,,
cp_munition_slots_full,1,,c,i,-1,-1,4,,how many slots have munitions in them,,,,
cp_munition_1_timer,1,,c,f,0,0,1,1,cool down timer for munition slot 1,,,,
cp_munition_2_timer,1,,c,f,0,0,1,1,cool down timer for munition slot 2,,,,
cp_munition_3_timer,1,,c,f,0,0,1,1,cool down timer for munition slot 3,,,,
cp_munition_4_timer,1,,c,f,0,0,1,1,cool down timer for munition slot 4,,,,
cp_countdown_timer,1,,g,t,0,,,1,,,,,
cp_countdown_timer_alpha,1,,g,i,0,0,5,,determines if we should display the timer and which slot 1-4  with 5 being big_timer in center,,,,
cp_objective_index,1,,g,i,0,0,99999,,0=Hide or 1=Show the objective widget,,,,
cp_countdown_color,1,,g,i,0,0,5,,0=white, 1=yellow, 2=red, 5='paused',,,,
cp_objective_count,1,,g,i,-1,-1,9999999,,#used for the objective desc to count down enemies killed or things like that,,,,
cp_objective_icon,1,,c,i,0,0,1,,nuke core icon, used for informing player something is in his possession,,,,
cp_objective_desc_index,1,,g,i,1,1,8,,cp objective description step index,,,,
cp_objective_sub_1_index,1,,g,i,0,0,99999,,Index that records each sub objective's Description,,,,
cp_objective_sub_2_index,1,,g,i,0,0,99999,,Index that records each sub objective's Description,,,,
cp_objective_sub_3_index,1,,g,i,0,0,99999,,Index that records each sub objective's Description,,,,
cp_objective_sub_4_index,1,,g,i,0,0,99999,,Index that records each sub objective's Description,,,,
cp_objective_sub_1_complete,1,,g,b,0,,,,,,,,
cp_objective_sub_2_complete,1,,g,b,0,,,,,,,,
cp_objective_sub_3_complete,1,,g,b,0,,,,,,,,
cp_objective_sub_4_complete,1,,g,b,0,,,,,,,,
cp_objective_sub_count_1,1,,g,i,-1,-1,9999999,,#used for the sub objective desc to count down enemies killed or things like that,,,,
cp_objective_sub_count_2,1,,g,i,-1,-1,9999999,,#used for the sub objective desc to count down enemies killed or things like that,,,,
cp_objective_sub_count_3,1,,g,i,-1,-1,9999999,,#used for the sub objective desc to count down enemies killed or things like that,,,,
cp_objective_sub_count_4,1,,g,i,-1,-1,9999999,,#used for the sub objective desc to count down enemies killed or things like that,,,,
cp_objective_event_index,1,,g,i,0,0,999,,#event index,,,,
cp_objective_event_count,1,,g,i,-1,-1,9999999,,#used for the event desc to count down enemies killed or things like that,,,,
cp_countdown_event_timer,1,,g,t,0,,,1,,,,,
cp_countdown_event_timer_alpha,1,,g,i,0,0,1,,determines if we should display the timer,,,,
cp_countdown_event_color,1,,g,i,0,0,5,,#0=white, 1=yellow, 2=red, 5='paused',,,,
cp_objective_event_complete,1,,g,b,0,,,,,,,,
zm_hint_index,1,,c,i,0,0,99999,,Index that records each hint text,,,,
zm_hint_progress,1,,c,f,0,0,1,,Progress for the current hint,,,,
dpad_popup,1,,c,i,-2,-2,5,,used for computer hacking,,,,
cpu1_search_result,1,,g,i,0,0,9,,,,,,
cpu2_search_result,1,,g,i,0,0,9,,,,,,
cpu3_search_result,1,,g,i,0,0,9,,,,,,
cpu_manifest1_idx,1,,g,i,0,0,99,,which folder number the player should search,,,,
cpu_manifest2_idx,1,,g,i,0,0,99,,which folder number the player should search,,,,
cpu_manifest3_idx,1,,g,i,0,0,99,,which folder number the player should search,,,,
cpu_hacking_speed,1,,g,i,0,0,99999,,display for speed, higher num = faster speed,,,,
cpu_hacking_time,1,,g,i,0,-1,99999,,display for time remaining,,,,
cpu_hacking_progress,1,,g,f,-1,0,1,1,progress meter for hacking,,,,
cpu_hacking_color,1,,c,i,0,0,2,,which color for hack,,,,
cpu_hacking_signal,1,,g,i,0,0,4,,shows how many players are in the hacking circle,,,,
zm_faction_super,1,1,c,f,0,0,1,1,faction super meter,,,,
cp_super_ready,1,1,c,i,0,0,1,,is super ready?  Display it if necessary,,,,
ui_overwatch_view,1,1,c,i,0,0,2,,1 = reaper, 2 = missile defense,,,,
ui_missile_lock,1,,c,i,0,0,2,,,,,,
ui_javelin_view,1,,c,i,0,0,1,,,,,,
ui_javelin_state,1,,c,i,0,0,4,,,,,,
ui_remote_control_sequence,1,1,c,i,-1,-1,99,,,,,,
ui_show_objectives,1,,c,b,0,0,1,,,,,,
ui_show_only_marked_objectives,1,,c,b,0,0,1,,,,,,
ui_objectives_updated,1,,c,b,0,0,1,,,,,,
ui_show_objectives_reminder,1,,c,b,0,0,1,,,,,,
ui_disable_objective_reveal_fanfare,1,,c,b,0,0,1,,,,,,
ui_objective_scale_distance,1,,c,i,1000,0,50000,,,,,,# 1000 ~= 25m, 50000 ~= 1250m
ui_target_health,1,,c,i,-1,-1,250000,,,,,,
ui_target_max_health,1,,c,i,0,0,250000,,,,,,
ui_target_entity_num,1,,c,i,-1,-1,4047,,,,,,
ui_target_name_index,1,,c,i,-1,-1,16,,,,,,
ui_killstreak_missile_warn,1,,c,b,0,0,1,,,,,,
cp_round_num,1,,g,i,0,0,20,,for display of round number,,,,
ui_weapon_pickup,1,,c,i,0,0,99,,,,,,
ui_equipment_id_primary,1,1,c,i,0,0,127,,,,,,
ui_equipment_id_secondary,1,1,c,i,0,0,127,,,,,,
ui_hide_minimap,1,,c,b,0,0,1,,,,,,
ui_special_equipment_ascender,1,,c,i,-1,-1,4,,,,,,
ui_special_equipment_nvg,1,,c,i,-1,-1,4,,,,,,
ui_special_equipment_selfrevive,1,,c,i,-1,-1,4,,,,,,
ui_special_equipment_parachute_activator,1,,c,i,-1,-1,4,,,,,,
ui_special_equipment_armorCarrier,1,,c,i,-1,-1,4,,,,,,
cp_difficulty_level,1,,g,i,0,0,3,,0-recruit, 1-standard, 2-hardened, 3-veteran,,,,
ui_reviver_id,1,,c,i,-1,-1,30,,,,,,
ui_only_default_loadouts,0,,g,b,0,0,1,,,,,,
ui_hitmarker_audio_events,1,1,c,i,0,0,15,,,,,,
ui_damage_event,1,1,c,n,0,0,1,,,,,,
ui_drone_missile_count,1,,g,i,4,0,4,,,,,,
ui_drone_fov_scale,1,,g,i,1,1,60,,#NAME?,,,,
ui_drone_active,1,,g,b,0,0,1,0,,,,,
ui_drone_zoom,1,,g,i,1,1,3,,,,,,
ui_drone_missile_cooldown,1,,g,i,0,0,10000,,,,,,
cp_loadout_changed,1,,c,i,0,0,1,,notify for lua from gsc that gsc received change_class notify (munition icons need this),,,,
cp_open_cac,1,,c,i,-2,-2,8,,0 or 1 = open cpsurvivalweaponbuy for primary and secondary, 2 = open cpsurvivalequipmentbuy, 3=opencpmunitionselect in survival,  -1 = entering a safehouse edit_loadout, -2  = default,,,,
ui_self_revive,1,,c,b,0,0,1,,,,,,
ui_targets_in_circle,1,,c,f,0,0,1,,overwatch satellite targets in circle,,,,
cp_ied_nearby,1,,c,i,0,0,10,,used to let player know he is near an IED as in scout drone,,,,
cp_scout_drone_controls,1,,c,i,0,0,3,,turns on the scout drone overlay,,,,
cp_vehicle_damage_1,1,,c,i,0,0,1,,front left damage on humvee,,,,
cp_vehicle_damage_2,1,,c,i,0,0,1,,front right damage on humvee,,,,
cp_vehicle_damage_3,1,,c,i,0,0,1,,back left damage,,,,
cp_vehicle_damage_4,1,,c,i,0,0,1,,back right damage,,,,
cp_vehicle_damage_5,1,,c,i,0,0,1,,hood damage,,,,
ui_br_altimeter_horizontal_speed,1,,c,i,0,0,999,,,,,,
ui_br_altimeter_vertical_speed,1,,c,i,0,0,999,,,,,,
ui_br_altimeter_height,1,,c,f,0,0,1,,,,,,
ui_br_altimeter_state,1,,c,i,0,0,2,,,,,,
ui_birds_eye_view,1,,c,i,0,0,1,,,,,,
ui_little_bird_altitude,1,,c,i,0,0,9999,,helght in meters of little bird chopper,,,,
ui_gas_mask_juggernaut,1,,c,i,0,-1,6,,,,,,
ui_gas_mask,1,,c,i,0,0,3,,,,,1,
ui_jugg_overlay_third_person,1,,c,i,0,-1,6,,,,,,
cp_pvpe_active,1,,g,i,0,0,1,,is this pvpe mode,,,,
cp_archetype_unlocked,1,,c,i,0,0,1,,1 unlocks selections in respawntypeselection.lua,,,,
cp_round_timer,1,,g,t,0,,,,,,,,
cp_player_team_num,1,,c,i,-1,-1,4,,for scoring purpose,,,,
cp_wave_timer,1,,g,t,0,,,,wave timer for respawns,,,,
cp_show_wave_timer,1,,g,i,0,0,1,,1 to display wave timer, 0 to hide,,,,
cp_play_terrorist,1,,c,i,0,0,1,,0=allies, 1 = terrorist, used to hide some widgets,,,,
ui_in_infil,1,,g,i,-1,-1,3,,,,,,
cp_gasmask_filter_timer,1,,c,t,0,,,,Used to set and reset the timer of the Gas Masks,,,,
ui_gettocover_state,1,,c,i,5,0,5,,,,,,
ui_gettocover_text,1,,c,s,game/get_to_cover,,,,,,,,
cp_enemies_remaining,1,,g,i,0,0,999,,,,,,
cp_team_respawn_display,1,,g,i,0,-1,5,,//0 = hide, 1 = greyedout, 2 = countdown, 3 = ready to use, 4 = autorevivetimer, 5 = chopper timer (BB - this was changed to a gamescope omnvar so as to not have to archive it for spectator.  There may be old gsc calls that reference this as a client omnvar.),,,,
cp_team_respawn_timer,1,,g,t,0,,,,,,,,
cp_auto_respawn_timer,1,,g,t,0,,,,,,,,
ui_br_altimeter_c130_height,1,,g,i,24000,0,32767,,,,,,
ui_br_altimeter_sea_height,1,,g,i,0,0,16383,,,,,,
ui_br_altimeter_deploy_height,1,,c,i,0,0,32767,,,,,,
ui_tablet_usb,1,,c,i,0,0,10,,used to tell lua that gsc has spulled on screen the generic tablet 1-8 taken by various tablet \ smart phone \ radioactive scanners ,,,,
ui_overcharge,1,,c,i,0,0,2,,,,,,
ui_chyron_mission_index,1,,c,i,0,-1,999,,,,,,
ui_chyron_on,1,,c,b,0,0,1,,,,,,
ui_tablet_scanning,1,,c,i,0,0,3,,//used for the tablet scanning device 0= hide, 1 = confirmed, 2 unconfirmed, 3 incomplete,,,,
ui_out_of_range_meter,1,,c,f,0,0,1,,recon drone out of range meter,,,,
ui_edge_glow,1,,c,a,0,0,256,,For showcasing if AI are detecting the player or not....,,,,
cp_wave_number,1,,g,i,0,0,9999999,,//wave number for wave survival mode,,,,
cp_wave_maximum,1,,g,i,0,0,9999999,,//wave maximum for wave survival mode,,,,
reset_wave_loadout,1,,c,i,0,0,10,,//tells wave gamtype to reset the loadout in different ways in cphud.lua,,,,
ui_apache_screens_state,1,,c,i,0,0,2,,,,,,
ui_field_upgrade_icon,1,1,c,i,0,0,73,,//role \ super icon,,,,
ui_emp_drone_overlay,1,,c,b,0,0,1,,,,,,
ui_game_type_kill_value,,,g,i,0,0,999999,,# the score value that you get from a kill in the current game type,,,,
ui_points_popup,1,,c,i,-1,-1,99999,,,,,,
ui_points_popup_notify,1,,c,n,,,,,# notify to trigger points popup,,,,
ui_objective_pinned_text_param,1,1,c,i,0,0,1,1,,,,,
ui_vote_results,1,,c,i,0,0,2,,,,,,
ui_vote_type,1,,c,i,0,0,2,,,,,,
ui_vote_player1,1,,c,i,0,0,2,,,,,,
ui_vote_player2,1,,c,i,0,0,2,,,,,,
ui_vote_player3,1,,c,i,0,0,2,,,,,,
ui_vote_player4,1,,c,i,0,0,2,,,,,,
ui_vote_all_done,1,,c,i,0,0,2,,,,,,
ui_hide_apache_exit,1,,c,i,0,0,2,,,,,,
ui_briefing,1,,c,i,0,0,2,,,,,,
ui_hide_objectives,1,,c,b,0,0,1,,,,,,
ui_hide_bigmap,1,,c,b,0,0,1,,,,,,
ui_so_stars_given,1,,g,i,-1,-1,3,,,,,,
ui_so_next_score,1,,g,i,0,-1,99999999,,,,,,
ui_so_next_scoretype,1,,g,i,0,0,5,,,,,,
ui_so_next_stars,1,,g,i,0,0,4,,,,,,
ui_so_iwbest,1,,g,i,0,0,99999999,,,,,,
ui_leave_cp_round_end_dungeon_hud_notify,1,,g,n,,,,,,,,,
ui_leave_cp_round_end_disable_next_mission_button,1,,g,n,,,,,,,,,
ui_votesys_time,1,,g,t,0,-1,9999999,,,,,,
ui_votesys_playervotes,1,,g,i,0,0,4,,,,,,
ui_votesys_playercount,1,,g,i,0,0,4,,,,,,
ui_votesys_player0,1,,g,i,0,0,2,,,,,,
ui_votesys_player1,1,,g,i,0,0,2,,,,,,
ui_votesys_player2,1,,g,i,0,0,2,,,,,,
ui_votesys_player3,1,,g,i,0,0,2,,,,,,
ui_player_in_infil,1,,c,b,0,0,1,,,,,,
ui_cp_mission_fail_index,1,,c,i,0,0,999,,#index for fail text in level objective table failedText column,,,,
ui_kick_warning,1,,c,b,0,0,1,,#display kick warning in pause menu,,,,
ui_lethal_recharge_progress,1,,c,f,0,0,1,,,,,,
ui_tactical_recharge_progress,1,,c,f,0,0,1,,,,,,
ui_recharge_notify,1,,c,i,-1,-1,2,,,,,,
ui_smart_watch_interact,1,,c,i,0,0,10,,,,,,
ui_smart_watch_check,1,,c,i,0,0,1,,,,,,
ui_score_event_list_0,1,,c,i,-1,-1,2047,,,,,,
ui_score_event_list_1,1,,c,i,-1,-1,2047,,,,,,
ui_score_event_list_2,1,,c,i,-1,-1,2047,,,,,,
ui_score_event_list_3,1,,c,i,-1,-1,2047,,,,,,
ui_score_event_list_4,1,,c,i,-1,-1,2047,,,,,,
ui_score_event_control,1,,c,i,-1,-1,16,,,,,,
ui_score_event_use_splashbundle_0,1,,c,b,0,1,1,,,,,,
ui_score_event_use_splashbundle_1,1,,c,b,0,1,1,,,,,,
ui_score_event_use_splashbundle_2,1,,c,b,0,1,1,,,,,,
ui_score_event_use_splashbundle_3,1,,c,b,0,1,1,,,,,,
ui_score_event_use_splashbundle_4,1,,c,b,0,1,1,,,,,,
ui_killstreak_connection,1,,c,i,0,0,4,,,,,,
cp_super_fired,1,,c,i,0,0,1,,notify for lua from gsc that the super is fired,,,,
cp_team_oriented_super_fired,1,,g,i,0,0,6,,,,,,
cp_team_oriented_super_ended,1,,g,i,0,0,6,,,,,,
ui_class_power_ready,1,,g,i,0,-1,6,,,,,,
ui_class_power_inuse,1,,g,i,0,-1,6,,,,,,
ui_class_power_reloading,1,,g,i,0,-1,6,,,,,,
ui_armor_class_power_used,1,,c,b,0,0,1,,,,,,
ui_armor_gained,1,,g,i,0,0,201,,,,,,
ui_thermite_class_power_on,1,,c,n,,,,,,,,,
ui_thermite_class_power_off,1,,c,n,,,,,,,,,
ui_ammo_class_power_on,1,,c,n,,,,,,,,,
ui_ammo_class_power_off,1,,c,n,,,,,,,,,
ui_cp_checkpoint,1,,g,b,0,0,1,,,,,,
cp_detonation_device,1,,c,i,0,0,5,,enemy detonation device turn on or off lua on material,,,,
ui_cp_bink_overlay_state,1,,c,i,0,0,3,,,,,,
ui_pet_watch_state,1,1,c,i,0,-999999,999999,,,,,,
ui_showhealthbar,,,g,i,0,0,1,,,,,,
ui_player_maxhealth,,,c,i,180,0,999999,,,,,,
ui_cp_relic_ammo_reward,1,,c,i,0,-10,10,,#relic for punch bullets added to clip or stock,,,,
cp_relic_1,1,,c,i,0,0,99,,,,,,
cp_relic_2,1,,c,i,0,0,99,,,,,,
cp_relic_3,1,,c,i,0,0,99,,,,,,
cp_relic_4,1,,c,i,0,0,99,,,,,,
ui_cp_relic_squad_link,1,,c,i,0,0,10,,#relic for squadlink to display messages,,,,
ui_nuke_end_milliseconds,1,,g,t,0,,,,,,,,
ui_geigercounter_meter,1,1,c,f,0,0,1,1,,,,,
ui_geigercounter_type,1,1,c,i,0,0,5,,,,,,
ui_longshot_dist,1,,c,f,0,0,8191,,,,,,
ui_longshot_special,1,,c,b,0,0,1,,,,,,
ui_cp_interaction_card,1,,c,i,0,0,99,,,,,,
ui_cp_interaction_cost,1,,c,i,0,0,9999,,,,,,
cp_mission_timer,1,,g,t,0,,,1,,,,,
cp_mission_timer_alpha,1,,g,i,0,0,1,,determines if we should display the timer,,,,
ui_snakecam,1,,c,b,0,0,1,,Determins if SnakeCam is on,,,,
ui_parachuteicon,1,,c,b,0,0,1,,Determines if parachute icon is shown,,,,
radiation_meter_progress,1,1,c,f,0,0,1,1,,,,,
ui_hud_hidden_by_timer,1,,c,b,0,0,1,,,,,,
ui_hack_progress,1,1,c,f,0,0,1,,,,,,
ui_hack_index,1,1,c,i,0,0,255,,,,,,
ui_parachute_acquired,1,,c,i,-1,-1,1,,Display whether or not a parachute has been acquired,,,,
ui_is_laststand,1,,c,b,0,0,1,,,,,,
ui_lower_message,1,,c,i,0,0,100,,,,,,
ui_lower_message_time,1,,c,t,0,,,,,,,,
ui_life_kill_count,1,,c,i,0,0,511,,,,,,
ui_shrapnel_overlay,1,,c,i,0,0,3,,,,,,
ui_super_can_use,1,,c,b,0,0,1,,,,,,
ui_super_progress,1,1,c,f,0,0,1,1,,,,,
ui_super_state,1,1,c,i,0,0,7,,,,,,
ui_super_ref,1,1,c,s,none,,,,,,,,
ui_super_reminder,1,,c,b,0,1,1,,,,,,
ui_notify_show_minimal_hud,1,,c,n,0,,,,,,,,
ui_perk_bonus_progress,1,,c,f,0,0,1,,,,,,
ui_perk_ultimate_progress,1,,c,f,0,0,1,,,,,,
ui_perk_package_changed,1,,c,n,,0,,,,,,,
ui_perk_package_state,1,1,c,i,0,0,4,,,,,,
ui_perk_package_super1,1,1,c,i,0,0,100,,,,,,
ui_perk_package_super2,1,1,c,i,0,0,50,,,,,,
ui_force_close_inventory,1,,c,b,0,0,1,,,,,,
ui_toggle_third_person,1,,c,b,0,0,1,,,,,,
ui_stealth_compass_sight_visibles,1,,c,a,0,,,,,,,,#stealth compass sight and visibility, 4 ent info packed as uint, 7 bits for sight, 1 bit for visibility flag each
ui_stealth_compass_ents_0,1,,c,a,0,,,,,,,,#stealth compass ents, 2 ent packed as uint, each ent is 16 bits
ui_stealth_compass_ents_1,0,,c,a,0,,,,,,,,#stealth compass ents, 2 ent packed as uint, each ent is 16 bits
ui_disable_wheel_widgets,,,g,b,0,,,,,,,,
ui_gungame_timer_end_milliseconds,1,,c,t,0,,,,,,,,
ui_gungame_timer,1,,c,f,0,0,1,,,,,,#controls UI radial progress
ui_gungame_timer_stopped,1,,c,b,0,0,1,,,,,,
ui_show_breathhold_hint,1,,c,b,0,0,1,,,,,,
ui_match_over,1,,g,b,0,0,1,,,,,,
ui_backpack_small,1,,c,b,1,0,1,,,,,,
ui_ai_stealth_edge_glow,1,,c,a,0,0,256,,For showcasing if AI are detecting the player or not....,,,,
ui_dungeon_extended_load_screen,1,,c,i,0,0,1,,,,,,
ui_nvg_equipped,1,,c,b,0,0,1,,,,,,
ui_nvg_light_meter,1,,c,i,0,0,2,,,,,,
ui_nvg_light_meter_needle,1,,c,f,0,0,1,1,,,,,
ui_nvg_flir,1,,c,b,0,0,1,,,,,,
ui_buystation_limited_item_amount_temp,1,,g,a,0,,,,,,,,Used to transmit packed stock data for the buy station
ui_revives_left,1,,c,f,1,0,1,,,,,,
ui_limited_revives_active,1,1,c,i,1,0,3,,,,,,
num_bombs_planted,1,,g,i,0,-1,99,,,,,,
ui_binoculars_target_distance,1,,c,i,-1,-1,65536,,,,,,
ui_binoculars_target_degree,1,,c,i,0,-90,90,,,,,,
ui_aar_is_personal_best,1,,c,b,0,0,1,,,,,,
ui_aar_intel_items_found,1,,c,i,0,0,9999999,,,,,,
ui_aar_intel_items_total,1,,g,i,0,0,9999999,,,,,,
ui_cctv_active,1,,c,b,0,0,1,0,,,,,
ui_cctv_camera_index,1,,c,i,0,0,20,,,,,,
ui_cctv_zone_index,1,,c,i,0,0,20,,,,,,
ui_carry_object_can_drop,1,,c,i,0,0,1,,,,,,
ui_blinded_player_active,1,,c,f,0,0,1,1,,,,,
ui_restart_selected,1,,c,i,0,0,2,,,,,,
ui_in_world_text_index,1,,c,i,0,0,255,,,,,,
ui_in_world_text_entnum,1,1,c,i,-1,-1,4096,,,,,,
ui_stop_armor_hint,1,,c,b,0,0,1,,,,,,
ui_blindfolded_hud,1,,c,f,0,0,1,1,,,,,
ui_client_num,1,,c,i,-1,-1,9999999,,,,,,
ui_dialogue_prompts_active,1,,c,b,0,0,1,,,,,,#0 = Hide, 1 = Show
ui_dialogue_prompts_choice,1,,g,i,0,0,4,,,,,,#0 = Neutral, 1 = Lie, 2 = Resist, 3 = Truth, 4 = Silence
ui_dialogue_prompts_duration,1,,g,i,0,0,1000,,,,,,#Time in seconds
ui_dialogue_prompts_option_a,1,,g,s,none,,,,,,,,
ui_dialogue_prompts_option_b,1,,g,s,none,,,,,,,,
ui_dialogue_prompts_option_c,1,,g,s,none,,,,,,,,
ui_dialogue_prompts_option_d,1,,g,s,none,,,,,,,,
ui_prompt_hold_progress,1,,g,f,0,0,1,1,,,,,# Generic UI prompt hold progress, could be used for any key prompt
ui_earned_streak_visible,1,,c,b,1,0,1,,,,,,
ui_hack_scoreboard_forbidden,1,,c,b,0,0,1,,,,,,
ui_num_attackers,1,,c,i,0,0,15,,,,,,
ui_is_bink_skippable,1,,c,b,0,,,,,,,,
ui_transition_movie,1,,g,s,none,,,,,,,,
ui_killcam_end_milliseconds,1,,c,t,0,,,,,,,,
ui_killcam_killedby_id,1,,c,i,-1,-1,200,,,,,,
ui_killcam_victim_id,1,,c,i,-1,-1,200,,,,,,
ui_killcam_killedby_weapon_rarity,1,,c,i,-1,-1,3,,,,,,
ui_killcam_killedby_weapon_rarity_notify,1,,c,n,0,,,,,,,,
ui_killcam_killedby_loot_variant_id,1,,c,i,-1,-1,10042,,,,,,
ui_killcam_killedby_attachment1,1,,c,i,-1,-1,8191,,,,,,
ui_killcam_killedby_attachment2,1,,c,i,-1,-1,8191,,,,,,
ui_killcam_killedby_attachment3,1,,c,i,-1,-1,8191,,,,,,
ui_killcam_killedby_attachment4,1,,c,i,-1,-1,8191,,,,,,
ui_killcam_killedby_attachment5,1,,c,i,-1,-1,8191,,,,,,
ui_killcam_killedby_attachment6,1,,c,i,-1,-1,8191,,,,,,
ui_killcam_killedby_attachment7,1,,c,i,-1,-1,8191,,,,,,
ui_killcam_killedby_attachment8,1,,c,i,-1,-1,8191,,,,,,
ui_killcam_killedby_perk0,1,,c,s,none,,,,,,,,
ui_killcam_killedby_perk1,1,,c,s,none,,,,,,,,
ui_killcam_killedby_perk2,1,,c,s,none,,,,,,,,
ui_killcam_killedby_perk3,1,,c,s,none,,,,,,,,
ui_killcam_killedby_perk4,1,,c,s,none,,,,,,,,
ui_killcam_killedby_perk5,1,,c,s,none,,,,,,,,
ui_killcam_text,,,c,s,none,,,,,,,,
ui_killcam_killedby_item_type,1,,c,i,-1,-1,5,,,,,,# -1 = none; 0 = weapon; 1 = killcam; 2 = super; 3 = power (lethal/tactical); 4 = execution; 5 = misc;
ui_killcam_killedby_item_id,1,,c,i,-1,-1,200,,,,,,# context-specific ID. Meaning changes depending on ui_killcam_killdby_item_type
ui_killcam_killedby_health_ratio,1,,c,i,-1,-1,127,,,,,,
ui_killcam_victim_or_attacker,1,,c,i,-1,-1,1,,,,,,
ui_killcam_copycat,1,,g,b,1,0,1,,,,,,
ui_sboxmission_name,1,,c,s,none,,,,,,,,
ui_minimap_floor,1,,c,i,0,-32,32,,for multi-floor minimaps,,,,
ui_minimap_min_floor,1,,c,i,0,-32,32,,for multi-floor minimaps,,,,
ui_minimap_max_floor,1,,c,i,0,-32,32,,for multi-floor minimaps,,,,
